t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
0.31,(0.06867127057317354+0.4798987981948251j),(1.1136728882343094-1.0629832265434314j),(0.43787144475828876-0.6157949304248125j),(-0.7754671537278488-1.9916176707846283j),(1.5983281043686777-1.5506802375745288j),(1.783361746769926-1.219793743888649j),(-0.7296207463264058+0.35634758762589736j),(0.3163059702838968+0.6576967075739266j),(0.5623356293394527+1.6866339996348345j),(3.0954544966176973-3.9843497882568966j),(1.1030082947876965-1.4500863783378402j),(0.6680527127858252-0.3885851799973956j),(1.8430040667868273+0.6772825102356707j),(-1.824806865438309-0.42581269551004713j),(0.23786751437289794-1.0404444892858251j),(0.4501811869272169+0.5864010830943273j),(2.095109649023513-1.8396031084814108j),(-0.6850211271539538-1.2718285563132625j),(-0.5787700995105136+0.19052734684757966j),(-2.3757887194333525+0.052469299182793j),(0.06867127057317354+0.4798987981948251j),(1.1136728882343094-1.0629832265434314j)
0.32,(0.05440555107360672+0.475813214599953j),(1.1288917633038853-1.0788318464946864j),(0.4255704665364937-0.6215225116548597j),(-0.8286281134492564-2.021239924348159j),(1.6155973955399363-1.5687461703020593j),(1.7980455610057569-1.2388754502995118j),(-0.7225059410544913+0.347935410089799j),(0.3131287890449724+0.6541380563197662j),(0.5062145033740011+1.7290714183033666j),(3.2501142992257783-4.096408689303154j),(1.0979870060602335-1.4640614236622245j),(0.6611992464443729-0.4021025598777873j),(1.859959466763413+0.6550074293407089j),(-1.8341556196795314-0.41281022128129835j),(0.24407163088491515-1.0385317013670894j),(0.4357961613441011+0.5767827525547194j),(2.073812932154395-1.889536269514354j),(-0.7169869820733255-1.3045123400063752j),(-0.5741069174630823+0.21938414601491568j),(-2.369683581327388+0.12394911101346102j),(0.05440555107360672+0.475813214599953j),(1.1288917633038853-1.0788318464946864j)
0.33,(0.04036053319160559+0.4716140280084839j),(1.1434247045546546-1.0946696178222928j),(0.41310691650826226-0.6269607563212809j),(-0.8836368502441069-2.0487752024169916j),(1.6323240548117794-1.5868881252106677j),(1.812407492880979-1.2579690823803316j),(-0.7157674025405258+0.3397524574973782j),(0.30990285383473165+0.6507355973901009j),(0.44676477422092853+1.7707954625318556j),(3.410401390092998-4.207895543031559j),(1.0924599276322449-1.478132243048902j),(0.654610360090358-0.415236332503725j),(1.8760353244276033+0.6324997138755392j),(-1.8430483949339374-0.3996064463020392j),(0.24981806365658016-1.0366830514892376j),(0.4219756513808813+0.5675378904768641j),(2.0513426736117575-1.9392749430382272j),(-0.7496016182850062-1.3359105420162247j),(-0.568311500893739+0.24686231703717412j),(-2.3600930237763023+0.19332002291735284j),(0.04036053319160559+0.4716140280084839j),(1.1434247045546546-1.0946696178222928j)
0.34,(0.026543311421651786+0.46731514568427224j),(1.1572613163340615-1.110516163875584j),(0.4005014119254501-0.6320908141250532j),(-0.9404108027927646-2.074099305087442j),(1.6484933692799144-1.6051117850781844j),(1.8264273495016703-1.2770798889225088j),(-0.7093847470324467+0.33178702851796665j),(0.306631148149339+0.6474858217594782j),(0.3839601942314244+1.8115824378697383j),(3.576266979446214-4.318521485114253j),(1.0864368956908048-1.492280168947913j),(0.6482716070397381-0.4279886006782651j),(1.8912482957823589+0.6098033645911589j),(-1.8514912701781758-0.3862239355074947j),(0.2551393452611392-1.0348991847994198j),(0.4086872194081136+0.558656213213454j),(2.0276926861689395-1.9887506123010037j),(-0.7828277325224429-1.3660011298788186j),(-0.5615392296822265+0.27293999673488195j),(-2.3473576392652267+0.26041721903449294j),(0.026543311421651786+0.46731514568427224j),(1.1572613163340615-1.110516163875584j)
0.35000000000000003,(0.012957804909754556+0.4629293873616849j),(1.1703964426974465-1.1263907375708642j),(0.3877733331486327-0.636896335632542j),(-0.9988619961140851-2.0970991287012586j),(1.6640963862864417-1.6234234963540453j),(1.8400899450487063-1.2962142361521694j),(-0.7033374965023792+0.32402702649117415j),(0.30331630630371414+0.644384267167544j),(0.31778176276794723+1.8512072930887065j),(3.7476697954891565-4.427999489484959j),(1.0799287331654108-1.506487915964239j),(0.6421684526706731-0.4403645104103968j),(1.9056188090503308+0.5869578076859364j),(-1.8594924507578996-0.3726836765453426j),(0.26006654921911626-1.0331798184474972j),(0.3958988885631579+0.5501253429484334j),(2.002861473280827-2.0378999224872474j),(-0.8166308700559942-1.3947693748885555j),(-0.5539361129940308+0.2976170005384705j),(-2.3318087233685407+0.32512727514985784j),(0.012957804909754556+0.4629293873616849j),(1.1703964426974465-1.1263907375708642j)
0.36,(-0.00039530571915159275+0.4584682501573588j),(1.1828303077782905-1.142312140336487j),(0.37494025134303954-0.6413634575347514j),(-1.0588992559211479-2.1176733921182267j),(1.6791303198058074-1.6418302851105555j),(1.8533855149418081-1.3153795839409073j),(-0.6976050839231006+0.31646002781940996j),(0.29996062378345056+0.6414255549242505j),(0.24821424983483492+1.8894449502582635j),(3.9245877592711906-4.536044041953432j),(1.0729472285030723-1.5207397607819277j),(0.6362862140786454-0.4523722201722299j),(1.9191704626456751+0.5639976317381651j),(-1.867061999332856-0.3590049044432156j),(0.26462933074300876-1.0315238604048882j),(0.38357911515969345+0.5419309433924863j),(1.9768514176467715-2.0866657447852983j),(-0.8509807723241806-1.4222079527256206j),(-0.545636568077173+0.3209118317162523j),(-2.3137617032391042+0.3873824535759792j),(-0.00039530571915159275+0.4584682501573588j),(1.1828303077782905-1.142312140336487j)
0.37,(-0.013518616091140767+0.45394169874829293j),(1.1945686154467852-1.1582986854152113j),(0.36201735889060976-0.6454806933081786j),(-1.1204305719249983-2.135732942238105j),(1.693598910369767-1.6603398979567972j),(1.8663100892472537-1.3345844792974164j),(-0.6921668585233901+0.3090733476514804j),(0.2965660682000331+0.6386034286337088j),(0.17524195607793622+1.9260708963880906j),(4.107031104618364-4.642369014996178j),(1.0655050983349241-1.53502170709751j),(0.630609997396101-0.46402284829535756j),(1.931929413951649+0.5409524088938982j),(-1.874211551385232-0.3452049634047786j),(0.2688559699577056-1.0299295139932734j),(0.37169676536844914+0.534056849641157j),(1.9496678206388955-2.134998126444316j),(-0.8858527311561752-1.4483168575381102j),(-0.5367618980221764+0.34285864168484104j),(-2.2935111460561286+0.4471545276010713j),(-0.013518616091140767+0.45394169874829293j),(1.1945686154467852-1.1582986854152113j)
0.38,(-0.026418012496293754+0.44935798320469167j),(1.2056226086896298-1.1743682066199224j),(0.34901691930636264-0.6492387265013011j),(-1.1833655333162063-2.151200599596469j),(1.7075127354877455-1.678960869670877j),(1.8788658224058181-1.3538385694955848j),(-0.6870020917027923+0.30185410325931766j),(0.29313429070492825+0.6359107947192295j),(0.09884382697381035+1.960860789909213j),(4.2950565781082455-4.746683346782288j),(1.057615934355899-1.5493216344655345j),(0.6251246346838587-0.475330399032807j),(1.9439237692760045+0.517846596678235j),(-1.8809540209971989-0.33129920550171543j),(0.27277341620105044-1.0283943696796618j),(0.3602210972483947+0.5264851933417367j),(1.9213178089852039-2.182855101900249j),(-0.921228921719749-1.4731031245939676j),(-0.5274193903787072+0.3635042668744532j),(-2.2713272373945723+0.5044484668746019j),(-0.026418012496293754+0.44935798320469167j),(1.2056226086896298-1.1743682066199224j)
0.39,(-0.03910266535200531+0.44472348578947735j),(1.2160090897228408-1.190538112081304j),(0.3359477532381248-0.6526301067625048j),(-1.2476177532912538-2.1640105195687083j),(1.720889468940102-1.6977026181016908j),(1.8910612776207618-1.3731526361597917j),(-0.6820899842733276+0.29478927549249356j),(0.2896666377412607+0.6333397646354693j),(0.018988011345526325+1.9935890378616254j),(4.488782908802744-4.848684429391315j),(1.049294134974188-1.563629430293316j),(0.6198146221800023-0.4863116682831764j),(1.9551829839917738+0.4946995155253196j),(-1.8873033022280552-0.3173009252279088j),(0.2764073321595604-1.026915485647907j),(0.34912174900363474+0.5191965241995969j),(1.8918091278446052-2.230203344112149j),(-0.9570996880200707-1.496580360970613j),(-0.5177019456095817+0.38290543388132825j),(-2.247453571799162+0.5592962452810948j),(-0.03910266535200531+0.44472348578947735j),(1.2160090897228408-1.190538112081304j)
0.4,(-0.051585004238689725+0.44004259695268616j),(1.2257504024319201-1.2068254810128582j),(0.32281477622800264-0.655648851400675j),(-1.313107196614381-2.1741070601411283j),(1.733754088845881-1.7165755656174084j),(1.9029116655989862-1.3925386505011117j),(-0.677409675676316+0.2878657686710854j),(0.2861641630340578+0.6308816986551637j),(-0.0643741831122397+2.024026487042859j),(4.68840853491492-4.948049337774504j),(1.0405548224800247-1.577937104571137j),(0.6146640615272461-0.4969861304193755j),(1.965737280414442+0.4715253962002474j),(-1.893273970939256-0.30322132822828246j),(0.2797821367280391-1.025489458598906j),(0.3383687341568157+0.5121699287401514j),(1.8611488410013592-2.2770186398116534j),(-0.9934647575465599-1.5187680875532112j),(-0.5076881407582563+0.4011261937836976j),(-2.2221060728880015+0.611750964631548j),(-0.051585004238689725+0.44004259695268616j),(1.2257504024319201-1.2068254810128582j)
0.41000000000000003,(-0.0638806771131405+0.43531761969518423j),(1.234874379329181-1.2232472001110246j),(0.30961860243870154-0.6582899575388875j),(-1.3797623247331476-2.18144316233233j),(1.7461390360049047-1.735591285094547j),(1.914439038756397-1.4120098487311765j),(-0.6729402557960218+0.28107046924718565j),(0.28262763974146354+0.6285272511180398j),(-0.15131406389944338+2.051935565162903j),(4.894226327901946-5.044421401425328j),(1.0314137466304862-1.5922388872754718j),(0.6096566053965445-0.5073758080706372j),(1.9756170894931038+0.4483334907030247j),(-1.8988809913626665-0.28906953201521046j),(0.2829210456040537-1.0241124861648354j),(0.3279324441610744+0.5053831471315484j),(1.8293419592677396-2.32328617709512j),(-1.0303343653067711-1.5396908986053677j),(-0.49744263703943903+0.4182356201155493j),(-2.1954728534991963+0.6618814257650737j),(-0.0638806771131405+0.43531761969518423j),(1.234874379329181-1.2232472001110246j)
0.42,(-0.07600849633276616+0.4305487004848464j),(1.2434142558329384-1.2398201349603815j),(0.2963552266728877-0.6605488316348135j),(-1.4475219764902074-2.1859782632325007j),(1.7580843256564176-1.7547626672078245j),(1.925672443454842-1.4315808255262776j),(-0.6686607799576414+0.27439030352933513j),(0.27905757270992626+0.6262664170285694j),(-0.24193105250793043+2.0770636959545974j),(5.106637706707336-5.1373932755811955j),(1.0218871756471493-1.6065313087239528j),(0.6047754086889109-0.5175051270600256j),(1.9848525209692476+0.42512823997499505j),(-1.9041394311178161-0.27485259613852403j),(0.2858461087438401-1.0227804222487762j),(0.3177836588157846+0.4988126887672321j),(1.7963900173367366-2.3690006383345383j),(-1.0677302717249453-1.5593774471542405j),(-0.48701684806911244+0.43430578378202384j),(-2.1677148329174463+0.709767226191748j),(-0.07600849633276616+0.4305487004848464j),(1.2434142558329384-1.2398201349603815j)
0.43,(-0.087990374112975+0.4257337840063854j),(1.2514085553099967-1.2565613307707535j),(0.28301579495700335-0.6624206442045844j),(-1.5163369083025673-2.1876757735102594j),(1.7696376174525044-1.7741041046503263j),(1.936648034306693-1.4512676423218116j),(-0.6645502876546701+0.26781229472279056j),(0.27545421079615384+0.6240885798876016j),(-0.3363586665261146+2.0991362542199483j),(5.326171583863331-5.226488013758934j),(1.011991775677562-1.6208132634804118j),(0.6000030862357915-0.5274007589900425j),(1.9934728653366927+0.4019094917356985j),(-1.9090641877881764-0.260575579072274j),(0.28857824391936227-1.0214888265213842j),(0.3078935647032471+0.4924339472076236j),(1.762289617368871-2.41416609541344j),(-1.1056866634023195-1.577859265250476j),(-0.4764497961700163+0.4494100021957162j),(-2.1389669436061918+0.7554944213276021j),(-0.087990374112975+0.4257337840063854j),(1.2514085553099967-1.2565613307707535j)
0.44,(-0.09985125000464376+0.4208685882336768j),(1.2589009489787137-1.2734882359678992j),(0.26958647196498775-0.6638996179714184j),(-1.5861709249009652-2.1865001606124923j),(1.780854250083598-1.79363168792877j),(1.9474091560380493-1.4710879462271071j),(-0.6605878254994446+0.26132361949218946j),(0.27181755923761164+0.6219825606409517j),(-0.43476859543907903+2.1178453996158564j),(5.553494730217918-5.311132732847775j),(1.001744479782181-1.6350860586966083j),(0.5953216776381933-0.5370914541885314j),(2.0015061297619896+0.3786727620201693j),(-1.9136697295903426-0.24624161900834685j),(0.2911372657304925-1.0202330092219674j),(0.29823378172102677+0.48622131498677207j),(1.727030954706575-2.458795707502945j),(-1.14425093019762-1.5951694277488147j),(-0.4657690960573072+0.46362134870838206j),(-2.1093397803256213+0.7991517545594958j),(-0.09985125000464376+0.4208685882336768j),(1.2589009489787137-1.2734882359678992j)
0.45,(-0.11161901293061041+0.41594659564394676j),(1.2659400954373594-1.2906189416125435j),(0.2560484118700914-0.664978257407778j),(-1.6570015392937503-2.182413685565675j),(1.791797248586932-1.8133634065701396j),(1.9580063998184842-1.4910610944934801j),(-0.656752474830371+0.25491166420222056j),(0.26814739207146376+0.6199366676260567j),(-0.5373734140184497+2.1328367298996005j),(5.789419918908066-5.390627351342699j),(0.9911623474799798-1.6493534480264755j),(0.5907126195935473-0.5466078678713998j),(2.008978609126573+0.35540953441643647j),(-1.9179698521346085-0.2318520357853616j),(0.29354190954438913-1.019008072323276j),(0.2887763976452562+0.4801482987028601j),(1.6905963375149502-2.502911223719797j),(-1.183484316147285-1.6113410665951438j),(-0.4549920170700264+0.4770114013525553j),(-2.0789215670395116+0.8408274389255426j),(-0.11161901293061041+0.41594659564394676j),(1.2659400954373594-1.2906189416125435j)
0.46,(-0.12332442026761044+0.4109590558526423j),(1.2725794652494293-1.307972429340675j),(0.24237783806967672-0.66564652685995j),(-1.7288201074638314-2.175372845437172j),(1.802537313890143-1.8333193489569801j),(1.9684976423213647-1.5112082787600964j),(-0.6530233843398885+0.24856408093676147j),(0.26444326461908224+0.6179387473960922j),(-0.644429183381284+2.1436951700732267j),(6.034919398897931-5.464109484729835j),(0.9802624158237643-1.6636216524533842j),(0.5861567257642465-0.5559823824461788j),(2.015914492548522+0.3321075915730001j),(-1.92197745279625-0.2174064513103434j),(0.2958098499581146-1.0178089480280832j),(0.279494010521753+0.4741876347305085j),(1.6529587081275943-2.5465422938448476j),(-1.2234624450739569-1.6264057397500198j),(-0.4441265861803797+0.4896492062357946j),(-2.047780339402639+0.8806064587661864j),(-0.12332442026761044+0.4109590558526423j),(1.2725794652494293-1.307972429340675j)
0.47000000000000003,(-0.13500101640736767+0.40589499453514316j),(1.27887715666897-1.3255688204940805j),(0.2285462368349467-0.6658909833093437j),(-1.8016313884079276-2.1653245756374004j),(1.8131528055695103-1.8535218935769309j),(1.9789480770555712-1.53155264274556j),(-0.6493798080086483+0.24226884333809112j),(0.26070452606945244+0.6159762362997402j),(-0.7562321193470368+2.1499241861192644j),(6.291115949002317-5.530507505162227j),(0.9690615428864243-1.6778993695279267j),(0.5816341739497236-0.5652489288724691j),(2.02233550514167+0.30875137420957904j),(-1.9257043238047646-0.2029029260284194j),(0.29795771351157085-1.016630435471701j),(0.2703597785426033+0.46831140581720015j),(1.614080169728043-2.5897255896738054j),(-1.264275724018943-1.6403916549198316j),(-0.43317270380458633+0.5016004298894559j),(-2.0159662613809717+0.9185683517832129j),(-0.13500101640736767+0.40589499453514316j),(1.27887715666897-1.3255688204940805j)
0.48,(-0.1466850531782036+0.40074122320900996j),(1.2848957092082247-1.3434296193240225j),(0.21452067046197212-0.6656938685639288j),(-1.8754524826157017-2.1522022671746583j),(1.8237297301187982-1.8739958842047837j),(1.9894302486918825-1.552119386632281j),(-0.6458011485440323+0.2360143022457786j),(0.2569303322098626+0.6140362126942641j),(-0.8731158543842295+2.1509259865449657j),(6.559287290471521-5.588490298622379j),(0.9575762444282089-1.6921977726225634j),(0.5771245000408383-0.574442809915818j),(2.028260584372777+0.2853223635776365j),(-1.9291609648194321-0.18833810924032404j),(0.3000010855163091-1.0154672364082498j),(0.26134747692491583+0.46249115875494967j),(1.5739105180390558-2.632503737418527j),(-1.3060296285917712-1.6533217433364011j),(-0.4221232527125262+0.512926675768822j),(-1.9835140127779611+0.9547854290434397j),(-0.1466850531782036+0.40074122320900996j),(1.2848957092082247-1.3434296193240225j)
