t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B01_A_0000
0.48,(-1.3586991013331709e-07+1.661212728343023e-07j),(-1.7302154929675704e-12-2.3579723250965665e-12j),(6.714215291714765e-16+4.3718436870457373e-16j),(9.761113056372184e-08+1.632973518510382e-07j),(5.392443228151709e-21-9.523406093340268e-21j),(5.465194267777998e-13+2.6035377028505415e-12j),(-3.189647020098366e-14+5.0392394564952846e-14j),(-4.253567083762214e-12-2.3350628406604336e-11j),(1.232656133718165e-17+7.246991617715799e-17j),(4.9164543290241216e-12+2.2861664314196073e-13j),(-1.3259106943814133e-07+1.7200812114985064e-07j)
0.49,(-1.0428835430264129e-07+1.5564074641288665e-07j),(-8.323007943928486e-13-2.2497980979128073e-12j),(6.222933499776918e-16+2.8521596828760757e-16j),(1.2906563184477286e-07+1.56096879362263e-07j),(6.119784870695064e-23-6.4546677206701194e-21j),(5.608947142063859e-13+2.438484282586134e-12j),(-4.407945695072163e-14+4.454811450304111e-14j),(-5.188332594342693e-12-2.2455432415972695e-11j),(5.313290207288819e-19+6.025653700553519e-17j),(5.318157848352009e-12+1.5084829240974516e-12j),(-1.0086039739279979e-07+1.6053708368538175e-07j)
0.5,(-7.78703779234745e-08+1.4358666337424904e-07j),(-1.3096228480399744e-13-1.9678474446386536e-12j),(5.606887096262012e-16+1.6298943388738911e-16j),(1.609375501231466e-07+1.4332268026273688e-07j),(-1.888882404946971e-21-3.3044464942380348e-21j),(5.676430547855981e-13+2.282201381537178e-12j),(-5.518795539780362e-14+3.574314668146538e-14j),(-5.62723552816595e-12-2.1561695603405468e-11j),(-7.552115715822356e-18+4.8704336161853166e-17j),(5.461849395516054e-12+2.995430577164667e-12j),(-7.441400665039236e-08+1.4759516018051108e-07j)
0.51,(-5.598261017131056e-08+1.3065973632272125e-07j),(3.7256923108789215e-13-1.5811908082681138e-12j),(4.923486582221253e-16+6.72571792889701e-17j),(1.9236876619497896e-07+1.246368229570542e-07j),(-1.972252911587954e-21-1.067121446129113e-21j),(5.681963189367039e-13+2.133938932644043e-12j),(-6.451254791308312e-14+2.4129986745590256e-14j),(-5.551963020783254e-12-2.0806795966626612e-11j),(-1.264827074697341e-17+3.8153940977394545e-17j),(5.2825120500172854e-12+4.660100296890763e-12j),(-5.2592131051953915e-08+1.3388081589277746e-07j)
0.52,(-3.804783470065472e-08+1.1738859831957857e-07j),(6.890901190597952e-13-1.1491926610615745e-12j),(4.2163106117247264e-16-5.264364822087252e-18j),(2.2241435984967926e-07+9.980418364909702e-08j),(-1.3141931597721916e-21+1.1922671093061197e-22j),(5.637396724010801e-13+1.9929900933350092e-12j),(-7.134132422277523e-14+1.0021869624210566e-14j),(-4.97075374186708e-12-2.0337526653196865e-11j),(-1.5392555638816447e-17+2.881098964097915e-17j),(4.710941291780301e-12+6.4604498937160445e-12j),(-3.479554201774146e-08+1.1991867652363915e-07j)
0.53,(-2.354775134921147e-08+1.041700804096361e-07j),(8.389989339422153e-13-7.211713020516537e-13j),(3.5180566495906264e-16-5.775375490849e-17j),(2.500482636434178e-07+6.870577767041586e-08j),(-5.870833143201709e-22+5.069461544930009e-22j),(5.552471440642273e-13+1.8587088912246364e-12j),(-7.499144984394025e-14-6.092173978627504e-15j),(-3.920597577597432e-12-2.0306160014015825e-11j),(-1.6337005905703196e-17+2.0778291373738474e-17j),(3.673919024752091e-12+8.338652566749245e-12j),(-2.0487575512658242e-08+1.0610052307181158e-07j)
0.54,(-1.2020901873852618e-08+9.130064837850686e-08j),(8.500580302939538e-13-3.3598245951611336e-13j),(2.852900785885137e-16-9.321370047266223e-17j),(2.7416918765178835e-07+3.135342596067742e-08j),(-8.896893233434287e-23+4.46927486035139e-22j),(5.435128684511699e-13+1.7305218566822369e-12j),(-7.484917902553748e-14-2.3536012191520072e-14j),(-2.4690100274473037e-12-2.0866187827128275e-11j),(-1.5956878505464576e-17+1.4080357873969187e-17j),(2.094959290955279e-12+1.0217066079609008e-11j),(-9.191409213717271e-09+9.27171981610286e-08j)
0.55,(-3.057830017330641e-09+7.900046078557259e-08j),(7.551464173336206e-13-2.1607970488875147e-14j),(2.23831793410607e-16-1.1444391954439043e-16j),(2.936072980613234e-07-1.2093606222220499e-08j),(1.3098835517732466e-22+2.3368689748810526e-22j),(5.291785303289307e-13+1.6079349813524515e-12j),(-7.041923095849876e-14-4.144219609143829e-14j),(-7.153586395012334e-13-2.2167739414470714e-11j),(-1.4657139368569037e-17+8.682160385760544e-18j),(-1.040543520797195e-13+1.199314122779202e-11j),(-4.846733679057242e-10+7.998295052829991e-08j)
0.56,(3.705078433176621e-09+6.743137805509445e-08j),(5.898740956996922e-13+2.051127632493928e-13j),(1.6864368121824674e-16-1.2403833444920713e-16j),(3.071323884331828e-07-6.130941615102127e-08j),(1.5077743960575793e-22+4.6927939931766406e-23j),(5.127575795852084e-13+1.490537007267448e-12j),(-6.138346777881449e-14-5.875917901707892e-14j),(1.2083004981428053e-12-2.4352672490965462e-11j),(-1.2778283179805571e-17+4.50367557628993e-18j),(-2.9999144446054088e-12+1.3533144547742828e-11j),(6.007155765556228e-09+6.805359990578005e-08j)
0.5700000000000001,(8.592076714745533e-09+5.6710096756219786e-08j),(3.90007902630275e-13+3.3842935891844516e-13j),(1.205014120134198e-16-1.2439273183571706e-16j),(3.1346455410521854e-07-1.1577924604469123e-07j),(8.157154285231981e-23-4.592330708498479e-23j),(4.946567657686509e-13+1.3779997814878117e-12j),(-4.766728608694855e-14-7.427518657422575e-14j),(3.1369419490327145e-12-2.75493322000561e-11j),(-1.0601286852508024e-17+1.431501825453219e-18j),(-6.663253384214997e-12+1.466459385727305e-11j),(1.0617584218307214e-08+5.703973895848091e-08j)
0.58,(1.1894178683345886e-08+4.691743273403842e-08j),(1.8875395229620853e-13+3.831077798337745e-13j),(7.9811541548546e-17-1.1771325545300315e-16j),(3.112886634310993e-07-1.7477395094096504e-07j),(1.0125504812540704e-23-5.511579343749867e-23j),(4.751954800936504e-13+1.2700761989299451e-12j),(-2.950997988647993e-14-8.666445787346623e-14j),(4.872937937354387e-12-3.186698348634606e-11j),(-8.351752980483808e-18-6.714410807350112e-19j),(-1.1151078860518728e-11+1.5167356887154606e-11j),(1.3645477291906255e-08+4.701603053190283e-08j)
0.59,(1.3874470279930985e-08+3.810464491427849e-08j),(1.4047961146925592e-14+3.5315717561379716e-13j),(4.6658964012629586e-17-1.0601951644251468e-16j),(2.992742076014384e-07-2.3732112305045355e-07j),(-2.351223467950499e-23-2.4644486215328827e-23j),(4.5462330103759334e-13+1.1665960947723054e-12j),(-7.532540488807497e-15-9.456139864359688e-14j),(6.1871920579806575e-12-3.7389942068063806e-11j),(-6.2034784462489376e-18-1.957372943418714e-18j),(-1.6495701680463155e-11+1.4763458297674193e-11j),(1.5360545233985372e-08+3.802752018634645e-08j)
0.6,(1.4772333197834476e-08+3.029758162416258e-08j),(-1.138890555582847e-13+2.6973614527954365e-13j),(2.0842120574873473e-17-9.113902158653307e-17j),(2.761023921735763e-07-3.021732028178895e-07j),(-2.0715929634371202e-23+4.3469664656105935e-24j),(4.331360282056785e-13+1.0674603325214652e-12j),(1.720695498087662e-14-9.666691382203069e-14j),(6.82118287380329e-12-4.417146075020132e-11j),(-4.281797413692039e-18-2.585766691311264e-18j),(-2.2688782750132092e-11+1.3105799998561471e-11j),(1.600767314751261e-08+3.0093768529036645e-08j)
0.61,(1.480644098235179e-08+2.3499337894952274e-08j),(-1.8438538998804576e-13+1.5823168860990305e-13j),(1.9038438574013866e-18-7.469218467871847e-17j),(2.405030076243856e-07-3.677740521847724e-07j),(-3.642212819871086e-24+1.3065011954324374e-23j),(4.108899483133142e-13+9.726325367797294e-13j),(4.3183043580588184e-14-9.188972340316826e-14j),(6.487758091497843e-12-5.222820497174586e-11j),(-2.6671337676494307e-18-2.715728808584678e-18j),(-2.965891588667188e-11+9.766149199480669e-12j),(1.580997199875797e-08+2.3211511159285346e-08j)
0.62,(1.4176503384249375e-08+1.7692025954233588e-08j),(-1.9715754514729388e-13+4.466724066738476e-14j),(-1.0834847752208055e-17-5.806978912384626e-17j),(1.913066386116209e-07-4.3223481809472524e-07j),(7.088608486166816e-24+5.628836475761161e-24j),(3.880143208949443e-13+8.821268614925628e-13j),(6.841916495408968e-14-7.952921044849816e-14j),(4.859216106804055e-12-6.15258740990184e-11j),(-1.3997817026458259e-18-2.4982263258875884e-18j),(-3.724080138951032e-11+4.222144722895194e-12j),(1.497055015792588e-08+1.7356468047257808e-08j)
0.63,(1.3063898799207653e-08+1.2838245356193278e-08j),(-1.6180251312136285e-13-4.819306150571936e-14j),(-1.8236200798876655e-17-4.2408285635521287e-17j),(1.2749479176914888e-07-4.932920360198745e-07j),(5.318060598513623e-24-3.496646421575117e-24j),(3.6463456069630505e-13+7.960148444876187e-13j),(9.058196743930683e-14-5.942274036851161e-14j),(1.6443345106459679e-12-7.194227896843902e-11j),(-4.838455008562036e-19-2.072347590911183e-18j),(-4.513130957901049e-11-4.150529544577988e-12j),(1.3673116704922562e-08+1.2484839054687915e-08j)
0.64,(1.163130086828127e-08+8.88257889950769e-09j),(-9.574560313552609e-14-1.0449630449999293e-13j),(-2.1293319730371814e-17-2.85633963523237e-17j),(4.827674544853119e-08-5.482775012581578e-07j),(-1.6139681316765673e-24-4.49534963646035e-24j),(3.408714812336237e-13+7.143981548417528e-13j),(1.0709463107689504e-13-3.213901411219254e-14j),(-3.4207249342310743e-12-8.330305388348402e-11j),(1.0749920616386423e-19-1.5570921288357238e-18j),(-5.2833649521578554e-11-1.608441992694919e-11j),(1.2081629971469614e-08+8.534928637092822e-09j)
0.65,(1.002164700406046e-08+5.753548597253029e-09j),(-2.0681472817208338e-14-1.1800285933963037e-13j),(-2.1066924802597014e-17-1.709476905515384e-17j),(-4.681556491510215e-08-5.940981485047945e-07j),(-3.81165163817059e-24+7.198702942526658e-25j),(3.1684748864665683e-13+6.373934289031094e-13j),(1.153623848592282e-13+8.470483896930768e-16j),(-1.0574434476664246e-11-9.539081024977319e-11j),(4.241100084862697e-19-1.0459878023181888e-18j),(-5.958235177686241e-11-3.241976079345816e-11j),(1.0339292906955133e-08+5.4292335455344235e-09j)
0.66,(8.356796691988305e-09+3.3662268139108615e-09j),(4.2084582004649885e-14-9.310441747711221e-14j),(-1.861472638123483e-17-8.266139360617638e-18j),(-1.578145432991792e-07-6.272261021820735e-07j),(3.5500114457173316e-25+3.44076124364869e-24j),(2.9269363852991677e-13+5.651208368005839e-13j),(1.13098753011907e-13+3.7051122606779234e-14j),(-2.002053026123151e-11-1.0794877762434703e-10j),(5.301606903371367e-19-6.042921682094223e-19j),(-6.424430091218508e-11-5.4091240564148186e-11j),(8.567262098105527e-09+3.0771998979091005e-09j)
0.67,(6.736260579181096e-09+1.62557102266639e-09j),(7.65854861084348e-14-4.359548931374105e-14j),(-1.4918831373163594e-17-2.065291050941145e-18j),(-2.841829610897789e-07-6.437071969635484e-07j),(3.423434069513712e-24-2.9386591962755483e-25j),(2.6855446540340537e-13+4.976922814099938e-13j),(9.873306520862855e-14+7.299117896922208e-14j),(-3.1918406644331125e-11-1.2068640265643337e-10j),(4.950171434565797e-19-2.685218750643268e-19j),(-6.519019635832884e-11-8.209494500905369e-11j),(6.863468974670917e-09+1.3787133715414775e-09j)
0.68,(5.236382817072583e-09+4.304159206045821e-10j),(7.6282876029391e-14+1.0958238511507597e-14j),(-1.0819249714228166e-17+1.754163703666988e-18j),(-4.246590501336312e-07-6.391956373067965e-07j),(-4.787289562010615e-25-3.82451313852623e-24j),(2.44590360882869e-13+4.351997160528451e-13j),(7.186245407791598e-14+1.04364160217255e-13j),(-4.637361361178498e-11-1.3328713647731238e-10j),(3.8436798674170613e-19-4.863198782427669e-20j),(-6.01295152039501e-11-1.17424750433219e-10j),(5.301940183127733e-09+2.2823781757408072e-10j)
0.6900000000000001,(3.9103061806759425e-09-3.2208177615692534e-10j),(4.6020818051305096e-14+5.078137863678814e-14j),(-6.962512239907778e-18+3.6110425722069974e-18j),(-5.770824483849502e-07-6.090238666867785e-07j),(-4.836570946866215e-24+1.0090165988535534e-24j),(2.2097737971887885e-13+3.7770414207736776e-13j),(3.368361519449008e-14+1.2642901900508645e-13j),(-6.342889263590007e-11-1.4541856397517587e-10j),(2.525405625313075e-19+6.708441917426447e-20j),(-4.590106987429109e-11-1.6096306801945267e-10j),(3.932943684587863e-09-4.806217474777345e-10j)
0.7000000000000001,(2.7889490355300754e-09-7.318643176704066e-10j),(7.989132311998973e-16+6.216059472552454e-14j),(-3.77343644253043e-18+4.021013819320995e-18j),(-7.382052194287984e-07-5.483179547241415e-07j),(2.241678474884879e-24+6.949267506983707e-24j),(1.9790449955058195e-13+3.2522589397107853e-13j),(-1.2688820528884415e-14+1.3461412629486772e-13j),(-8.305627187992525e-11-1.5674491089375717e-10j),(1.3708677903812276e-19+1.0474296216557582e-19j),(-1.821036887849519e-11-2.13304992332035e-10j),(2.7841791108922104e-09-8.504676293558191e-10j)
0.71,(1.883084030629783e-09-8.916488747590571e-10j),(-3.897682772196516e-14+4.256214113307722e-14j),(-1.455001378838869e-18+3.5169648934894365e-18j),(-9.034953724080499e-07-4.521696681855126e-07j),(1.139475887602489e-23-5.139899338150877e-24j),(1.755685395511926e-13+2.7773682177747475e-13j),(-6.21320818345864e-14+1.2532625847482433e-13j),(-1.0515080385583e-10-1.669418060166466e-10j),(5.663929998308587e-20+9.619826868785842e-20j),(2.8695697706982215e-11-2.7448716213042524e-10j),(1.86308524189664e-09-9.757710901468756e-10j)
0.72,(1.1864478885405567e-09-8.832605924180658e-10j),(-5.4965355382752965e-14+2.494577096875297e-15j),(-1.6485586421705138e-20+2.5770688590057877e-18j),(-1.0669443329090614e-06-3.1587658316448674e-07j),(-1.228753566748676e-23-2.1510176791342237e-23j),(1.541671374290892e-13+2.3515492556217356e-13j),(-1.0777280417788137e-13+9.688072730777541e-14j),(-1.295265541155773e-10-1.757129792159497e-10j),(1.2612880342602909e-20+7.04652561974908e-20j),(1.0242670050972676e-10-3.435824799065637e-10j),(1.1601727823785505e-09-9.392543755548519e-10j)
0.73,(6.796540438755081e-10-7.749731754133707e-10j),(-3.893973228098383e-14-3.7492530499122025e-14j),(6.755395358017777e-19+1.5717035376449573e-18j),(-1.2208946288363923e-06-1.3526076181970964e-07j),(-4.7356619004028337e-23+3.072016063093083e-23j),(1.3389037019464434e-13+1.9734187785893443e-13j),(-1.4168847984324705e-13+5.040381910356645e-14j),(-1.5591542526397223e-10-1.8280835039850856e-10j),(-5.468996976263048e-21+4.709216374125801e-20j),(2.1292885159376386e-10-4.181086154328105e-10j),(6.531320812990875e-10-8.093399461121821e-10j)
0.74,(3.345521214791636e-10-6.200952930887476e-10j),(1.8013723290514672e-15-5.487704202531164e-14j),(8.336473557059238e-19+7.369532594682969e-19j),(-1.3559095130981905e-06+9.292576278182904e-08j),(7.905752863258592e-23+1.2277533432557208e-22j),(1.149117553648479e-13+1.6410368947716822e-13j),(-1.5608736057838367e-13-9.507130557353095e-15j),(-1.839693156494369e-10-1.8804272371055327e-10j),(-1.2291539052146605e-20+3.322919787475724e-20j),(3.730568263938492e-10-4.931811476636775e-10j),(3.113404630174996e-10-6.388929445318166e-10j)
0.75,(1.1860458174620833e-10-4.5688471649289815e-10j),(4.502275631740411e-14-3.631061795365045e-14j),(6.863945982841692e-19+1.7674859529208795e-19j),(-1.4607120424630997e-06+3.705046321870621e-07j),(3.715345138288432e-22-1.9865338438418485e-22j),(9.737946024576767e-14+1.3519454401847315e-13j),(-1.4489753089667655e-13-7.462312226287349e-14j),(-2.1326596001180102e-10-1.913140659016081e-10j),(-1.8986705342277494e-20+2.5352383043004847e-20j),(5.992456325764174e-10-5.603203111638172e-10j),(1.00326392918471e-10-4.6531966664211596e-10j)
0.76,(-1.153021780226821e-12-3.096978978294708e-10j),(6.211325601106993e-14+1.2522407973230127e-14j),(4.279601463761728e-19-1.1079716849787482e-19j),(-1.522226762212014e-06+6.972864060596691e-07j),(-4.1620099469874136e-22-1.2604709627487981e-21j),(8.140855724107548e-14+1.1032356921120043e-13j),(-1.0555690081025436e-13-1.3367227930454077e-13j),(-2.433185802866417e-10-1.926201426384058e-10j),(-2.807620114129257e-20+1.5147587304158816e-20j),(9.122899694529108e-10-6.057924343674271e-10j),(-1.424755888340546e-11-3.1190686503133366e-10j)
0.77,(-5.493325054462568e-11-1.9112249351107845e-10j),(3.342444372636948e-14+6.415747967726244e-14j),(1.8904792686954176e-19-1.926905926979342e-19j),(-1.5257618654488638e-06+1.0704091092869551e-06j),(-4.461491365813726e-21+2.1324855548568124e-22j),(6.707508208378062e-14+8.916405882684242e-14j),(-4.064472642032239e-14-1.7384558661700155e-13j),(-2.735891974710602e-10-1.92072140173641e-10j),(-3.342174931727211e-20-2.7401280808062623e-21j),(1.3382382481730026e-09-6.083318872238252e-10j),(-6.344310271981983e-11-1.9012675612432432e-10j)
0.78,(-6.803604218912948e-11-1.0472457454988172e-10j),(-3.518273032146189e-14+7.870774886101405e-14j),(3.12759820304422e-20-1.5835445482994383e-19j),(-1.4553725095693427e-06+1.4836239156915299e-06j),(-5.023713976575622e-21+1.48849364506346e-20j),(5.4412481771120774e-14+7.136444118367319e-14j),(4.1127372373685055e-14-1.8321386614014389e-13j),(-3.0350513863180913e-10-1.8990384099281363e-10j),(-2.5728822103749122e-20-2.4819882861189032e-20j),(1.909410309631783e-09-5.360450733569247e-10j),(-7.296929106621115e-11-1.0252106833299083e-10j)
0.79,(-5.977953072955444e-11-4.7992842402784387e-11j),(-1.0410669523927015e-13+2.613089568686198e-14j),(-3.9278472979741014e-20-8.601612021678679e-20j),(-1.2944456551615059e-06+1.9265666962105358e-06j),(3.948140344455809e-20+4.062131835419425e-20j),(4.341079634098044e-14+5.656014069954363e-14j),(1.250865183758204e-13-1.5379238786625972e-13j),(-3.3247794540739247e-10-1.8647497673069408e-10j),(-1.3956397554032649e-21-3.8566064145722164e-20j),(2.6655544077727725e-09-3.42242926026501e-10j),(-6.222493952712164e-11-4.573533393356862e-11j)
0.8,(-4.3431328862487347e-11-1.5086768075269922e-11j),(-1.1054243068342339e-13-8.527495802091028e-14j),(-4.835204520873369e-20-2.4749553403093292e-20j),(-1.026542242762139e-06+2.3840711509678304e-06j),(2.0185908418667343e-19-4.102557374589418e-20j),(3.4018217868405514e-14+4.438556428511611e-14j),(1.9235259881124187e-13-8.468567212414288e-14j),(-3.5992528268373433e-10-1.822730178962626e-10j),(3.0300476228836913e-20-2.976077771354914e-20j),(3.6551662860178807e-09+4.010951344064418e-11j),(-4.434874416475743e-11-1.33079647720585e-11j)
0.81,(-2.6915956569044948e-11+9.145117693150224e-13j),(-3.3503313147588365e-15-1.89540347976502e-13j),(-2.971289236548256e-20+7.459935807766072e-21j),(-6.365262684513042e-07+2.8355993164308616e-06j),(3.31067487036283e-19-6.679445366524133e-19j),(2.6139795862901208e-14+3.448667863968229e-14j),(2.2329724393536734e-13+1.5511409352484333e-14j),(-3.853916056842425e-10-1.7791648819227475e-10j),(4.781326945091908e-20+5.0017049992294575e-21j),(4.9368483527223245e-09+7.05520046750305e-10j),(-2.703442825776439e-11+2.08319190109281e-12j)
0.8200000000000001,(-1.3996798712220689e-11+6.433758605845897e-12j),(2.0440169990254707e-13-1.7378703519736047e-13j),(-8.91339318793557e-21+1.4476273301100345e-20j),(-1.1195966910441044e-07+3.254888503044846e-06j),(-9.538173358103095e-19-2.4792880105964812e-18j),(1.966147696034004e-14+2.6524105801661564e-14j),(2.025117995341244e-13+1.279969022037138e-13j),(-4.085742273476097e-10-1.7372868279556275e-10j),(2.9261270958311747e-20+4.82473283699471e-20j),(6.58136333028886e-09+1.7860668877916778e-09j),(-1.3796405178245049e-11+7.0759403823018905e-12j)
0.8300000000000001,(-5.6202098918693484e-12+6.515440446003825e-12j),(3.8970151657790703e-13+6.371476261890526e-14j),(2.5626133987616226e-21+8.949140897374e-21j),(5.552202223908545e-07+3.6098887906523248e-06j),(-8.328081293381687e-18-4.03347938101569e-18j),(1.444645253454532e-14+2.018570635062096e-14j),(1.2434293338259771e-13+2.2581279185433498e-13j),(-4.291791805779386e-10-1.6993658164404905e-10j),(-2.743938453333682e-20+6.342589929722094e-20j),(8.673703397225516e-09+3.464073361379428e-09j),(-5.36756530585986e-12+6.7938269838508695e-12j)
0.84,(-1.1586002385053719e-12+4.54946672583931e-12j),(3.220175019998245e-13+5.09387219738221e-13j),(4.6487366621723565e-21+1.9609183747978194e-21j),(1.3668010060181452e-06+3.86313015141156e-06j),(-3.045958542228962e-17+7.266888774891182e-18j),(1.034103233525245e-14+1.519236703740459e-14j),(-2.5708738862924807e-15+2.7895233153117357e-13j),(-4.4692855461715476e-10-1.6675528441423028e-10j),(-8.722579565269637e-20+1.640631295961471e-20j),(1.1315743380983036e-08+5.988179529755119e-09j),(-9.670864233451874e-13+4.622755721958308e-12j)
0.85,(6.204887145335604e-13+2.4254249526308342e-12j),(-2.402700608518625e-13+9.195527329933872e-13j),(2.3058879343360233e-21-1.4449742104220906e-21j),(2.316273522570065e-06+3.97262892961369e-06j),(-6.695378724649319e-17+7.769800750753785e-17j),(7.185191658759511e-15+1.1299406807985066e-14j),(-1.5345333562808507e-13+2.6208262204737727e-13j),(-4.6157671937573474e-10-1.6437326457228937e-10j),(-8.310162672873072e-20-8.642058096601053e-20j),(1.463005241447158e-08+9.693786578067765e-09j),(7.286637444453521e-13+2.4101950617993174e-12j)
0.86,(9.289442457837594e-13+9.182743598218196e-13j),(-1.3353237118886547e-12+7.734375378540194e-13j),(-2.6128961867767247e-23-1.4671657293180797e-21j),(3.3868226137816328e-06+3.89342785869151e-06j),(-4.499867157306722e-17+3.211797328226296e-16j),(4.8212184839892224e-15+8.29627298086158e-15j),(-2.8979591103666787e-13+1.6345534204998466e-13j),(-4.729257367162243e-10-1.6293581164171865e-10j),(3.898413465648342e-20-1.66110703422113e-19j),(1.87654886831373e-08+1.5028541754873186e-08j),(9.729831202454476e-13+8.822474728081217e-13j)
0.87,(6.552170070257633e-13+1.2892171704090607e-13j),(-2.4994427762746527e-12-5.941177249164548e-13j),(-7.170063635974695e-22-3.4949317202459204e-22j),(4.549512605236664e-06+3.5798351189283724e-06j),(3.717223801812721e-16+9.157125364709224e-16j),(3.1004092167320036e-15+6.00485880947871e-15j),(-3.6679762969104814e-13-7.37790457108568e-15j),(-4.808389505469443e-10-1.6252852118336198e-10j),(2.4045358631917546e-19-8.710769113085876e-20j),(2.3905664652387715e-08+2.2583572930777965e-08j),(6.636599150287109e-13+1.0115972648457549e-13j)
0.88,(3.033547130719702e-13-1.426754212203896e-13j),(-2.5130224668906136e-12-3.5721896962113312e-12j),(-3.298937467344666e-22+2.9186722813123486e-22j),(5.7618890329064505e-06+2.988378551332744e-06j),(2.2135508034290605e-15+1.872724631449658e-15j),(1.887839569163482e-15+4.276818052780047e-15j),(-3.4526077438259856e-13-2.1594658278003614e-13j),(-4.852519371542327e-10-1.6316296524706345e-10j),(3.2478293466069956e-19+2.3848530711339877e-19j),(3.028186379667931e-08+3.313099602090344e-08j),(2.9847530507926193e-13-1.5635252543875944e-13j)
0.89,(7.128041274088976e-14-1.495996255209154e-13j),(5.713929552416098e-13-7.529435959639027e-12j),(9.899701563828075e-23+2.289866959418523e-22j),(6.967244865434466e-06+2.0814238618262164e-06j),(7.91966134786374e-15+2.0744411423976907e-15j),(1.0653258475821887e-15+2.990261989181265e-15j),(-2.056626490217388e-13-4.0596420845492497e-13j),(-4.861802309116526e-10-1.647667062990688e-10j),(-1.6219641882148606e-20+6.650087606568607e-19j),(3.819259449594586e-08+4.766782802578022e-08j),(6.514028785188595e-14-1.5326511848209415e-13j)
0.9,(-2.3796077692296915e-14-7.735446334270178e-14j),(8.798741149859731e-12-9.87108273859483e-12j),(1.444120137971656e-22-2.4454986605145793e-23j),(8.094806184892102e-06+8.313232853735983e-07j),(2.1974315297325404e-14-3.4802478046384462e-15j),(5.327772002073492e-16+2.046196839328746e-15j),(3.944610095680025e-14-5.104891882667766e-13j),(-4.837234808291541e-10-1.6717956886223202e-10j),(-9.386303899425645e-19+6.56475701074204e-19j),(4.803264635259931e-08+6.74657572676514e-08j),(-2.7198287784810508e-14-7.66376273375473e-14j)
0.91,(-3.499907140902893e-14-1.7712243799872843e-14j),(2.2763360605937065e-11-5.269993646480469e-12j),(-3.7442324618731266e-26-9.016034132457493e-23j),(9.061071916748557e-06-7.751303841926446e-07j),(4.988814078780247e-14-2.9992931493354787e-14j),(2.082071446345567e-16+1.3649999088078216e-15j),(3.393894834263463e-13-4.702410685956235e-13j),(-4.780659067661238e-10-1.7015755559761716e-10j),(-1.9571616277586284e-18-5.946336345401599e-19j),(6.033518726633853e-08+9.412515862609252e-08j),(-3.588568522283759e-14-1.6289204017745354e-14j)
0.92,(-1.7475566314498344e-14+7.400595570292092e-15j),(3.898349176365132e-11+1.4261109413380527e-11j),(-5.857757299749183e-23-5.85648115393369e-24j),(9.772489390316495e-06-2.732261248107196e-06j),(9.122174589281226e-14-1.1490032740420604e-13j),(2.6712898900503533e-17+8.831522454992028e-16j),(6.09832443454111e-13-2.55427587670162e-13j),(-4.694730884841783e-10-1.7338502942739755e-10j),(-1.4839317905834698e-18-3.4606434794714895e-18j),(7.583096434228309e-08+1.2963021580911262e-07j),(-1.7227001322831673e-14+8.167948962500967e-15j)
0.93,(-2.126553723161416e-15+8.986423042545956e-15j),(4.638965427162824e-11+5.752665311283247e-11j),(-5.796448282969717e-24+4.081763664928115e-23j),(1.0129559985380743e-05-5.011476388641979e-06j),(1.173385856572248e-13-3.3655577428279434e-13j),(-6.126020701941279e-17+5.50358564720749e-16j),(7.498087189719778e-13+1.1500927778153008e-13j),(-4.582852305003496e-10-1.7649486082743943e-10j),(2.9520180357042458e-18-6.4564562209951234e-18j),(9.552883612758302e-08+1.7639998795183866e-07j),(-1.75617449492563e-15+9.108783362597145e-15j)
0.9400000000000001,(3.1892081895576194e-15+3.2466380165364358e-15j),(2.2666006256828335e-11+1.294797665374363e-10j),(3.0982453823123313e-23+4.227391416851988e-24j),(1.0032348914261282e-05-7.558093383324595e-06j),(1.699280157360879e-14-8.351773814439595e-13j),(-9.207222137597892e-17+3.2710532109317885e-16j),(6.697855303882528e-13+5.639950649611547e-13j),(-4.449071126597428e-10-1.7909527059495723e-10j),(1.2815078631655421e-17-4.61496247150745e-18j),(1.2082138854432963e-07+2.373277807584773e-07j),(3.3365296072053004e-15+3.1251489260995527e-15j)
0.9500000000000001,(2.2010465833380373e-15-6.515199048228181e-16j),(-6.812922529069677e-11+2.2279237882303427e-10j),(2.5330126716886005e-24-2.575423376494403e-23j),(9.38722747803164e-06-1.0289499967483398e-05j),(-5.160467026689848e-13-1.8184918158487798e-12j),(-9.120501790449614e-17+1.8264518877373495e-16j),(3.2501450581317434e-13+9.630958397963207e-13j),(-4.297949856578279e-10-1.808012104880076e-10j),(2.4198170621058195e-17+1.0622050584705934e-17j),(1.5361794998885754e-07+3.1579843140530594e-07j),(2.1820552605399176e-15-7.452463320055522e-16j)
