t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B01_A_0005,B01_A_0006,B01_A_0007,B01_A_0008,B01_A_0009,B02_A_0000,B02_A_0001
0.32,(-0.0014631836026199432+0.02195209050079895j),(-0.0004806459164376914-0.3226727282651195j),(-2.0336920790448663e-05+2.352931669058847e-05j),(-0.016400447953183524-0.005697778508774012j),(0.05142412472432914+0.017683195805470106j),(-0.00027765051671087764+0.0016189364903243242j),(-0.0002499881626396818-0.0005463951138722324j),(-0.003946524285208406+0.023143968136185977j),(0.0298436869786887-0.3282438943897431j),(0.0021400470494853433-0.003482220485288715j),(-0.0004827333655989652-0.0002080750299996015j),(-6.029770872357295e-05-0.0009542879080891953j),(-0.005343359483863011-0.007092661813307829j),(8.263427051875276e-06+0.00013088919529596983j),(-0.013254799517243796+0.001626340364367881j),(0.02668660020343392+0.0263057895539617j),(3.444538339206278e-07+1.7179469525241615e-08j),(-0.0017123756521976669+0.021736857911944237j),(0.02322982497577924-0.31568098559420854j)
0.33,(0.0007404325719973452+0.021985564683855516j),(-0.016019342184181086-0.3122281495698511j),(-1.8404038990180363e-05+2.1418273863246283e-05j),(-0.0170463644880166-0.005123660165371245j),(0.05241040819794243+0.015136309807633783j),(-8.808162349070492e-05+0.001608089263854851j),(-0.00024069390682695803-0.0005355746820363879j),(-0.0016460422672210464+0.023493870057677002j),(0.013601830330128259-0.31930780493177463j),(0.0017422324402825216-0.0037953321472402723j),(-0.0005038091812986672-0.00014389179823305823j),(-8.323864794954831e-05-0.0009903895251686808j),(-0.005978968012319001-0.007264836723703377j),(9.702862538231522e-06+0.00013194695683008974j),(-0.013934588778487142+0.002638971237412863j),(0.02955724023920317+0.02443572361064431j),(2.890124851822101e-07+5.3882156630617746e-08j),(0.0004525070327072077+0.021803818052676012j),(0.007893880044197967-0.30635437304537305j)
0.34,(0.002875851007266454+0.021805792282351806j),(-0.030540025147059953-0.30152604467387034j),(-1.6709813279351194e-05+1.9492877252155703e-05j),(-0.01766798879073539-0.0044981884251219j),(0.053232455423171725+0.012524487880207474j),(9.153383972408067e-05+0.0015789382362173692j),(-0.00023215231296556805-0.0005250763891628614j),(0.0006229270599477877+0.02361520598160631j),(-0.0017004922192050474-0.3100454925722213j),(0.0013114463688525418-0.00405643669891871j),(-0.0005164162561420878-7.978293199057768e-05j),(-0.00010623105577075437-0.0010305424857689756j),(-0.006651946935545104-0.007404963115558345j),(1.1313164682380734e-05+0.00013414691996090712j),(-0.014552053392729296+0.0037431539228524294j),(0.03225595178107919+0.022293768336548947j),(2.3821171794288912e-07+7.973239644746098e-08j),(0.0025538848420496797+0.021663044767271638j),(-0.006485363819663517-0.2967677318089723j)
0.35000000000000003,(0.004926209219741175+0.021431710072204634j),(-0.0440777311776339-0.29062324636036196j),(-1.522222984723376e-05+1.77399875441757e-05j),(-0.018262394355046355-0.003823416510199997j),(0.053891474667623625+0.009861924835042488j),(0.00026005319655362797+0.001533749590812819j),(-0.00022431133384281398-0.0005149466293773916j),(0.0028402221816014477+0.0235230145894647j),(-0.016089095077558617-0.3005104997646315j),(0.0008553100156566519-0.004263615166875955j),(-0.0005211603913957074-1.6753531338282367e-05j),(-0.00012893614259647484-0.0010746336467588032j),(-0.007361105684836548-0.007510122634750692j),(1.2917214446354498e-05+0.00013747599489667144j),(-0.015098310306305969+0.004934615933845345j),(0.0347606633646486+0.019902487946669378j),(1.9226668569852695e-07+9.667904375727563e-08j),(0.004575518854289556+0.021332688162363517j),(-0.01993946834961742-0.286973799312116j)
0.36,(0.006878184217108058+0.020882362393868724j),(-0.05666888766011567-0.2795691778668815j),(-1.3913317762490112e-05+1.6145995228198723e-05j),(-0.018826742938875173-0.0031016406685117977j),(0.05438938437427925+0.0071619736702403375j),(0.0004166836994838036+0.0014746959661669674j),(-0.00021711113293369587-0.0005052192912353355j),(0.00498897657357108+0.0232331258973623j),(-0.029591746148623976-0.2907499226958918j),(0.0003811124268747032-0.004416025903439711j),(-0.0005187124080108512+4.437161202859024e-05j),(-0.00015104624414473362-0.0011225117504659095j),(-0.008104996809638831-0.007577512427154204j),(1.4350678005415676e-05+0.00014189773659333736j),(-0.015565035249944143+0.006208332458124365j),(0.03705256236929058+0.01728532283284076j),(1.5122091161947024e-07+1.0641134600734045e-07j),(0.006504567355777281+0.0208309667848659j),(-0.032501443547503936-0.27701855537586156j)
0.37,(0.008721634651776333+0.020176410283862155j),(-0.06835008826331579-0.2684064009044787j),(-1.2758557748783369e-05+1.4697134778891662e-05j),(-0.01935822975095619-0.002335199193807792j),(0.054728180723363724+0.0044369386263497495j),(0.0005609421921516102+0.001403809296558199j),(-0.00021048870690881365-0.0004959085864368737j),(0.0070553857318167885+0.022761638685126942j),(-0.0422372122655172-0.2808048294865589j),(-0.00010430768943876529-0.004513739248768527j),(-0.0005097730637455837+0.00010293482024088243j),(-0.00017228061479529516-0.0011739973789182095j),(-0.008881931769297259-0.007604475238174353j),(1.546309210091302e-05+0.00014735686343822602j),(-0.015944519906759602+0.007558626741083959j),(0.03911589292531948+0.014466156217269384j),(1.1498877295231531e-07+1.1037916748588174e-07j),(0.008331238075187195+0.020175706552874904j),(-0.04420483389804614-0.26694172662178367j)
0.38,(0.010449209403067287+0.019331742565420112j),(-0.07915713695586013-0.2571713290264606j),(-1.1736411032895619e-05+1.3379849603395847e-05j),(-0.019854097708369108-0.0015263254511022162j),(0.054909458623825104+0.0016981143473998317j),(0.0006926180619685011+0.0013229484101403867j),(-0.00020438349815182278-0.00048700582147611943j),(0.009028421106655752+0.02212448577247791j),(-0.054054432103539565-0.2707107493056554j),(-0.0005946385959299501-0.004557571952504994j),(-0.0004950448039109948+0.0001584284396335072j),(-0.00019237971804128562-0.0012288911560937468j),(-0.009689999727609127-0.007588529256201153j),(1.6117951609498756e-05+0.00015378322569049274j),(-0.01622971214115257+0.00897927234353798j),(0.04093771398735988+0.011468954011016119j),(8.339158369070112e-08+1.0981591608794945e-07j),(0.010048410935490297+0.019383979141826317j),(-0.055082939070134326-0.25677734712554223j)
0.39,(0.012055949814262534+0.01836521029557381j),(-0.08912511531486322-0.24589496299564156j),(-1.0828510244280758e-05+1.2181551762451068e-05j),(-0.02031183632835411-0.0006777923083407132j),(0.05493588012117096-0.001043418971274532j),(0.000811671889542491+0.0012338291626928608j),(-0.0001987278781070827-0.00047850866902244535j),(0.010899509756420081+0.021337085395043826j),(-0.06507181494093651-0.260498213289782j),(-0.0010841355681487385-0.004548928534974311j),(-0.00047520999940415924+0.00021047554147220446j),(-0.00021109849840651517-0.0012869802204149342j),(-0.01052708926859005-0.007527397296744502j),(1.619204380157933e-05+0.00016109512968780738j),(-0.01641424016770498+0.010463594710051129j),(0.042507632556417+0.008317476459620795j),(5.618727472875527e-08+1.0576257996943033e-07j),(0.011651249253724323+0.018471832602144002j),(-0.06516816483527908-0.24655435653473443j)
0.4,(0.013538884780904965+0.017292423026082367j),(-0.09828735206093245-0.2346034847007631j),(-1.001894714020919e-05+1.1090371437627111e-05j),(-0.020729010766216915+0.00020744660355366453j),(0.05481017944114067-0.0037772204652590513j),(0.0009182084794131881+0.0011379972255221274j),(-0.0001934518702888934-0.00047040592039939523j),(0.012662195806347648+0.020414074237974988j),(-0.07531666141540388-0.2501933303919149j),(-0.0015676298770788955-0.004489654941689228j),(-0.0004509150984996246+0.00025880976818567364j),(-0.00022819905625829414-0.0013480430442501486j),(-0.011390912909825354-0.007419034918016248j),(1.5574253713964548e-05+0.00016920197579361367j),(-0.016492421827651458+0.01200456981546818j),(0.04381752514112516+0.0050350581106418275j),(3.3094056473381776e-08+9.909165803373583e-08j),(0.01313681376415715+0.0174541051847913j),(-0.07449149803127635-0.23629721940618734j)
0.41000000000000003,(0.014896644314936702+0.01612762952319528j),(-0.1066749945419429-0.22331897359901529j),(-9.293947705855338e-06+1.0095271232628282e-05j),(-0.021103272197058986+0.0011262549630958597j),(0.05453508471341486-0.00649338533332983j),(0.001012437898681109+0.0010368338072410366j),(-0.0001884841261028562-0.0004626786057400792j),(0.014311796993447427+0.01936911585042481j),(-0.08481470084389-0.23981838349731055j),(-0.0020405123770376194-0.004381908202754504j),(-0.0004227599907646707+0.0003032553668318904j),(-0.00024344308578300725-0.0014118527084890989j),(-0.012279034235328551-0.007261657063611343j),(1.4164040484720389e-05+0.00017800620747516208j),(-0.01645926035132104+0.013594917992830214j),(0.044861258589360346+0.0016444511608353987j),(1.3808670158413063e-08+9.053010100946645e-08j),(0.014503690497527906+0.016344312424930087j),(-0.08308209813080494-0.2260265519496412j)
0.42,(0.016129096133549632+0.014883665224588748j),(-0.11431671889133886-0.21206011471813768j),(-8.64159263691014e-06+9.18611463579284e-06j),(-0.021432377548312488+0.002075297225845241j),(0.05411330079627564-0.009182425523696513j),(0.0010946419007524303+0.0009315671165370791j),(-0.00018375250522612073-0.0004553015335551807j),(0.01584506686968814+0.018214777078829715j),(-0.09358973864205451-0.22939243323451017j),(-0.0024986971873661107-0.004228044401672914j),(-0.00039129183129689947+0.00034370817063781765j),(-0.00025658438050515703-0.001478178752462351j),(-0.013188897404915616-0.007053762845373172j),(1.186975849877787e-05+0.0001874045972168032j),(-0.01631042812890263+0.015227191371951426j),(0.04563441950463236-0.001832273737237513j),(-1.9800623572679044e-09+8.06806598835188e-08j),(0.015751640546056354+0.01515459731179622j),(-0.0909669972366941-0.2157597446063179j)
0.43,(0.017237011017237146+0.013571955637742873j),(-0.12123854908786419-0.20084288504808182j),(-8.051569568688882e-06+8.353690556034304e-06j),(-0.021714212016570457+0.0030510243350850962j),(0.05354751183361206-0.011835157510472151j),(0.001165146514242904+0.0008232869722137432j),(-0.00017918453902771662-0.00044824456823617094j),(0.017259870749469837+0.01696246469373029j),(-0.10166340679899519-0.21893191880818327j),(-0.0029385705660326744-0.004030526107384836j),(-0.00035700258105508256+0.00038011804978017947j),(-0.00026736166232964716-0.001546787716857553j),(-0.014117858724488463-0.006794158110707564j),(8.606972052624826e-06+0.00019728891400702214j),(-0.016042240100603226+0.016893853665358918j),(0.04613405966806314-0.005373775689429809j),(-1.458165704975504e-08+7.004126396065696e-08j),(0.016881277157400378+0.01389573368864328j),(-0.09817090001182797-0.20551157088591746j)
0.44,(0.018221760581880648+0.012202565976561545j),(-0.12746377521001484-0.1896812101988916j),(-7.514956485744424e-06+7.589707588032332e-06j),(-0.02194681408919526+0.004049662409962767j),(0.052840401659394534-0.014442599645479264j),(0.0012243004140358243+0.0007129613451394676j),(-0.00017470783267481004-0.00044147367365057495j),(0.01855488130583842+0.01562241441315491j),(-0.10905501013368761-0.2084512468421637j),(-0.003356929554588355-0.0037918495275285043j),(-0.00032032956630628366+0.00041247315737511734j),(-0.0002754919503454437-0.001617442484040711j),(-0.015063219884688195-0.006481975484102513j),(4.296889505157032e-06+0.00020754602887107062j),(-0.01565161842223433+0.018587351321574904j),(0.046358463270388055-0.008959447501697328j),(-2.4297648476117237e-08+5.9022224973218876e-08j),(0.0178937734652361+0.012577173726495429j),(-0.10471607505934223-0.19529477460233458j)
0.45,(0.01908504930870482+0.010784288293864516j),(-0.1330129615708895-0.17858758473382463j),(-7.024034624268609e-06+6.886768170027923e-06j),(-0.02212840266986205+0.0050672050722610235j),(0.05199469007236241-0.016995881194922437j),(0.0012724586087796397+0.0006014538460128566j),(-0.00017025045196641025-0.00043495174893351063j),(0.01972929789025095+0.014203724919528038j),(-0.11578146108748369-0.197963360621876j),(-0.0037509143977488175-0.0035144909818211586j),(-0.0002816584318421076+0.00044078614524736706j),(-0.0002806646549392054-0.0016899005002873203j),(-0.016022262397905992-0.006116691632193362j),(-1.134976554425588e-06+0.00021805752133574981j),(-0.015136050074102465+0.020300175322417766j),(0.04630694035032348-0.012569382030660227j),(-3.141788289211881e-08+4.7961192516677713e-08j),(0.01879060248183611+0.01120713126401166j),(-0.11062232950252775-0.1851206290755449j)
0.46,(0.019828681328209946+0.009324758476479388j),(-0.13790403593339284-0.16757365078658898j),(-6.5721285464381246e-06+6.2383300138861705e-06j),(-0.02225740579684017+0.006099409988159119j),(0.051013182942993694-0.01948616484126059j),(0.0013099709415645478+0.000489541370207861j),(-0.0001657413323698089-0.0004286392803986478j),(0.02078259219099528+0.01271443011142286j),(-0.12185729600491797-0.1874802832599547j),(-0.004117938163110334-0.0032008718432896257j),(-0.00024132794625744865+0.0004650824131716092j),(-0.00028253656097329517-0.0017639109415258283j),(-0.01699228268954878-0.0056981415742696495j),(-7.759832334536653e-06+0.0002286988526885085j),(-0.014493539069067514+0.022024913131085153j),(0.045979649647693695-0.01618430742364837j),(-3.6218842818028585e-08+3.713587716105563e-08j),(0.019573309727846065+0.009792693888338849j),(-0.1159070588881575-0.1749994630100004j)
0.47000000000000003,(0.02045436152179913+0.007830596626557072j),(-0.14215245156080464-0.1566507304669656j),(-6.1534707601290525e-06+5.638659992743681e-06j),(-0.022332490346577933+0.007141800106284785j),(0.0498988340731311-0.021904584143952785j),(0.0013371748943689244+0.0003779312748453589j),(-0.0001611107400428052-0.00042249483153224804j),(0.02171427501858411+0.011161603442433266j),(-0.12729475533861728-0.1770136177293832j),(-0.0044556081312807465-0.002853342134331952j),(-0.00019963629890082819+0.0004853899598874325j),(-0.0002807359701505766-0.0018392054752089369j),(-0.01797056872525313-0.005226505239642917j),(-1.5644532533959206e-05+0.00023933784856070174j),(-0.013722562038991679+0.023754242737816653j),(0.045377431714068654-0.019785479298883066j),(-3.89641575841356e-08+2.677484782830328e-08j),(0.020243318019889954+0.008339957754832332j),(-0.12058536497755305-0.16494114863669238j)
0.48,(0.02096352993952365+0.006307565478050063j),(-0.14577141438622052-0.14583030818775916j),(-5.763088161292452e-06+5.082783961128424e-06j),(-0.02235259203575961+0.008189669969824407j),(0.048654816695188785-0.024242197202634097j),(0.0013543922004348953+0.00026727759465940365j),(-0.00015629080763656853-0.0004164753915668438j),(0.022523669941081112+0.009551476212782722j),(-0.13210391441345676-0.1665749757279936j),(-0.004761625205896071-0.0024741711434814392j),(-0.00015684835338847542+0.0005017302135262581j),(-0.0002748896322681667-0.0019154826292650394j),(-0.018954288929821587-0.004702239342488112j),(-2.484583060156978e-05+0.00024983360767488527j),(-0.01282202262797888+0.025480801535173094j),(0.044501566743711495-0.02335448182923055j),(-3.9907245844383756e-08+1.7065742048615756e-08j),(0.02080176343208609+0.006854180233063816j),(-0.1246702344340878-0.15495554834460237j)
0.49,(0.02135722828090838+0.0047607425303477025j),(-0.14877216803235727-0.13512445945239293j),(-5.396707605524733e-06+4.566434666604464e-06j),(-0.022316944974671047+0.009238097370622388j),(0.04728460246399417-0.026489957545111263j),(0.0013619287924340826+0.00015819590499739633j),(-0.000151216161226962-0.00041053660235061397j),(0.02320978577581494+0.007889592046606279j),(-0.13629298312720092-0.1561764946919772j),(-0.005033774889307407-0.0020655498718827395j),(-0.00011320294606336703+0.000514115204365167j),(-0.00026456137885316115-0.0019924457710574803j),(-0.019940980315676773-0.0041262677597932j),(-3.5422825373860344e-05+0.00026003816415244704j),(-0.011791145498074812+0.02719755677866877j),(0.043353846888200515-0.02687320324731763j),(-3.928744275692668e-08+8.15999206257563e-09j),(0.02124936124322105+0.005339946466018772j),(-0.12817277181306083-0.14505291646223506j)
0.5,(0.021635997193615374+0.0031947024769049927j),(-0.15116432973932156-0.12454622287530638j),(-5.050678011367505e-06+4.085998917800233e-06j),(-0.022225109985075212+0.010281960499571498j),(0.045792045753436594-0.02863870306160364j),(0.0013600776405284752+5.1276516422706195e-05j),(-0.00014582464866846464-0.00040463288325332414j),(0.023771156079205276+0.006181003790127641j),(-0.13986852926668214-0.14583119919133478j),(-0.00526984350346746-0.0016296456588389893j),(-6.892229891021834e-05+0.0005225420151299908j),(-0.00024927811833176157-0.002069768553060283j),(-0.020928293651522243-0.003499888292012279j),(-4.743041600232468e-05+0.0002697920802439237j),(-0.010629486119824089+0.02889764124380291j),(0.041936553576593275-0.03032365650605054j),(-3.733470441337761e-08+1.7994581493539932e-10j),(0.02158630072652594+0.0038013467965919614j),(-0.13110248057003848-0.1352442531205961j)
0.51,(0.02179980335816975+0.0016137072329910906j),(-0.15295627043248605-0.11410991231799597j),(-4.721906521404038e-06+3.6384644435822257e-06j),(-0.02207700087783925+0.011315960632903407j),(0.044181471017677526-0.03067916361634215j),(0.0013491240574578368-5.2904259366420804e-05j),(-0.0001400581738755476-0.00039871747472250803j),(0.024205726924182172+0.004430470333702408j),(-0.14283579884691855-0.1355533386818706j),(-0.005467567025790502-0.001168648372483153j),(-2.422095091847464e-05+0.0005269903792589194j),(-0.00022853660834211734-0.00214708467056981j),(-0.021913973962886475-0.0028247630981181474j),(-6.091683300045404e-05+0.0002789227024306775j),(-0.009336900834389542+0.030574324512402017j),(0.040252454275433565-0.03368783415569791j),(-3.427192447409267e-08-6.777830013272272e-09j),(0.021812167884199887+0.002242162719559395j),(-0.1334675859971863-0.12554160727758465j)
0.52,(0.021847995694608588+2.1901400787111458e-05j),(-0.15415553216668293-0.1038313660647927j),(-4.407806373687657e-06+3.2213663682626397e-06j),(-0.021872907889545937+0.012334650281026517j),(0.04245776091027863-0.03260198777788983j),(0.0013293530634917502-0.0001537749930473481j),(-0.00013386363590219474-0.00039274242278965454j),(0.024510779783362663+0.002642666418015519j),(-0.14519908978646154-0.12535867831584951j),(-0.005624595524206189-0.0006848251592565718j),(2.0685336429435738e-05+0.000527422275080148j),(-0.00020180669438623003-0.002223980928679469j),(-0.022895881780306982-0.00210292460650734j),(-7.592167453966143e-05+0.00028724274462476587j),(-0.007913514582446199+0.032221008899094405j),(0.038304843030055616-0.036947576907980825j),(-3.0316559248792993e-08-1.2640720324769032e-08j),(0.021925895626544085+0.0006660595358344186j),(-0.13527539405357022-0.11595832605426541j)
0.53,(0.021779290499447303-0.0015764886634158958j),(-0.15476927600770418-0.09372812998746216j),(-4.106254251959391e-06+2.832732905642679e-06j),(-0.021613517502839994+0.013332466618005039j),(0.0406264427738862-0.03439778890998187j),(0.001301058409867498-0.000250762362158477j),(-0.0001271939661208123-0.00038665852921179175j),(0.024682886361825165+0.0008224043877202458j),(-0.14696216476656832-0.11526473163773068j),(-0.00573846932280377-0.00018058449427887598j),(6.557076465599893e-05+0.000523783205836969j),(-0.00016853639879802027-0.0022999895214221586j),(-0.023872011140696803-0.0013367798425081316j),(-9.24732976725342e-05+0.0002945489696414717j),(-0.006359693687946574+0.033831218735344754j),(0.03609761524375108-0.04008445030609869j),(-2.568183015128346e-08-1.735928574909968e-08j),(0.021925741400339104-0.0009232157971161265j),(-0.1365326799634719-0.10650924757065568j)
0.54,(0.021591785851156786-0.003176953906226085j),(-0.15480475305842104-0.08381957170944387j),(-3.8155549835665035e-06+2.4710297168401266e-06j),(-0.021299927921205147+0.014303769908003604j),(0.03869377101993909-0.036057210644847584j),(0.001264552853963465-0.00034328688387083253j),(-0.00012000925122427894-0.0003804152948255095j),(0.02471789698446749-0.001025134114778703j),(-0.14812869677806215-0.1052909310140191j),(-0.005806608430250194+0.00034145178203466055j),(0.00011019093753030225+0.0005160051649884186j),(-0.0001281590552914383-0.002374579676749987j),(-0.024840503722960105-0.0005291133059933308j),(-0.00011058553299208296+0.0003006210923325782j),(-0.004676024814389036+0.035398583668052847j),(0.03363537589918311-0.04307963431090912j),(-2.0577312988634668e-08-2.0907350222688054e-08j),(0.021809292838746074-0.002521633021011555j),(-0.1372461002133095-0.09721083451754313j)
0.55,(0.021283007206635854-0.004774502645084495j),(-0.15426974326294857-0.07412699212891288j),(-3.5344125520379964e-06+2.1351011866361674e-06j),(-0.020933604169151993+0.015242799099244135j),(0.03666670990902273-0.037570876790997895j),(0.0012201763653193016-0.000430755407663422j),(-0.00011227646048972652-0.0003739610694761689j),(0.024610964753143907-0.0028941587122920526j),(-0.14870274031252514-0.0954587316945498j),(-0.005826316866947771+0.0008783699121087423j),(0.00015427473740472485+0.0005040113054854674j),(-8.010268298316106e-05-0.002447148872526099j),(-0.025799658534616944+0.00031691145089439j),(-0.00013025370562246225+0.0003052210439189384j),(-0.0028633011642947223+0.036916816750242366j),(0.030923580131446686-0.045913830751683975j),(-1.520874822576703e-08-2.328272861766241e-08j),(0.021573502591468487-0.004124674658759022j),(-0.1374226211878053-0.08808124580619166j)
0.56,(0.020849985097358383-0.006363460070897014j),(-0.15317299176989607-0.06467363450789151j),(-3.261890637072574e-06+1.8241059920901177e-06j),(-0.020516302769753608+0.0161437278792841j),(0.03455285809928249-0.038929457304499725j),(0.0011683054232180822-0.0005125602859650511j),(-0.00010397128892587511-0.00036724185996719644j),(0.02435660828834062-0.00477802576626576j),(-0.1486892204431391-0.08579164555878893j),(-0.005794803638557866+0.0014268808808313815j),(0.00019751685599544503+0.0004877223419580878j),(-2.3801787057715725e-05-0.0025170138930557372j),(-0.026747936617964745+0.0011977514033648315j),(-0.00015144996417175736+0.0003080927551585191j),(-0.0009225169322674871+0.03837968822627198j),(0.027968704680648115-0.048567193801651795j),(-9.776940355810784e-09-2.450833601864599e-08j),(0.021214754053747696-0.00572713168745938j),(-0.13706995716281012-0.07914034384354829j)
0.5700000000000001,(0.020289361268130343-0.007937269827602657j),(-0.15152491163726128-0.05548426584569599j),(-2.9973886076473692e-06+1.5374647835421444e-06j),(-0.02005031008449621+0.017001111514089028j),(0.03236090838707349-0.04012439152870331j),(0.001109377008539561-0.0005881093186421202j),(-9.508604592017374e-05-0.00036020104051305064j),(0.023948816397402213-0.006668992149041422j),(-0.14809443118435903-0.07631520091656296j),(-0.005709222192961422+0.0019832343794347926j),(0.00023957124223217337+0.0004670647120573622j),(4.128824230270205e-05-0.002583402072313814j),(-0.027683960311752957+0.0021094846829047267j),(-0.0001741179437537944+0.00030896263505431645j),(0.0011451290558114856+0.039780996042500516j),(0.02477844825003482-0.051019288899973314j),(-4.475660664737538e-09-2.4633385623836904e-08j),(0.020728960197696655-0.007322901240248528j),(-0.1361970097374707-0.07040963532920806j)
0.58,(0.019597536594312796-0.009488315282935655j),(-0.14933794065211528-0.04658522802067666j),(-2.7406365722651808e-06+1.274796890621704e-06j),(-0.019538299574624014+0.017809576148859856j),(0.030100476008409954-0.04114751284767163j),(0.0010438908821962874-0.0006568107795257535j),(-8.562438213878395e-05-0.00035278182686878073j),(0.023381198397693204-0.008557971719064868j),(-0.14692653354902419-0.0670568252584038j),(-0.005566730230327498+0.0025431326484524393j),(0.00028004578346089613+0.0004419805037379617j),(0.00011567398937569089-0.002645443157482169j),(-0.028606506687012506+0.0030478122108741966j),(-0.0001981668207159306+0.00030754094039132853j),(0.0033382196844484457+0.041114534244929654j),(0.021361958143263058-0.05324908582062443j),(5.114716919496903e-10-2.3734352046898264e-08j),(0.02011169806704945-0.008904789572926898j),(-0.13481430007309742-0.061912144001905284j)
0.59,(0.018770853088257117-0.011007748018289756j),(-0.14662700158797723-0.038004187491358865j),(-2.491666856254381e-06+1.0358512490444523e-06j),(-0.018983318400725886+0.018563853254177132j),(0.027782130037135096-0.04199116757366175j),(0.0009724200743160339-0.0007180823437440096j),(-7.560219439575107e-05-0.0003449276181308208j),(0.02264718399221082-0.010434300192671615j),(-0.14519604267896188-0.05804564863400124j),(-0.0053645716725452+0.0031016473716487768j),(0.000318498594460676+0.0004124391153512479j),(0.00019980403268652052-0.0027021623221822515j),(-0.029514494873206894+0.004008060384984436j),(-0.00022346485642321835+0.00030352424751982517j),(0.005655095163645152+0.042374060555835674j),(0.017730079725965242-0.055234991844026304j),(5.015079214919484e-09-2.191535656290699e-08j),(0.019358381669104665-0.010464324543834454j),(-0.13293438455072834-0.05367221451376169j)
0.6,(0.01780581498854745-0.012485334449918225j),(-0.14340993623913745-0.02976978857224167j),(-2.250781404371787e-06+8.204369391574664e-07j),(-0.018388778314471735+0.019258840463784628j),(0.025417422312607824-0.04264838471400752j),(0.0008956200311421812-0.0007713643781376309j),(-6.504882091988348e-05-0.00033658245770354746j),(0.021740276462871726-0.01228551564792323j),(-0.14291629236618225-0.04931222642051949j),(-0.005100182395506905+0.0036531434953136622j),(0.00035443634640295376+0.00037845055172279853j),(0.0002940460938933792-0.0027524749591205946j),(-0.030406967103167315+0.004985184988025193j),(-0.0002498325761561454+0.0002965992489531648j),(0.008093817366009583+0.043553264548879256j),(0.013895624233754508-0.05695493116954605j),(8.884944271081291e-09-1.930762728186925e-08j),(0.018464475922708824-0.011991583061494674j),(-0.13057224371478368-0.04571524761019842j)
0.61,(0.0166993506130267-0.013909327780297125j),(-0.13970788992768218-0.021911229307374058j),(-2.0185147120817787e-06+6.283547984961223e-07j),(-0.017758439005834816+0.01988966522579323j),(0.023018891285547134-0.04311306034764535j),(0.0008142351079978814-0.0008161358568598112j),(-5.400807627600377e-05-0.00032769174051489665j),(0.020654362422139756-0.014097163649766771j),(-0.14010386427574043-0.04088818166000768j),(-0.004771320939110834+0.004191214634678558j),(0.00038731511867351486+0.0003400801692798205j),(0.00039866137738727125-0.0027951839815564946j),(-0.03128306343262682+0.005973776634794566j),(-0.0002770357871945081+0.00028644810045476784j),(0.010652122525071757+0.044645737963002245j),(0.009873649221612019-0.05838647675792487j),(1.1995512046778837e-08-1.6067707585651684e-08j),(0.017425751659303265-0.013475040987633795j),(-0.12774567372650267-0.03806737341850133j)
0.62,(0.015449115542058661-0.015266373479398203j),(-0.13554563295065772-0.014457764590711204j),(-1.7955914553975757e-06+4.5933213196048674e-07j),(-0.017096383784210186+0.02045175046521689j),(0.02060003745022597-0.043380153054226094j),(0.0007291017800872642-0.0008519324907704765j),(-4.2539070180010045e-05-0.00031820319027368405j),(0.019384080352185494-0.01585263788706807j),(-0.1367789683113858-0.032805768919103716j),(-0.004376224787557345+0.004708635567412721j),(0.00041654429259276504+0.0002974645652951061j),(0.000513776285206872-0.002828980455244462j),(-0.03214199023326409+0.006968068240352053j),(-0.00030477870709292047+0.0002727555357797156j),(0.013327362163389669+0.045644948805131716j),(0.005681744520496337-0.05950704064594735j),(1.4251627655874675e-08-1.237413724683243e-08j),(0.01623858441535303-0.014901454755689133j),(-0.12447564765230497-0.030755108539126597j)
0.63,(0.014053836376399988-0.016541457816496165j),(-0.1309518051978099-0.007438143522473344j),(-1.5828784651976744e-06+3.1296296553134454e-07j),(-0.01640698761870788+0.02094088135822165j),(0.018175267290164915-0.043445886022320065j),(0.0006411479732555795-0.0008783665097206789j),(-3.071675000696159e-05-0.0003080681222216212j),(0.017925248568753483-0.017533069166947055j),(-0.13296575992728327-0.025097363760547723j),(-0.003913791910319848+0.005197338153119275j),(0.00044149401830317756+0.00025082816067479105j),(0.0006393518482137868-0.0028524484587655182j),(-0.03298298271803609+0.007961945173577864j),(-0.00033269754766689135+0.0002552179421451231j),(0.01611643239083171+0.04654422098501033j),(0.0013403149531935258-0.06029412835817245j),(1.559405537337202e-08-8.422417603401911e-09j),(0.014900315128733355-0.016255776826648145j),(-0.12078631454811792-0.02380486593976398j)
