t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B01_z_0000_00,B01_z_0001_00
1.8800000000000001,(1.0004183867725316-9.171422837530434e-05j),(3.15041839945377-9.112927111721444j),(-0.6862129471056688-0.05765994739731962j),(1.451781528817428+0.6615169540563393j),(8.326974454118941-5.166760864848062j),(0.9104341969446968-0.7456247326935962j),(-0.06447500853730954+1.1212048087864241j),(-0.7668607508663505+0.31369630834879075j),(-2.127335092899565-0.30357045725943793j),(1.0004183867725316-9.171422837530434e-05j),(3.15041839945377-9.112927111721444j)
1.8900000000000001,(1.000420835848525-8.708323876919015e-05j),(3.222897910088533-9.219012940824266j),(-0.6871869911410364-0.06716846790574109j),(1.4283807999480713+0.6646141326996863j),(8.435693718707336-5.117677577529092j),(0.9281733473861692-0.7568559798237895j),(-0.06155798893316399+1.0908990894202306j),(-0.7609123929317342+0.3053585275664813j),(-2.144502819166002-0.2450662255819036j),(1.000420835848525-8.708323876919015e-05j),(3.222897910088533-9.219012940824266j)
1.9000000000000001,(1.0004231894603706-8.227840256012036e-05j),(3.2959077940318195-9.323887099428896j),(-0.6883335971677055-0.07676880061940543j),(1.4048610544744067+0.6670846327047552j),(8.543797966304002-5.066015920622078j),(0.94672015929761-0.7681683320206666j),(-0.059037871356544855+1.0610322729752175j),(-0.7551111159938155+0.2968065372326436j),(-2.158211081629709-0.1844895161677217j),(1.0004231894603706-8.227840256012036e-05j),(3.2959077940318195-9.323887099428896j)
1.9100000000000001,(1.0004254366065926-7.730990290497369e-05j),(3.3693354521660996-9.427442776200014j),(-0.6896594263157216-0.08644992738471952j),(1.3812851034627593+0.6689166296357966j),(8.65109565967929-5.0118444830392415j),(0.9660967975906184-0.7795261392621269j),(-0.056893143969725134+1.0316271039973361j),(-0.7494686133794763+0.2880520010756125j),(-2.1681648338623347-0.12218163078582593j),(1.0004254366065926-7.730990290497369e-05j),(3.3693354521660996-9.427442776200014j)
1.92,(1.0004275667509612-7.218893779817254e-05j),(3.4430691703093466-9.529581133584966j),(-0.6911706267288537-0.09620027471308745j),(1.3577152676666993+0.6701044037321104j),(8.757401079390807-4.9552437054025935j),(0.9863236843627169-0.7908906054595611j),(-0.05510243953144238+1.0027035387984449j),(-0.7439957010760171+0.279107319954746j),(-2.174113632074497-0.058533063148341766j),(1.0004275667509612-7.218893779817254e-05j),(3.4430691703093466-9.529581133584966j)
1.93,(1.0004295699346797-6.692767357464198e-05j),(3.516998493557419-9.630211220455337j),(-0.6928727802649628-0.1060077502056184j),(1.3342126792837836+0.67064818757889j),(8.862535308341963-4.896305366458206j),(1.0074191107683113-0.8022197667080632j),(-0.05364465383211926+0.9742788790608654j),(-0.7387022590037711+0.2699855499628759j),(-2.17586139975238+0.006023795568756166j),(1.0004295699346797-6.692767357464198e-05j),(3.516998493557419-9.630211220455337j)
1.94,(1.0004314368839615-6.153918723364749e-05j),(3.5910145668788913-9.729249831848728j),(-0.6947708505623997-0.11585978200012212j),(1.3108366345409517+0.6705539147146533j),(8.966327124246101-4.835131986398112j),(1.0293988129907128-0.8134685069593236j),(-0.052499048907557855+0.9463679214507477j),(-0.7335971840830173+0.2607003180812491j),(-2.1732747065898192+0.07102415871298838j),(1.0004314368839615-6.153918723364749e-05j),(3.5910145668788913-9.729249831848728j)
1.95,(1.000433159111308-5.6037397907727444e-05j),(3.665010444814827-9.826621326410255j),(-0.6968691327280405-0.1257433613052701j),(1.2876440097930661+0.6698328818776951j),(9.068613797518621-4.771836156003204j),(1.0522755143153724-0.8245886189507377j),(-0.05164534155463453+0.9189831183545286j),(-0.7286883548537907+0.2512657365389663j),(-2.166288992529071+0.13598218922372973j),(1.000433159111308-5.6037397907727444e-05j),(3.665010444814827-9.826621326410255j)
1.96,(1.0004347290088638-5.043698802770817e-05j),(3.7388813730596815-9.922257410850634j),(-0.6991712049471287-0.13564508809092843j),(1.2646887508687037+0.6685013392969937j),(9.169241793136658-4.7065398006537595j),(1.0760584367789894-0.8355289186770388j),(-0.05106377792542125+0.8921347453322852j),(-0.7239826072325222+0.2416963169386211j),(-2.1549122756773813+0.20040366109294355j),(1.0004347290088638-5.043698802770817e-05j),(3.7388813730596815-9.922257410850634j)
1.97,(1.0004361399323205-4.475331494240053e-05j),(3.8125250445598846-10.01609689950617j),(-0.7016798823668238-0.14555122000166915j),(1.242021442299237+0.6665800244066219j),(9.268067375931393-4.639373388258245j),(1.1007527875907177-0.846235421921949j),(-0.05073519515555582+0.8658310713881262j),(-0.7194857208428881+0.2320068851009217j),(-2.1392260415982403+0.2637992855261763j),(1.0004361399323205-4.475331494240053e-05j),(3.8125250445598846-10.01609689950617j)
1.98,(1.0004373862739773-3.900231396381812e-05j),(3.885841832584912-10.108085455934967j),(-0.70439717366233-0.1554477245505987j),(1.2196889599937646+0.6640936546323191j),(9.36495711961633-4.570475090046609j),(1.1263592274737475-0.8566515913007422j),(-0.05064107109696712+0.8400785286742913j),(-0.7152024152413718+0.2222124974593753j),(-2.1193832062328415+0.32569797925455085j),(1.0004373862739773-3.900231396381812e-05j),(3.885841832584912-10.108085455934967j)
1.99,(1.0004384635237307-3.320039398735405e-05j),(3.9587350030188477-10.198175322431672j),(-0.7073242407543424-0.1653203346312994j),(1.197734208024417+0.6610703945293677j),(9.459788320610238-4.499989902981013j),(1.1528733302215388-0.8667186618186603j),(-0.050763563283255854+0.814881878758838j),(-0.711136355271227+0.21232835970740127j),(-2.0956032548498627+0.3856593461947444j),(1.0004384635237307-3.320039398735405e-05j),(3.9587350030188477-10.198175322431672j)
2.0,(1.0004393683169654-2.736432699983739e-05j),(4.031110907902441-10.286325042398119j),(-0.7104613622065151-0.17515460735548102j),(1.1761959375852484+0.6575413116369044j),(9.5524493418495-4.428068726644512j),(1.1802850450421998-0.8763760520422303j),(-0.05108553827050799+0.7902443730975948j),(-0.7072901647209794+0.20236974826991924j),(-2.0681648614686723+0.44328470398224323j),(1.0004393683169654-2.736432699983739e-05j),(4.031110907902441-10.286325042398119j)
