t,A_0000,A_0001,A_0002,A_0003,A_0004,A_0005,A_0006,A_0007,A_0008,A_0009,A_0010,A_0011,A_0012,A_0013,A_0014,A_0015,A_0016,A_0017,A_0018,A_0019,A_0020,A_0021,A_0022,A_0023,A_0024,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00,z_0015_00,z_0016_00,z_0017_00,z_0018_00,z_0019_00,z_0020_00,z_0021_00,z_0022_00,z_0023_00,z_0024_00,E
1.47,(-20.47486073814972+23.9814631199722j),(12.165739869180433+5.669262285976871j),(4.35339399141218+12.012558583326165j),(-14.146857078955684-19.456217272173877j),(3.6655865557652363-0.5919288403088806j),(0.6892972529253149-1.1969993404885177j),(0.4152039679181765-7.12013932960974j),(-8.108112146549633-2.487419790593832j),(-8.271809872599475+1.5750183158883704j),(-0.440222021814122+0.5284001954495001j),(0.6807513469141337-7.096063665601334j),(5.8841749932879335-0.9716040758152786j),(1.0208162560140812-0.8846051297099369j),(0.220645762010034-0.1165276150826836j),(0.4344232898824972+0.18823361881626743j),(3.9996514498754077-1.6524739605803511j),(5.384284737992245-0.15957699892541205j),(0.7449995768904086-1.2363896587887049j),(0.6246313340136292-0.357897661486082j),(6.165417274363544+2.3643260365775123j),(4.228688996077604-1.205543389423885j),(0.08629353269768963-1.8604095959290794j),(0.303937075633376+0.049992583203812765j),(0.5075765391560729+0.22917170763090444j),(-0.06799456412573812-0.21153781946188763j),(-0.300891614162262+0.021386243182094172j),(-0.3302336300520039+0.268080816803877j),(-0.3088328703417002-0.2385257112022995j),(-0.03556738531712034+0.0021346002241529323j),(-0.5432456161974545+0.010909381247449905j),(-0.3135539114875778+0.5002937019464657j),(-0.35784250504498055-0.42252481924123836j),(-0.049692519091040284+0.2690372782783875j),(-0.04841718873229923-0.25696091017724004j),(-0.5512498524251098+0.2506628355000099j),(-0.5318383414939372-0.16599335970280876j),(0.1811451420088356+0.03348738321574341j),(-0.8805429013541691+0.09084005903202712j),(-0.08497263148220678+0.9281799798868309j),(-0.41178380696515104-0.7363464269917077j),(0.023755179657107404+0.45042328754495375j),(-0.08223625449892302-0.46603543050545976j),(-0.5273485074749248+0.6605747800198332j),(-0.6282467524744781-0.4552990020672042j),(0.1635183263154001+0.2943976074825921j),(0.2219895706229387-0.2146088601993124j),(-0.7209997485110892+0.22951165793578246j),(-0.8179094534187304-0.2693090435606192j),(0.5521248570966061+0.047295048379690605j),(-1.0842029503239234+0.46338752483804435j),0.0
1.48,(-20.474879792223163+23.981287839059412j),(12.165722754366772+5.669088216205575j),(4.353369245883338+12.012383670379759j),(-14.146877427857245-19.456388163902453j),(3.6655628508974862-0.5920946992897216j),(0.6892940244372328-1.1971787569867942j),(0.4151690307235078-7.120306755298497j),(-8.108131878135993-2.4875900591722973j),(-8.271834070744278+1.5748504315840912j),(-0.44024133029859325+0.528219152389542j),(0.680747380684041-7.096242218064984j),(5.884150233412812-0.9717738788845839j),(1.0206218396861124-0.8849537201171264j),(0.2202521176996149-0.117251829706545j),(0.4345894036152952+0.18747627018616092j),(3.999617360460775-1.6526377863806367j),(5.384264608713787-0.15976498815965806j),(0.7448914817970084-1.2366581837365485j),(0.624388995590209-0.3582034442034203j),(6.1654065950193795+2.3641498132641634j),(4.228695982728334-1.205733331969538j),(0.08627486104156204-1.8606207797899905j),(0.30445961471124455+0.04991724199651266j),(0.5077358439671517+0.22895930104144507j),(-0.06957704211435492-0.2114068498409141j),(-0.3007698332188259+0.021332024709194493j),(-0.33000101322013264+0.2683310492424159j),(-0.3083249579180539-0.23837355341348748j),(-0.03561875359535612+0.0020927093339794356j),(-0.5429469903126868+0.010639871194847083j),(-0.3136786041764066+0.5004519732522935j),(-0.3577764734566607-0.42172487857940705j),(-0.04956289640057016+0.26908115918731484j),(-0.04842846186544628-0.25738147025870656j),(-0.5512131928672908+0.25063733146081796j),(-0.5316311498893693-0.1675582159496799j),(0.18076819559918567+0.03354931629986778j),(-0.8814470363572439+0.09415386979066132j),(-0.08252846297184142+0.927360608688467j),(-0.4157954151538645-0.7345776234359452j),(0.023320419648221378+0.4496608231383495j),(-0.08336359607537475-0.4673581669593532j),(-0.5255304842611+0.6618983728432476j),(-0.6283837342227966-0.4531393965800587j),(0.1645182879879658+0.2941008351966793j),(0.22300823481624435-0.2162469067355627j),(-0.7216264757439711+0.2294107995606221j),(-0.8194698466456017-0.27014787101330634j),(0.553581289387021+0.04584304498022002j),(-1.0829479826669692+0.4682327174205838j),0.0
1.49,(-20.474915586006915+23.981119107407437j),(12.165688665958134+5.668920226805816j),(4.353327717138315+12.012215223100315j),(-14.146914389151414-19.456552769025283j),(3.665523000089159-0.5922541648601353j),(0.6892732697679489-1.1973530119808284j),(0.41511806135760837-7.120467668704592j),(-8.108168135039932-2.4877541091495385j),(-8.271874787577083+1.5746889002210107j),(-0.44027786320994655+0.528044622596975j),(0.680726281926378-7.096415619975296j),(5.884109149637847-0.9719369735365105j),(1.0204094817243374-0.8852901585187721j),(0.21981949015787103-0.11796287199224467j),(0.43474216275592015+0.18673052647157248j),(3.999567629433737-1.6527943684585469j),(5.384227772072719-0.15994627134178363j),(0.7447640136027003-1.2369170868067643j),(0.6241316499203056-0.3584895943999944j),(6.165379056275565+2.363979098411061j),(4.2286852249689915-1.2059176438566872j),(0.08623788318509612-1.860825167160914j),(0.30497377665616643+0.049816486498454965j),(0.5078648268264205+0.22874176848294978j),(-0.07114936601645548-0.21123975972030853j),(-0.3006526180812322+0.02127587323968812j),(-0.329755072542658+0.2685565949170036j),(-0.3078224142763317-0.23824495165139417j),(-0.03568366782964102+0.002048817436547145j),(-0.5426699802533974+0.010355602495436118j),(-0.31379006790724595+0.5006161152572225j),(-0.3576760205846699-0.4209727455103996j),(-0.049432918533738546+0.2691160344765848j),(-0.04845336441515553-0.25779240497531675j),(-0.5511788159247164+0.25061116027122904j),(-0.531539901899622-0.16912760100898797j),(0.1804044877555765+0.03363600219296251j),(-0.8822631236799695+0.0974568011334401j),(-0.0801232445680419+0.9264452316081392j),(-0.419753262081863-0.7328278973758807j),(0.02283040261853229+0.4489530666266995j),(-0.0844865444286151-0.46865670787137564j),(-0.5236923406593864+0.6631472300372084j),(-0.6284223770201168-0.45103965208381974j),(0.16549944576712466+0.29372329580627177j),(0.22394896097823672-0.21790506977192778j),(-0.7222563243306299+0.22933209230232246j),(-0.8210896527548978-0.2708977227488454j),(0.5548789342669253+0.044335176657197765j),(-1.081620619110016+0.47299941270265466j),0.0
1.5,(-20.474967645175965+23.980957698834185j),(12.16563810177318+5.668758925017966j),(4.3532699238333+12.01205383976363j),(-14.146967445882868-19.456710489528707j),(3.665467515590878-0.5924067097391693j),(0.6892354525318799-1.197521382552689j),(0.41505154769027536-7.120621493357532j),(-8.10822040691517-2.487911331882778j),(-8.271931530542087+1.574534347031389j),(-0.44033103349841995+0.5278772151836252j),(0.680688521138314-7.096583180828305j),(5.884052281522958-0.9720927594614192j),(1.0201802614688371-0.8856140790177398j),(0.21934805752717362-0.11865921405539952j),(0.4348821769379959+0.18599593348886675j),(3.999502806190473-1.6529431871319908j),(5.384174754385273-0.16012031796635873j),(0.7446177565250875-1.237165605835698j),(0.6238603062504902-0.3587558371577667j),(6.165335117762609+2.363814545106271j),(4.228657318362473-1.2060956743245475j),(0.08618330558595377-1.8610221624095515j),(0.3054782949721334+0.0496919166484931j),(0.5079647377121143+0.22852134132230123j),(-0.0727129386475841-0.21103597455175394j),(-0.30053917324548546+0.02121687965522193j),(-0.3294984718978232+0.26875780772975744j),(-0.30732620028651475-0.23813848255262984j),(-0.03576264614115419+0.0020043265514467206j),(-0.5424140808770472+0.010058655553263764j),(-0.3138882821419867+0.5007850576233908j),(-0.3575458276709434-0.42026898012271213j),(-0.0493032066792849+0.26914213609954185j),(-0.048490830121845255-0.25819539696112603j),(-0.5511464438618066+0.25058450285815237j),(-0.5315601401409913-0.17069503263794905j),(0.18005554385874353+0.033747121919348186j),(-0.8829969200498828+0.10074441405149866j),(-0.0777594067743855+0.9254355650383244j),(-0.42366482009591344-0.7310945170315415j),(0.02229080663769956+0.4483023059817947j),(-0.08560917768437051-0.4699374828356455j),(-0.5218352264263254+0.6643219858527936j),(-0.628367081494367-0.44900227919069996j),(0.1664558080430916+0.2932682778732078j),(0.22481597911689188-0.2195849463618637j),(-0.7228895004118403+0.2292737770920665j),(-0.8227628915612188-0.2715596538806781j),(0.5560253328044179+0.04278140871088895j),(-1.0802206389962843+0.4776929396995771j),0.0
1.51,(-20.47503549967444+23.980804379715973j),(12.165571553698658+5.668604951793259j),(4.353196375909556+12.011900152520564j),(-14.14703609440574-19.456860695943597j),(3.665396893882804-0.5925517629512027j),(0.6891810279724326-1.1976831241994597j),(0.414969972804917-7.120767616845989j),(-8.10828819681201-2.4880610891547197j),(-8.272003812721392+1.5743874211300752j),(-0.4404002747765385+0.5277175712214978j),(0.6806345558669958-7.0967441877118125j),(5.883980151761276-0.9722406115151971j),(1.0199350836815955-0.8859251020007893j),(0.2188378486644608-0.11933918847592041j),(0.4350098731595822+0.18527215639616915j),(3.999423428345619-1.65308368932961j),(5.38410606515428-0.16028655028472497j),(0.7444532755730748-1.237402960418316j),(0.623575904635357-0.3590018405245816j),(6.1652752277308345+2.3636568337339106j),(4.228612818405822-1.206266735413106j),(0.0861117889925377-1.8612111438868602j),(0.3059720459350342+0.04954489828023472j),(0.5080364709341477+0.22830015523461866j),(-0.07426914839397582-0.2107945973017975j),(-0.30042892876852273+0.021154368048571688j),(-0.3292336580202605+0.2689350227545688j),(-0.30683729758765466-0.23805296921514948j),(-0.03585589700889903+0.001960487665504498j),(-0.5421788689265653+0.009750922639943864j),(-0.3139732468260738+0.5009577979300417j),(-0.35738991784138835-0.41961393532414326j),(-0.049174316928930234+0.26915962833566703j),(-0.04853989595020922-0.2585915951887731j),(-0.5511158302854863+0.2505575117785553j),(-0.5316879592599122-0.17225421032245752j),(0.17972270632769458+0.033882183972440055j),(-0.8836531436852008+0.10401405494523751j),(-0.07543957320476707+0.9243327056535183j),(-0.42753612860543755-0.7293739565759686j),(0.021707098771476863+0.4477108416329338j),(-0.08673474257964778-0.4712049421920101j),(-0.5199601098631478+0.6654231215799388j),(-0.6282218720024672-0.44702950201310443j),(0.16738170162568927+0.2927388884921258j),(0.22561244852855433-0.2212864325807078j),(-0.7235262878427682+0.22923456711025245j),(-0.8244842215435906-0.2721340266998039j),(0.5570258567761209+0.04119209925945283j),(-1.078747072339442+0.4823187133690872j),0.0
1.52,(-20.47511868371562+23.98065990898756j),(12.165489507689413+5.668458981793794j),(4.353107574593427+12.011754827397032j),(-14.147119844383608-19.457002727345373j),(3.665311615674639-0.5926887098259458j),(0.6891104429620045-1.1978374708332407j),(0.41487381499855214-7.120905390817802j),(-8.10837102117734-2.4882027131735467j),(-8.272091152834989+1.574248795514508j),(-0.44048504131911415+0.5275663637427779j),(0.6805648307095473-7.096897905305386j),(5.88389326617914-0.9723798797192589j),(1.019674678546501-0.8862228341385755j),(0.2182887431412375-0.12000098829801212j),(0.4351254957831742+0.18455897969336585j),(3.999330021732265-1.6532152885907787j),(5.384022197069166-0.16044434330499555j),(0.7442711165468687-1.2376283519082063j),(0.623279315937523-0.3592272155141657j),(6.165199823050384+2.3635066719741493j),(4.228552240530221-1.206430101963122j),(0.08602394844399149-1.8613914639270523j),(0.30645404859265435+0.049376563122041715j),(0.5080805651341164+0.22808025020325767j),(-0.0758193692125565-0.21051440845185074j),(-0.3003215402682142+0.021087895723642086j),(-0.32896286050099116+0.2690885562371037j),(-0.30635670858787356-0.237987481198253j),(-0.03596331926970321+0.001918400732782489j),(-0.5419640030303492+0.009434107894657354j),(-0.3140449823885063+0.5011334016735238j),(-0.35721165610588407-0.41900775684179403j),(-0.04904674027737708+0.2691686077905775j),(-0.04859970208921664-0.2589816149694801j),(-0.551086760145186+0.25053031121946295j),(-0.5319200059329587-0.17379901527708602j),(0.17940713461970983+0.03404052431474804j),(-0.8842354742948203+0.10726485562432259j),(-0.0731665605833991+0.9231371304102364j),(-0.43137179408251203-0.7276618961352168j),(0.02108453508171215+0.44718098646692306j),(-0.08786565446273398-0.4724615570260456j),(-0.5180677778157741+0.6664509655474383j),(-0.6279903966303279-0.4451232581636309j),(0.1682717717443481+0.29213805329046433j),(0.2263404577979367-0.22300772352567866j),(-0.7241670481929711+0.2292136477864937j),(-0.826248939845464-0.27262051067477994j),(0.5578837086671796+0.039577999238942826j),(-1.0771981998236015+0.48688223461133723j),0.0
1.53,(-20.47521673578192+23.980525038142105j),(12.165392443768376+5.6683217233925385j),(4.353004012396324+12.011618564294011j),(-14.147218218789513-19.45713589135399j),(3.6652121459056213-0.5928168919984396j),(0.6890241360019831-1.1979836347811466j),(0.4147635477818106-7.1210341309799725j),(-8.108468409854632-2.4883355065729216j),(-8.27219307524077+1.5741191670647152j),(-0.4405848080632462+0.5274242977398299j),(0.6804797773130704-7.09704357588036j),(5.883792113736101-0.9725098892605457j),(1.0193996016693454-0.8865068683856476j),(0.2177004712435756-0.1206426670301734j),(0.4352291065357028+0.18385630722210392j),(3.999223100401956-1.6533373650656042j),(5.38392362600595-0.16059302479205526j),(0.7440718060379775-1.2378409634175762j),(0.6229713418276281-0.3594315161061275j),(6.165109329211221+2.363364794803207j),(4.228476060101-1.2065850116161263j),(0.08592035327019958-1.8615624488475957j),(0.3069234647646763+0.04918780879703022j),(0.508097203285296+0.2278635705198102j),(-0.07736496063094282-0.21019386599818937j),(-0.300216888923363+0.02101725319546671j),(-0.3286880917874254+0.26921870559480243j),(-0.30588545646436416-0.237941334522585j),(-0.03608450211821859+0.00187901467457838j),(-0.5417692237022648+0.009109727324152262j),(-0.31410352974183764+0.5013110022672909j),(-0.3570137493582821-0.41845038322206773j),(-0.04892090262230949+0.2691691033960268j),(-0.04866949195211218-0.2593655379530524j),(-0.5510590497328415+0.25050299699795864j),(-0.5322534788668435-0.17532351044508554j),(0.1791098052303419+0.034221306377876716j),(-0.8847465530783187+0.11049773330768517j),(-0.07094337874481166+0.9218486965470127j),(-0.43517499006186866-0.7259532217883546j),(0.02042816062634764+0.44671506582807646j),(-0.08900349729319652-0.473707819169057j),(-0.516158835674814+0.6674056931229442j),(-0.6276759271928513-0.44328519875506966j),(0.16912098204810616+0.29146851642846217j),(0.22700102479811995-0.22474531331587613j),(-0.7248122207463977+0.22921067679961885j),(-0.8280529822747151-0.27301808245172077j),(0.5585999216712627+0.03795025240330648j),(-1.075571552803323+0.49138909026889527j),0.0
1.54,(-20.475329198624905+23.980400511231206j),(12.165280836026565+5.668193918673321j),(4.352886173114743+12.01149209698753j),(-14.14733075390594-19.457259464133937j),(3.6650989337445297-0.5929356074090567j),(0.6889225372227463-1.1981208067853089j),(0.41463963987893304-7.121153117098669j),(-8.108579906083943-2.4884587424119866j),(-8.272309109934524+1.5739992565433145j),(-0.440699070608321+0.5272921101651977j),(0.680379814374644-7.097180419299834j),(5.883677166524919-0.9726299404915257j),(1.0191102340778249-0.8867767839804493j),(0.21707261397211386-0.12126213864519689j),(0.4353205845085344+0.18316416216579115j),(3.9991031666246926-1.6534492655149264j),(5.383810811027252-0.16073187526756058j),(0.7438558514292114-1.2380399598172547j),(0.622652714784335-0.3596142392459576j),(6.165004160323125+2.363231964493355j),(4.228384712417633-1.2067306648144223j),(0.08580152709178729-1.8617233989492132j),(0.30737959904267925+0.04897929882307061j),(0.5080862126926424+0.2276519647841047j),(-0.07890726774744222-0.20983110545195344j),(-0.3001150814737051+0.020942464190208062j),(-0.3284111471833624+0.26932574941687965j),(-0.30542458516338966-0.23791409167013491j),(-0.036218725106921305+0.0018431273794255335j),(-0.5415943533416465+0.008779108802743706j),(-0.31414895028217527+0.5014898010419017j),(-0.35679824637640595-0.41794154583067034j),(-0.04879716476439307+0.26916107640990466j),(-0.04874861217641598-0.2597429121278791j),(-0.5510325466828935+0.2504756365611836j),(-0.5326861287984181-0.17682194049838532j),(0.17883151169341582+0.034423521062525324j),(-0.8851879827259531+0.11371539062352194j),(-0.06877323063385246+0.9204666415844012j),(-0.438947457140894-0.7242420255674643j),(0.019742809459419818+0.44631541751821574j),(-0.09014902364188315-0.47494224119807826j),(-0.514233707375567+0.6682873267129669j),(-0.6272813592339306-0.4415166884004035j),(0.16992461460560923+0.29073284059915827j),(0.22759409669055328-0.22649399509228127j),(-0.7254623225013884+0.22922578407767177j),(-0.8298929233036456-0.2733250258542988j),(0.5591733596905619+0.03632039532438552j),(-1.0738639133036114+0.49584495312674565j),0.0
1.55,(-20.47545561926528+23.980287064864882j),(12.165155152623091+5.668076343430838j),(4.352754531830247+12.011376193128681j),(-14.147456999324836-19.457372690394255j),(3.664972412589682-0.5930441103035008j),(0.6888060683836624-1.1982481560028737j),(0.41450255522777085-7.1212615929992245j),(-8.10870506650191-2.4885716641753652j),(-8.272438792549934+1.573889808595513j),(-0.4408273452160118+0.5271705699316048j),(0.6802653476413248-7.0973076330186755j),(5.883548879771565-0.9727393089301941j),(1.0188067822215388-0.887032146445319j),(0.21640460304205789-0.12185717758016917j),(0.4353996261574712+0.18248268704959608j),(3.998970710888929-1.653550303310318j),(5.383684194382284-0.1608601280099395j),(0.7436237408946824-1.2382244877366915j),(0.6223240980943291-0.3597748248450287j),(6.164884719115697+2.3631089706129162j),(4.228278592713736-1.2068662248010849j),(0.08566794782012076-1.8618735885158835j),(0.3078218987901394+0.04875146261278749j),(0.5080470649927922+0.22744718590420598j),(-0.08044762123105298-0.20942393983914714j),(-0.30001645021990925+0.02086378564515755j),(-0.32813360484899046+0.26940994746432434j),(-0.3049751594002837-0.23790556158423695j),(-0.036364958146111716+0.0018113857030929875j),(-0.541439296233297+0.008443392072313899j),(-0.3141813258891808+0.5016690672450203j),(-0.3565665378220513-0.4174807688526099j),(-0.048675822407274916+0.26914442041623743j),(-0.04883651262392361-0.26011275182093235j),(-0.5510071299722885+0.25044826898633704j),(-0.5332162584946732-0.17828873183759286j),(0.17857286458102897+0.03464598673848778j),(-0.8855603274186608+0.1169223156092949j),(-0.0666595123056868+0.9189895833249745j),(-0.4426895029796297-0.7225216054576414j),(0.019033104631059443+0.4459843917966703j),(-0.09130215469092191-0.47616135643587215j),(-0.5122926353980216+0.669095735762875j),(-0.6268092120264505-0.43981880521280786j),(0.1706782699051108+0.2899334070283918j),(0.22811854992505415-0.22824686101775638j),(-0.7261179481706745+0.22925957179791154j),(-0.8317659760689822-0.27353893188374395j),(0.5596007173357923+0.034700357391915786j),(-1.0720713140199187+0.5002555819122885j),0.0
1.56,(-20.475595548992896+23.980185428211566j),(12.165015855785155+5.667969807170647j),(4.352609554909481+12.011271654243616j),(-14.147596517947596-19.457474783388516j),(3.664833000068934-0.5931416112328066j),(0.6886751428730898-1.198364830006003j),(0.4143527529797864-7.121358766566137j),(-8.10884346114176-2.488673485773159j),(-8.272581664358583+1.573791591749107j),(-0.44096916881027926+0.5270604779119542j),(0.6801367699101472-7.097424392083518j),(5.8834076918352185-0.9728372452600728j),(1.018489277971991-0.8872725075864896j),(0.2156957208831802-0.12242541873647081j),(0.4354657453027509+0.18181214374044813j),(3.9988262119015765-1.6536397584340843j),(5.383544201506854-0.16097696905439177j),(0.7433759433998045-1.2383936755639569j),(0.6219860858523188-0.35991265578059556j),(6.164751396938353+2.3629966300262653j),(4.2281580561570715-1.2069908176199609j),(0.08552004765730702-1.8620122658148395j),(0.30824995414242967+0.048504495473559714j),(0.5079788761540621+0.2272508910964153j),(-0.08198733732146414-0.20896985970063905j),(-0.29992155302357737+0.020781707708735497j),(-0.3278568258008868+0.26947154066989987j),(-0.30453826465945044-0.23791579966957016j),(-0.03652186150391442+0.0017842854685854552j),(-0.5413040385474875+0.008103528742312143j),(-0.3142007589260701+0.5018481380414159j),(-0.3563193562409858-0.41706736929219707j),(-0.04855710615758369+0.2691189613251874j),(-0.04893274638070612-0.260473537697768j),(-0.5509827099204778+0.2504209049806762j),(-0.533842722752738-0.17971849259199402j),(0.17833429150355118+0.03488734924465267j),(-0.8858631128280593+0.12012478171173151j),(-0.06460581292579759+0.9174155198533247j),(-0.44640000230077226-0.7207844653969956j),(0.018303458187491527+0.4457243513802773j),(-0.0924619802337212-0.47735971895093027j),(-0.5103356807668562+0.669830636756895j),(-0.6262616285722863-0.4381923408056507j),(0.17137786685447215+0.2890724154748021j),(0.22857219023980835-0.22999530227704507j),(-0.7267797701813791+0.22931311438681243j),(-0.8336699923718769-0.27365669871884385j),(0.559876519926192+0.03310246081352729j),(-1.0701890383181427+0.5046268212953402j),0.0
1.57,(-20.47574854336675+23.98009632299813j),(12.164863401808049+5.667875153109176j),(4.352451700004162+12.01117931573354j),(-14.147748885985065-19.45756492491483j),(3.6646810980396807-0.59322727705334j),(0.6885301657083774-1.1984699547818747j),(0.4141906875000528-7.12144380974307j),(-8.108994673433298-2.4887633915409504j),(-8.272737272269948+1.5737053984144822j),(-0.44112409897737087+0.5269626669393284j),(0.6799944610281224-7.097529849132761j),(5.883254024208272-0.9729229753302105j),(1.0181575786225885-0.8874974054940883j),(0.21494510063982014-0.12296435747977624j),(0.4355182731290469+0.1811529134470375j),(3.9986701365879993-1.6537168774792634j),(5.383391241023368-0.1610815371928886j),(0.7431129087012932-1.238546633445742j),(0.6216392029610355-0.3600270578957949j),(6.164604573760331+2.3628957868938265j),(4.2280234178495455-1.2071035321156693j),(0.08535821309619394-1.8621386530965707j),(0.30866349800681997+0.04823835860752038j),(0.5078804064764493+0.22706464188527029j),(-0.08352771782905558-0.2084660330921619j),(-0.299831173307244+0.020696953740491124j),(-0.3275819539120176+0.26951075113814404j),(-0.30411500719436463-0.23794510779215833j),(-0.03668778580627826+0.0017621714661433254j),(-0.5411886483399576+0.007760282289754831j),(-0.3142073722396131+0.5020264185129629j),(-0.3560567760629495-0.4167004569730449j),(-0.04844118152492958+0.26908445737305353j),(-0.04903696975711001-0.26082321676252496j),(-0.5509592281894183+0.2503935268815164j),(-0.5345649283998808-0.1811060126195529j),(0.17811603710962465+0.03514608188900323j),(-0.886094826116446+0.12333084778682452j),(-0.06261591476998535+0.9157418295360631j),(-0.4500763968896732-0.71902231527665j),(0.01755807117103536+0.4455376714433815j),(-0.0936267586749697-0.47852990355747316j),(-0.5083627230514384+0.670491593218112j),(-0.6256403756023051-0.43663780029249266j),(0.17201964278116214+0.28815188422982874j),(0.22895175266136988-0.23172900907677216j),(-0.7274485386750164+0.22938795852006388j),(-0.8356034626779071-0.2736745317159437j),(0.5599931234895226+0.031539420614744185j),(-1.0682116202346272+0.5089646018881328j),0.0
1.58,(-20.475914162214973+23.980020463509845j),(12.164698241055149+5.667793258173713j),(4.352281416051084+12.011100046874718j),(-14.14791369295755-19.45764226531585j),(3.6645170925888566-0.5933002309267982j),(0.6883715335358642-1.1985626347326817j),(0.414016808367254-7.121515858532853j),(-8.109158300202916-2.4888405362398016j),(-8.272905168831407+1.5736320448846142j),(-0.4412917139658214+0.5268780018069893j),(0.67983878789224-7.097623134396569j),(5.883088281516325-0.9729957001551831j),(1.0178113668886426-0.8877063645421372j),(0.21415172617088404-0.12347134964005388j),(0.43555635818546823+0.18050549671981506j),(3.9985029400920173-1.6537808736496264j),(5.383225704740827-0.16117292397417293j),(0.7428350673471659-1.2386824532873588j),(0.6212839051312328-0.36011729999964565j),(6.1644446181706885+2.362807312672077j),(4.227874952827207-1.2072034199336015j),(0.08518278492037025-1.862251946594821j),(0.3090624060624769+0.04795277911155683j),(0.5077500605916311+0.22688990410354504j),(-0.08507005013489793-0.20790930558431275j),(-0.2997463200543769+0.020610480311102568j),(-0.3273099159117381+0.269527782145369j),(-0.30370651402757143-0.23799403427937005j),(-0.03686077203697632+0.0017452374532426636j),(-0.5410932755519152+0.007414228059225449j),(-0.31420130916013406+0.502203381658641j),(-0.3557782136016543-0.41637893453806885j),(-0.04832814892190427+0.26904059912227085j),(-0.04914894228775725-0.26115920235792583j),(-0.550936657783572+0.2503660886562307j),(-0.5353828342935085-0.18244626350691187j),(0.17791816308616396+0.03542048544861737j),(-0.8862529159367984+0.12655035809983206j),(-0.060693793224368235+0.9139652710218201j),(-0.4537146955943389-0.7172260709407413j),(0.016800933620104513+0.44542673961783547j),(-0.09479391703063642-0.4796625058154501j),(-0.5063734603658253+0.6710780157084688j),(-0.6249468435763649-0.4351554022870867j),(0.1726001534322574+0.2871736501177114j),(0.22925290150466104-0.23343597064544366j),(-0.728125081507492+0.22948612312257066j),(-0.8375655161170753-0.2735879434089464j),(0.5599407147620686+0.03002434463898477j),(-1.066132844476162+0.5132749402453147j),0.0
1.59,(-20.476091969634854+23.97995855659043j),(12.164520817957929+5.667725033002414j),(4.352099143272116+12.011034750818476j),(-14.148090541694803-19.457705923478773j),(3.6643413540329335-0.5933595523202093j),(0.6881996346308799-1.1986419526756327j),(0.4138315603736849-7.12157401299748j),(-8.109333951673594-2.488904045056254j),(-8.273084912228228+1.5735723713350673j),(-0.4414716126864525+0.5268073792683785j),(0.6796701044494662-7.097703355696876j),(5.882910851518189-0.9730545959150931j),(1.0174501509073683-0.8878988953885528j),(0.21331443204984507-0.12394361151156602j),(0.4355789663855595+0.17987051345099264j),(3.998325065775906-1.6538309267596765j),(5.383047967654826-0.16125017370375927j),(0.7425428306767419-1.2388002087527397j),(0.6209205788816877-0.36018259386704865j),(6.164271887378298+2.362732106113545j),(4.227712896060251-1.2072894955199198j),(0.08499405820416554-1.86235131652659j),(0.30944669676046416+0.047647249977310624j),(0.5075858874629654+0.22672804789225j),(-0.08661560719075267-0.2072962002625529j),(-0.29966822780937646+0.020523477202376867j),(-0.32704142138579245+0.2695228181396611j),(-0.30331393295068665-0.23806337391991872j),(-0.037038551537605914+0.001733526154595209j),(-0.5410181520100366+0.007065753262874576j),(-0.3141827335015113+0.502378568394535j),(-0.3554824270547843-0.41610149744948666j),(-0.048218043664081+0.26898700946141085j),(-0.04926852673154524-0.2614783741652765j),(-0.5509150030499065+0.2503385159022505j),(-0.5362969513211672-0.18373439856939164j),(0.17774054815835613+0.03570868816966767j),(-0.8863337924327743+0.12979494232527772j),(-0.058843616785381955+0.9120819832412455j),(-0.4573094743254309-0.7153858541864203j),(0.01603582456920679+0.44539395599299936j),(-0.0959600509279707-0.4807461420305395j),(-0.5043674093687636+0.6715891618287666j),(-0.6241820466833149-0.4337450789033786j),(0.1731162729744423+0.28613936849548993j),(0.22947023037297237-0.23510247523344693j),(-0.7288103042491031+0.2296100993684527j),(-0.8395559204838094-0.27339175350931233j),(0.5597073111886381+0.0285707335475615j),(-1.0639457464199833+0.5175639388639501j),0.0
