t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B00_A_0020,B00_A_0021,B00_A_0022,B00_A_0023,B00_A_0024,B00_A_0025,B00_A_0026,B00_A_0027,B00_A_0028,B00_A_0029,B00_A_0030,B00_A_0031,B00_A_0032,B00_A_0033,B00_A_0034,B00_A_0035,B00_A_0036,B00_A_0037,B00_A_0038,B00_A_0039,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B01_A_0005,B01_A_0006,B01_A_0007,B01_A_0008,B01_A_0009,B02_A_0000
0.605,(0.012516003071450024-0.012326281940175914j),(-3.828352765238209e-05-4.3586428121266824e-05j),(4.9968695041118125e-06-8.418547973845622e-06j),(1.0789716408431948e-05+4.834913061916596e-06j),(-9.365392187291319e-07+1.7216157225149442e-07j),(-4.532910076408346e-06-3.2184906520604017e-06j),(-3.370754124309062e-08-4.1902868170441544e-10j),(-1.287777799326205e-06+1.5551764400135682e-06j),(-4.4208809308182205e-05+6.667264428567153e-05j),(-0.0014942647162931202+0.0019634396695103343j),(-2.5744685890425663e-06+2.6039705106823845e-06j),(1.220479055935508e-07-6.690903515619895e-07j),(-5.300543868929605e-10-1.95074059726491e-08j),(3.805153836008715e-07-1.4015741388118162e-09j),(-0.001232698390168316+0.0007001098131874663j),(-1.8514295408229205e-07-1.5174800935684235e-07j),(-0.0010904228144530894+0.0003239111168853474j),(-1.947347658882054e-06+2.530760672179375e-07j),(-4.751877181434154e-06-4.531996052315559e-06j),(6.876057512329575e-06-1.5983733228400006e-05j),(0.000628076041376734-0.0005880430208540193j),(8.464018827823785e-05-0.00037154144755563846j),(0.0005111963716498621+0.00023444331152843405j),(8.720333742635051e-06+2.0032979986298854e-05j),(-6.265387064665235e-05+1.7554842953772222e-05j),(-2.3000511689574603e-06+3.279654802294312e-06j),(6.603315648166103e-06-8.817444239774409e-06j),(2.0248019535933248e-09-1.3402787314861174e-10j),(-0.0033815137493665433+0.0042579336125051735j),(-2.5508804280774427e-06+1.7486746237756893e-06j),(0.0001973268899770292+0.0038634304244058353j),(6.976857807597958e-05-1.70306183801356e-05j),(-0.00012536792613378133+8.091452306437352e-05j),(-3.270987868687776e-08+2.0457769639218125e-08j),(-1.918309889746461e-05-0.00010834497379774939j),(3.3631494036610855e-07-1.3855890976995305e-06j),(-5.33307708333615e-06-7.340627563015512e-06j),(3.673150964084864e-07-3.5336431244867294e-07j),(4.0723213239915065e-07+6.673224642930873e-07j),(8.778245032168362e-07+1.492762025505138e-06j),(0.004572548077104997-0.02537697715592448j),(1.7727122757483145e-05+3.286644653206274e-05j),(3.5274781197619036e-08-1.3030691982983627e-07j),(-0.002339616347827826-6.641096803423565e-05j),(-0.00031653165418369435-0.0011909715129016557j),(2.196786659675884e-07-8.189314489617772e-07j),(7.308719279457501e-08-5.078173525100041e-08j),(-0.0016867561602815495+0.0013904859113906055j),(9.039067939908227e-06+6.386694243661717e-06j),(-6.686428404937338e-05-4.431393985446143e-05j),(0.018766972965927622-0.010227119173678195j)
0.61,(0.011989324750333779-0.01283567169034541j),(-3.930074523645107e-05-4.235450639306162e-05j),(5.104481773233235e-06-8.54602491448957e-06j),(1.1016943913801783e-05+4.8913312503254255e-06j),(-1.0004634013755644e-06+1.8199262762357793e-07j),(-4.580753946050162e-06-3.2005612295389317e-06j),(-3.52677705858502e-08-2.4659095598030768e-09j),(-1.3525548685078358e-06+1.6572828987662813e-06j),(-4.0682638232706866e-05+7.000980153090453e-05j),(-0.0013549480539559913+0.0020132823613651595j),(-3.3625033984241384e-06+2.1509775080524758e-06j),(1.29373896162881e-07-6.315104296124266e-07j),(1.2722553697450834e-09-1.984069354308631e-08j),(4.0754738536246695e-07-6.7605778557948506e-09j),(-0.0012079851653442452+0.0007552634722686319j),(-1.903118903156498e-07-1.457600916300159e-07j),(-0.001089863698822417+0.0003776456931521333j),(-1.8532125781796277e-06+3.815422444966838e-07j),(-5.259427013746674e-06-4.44683885442813e-06j),(6.511445574909762e-06-1.6321834790576446e-05j),(0.0005862075060979707-0.0005844385390213643j),(7.679826848518546e-05-0.00037901449104261065j),(0.0005292265799549396+0.00021322443442506035j),(8.437068335695564e-06+2.093513822377022e-05j),(-5.9289817142052056e-05+1.7759968696199146e-05j),(-2.2552748197387085e-06+3.360383141316235e-06j),(6.559382968451447e-06-8.951440788042196e-06j),(2.3878020382577272e-09+9.260059575849614e-10j),(-0.003249687087830778+0.004387299896144259j),(-2.6816019413057035e-06+1.6764025443984192e-06j),(0.0003751635987430857+0.0038355916142263136j),(7.105217456939973e-05-1.9039955479063116e-05j),(-0.0001239340744179427+8.6136155655236e-05j),(-3.2802447600993856e-08+2.2205336921083347e-08j),(-2.1355368322742373e-05-0.00011047600075333556j),(2.703246169356214e-07-1.3892347202567079e-06j),(-5.669266517915726e-06-7.324688455916703e-06j),(3.5824636790025454e-07-3.81237126380438e-07j),(4.09807909401213e-07+6.867737378782426e-07j),(8.721766097230771e-07+1.4976293483501435e-06j),(0.004332422714885776-0.025296713128270622j),(1.8503097264922688e-05+3.2835420797466675e-05j),(2.0332315894424445e-08-1.2720827444671183e-07j),(-0.002396232908597828-3.491782373161458e-05j),(-0.0003359726769148739-0.0012162927205016996j),(1.952076569109089e-07-8.398308716520582e-07j),(7.255197480088224e-08-5.22016114412864e-08j),(-0.0016613271935791883+0.0014009793678122619j),(9.333715594631284e-06+6.678935837805927e-06j),(-6.915810230609611e-05-4.5082494412711055e-05j),(0.01868572140153957-0.010264672766495323j)
0.615,(0.011428115319838-0.013329690778015848j),(-4.025295995340674e-05-4.108748626889354e-05j),(5.227009209870454e-06-8.689193575540098e-06j),(1.125468495099804e-05+4.945602742958355e-06j),(-1.0658726174277973e-06+1.9532367315543453e-07j),(-4.6291001176730775e-06-3.181682003122105e-06j),(-3.698508891411323e-08-4.4402745285976804e-09j),(-1.4149191050958127e-06+1.7666418314054029e-06j),(-3.683123154465815e-05+7.321133881472533e-05j),(-0.0012090779118626867+0.0020574004621067648j),(-4.224669282700115e-06+1.7269872833877339e-06j),(1.4068191194779144e-07-5.931527734384493e-07j),(3.1195213835996393e-09-2.0271814494601346e-08j),(4.3533607787137015e-07-1.4333096609175265e-08j),(-0.001179879128634221+0.0008107359607648049j),(-1.953765247305595e-07-1.3939715929029525e-07j),(-0.0010867632603449038+0.0004326447308317095j),(-1.7506722757310326e-06+5.070018935818692e-07j),(-5.783473363617435e-06-4.339195254058719e-06j),(6.12715558513594e-06-1.6652847168955656e-05j),(0.0005434226944290128-0.000578507362078035j),(6.855968065201518e-05-0.0003864201678185214j),(0.0005459247106671982+0.0001902223086136585j),(8.187694399274851e-06+2.1902439109836957e-05j),(-5.580665931117846e-05+1.7791238044776056e-05j),(-2.2062335521405595e-06+3.4411073253561343e-06j),(6.511300584849545e-06-9.08788536012143e-06j),(2.8120275935889225e-09+2.0351831325665873e-09j),(-0.0031107178234153054+0.004515401984799306j),(-2.825695630875903e-06+1.6101819066840512e-06j),(0.0005555509544823375+0.003797134441779865j),(7.228770773384834e-05-2.115631694583503e-05j),(-0.0001222926960644069+9.148668040338428e-05j),(-3.280672121121828e-08+2.4004736206536273e-08j),(-2.3665507328827614e-05-0.00011256988262539423j),(2.0299996214490688e-07-1.3888456559269379e-06j),(-6.0147636586568475e-06-7.292331221489976e-06j),(3.4703200756236056e-07-4.0940731038559216e-07j),(4.1371685672196155e-07+7.069988658142337e-07j),(8.658697886843807e-07+1.5051536357161518e-06j),(0.00409197713983644-0.025211015221362522j),(1.9291403654646836e-05+3.279381039642753e-05j),(5.1861540410731905e-09-1.2350704057958995e-07j),(-0.002453840676211806-1.3739156269525015e-06j),(-0.0003563005544940967-0.0012419448806938837j),(1.6964531112394e-07-8.604526858340847e-07j),(7.202213299072491e-08-5.363491870131886e-08j),(-0.0016354529417554422+0.0014108568737470233j),(9.636553596232895e-06+6.989733300199974e-06j),(-7.15387850318269e-05-4.585105100090695e-05j),(0.01860376971161966-0.010301476221591808j)
0.62,(0.010831998364957896-0.013806329572409449j),(-4.113682850462434e-05-3.978935418556023e-05j),(5.364523950650984e-06-8.84982821376322e-06j),(1.1503307854528995e-05+4.997035191915421e-06j),(-1.13264850015389e-06+2.1229803666327898e-07j),(-4.677981582198087e-06-3.1617468981575526e-06j),(-3.8857201048367576e-08-6.330679786165539e-09j),(-1.4744776560191682e-06+1.883393236689472e-06j),(-3.265094675123578e-05+7.625248286442912e-05j),(-0.0010566567222101606+0.0020953144373086247j),(-5.162547116446315e-06+1.3371506858900515e-06j),(1.5617335794952815e-07-5.542325633727935e-07j),(5.007252982466469e-09-2.0805057251410557e-08j),(4.637643994502371e-07-2.4248647965209542e-08j),(-0.0011482353015446404+0.0008663864408301618j),(-2.00320719124976e-07-1.3264777777956735e-07j),(-0.0010809790692000516+0.0004888340175583513j),(-1.6398426480022898e-06+6.291350134712052e-07j),(-6.323679564865383e-06-4.2077380178689615e-06j),(5.722747486701496e-06-1.697605615698992e-05j),(0.0004997875197095135-0.0005701428760532014j),(5.9908754463493155e-05-0.0003937416028972048j),(0.0005611022076940013+0.00016548545922093463j),(7.976681332801267e-06+2.2935391046305874e-05j),(-5.220882446661737e-05+1.763737945895895e-05j),(-2.15276156432383e-06+3.5216002855156783e-06j),(6.4588293698666e-06-9.226706827345302e-06j),(3.301545263253724e-09+3.19271894484503e-09j),(-0.002964397883883574+0.004641974493659662j),(-2.9832955079191686e-06+1.551022792240157e-06j),(0.0007380336347530233+0.0037475588939241303j),(7.346823147622353e-05-2.338078771173215e-05j),(-0.00012043179855794553+9.696360473143055e-05j),(-3.2717086385637665e-08+2.5853047240400677e-08j),(-2.6115766197170315e-05-0.00011461925335064611j),(1.3452706075157303e-07-1.3842274688661013e-06j),(-6.3691134212614715e-06-7.24252924377077e-06j),(3.3357461941681243e-07-4.377544468668895e-07j),(4.1904874962661094e-07+7.279408435803331e-07j),(8.590789471840571e-07+1.5154899776673964e-06j),(0.0038512930068433536-0.025119692876183708j),(2.0092215108620857e-05+3.274111077809325e-05j),(-1.0153403881598381e-08-1.1918758471265222e-07j),(-0.002512436182515891+3.431222819779556e-05j),(-0.0003775531389197232-0.001267943783608946j),(1.429735025775658e-07-8.807610004487499e-07j),(7.149912668291571e-08-5.508158284090746e-08j),(-0.0016091465373120769+0.0014200933009831612j),(9.947642183504126e-06+7.319985212024374e-06j),(-7.40096754619235e-05-4.661882806971605e-05j),(0.018521097530097164-0.010337509526033517j)
0.625,(0.010200734687476037-0.014263477420186438j),(-4.194903569076202e-05-3.846450285577762e-05j),(5.5169771479348365e-06-9.029709461720476e-06j),(1.1763089406974597e-05+5.044860661061592e-06j),(-1.2006542005849983e-06+2.3305241978682047e-07j),(-4.7274103409086026e-06-3.1406352682181793e-06j),(-4.088037440598449e-08-8.125755001186449e-09j),(-1.5308383014518668e-06+2.007634983049264e-06j),(-2.814060563717325e-05+7.910737028804106e-05j),(-0.0008977123489672966+0.002126529527999863j),(-6.177221946672046e-06+9.868997954349328e-07j),(1.7604568008879461e-07-5.149879358418791e-07j),(6.9305227169936144e-09-2.1444231472054453e-08j),(4.927001446600754e-07-3.6627407830108437e-08j),(-0.0011129147516628407+0.0009220564341891461j),(-2.0512538166283593e-07-1.2550163147078855e-07j),(-0.0010723730025495174+0.0005461259371507449j),(-1.5209443862038986e-06+7.475221046285918e-07j),(-6.879579619750203e-06-4.051192068381699e-06j),(5.2978501041439e-06-1.7290712146029385e-05j),(0.0004553749558983145-0.0005592390196069489j),(5.0831128422267166e-05-0.00040096172034587586j),(0.0005745741247135019+0.00013908625256629564j),(7.80868483810191e-06+2.4033949450606476e-05j),(-4.850200570223714e-05+1.728769335476927e-05j),(-2.094735119910046e-06+3.601617556801224e-06j),(6.4017163495316605e-06-9.367804157165047e-06j),(3.86047285746157e-09+4.397926753700614e-09j),(-0.002810527601603412+0.0047667287331339386j),(-3.154477606948535e-06+1.4999716085600611e-06j),(0.0009220977468082825+0.00368637295465259j),(7.458697096792407e-05-2.5713763479347478e-05j),(-0.00011833934513398158+0.00010256356235356393j),(-3.2528150870513495e-08+2.774653891737606e-08j),(-2.870822882142103e-05-0.00011661629213817821j),(6.511616283970547e-08-1.375197230632881e-06j),(-6.731758208054411e-06-7.174256557301882e-06j),(3.1778599184084146e-07-4.6614573424414926e-07j),(4.2589034153392185e-07+7.495348960898064e-07j),(8.520020705159156e-07+1.52877401794469e-06j),(0.0036104620493730326-0.02502254590531988j),(2.0905687667335846e-05+3.2676783357102753e-05j),(-2.5674948824398738e-08-1.1423451944460952e-07j),(-0.0025720134388485597+7.223430679869421e-05j),(-0.0003997692301941514-0.0012943059239147446j),(1.1517420076693807e-07-9.007177448410726e-07j),(7.098442554447897e-08-5.6541457680128235e-08j),(-0.0015824221517565537+0.0014286619225896123j),(1.0267030204844209e-05+7.670606351262819e-06j),(-7.657416872823225e-05-4.738498238306253e-05j),(0.018437686086831644-0.01037275271260469j)
0.63,(0.009534222305962379-0.01469892264544503j),(-4.268629441176079e-05-3.7117731268179905e-05j),(5.684198969814525e-06-9.230624327768942e-06j),(1.2034214838986455e-05+5.088235626026766e-06j),(-1.2697343875153704e-06+2.5771689798926267e-07j),(-4.777377405450453e-06-3.118211895102163e-06j),(-4.304943900121864e-08-9.814203312942728e-09j),(-1.5836094548128024e-06+2.139422808587791e-06j),(-2.3301494264737827e-05+8.17490475743163e-05j),(-0.0007322980878749085+0.002150535750665254j),(-7.269282992820076e-06+6.819479225715052e-07j),(2.004923652057515e-07-4.756799833658108e-07j),(8.883966360681357e-09-2.2192668049397687e-08j),(5.219959643002435e-07-5.158021045003685e-08j),(-0.0010737845926570978+0.000977569822136469j),(-2.0976846687405764e-07-1.1794952366798455e-07j),(-0.0010608112445371135+0.0006044194696119866j),(-1.3943029762908363e-06+8.616441689841208e-07j),(-7.450578198972308e-06-3.868334483980978e-06j),(4.852161142844707e-06-1.7596030125322025e-05j),(0.00041026503757344673-0.0005456902840302796j),(4.131374984886666e-05-0.0004080632432851305j),(0.0005861591251746427+0.00011112089616184962j),(7.688546919402617e-06+2.519751675579094e-05j),(-4.469316189318868e-05+1.6732052104793914e-05j),(-2.0320725479814427e-06+3.6808972781238234e-06j),(6.339694703396616e-06-9.51104641314994e-06j),(4.492979352964515e-09+5.650217984645209e-09j),(-0.0026489157135470296+0.0048893527088500095j),(-3.3392599858589443e-06+1.4581110890228385e-06j),(0.001107170827596149+0.0036130926050945665j),(7.56373226448494e-05-2.8154950722586217e-05j),(-0.00011600325477858951+0.00010828231327555043j),(-3.223474329028201e-08+2.968066928203764e-08j),(-3.1444812707430846e-05-0.00011855272346944376j),(-4.998316180132658e-09-1.3615835201887625e-06j),(-7.102037907983333e-06-7.086487847133458e-06j),(2.9958709756690227e-07-4.944359869542555e-07j),(4.343253640162005e-07+7.717084776899127e-07j),(8.448602221842644e-07+1.5451219539654248e-06j),(0.003369586079472145-0.024919364492958933j),(2.1731960229808775e-05+3.260025551358587e-05j),(-4.136596316978111e-08-1.0863270348870168e-07j),(-0.0026325639360406396+0.00011248824636982786j),(-0.00042298857632381767-0.0013210485008162578j),(8.62294707114759e-08-9.202826687601958e-07j),(7.047950959065068e-08-5.801432504932355e-08j),(-0.001555294995602031+0.0014365344129159793j),(1.059475511826055e-05+8.042527692702179e-06j),(-7.923571185908807e-05-4.814860901812777e-05j),(0.01835351820761296-0.010407185859807934j)
0.635,(0.008832496455774235-0.01511035254972145j),(-4.334534566684458e-05-3.5754244687319584e-05j),(5.865898600115063e-06-9.454366196061228e-06j),(1.2316777829287843e-05+5.126240974205775e-06j),(-1.3397152475023507e-06+2.8641492055730373e-07j),(-4.82785279783189e-06-3.094326988832956e-06j),(-4.535778744520805e-08-1.1384801331319176e-08j),(-1.6324001627658014e-06+2.2787703210803003e-06j),(-1.8137362973730505e-05+8.414947109273997e-05j),(-0.0005604926664457385+0.0021668078972452236j),(-8.438823646766656e-06+4.282896085225111e-07j),(2.2970294106001713e-07-4.3659275455837757e-07j),(1.0861782909882264e-08-2.3053219110629062e-08j),(5.514893654084518e-07-6.920854841111404e-08j),(-0.0010307179842766266+0.0010327328455371084j),(-2.1422497565454128e-07-1.0998337660625035e-07j),(-0.0010461642862888084+0.0006636001911295833j),(-1.2603486989625577e-06+9.708827099340717e-07j),(-8.03595064167285e-06-3.6579944989120437e-06j),(4.385447189029552e-06-1.7891189682013672e-05j),(0.0003645448599321308-0.0005293917132451107j),(3.134487488170273e-05-0.0004150286938889454j),(0.0005956794822971564+8.170943871240528e-05j),(7.62129588332797e-06+2.6424942410534145e-05j),(-4.079051769590545e-05+1.596090003818523e-05j),(-1.9647342430809643e-06+3.7591601922992203e-06j),(6.2724837645361994e-06-9.656272754987304e-06j),(5.203284893057241e-09+6.949102129422258e-09j),(-0.002479379361291018+0.0050095111216550085j),(-3.5376027259272472e-06+1.4265602928933171e-06j),(0.0012926218437595569+0.0035272418235152234j),(7.66128542073997e-05-3.070336668666575e-05j),(-0.00011341140222849509+0.00011411474379473301j),(-3.1831913147554257e-08+3.165008552883635e-08j),(-3.4327268973251426e-05-0.00012041981709826215j),(-7.55577955709007e-08-1.3432264238980338e-06j),(-7.47918989661876e-06-6.978198448823007e-06j),(2.7890809368267284e-07-5.224676354511577e-07j),(4.4443452679929896e-07+7.943812721619047e-07j),(8.378975439039106e-07+1.564630536823571e-06j),(0.0031287769877675125-0.024809929194890945j),(2.2571154553582444e-05+3.2510920593163385e-05j),(-5.7212820731843275e-08-1.0236724167269774e-07j),(-0.002694076644415307+0.00015517220024330054j),(-0.00044725187331919644-0.0013481894180555848j),(5.612147295486606e-08-9.394133423593881e-07j),(6.998586918487846e-08-5.9499894789102137e-08j),(-0.0015277813183673628+0.0014436808475925308j),(1.093084299136873e-05+8.436696407932503e-06j),(-8.199780377931453e-05-4.8908741365350335e-05j),(0.018268578314161274-0.010440789091864229j)
0.64,(0.008095729589056305-0.015495353411989899j),(-4.392295855452021e-05-3.437965465366741e-05j),(6.061664238393961e-06-9.70273482654547e-06j),(1.2610780504673702e-05+5.157882004758377e-06j),(-1.4104044848663765e-06+3.1926331060113616e-07j),(-4.878785550423582e-06-3.068816187659285e-06j),(-4.779737494597418e-08-1.2826399136803097e-08j),(-1.676820105219619e-06+2.425648997974278e-06j),(-1.265442638148612e-05+8.627950709352711e-05j),(-0.00038240024396446167+0.002174805535135847j),(-9.685441472821507e-06+2.322006251843111e-07j),(2.6386297633066687e-07-3.980332541270529e-07j),(1.2857734583801143e-08-2.4028258017261537e-08j),(5.810027112607607e-07-8.960457263941334e-08j),(-0.0009835941323515808+0.0010873341048263097j),(-2.184669552661687e-07-1.0159623145175043e-07j),(-0.0010283069259127253+0.0007235402740754525j),(-1.119616629662997e-06+1.074519732340913e-06j),(-8.634842955433716e-06-3.4190535032813484e-06j),(3.897543709768155e-06-1.8175335001147995e-05j),(0.00031830857879077616-0.0005102389038042758j),(2.0914068477068088e-05-0.000421840393384678j),(0.0006029610790715652+5.0995770115472446e-05j),(7.612146338901289e-06+2.771452287913364e-05j),(-3.68035635481035e-05+1.4965253440661009e-05j),(-1.8927226652122646e-06+3.83610964604785e-06j),(6.199789019547988e-06-9.803292438482497e-06j),(5.995660787577045e-09+8.294186746006753e-09j),(-0.0023017440910163486+0.005126845367615334j),(-3.749407931812199e-06+1.4064746053220757e-06j),(0.0014777611916363376+0.003428352585315564j),(7.750730462047576e-05-3.3357339388115673e-05j),(-0.0001105516179710756+0.00012005486650003143j),(-3.131493082311607e-08+3.364862400209884e-08j),(-3.735718234913496e-05-0.00012220838805081902j),(-1.462795292690803e-07-1.3199775355277854e-06j),(-7.862349036154072e-06-6.848364348435388e-06j),(2.5568832163105435e-07-5.500707262058695e-07j),(4.56295517762615e-07+8.174651927210287e-07j),(8.313812556001607e-07+1.5873770712896787e-06j),(0.0028881567434661023-0.02469401093850817j),(2.3423375254725513e-05+3.240813790694704e-05j),(-7.32007867563283e-08-9.542348493889562e-08j),(-0.0027565380137880868+0.0002003865488892369j),(-0.0004726007651948004-0.0013757472839119442j),(2.4832463565061693e-08-9.580651561960422e-07j),(6.95050050388216e-08-6.099780475033911e-08j),(-0.0014998984085770994+0.0014500697035302j),(1.1275308501392505e-05+8.854075865347027e-06j),(-8.486399531022382e-05-4.966435112842607e-05j),(0.01818285242412703-0.010473542578712924j)
0.645,(0.0073242313747406565-0.0158514104886626j),(-4.441593027257738e-05-3.2999978983612425e-05j),(6.270963099941231e-06-9.977536354965339e-06j),(1.2916133440010638e-05+5.1820884286092656e-06j),(-1.4815913216909812e-06+3.5637226505444735e-07j),(-4.930103705958615e-06-3.0415005580551496e-06j),(-5.035871930842184e-08-1.4127920280484303e-08j),(-1.716479595327943e-06+2.5799881863894446e-06j),(-6.861363382873177e-06+8.810893170762279e-05j),(-0.0001981504114876801+0.0021739730071888503j),(-1.1008238207727825e-05+1.0023797512688354e-07j),(3.031540806162339e-07-3.603314428729947e-07j),(1.4865146824495086e-08-2.51196793651322e-08j),(6.103432213715831e-07-1.1285109240096245e-07j),(-0.0009322982887930533+0.0011411445600095858j),(-2.2246349933680352e-07-9.278224830171858e-08j),(-0.0010071182684991433+0.0007840984870059225j),(-9.727466385805653e-07+1.171737742533304e-06j),(-9.246271816277517e-06-3.150445043056545e-06j),(3.388355052974318e-06-1.844757486566651e-05j),(0.0002716574105849813-0.0004881280048915241j),(1.0012204409137035e-05-0.0004284804620530668j),(0.0006078334082591816+1.9147621461261695e-05j),(7.66649919754464e-06+2.9064001641509687e-05j),(-3.274305566878134e-05+1.3736700554504495e-05j),(-1.816082339839706e-06+3.911431589994841e-06j),(6.1213021085524e-06-9.951884815558926e-06j),(6.874429512903849e-09+9.685177458605246e-09j),(-0.002115843853508377+0.005240973538016647j),(-3.974519731554465e-06+1.3990457373454453e-06j),(0.0016618406972592195+0.0033159648630324335j),(7.831458411347911e-05-3.611450761477775e-05j),(-0.00010741168824435966+0.0001260958202719425j),(-3.067928757592808e-08+3.566931019602747e-08j),(-4.0535971177534216e-05-0.00012390879662566628j),(-2.1685660588467553e-07-1.2916999562479097e-06j),(-8.250547675405499e-06-6.695962182542818e-06j),(2.2987630721017123e-07-5.770629217064701e-07j),(4.699830029390922e-07+8.408643820165242e-07j),(8.256016554088199e-07+1.613419415810877e-06j),(0.0026478573943550356-0.024571371022805058j),(2.4288709807832508e-05+3.229123273153951e-05j),(-8.93140179206236e-08-8.77870303441224e-08j),(-0.002819931973466854+0.0002482338999157806j),(-0.0004990778439691802-0.0014037414112016756j),(-7.655205865716033e-09-9.761913212316763e-07j),(6.903842821235106e-08-6.25076207941759e-08j),(-0.0014716645937614876+0.0014556678589205873j),(1.1628154935163797e-05+9.29564563014216e-06j),(-8.783788916961669e-05-5.041434832430797e-05j),(0.018096328151090996-0.010505426536011744j)
0.65,(0.006518448698546729-0.01617590801358975j),(-4.482108611808872e-05-3.162164176946194e-05j),(6.493141415779386e-06-1.0280583292860035e-05j),(1.3232655658236923e-05+5.197714368448064e-06j),(-1.553046497822792e-06+3.978453546744186e-07j),(-4.981714317532497e-06-3.0121865947198243e-06j),(-5.303090093433929e-08-1.5278361784055094e-08j),(-1.750989579489391e-06+2.741675103117758e-06j),(-7.693171502940222e-07+8.960643094670198e-05j),(-7.898191843926268e-06+0.00216373943171161j),(-1.240581976066228e-05+3.923989159382468e-08j),(3.477539044347083e-07-3.2384023769104583e-07j),(1.6876908296873428e-08-2.6328898984402313e-08j),(6.393029714936822e-07-1.390215753017432e-07j),(-0.0008767217515930764+0.0011939175306627165j),(-2.261807478602912e-07-8.353670618445796e-08j),(-0.000982481726120497+0.0008451201946617318j),(-8.204833906481518e-07+1.2616197483060931e-06j),(-9.869124568667613e-06-2.851154820066491e-06j),(2.8578544474059243e-06-1.870698265640859e-05j),(0.00022469963236953464-0.00046295571832152084j),(-1.3685347300343854e-06-0.00043493081922823086j),(0.0006101295723921069-1.3643434967315182e-05j),(7.789941673078824e-06+3.0470569193205204e-05j),(-2.862101605822016e-05+1.2267401578564379e-05j),(-1.7348998578883604e-06+3.984794578670013e-06j),(6.036700825192698e-06-1.0101799334258035e-05j),(7.843964711960196e-09+1.1121877957655855e-08j),(-0.0019215210041568366+0.005351490419363871j),(-4.212724276576614e-06+1.405501725885508e-06j),(0.0018440536163558305+0.0031896266263385167j),(7.902877418031194e-05-3.897182092580595e-05j),(-0.0001039793550370273+0.00013222987028253976j),(-2.9920695543125724e-08+3.770435875470033e-08j),(-4.38648874131025e-05-0.00012551094839372194j),(-2.869579487012127e-07-1.2582682946311023e-06j),(-8.642715649812134e-06-6.519969238224869e-06j),(2.014297605733713e-07-6.032495004581035e-07j),(4.855686265152197e-07+8.644752121316241e-07j),(8.208721196761925e-07+1.642795982510874e-06j),(0.002408021066801589-0.02444176111837823j),(2.516722854602379e-05+3.2159496309034426e-05j),(-1.0553556233376171e-07-7.944372105973433e-08j),(-0.002884239932251832+0.0002988190880690954j),(-0.0005267266496649249-0.0014321918172782388j),(-4.1359088220978477e-08-9.937428688319324e-07j),(6.85876601135494e-08-6.402883679202034e-08j),(-0.0014430992404564696+0.0014604405932359577j),(1.1989374189122704e-05+9.76240146431749e-06j),(-9.092313997178256e-05-5.1157581283206314e-05j),(0.018008994704564213-0.01053642122513678j)
