t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000
1.5,(0.4163069169274779-0.1798711886016909j),(-0.00033940236012413444-0.00026782986387320683j),(-9.424779484160452e-05+1.3473450181359555e-05j),(6.518971786467966e-06-9.724801720797398e-07j),(-0.00165407071327161-0.0007800219792428646j),(2.593713870220781e-07+9.654487564066113e-08j),(0.0007643175166945643-0.001419548986128105j),(0.0020807547913874068+0.0010026848822025458j),(-6.298147705992088e-06+5.288413430090053e-06j),(4.4218082786741827e-05+6.350892295991271e-06j),(-1.902863132169964e-06+4.6885589576196855e-06j),(3.420767422796616e-05-1.3462687559180654e-05j),(1.9154946261139762e-06+2.307072357451149e-05j),(-0.00067086236402398-0.0002589708047379648j),(7.684715566474338e-19-1.8844557191159337e-18j),(5.155140286033132e-21-1.0906826441211941e-21j),(-1.0962045164679889e-05+6.990672644642686e-07j),(-3.637135608183016e-08-2.7131319733879535e-08j),(0.0020159056061175872-0.0032798242341857235j),(-4.4824468383401606e-10+1.3317684051693752e-09j),(0.43193246042202527-0.182570691147582j)
1.51,(0.09232263328260798-0.4676707006861719j),(-0.0005631854012452473-6.967952105819318e-05j),(-7.395267575178851e-05+6.857392989090983e-05j),(3.170352234682469e-06-3.6967238763739726e-06j),(-0.001837120658347001+0.0005398288318014612j),(3.7618453855174177e-07+7.808704426047854e-08j),(-0.00043407401864940906-0.0014486062314509585j),(0.0027427665157960437-0.0006797543358526197j),(-4.065530005914508e-06+5.44974850647322e-06j),(3.4841702706248375e-05-3.2172879420855124e-07j),(-1.730298221494587e-07+4.495822210499514e-06j),(1.9442897927742036e-05-3.9652542861911354e-05j),(1.100493137299351e-05+1.2546747585516658e-05j),(-0.0005914113483891951+0.0003225177687012164j),(-1.2025993384374491e-18-2.6517657498024614e-18j),(3.642380934791052e-21-3.8335108966714085e-21j),(-1.1433381729717679e-05+5.038862095434803e-06j),(-6.784871109591203e-08+2.846041854899416e-09j),(-0.001358222344449822-0.0038313540003692206j),(-4.16714924461368e-10+5.954120414508628e-10j),(0.099691479130241-0.48281641505699086j)
1.52,(-0.3491561673487394-0.3598360335942553j),(-0.0006602443503295459+0.00031739641883384706j),(-2.173959881724083e-05+0.0001048139993732266j),(2.8308552728503506e-08-3.5291904515584626e-06j),(-0.0010476855084202642+0.001689487015962328j),(5.328379146835214e-07+1.3064938899559265e-08j),(-0.0012296457046666227-0.0006668185210486217j),(0.0019847734707743596-0.0027777424744541124j),(-2.3947332189844735e-06+5.123789901146582e-06j),(2.715535779391208e-05-3.257678592660697e-06j),(1.2636172299186612e-06+3.779147061559181e-06j),(-1.5134449074088414e-05-5.082341685948494e-05j),(1.1570671675309778e-05+2.6570228460833034e-06j),(-0.00012699900521480654+0.0006174649512066476j),(-3.979390747586716e-18-1.3748381526829506e-18j),(8.413053848776654e-22-5.218394403048009e-21j),(-1.0052456189422853e-05+9.870754760085677e-06j),(-7.621794370872923e-08+6.422136504747812e-08j),(-0.004048325929210518-0.0014201695320075307j),(-3.280441268192111e-10+2.114545197376686e-10j),(-0.35755624530072455-0.37556217581385865j)
1.53,(-0.5206014544938385+0.0849444210665425j),(-0.0004679918157428147+0.0008048870277716372j),(4.6801532612626937e-05+0.00010407524422698031j),(-1.5722698407993882e-06-1.94809701431924e-06j),(0.0003645907119429701+0.002014491629144657j),(7.257603356023171e-07-1.3438527063339247e-07j),(-0.001225907910369482+0.0003553963315589405j),(-0.0004126298897272412-0.004053702365992467j),(-1.2229122824216213e-06+4.5888928032204976e-06j),(2.129933102229268e-05-4.05769537441963e-06j),(2.261172230954851e-06+2.705941778432542e-06j),(-5.486219384488698e-05-3.219956272610815e-05j),(7.710749339299569e-06-3.1405497220701674e-06j),(0.0003641428864062688+0.00046339681020151567j),(-5.4573396768410486e-18+2.876156235168135e-18j),(-2.229551444925815e-21-4.764343534354695e-21j),(-6.4911750412605535e-06+1.433280073717129e-05j),(-3.3427918171274986e-08+1.3959368416081775e-07j),(-0.0038430557026693105+0.002390649019805022j),(-2.2214498854485992e-10+1.8219812264548084e-11j),(-0.5392162926796086+0.08232158890806099j)
1.54,(-0.2413833115494844+0.49957876822297975j),(0.00010806419975773564+0.0011611261365649514j),(0.00010620761162664573+6.051463374280758e-05j),(-1.6923724894450393e-06-3.770743025192144e-07j),(0.0016617365762399761+0.001270953911608667j),(9.319583379759983e-07-4.1289206099259534e-07j),(-0.0005657852082006668+0.001000584535518509j),(-0.0035678951800795604-0.0032200361867795527j),(-4.422997898472036e-07+4.014045942969467e-06j),(1.702035003583363e-05-3.751893070422629e-06j),(2.753795431906476e-06+1.4774099516032812e-06j),(-7.428260731278135e-05+1.7012383631547173e-05j),(3.173102044448302e-06-4.795929954679497e-06j),(0.000550252006229262+1.9992086280848603e-05j),(-2.344300691009377e-18+8.898333526444993e-18j),(-4.4740787244078534e-21-2.668364560348267e-21j),(-8.636159604502801e-07+1.7378142646080385e-05j),(7.519600302879836e-08+1.885495066058404e-07j),(-0.0005668978204147609+0.004738819865135456j),(-1.2150418203495768e-10-6.742980965911335e-11j),(-0.25517073224288583+0.5137018512765715j)
1.55,(0.2824052747708579+0.5103156052648559j),(0.0009655415145008819+0.00106952407023614j),(0.0001305315514504822-1.448120849801019e-05j),(-1.058883591933851e-06+4.961389344122594e-07j),(0.0021138631820776612-0.0001924019543261697j),(1.0940322422328528e-06-8.778933292403101e-07j),(0.0002557767209846503+0.0009899035692335397j),(-0.00560464606129145+7.429536015182247e-05j),(5.593719535395061e-08+3.4882616185421646e-06j),(1.3958930718476202e-05-2.939528400553266e-06j),(2.759676996110089e-06+2.9333793819213756e-07j),(-5.0297559055857424e-05+7.600031517559877e-05j),(-6.075336807399794e-09-3.907141282519219e-06j),(0.0003466542404635465-0.00037985502228401867j),(7.776029460499355e-18+1.1719985235896557e-17j),(-5.123615808718665e-21+2.862551571061423e-22j),(6.182902732297136e-06+1.8023249118642077e-05j),(2.333799642730787e-07+1.5843355646659295e-07j),(0.003529825191062284+0.003584299472623592j),(-3.710470796038415e-11-8.971175145949077e-11j),(0.2857254159125897+0.5306771908392185j)
1.56,(0.6085169403031385+0.06928641569543476j),(0.001731669592378176+0.00030461997558163024j),(0.00010478762054360021-9.435996212062565e-05j),(-3.6083702392800564e-07+6.751698893884579e-07j),(0.0014292362532944362-0.0015923975305959723j),(1.1031641721967123e-06-1.5739790734147006e-06j),(0.0007624554802515319+0.0004765642572106754j),(-0.004634571078295916+0.0045117877016418425j),(3.627387923147911e-07+3.0497038045007253e-06j),(1.1781445878676785e-05-1.9374560966006273e-06j),(2.370159124575604e-06-6.811814379531995e-07j),(1.962397060935179e-05+0.00010699898482393183j),(-1.415189090791209e-06-2.1902337676386578e-06j),(-6.0332923735638644e-05-0.0004764767471681573j),(2.20534663749128e-17+2.6966568923758437e-18j),(-4.005714939689156e-21+3.0345284040966745e-21j),(1.3525627943206744e-05+1.5632499887455342e-05j),(3.853686842469165e-07+7.634895948148688e-09j),(0.005271109515918212-0.0005581756289966392j),(2.5871229757806886e-11-7.322901904994947e-11j),(0.6275980921639985+0.07912332828439705j)
1.57,(0.43100939131598043-0.4759886537472414j),(0.0018536443989984636-0.0010309721410817394j),(3.33709106047814e-05-0.00014700975627792253j),(6.52599412719635e-08+4.804135031972448e-07j),(-4.713425082252188e-05-0.0021440955909132323j),(7.871753722911968e-07-2.499840855739872e-06j),(0.0007685058960151625-0.00014863947693739021j),(-0.00022076606647408997+0.0073863459625854964j),(5.466760979544219e-07+2.7076306578541026e-06j),(1.0223883246206381e-05-8.945466475738034e-07j),(1.7273884925033452e-06-1.3420646556451084e-06j),(0.00010558421818171595+7.514351883906067e-05j),(-1.544567351987973e-06-7.262654606533948e-07j),(-0.00037502843970961335-0.0002463578965342056j),(2.6435699682428064e-17-2.5449113389511963e-17j),(-1.5860627003259785e-21+4.6271768366447356e-21j),(1.9789086402154054e-05+1.0139067812732357e-05j),(4.4465308798610425e-07-2.6631819280751e-07j),(0.002988518428998044-0.004716104937179703j),(6.421823774421906e-11-3.2653955648057785e-11j),(0.45097773944558706-0.4857757772276451j)
1.58,(-0.1392673378042062-0.6573345741052808j),(0.0009005760780564691-0.0023664872246325058j),(-5.969214454591819e-05-0.00014848032796864355j),(2.0049836299215589e-07+2.1757424081585984e-07j),(-0.0015046779551541063-0.0015201375789846653j),(-8.243854275341854e-08-3.553014972094671e-06j),(0.00040378212114384386-0.0005417459409236985j),(0.0056895227045095816+0.006130434747411252j),(6.565880795413105e-07+2.4576501229246067e-06j),(9.094108949993207e-06+1.3195026603237484e-07j),(9.89530312410654e-07-1.6587979225291997e-06j),(0.000152215330177523-2.4111046489393457e-05j),(-1.0877189307408767e-06+1.1248134803842597e-07j),(-0.0004032160149414121+0.00011600530452739085j),(-7.310207884930113e-18-6.394372224297989e-17j),(1.230142944091474e-21+4.5721973193622286e-21j),(2.3652645581154714e-05+2.1081659121813027e-06j),(3.216568950056169e-07-6.0639663856648e-07j),(-0.0019478311929681817-0.005547115357161358j),(7.441245821715156e-11+2.1797205420665606e-11j),(-0.13505753873750656-0.6798766320411724j)
1.59,(-0.6401383954564971-0.2866897588253321j),(-0.0010332518798419714-0.0028101254594560202j),(-0.000139684427054159-9.39466878746168e-05j),(1.6851535297504065e-07+4.003600537475613e-08j),(-0.0021234290745891856-5.795846439699147e-05j),(-1.7434256979391163e-06-4.461663527053531e-06j),(-5.067784642535608e-05-0.000577145722248127j),(0.009377486138548191+0.00034474641529476163j),(7.256933370826098e-07+2.2905210579736626e-06j),(8.260494498855387e-06+1.1330576673893159e-06j),(2.960354803819489e-07-1.666750895758171e-06j),(0.000108305077908524-0.00014749738144554509j),(-5.529516543153844e-07+4.031358644827791e-07j),(-0.0001643879745956764+0.00035675284319854056j),(-1.0728758812879364e-16-5.900899614772577e-17j),(3.448733095549379e-21+2.983523579925994e-21j),(2.4115375434695304e-05-7.347375756413669e-06j),(-3.6583128535031e-08-8.953074924504032e-07j),(-0.0058578371683687255-0.0019964744198672385j),(5.151474789318847e-11+8.068953665301696e-11j),(-0.6560944253585059-0.30399770155043365j)
1.6,(-0.6349424933523202+0.36040807659130625j),(-0.003101113986240646-0.0016440582846145775j),(-0.0001752334559829651-6.971264235317828e-07j),(9.11355926951799e-08-3.2515110290610736e-08j),(-0.0015510877259431986+0.001418801746350167j),(-4.334523206513708e-06-4.728372580067085e-06j),(-0.000356067259387778-0.00034294458518317414j),(0.00759702073524036-0.007164177698996136j),(7.764739916846996e-07+2.196862661216044e-06j),(7.63741522251219e-06+2.1247989851584337e-06j),(-2.5536132158412007e-07-1.446350261009536e-06j),(-3.2789778897428665e-05-0.00021450895708142645j),(-1.7404156931618336e-07+3.7921703917270577e-07j),(0.00015169089984281924+0.00033560536605613527j),(-2.291009574183502e-16+1.2288249400514585e-16j),(4.342850818900774e-21+5.054311224366497e-22j),(2.0705659074309836e-05-1.674727209262267e-05j),(-6.084645811240162e-07-9.804125005921933e-07j),(-0.0054533928793389615+0.0035597165203534974j),(-1.1373665975665658e-11+1.3230312244938105e-10j),(-0.658872809484546+0.3628720391496648j)
1.61,(-0.09117198311154034+0.7520018262038344j),(-0.003948591771974244+0.0010384283779859018j),(-0.00015123366300516706+9.835109617956584e-05j),(3.1822181553493143e-08-4.019350204382929e-08j),(-0.00011749251720199463+0.002070684220481236j),(-7.717507244380333e-06-3.634299343272365e-06j),(-0.0004196988922074658-2.5838616116735734e-05j),(0.00018469919487257118-0.011529207796615967j),(8.248831665121487e-07+2.169385143735742e-06j),(7.173575075925446e-06+3.1373895552223484e-06j),(-6.178111339794649e-07-1.0966855611355592e-06j),(-0.00020783485597866976-0.00015129758896364166j),(1.558353157130936e-08+2.467141302266291e-07j),(0.00033123276621999624+9.973591154725122e-05j),(-2.5523462760662507e-17+6.380276936880958e-16j),(3.6941042878627725e-21-1.9458394968825207e-21j),(1.3597123548785127e-05-2.4492440970778368e-05j),(-1.2775904088938936e-06-7.209369142661114e-07j),(-0.0005717545736212723+0.006826712003305526j),(-1.2347012838957463e-10+1.5945148944691938e-10j),(-0.10375704791898357+0.7729932340880931j)
1.62,(0.5671690036363946+0.5399752439839087j),(-0.002492118083137345+0.004004088409467239j),(-7.492221343518661e-05+0.00016768555162623782j),(3.3010897993176436e-09-2.5351618076780395e-08j),(0.001348463453572935+0.0015322404266650414j),(-1.1256380780315989e-05-3.71342019502212e-07j),(-0.0002879079637004416+0.00021117548928836473j),(-0.008956780407255966-0.008919118123871476j),(8.836423404020645e-07+2.2036936731128794e-06j),(6.844814322044315e-06+4.211756956874186e-06j),(-7.911893227437125e-07-7.112189300081304e-07j),(-0.00030015890265395085+5.0156855175285836e-05j),(7.271689290687641e-08+1.2180988104447444e-07j),(0.0002760144746930839-0.0001726680788136775j),(1.6193215070933463e-15+9.60459356627559e-16j),(1.8395875023931636e-21-3.522612129951372e-21j),(3.61372411313126e-06-2.9138071560073525e-05j),(-1.8421810073734242e-06-4.4695060125330856e-08j),(0.0053036724214247264+0.004875104759159743j),(-2.9708382101294457e-10+1.354662337207027e-10j),(0.5765447490684992+0.5629260223734963j)
1.6300000000000001,(0.7951756316138727-0.1338478056088074j),(0.0011345202974828088+0.00529373815406245j),(2.7299228777291705e-05+0.00018295828103379096j),(-4.5366692036080534e-09-1.0989215475026455e-08j),(0.002000171501695651+0.0001312097660761287j),(-1.3640067902902264e-05+5.6349435525256e-06j),(-7.586955896840035e-05+0.000293351720320194j),(-0.01375717800528565+0.0003305561693856857j),(9.648855137741338e-07+2.2983272992959488e-06j),(6.651753803688225e-06+5.400105577173881e-06j),(-8.087551331699618e-07-3.6104374497574827e-07j),(-0.000204874976771108+0.00029612014297560285j),(6.5848822262194e-08+4.286479836772031e-08j),(4.964948914690725e-05-0.0003030627564683724j),(5.763908249472006e-15-3.5527905296590226e-15j),(-4.821706043026406e-22-3.742231367165645e-21j),(-7.872371581575666e-06-2.964691409902153e-05j),(-2.05702097587325e-06+1.0038489628237349e-06j),(0.007463731330277894-0.0012791905849095326j),(-5.498085753481981e-10+1.856850666657548e-11j),(0.8193753533594842-0.12754003382443033j)
1.6400000000000001,(0.3811277168845178-0.733675078534085j),(0.005161942410485496+0.0033981102730332186j),(0.0001203680361258599+0.00013963820208397185j),(-3.967463787262549e-09-3.2045155997573597e-09j),(0.0014728518543982586-0.0013006820420517363j),(-1.2904487093059948e-05+1.4203595622517927e-05j),(0.00010563398027949963+0.00023438941406339863j),(-0.009998095141402591+0.011024174742570506j),(1.0823869547462277e-06+2.454524049179331e-06j),(6.62302566490369e-06+6.768984159331604e-06j),(-7.201231908220472e-07-8.788064246131772e-08j),(8.464625917478643e-05+0.00041742639558722073j),(4.140070100951017e-08+5.949598673840183e-09j),(-0.00018371538605785667-0.0002248156002023422j),(-9.727525078426392e-16-2.846163748718052e-14j),(-2.4187961610690162e-21-2.633408025970387e-21j),(-1.9123685176524458e-05-2.5590720496082237e-05j),(-1.7003563148281128e-06+2.241447828014403e-06j),(0.0037173915655463264-0.0070356889568923345j),(-9.101496830221506e-10-2.562390304163246e-10j),(0.40077126227915977-0.7493476673763718j)
1.6500000000000001,(-0.3621191418387151-0.7621855489463867j),(0.006873658470463599-0.0014206377354312042j),(0.00017362171620599387+5.3828629815287244e-05j),(-1.9465515634376447e-09-3.9977683091061065e-10j),(0.0001024265144208452-0.0019203208216013966j),(-6.845790421140075e-06+2.3793843577060393e-05j),(0.0001935035167219313+0.0001003616066959009j),(0.001203734112243113+0.015945837790333997j),(1.2539383351198672e-06+2.6758949609680896e-06j),(6.825381747499324e-06+8.402179437243312e-06j),(-5.763865572232935e-07+9.423255518143697e-08j),(0.00042674393366178167+0.0002674175727676146j),(2.0538195299882077e-08-5.643257099383867e-09j),(-0.000274854754733851-1.0951700453982018e-05j),(-1.0598653471870969e-13-6.803115514966397e-14j),(-3.312457437152911e-21-6.937860665098358e-22j),(-2.830956987391459e-05-1.7282431805358513e-05j),(-6.499717711106332e-07+3.362119751329886e-06j),(-0.0034896759818236174-0.007596114570019423j),(-1.430010580020267e-09-7.879593652172549e-10j),(-0.3629115609946362-0.7873377323059081j)
1.6600000000000001,(-0.8389575182180107-0.17571586318379365j),(0.004306206647403294-0.0066650027796320965j),(0.00017161197081018702-4.45110602381583e-05j),(-6.692790486192779e-10+1.6923139136349173e-10j),(-0.001275466120708445-0.001380291092602829j),(6.053150249062564e-06+3.111000346578553e-05j),(0.0001814330380381303-3.3650784973151805e-05j),(0.013247263061205028+0.01076806625892682j),(1.5042341896350115e-06+2.966185298477764e-06j),(7.382164773445622e-06+1.0399402318796203e-05j),(-4.1978968325265525e-07+1.9211996267669065e-07j),(0.0005755888711641798-0.0001512717209538656j),(8.198364705479321e-09-6.2670877306096554e-09j),(-0.00018108782381024595+0.00018817349108102486j),(-5.025683221313114e-13+1.4666725087174285e-13j),(-2.9207058823351385e-21+1.313892593210231e-21j),(-3.3839529428616126e-05-5.775119516665997e-06j),(1.0532248400361296e-06+3.993361644881834e-06j),(-0.008564728895670575-0.0019318223885975557j),(-2.209455226506829e-09-1.7219571491888434e-09j),(-0.8595501314527191-0.19010726219961496j)
1.67,(-0.6553661711360025+0.5667070479429993j),(-0.002001312596536268-0.008705887361919157j),(0.00011866391979893905-0.00012314084538577965j),(-1.6408751294353063e-10+1.293316683387128e-10j),(-0.0018341213965176544-3.7766381308398814e-05j),(2.5266798613385852e-05+3.1334127116797416e-05j),(0.00010419227987029402-0.00011583434723963081j),(0.017953429842925125-0.00235842712740631j),(1.8677266186343761e-06+3.326723859281199e-06j),(8.505032058074146e-06+1.2866972561682005e-05j),(-2.787537646968789e-07+2.246054979884557e-07j),(0.00033142338690984055-0.0006197475423595962j),(2.52648795978054e-09-3.994446480129575e-09j),(1.9107973676752782e-05+0.0002477058880039894j),(-9.855946005654695e-13+1.6476304688983773e-12j),(-1.4814081625869742e-21+2.6486508479816214e-21j),(-3.4663420554720595e-05+7.297090227236464e-06j),(3.173999889555829e-06+3.782981824083216e-06j),(-0.007064942402002881+0.005925515702705116j),(-3.440789807405638e-09-3.258010891034012e-09j),(-0.6791119734986236+0.5745737010947221j)
1.68,(0.052914911693584955+0.869723983320918j),(-0.008590213111890779-0.005151653061237751j),(3.5778465963710164e-05-0.0001591229720582705j),(-2.6639979838680254e-11+4.6312126043735584e-11j),(-0.0012611084262391164+0.0012691701482186101j),(4.686958817779664e-05+1.9397577667600682e-05j),(1.1126160101704079e-05-0.00013057883544734497j),(0.011201498117612101-0.015447955075382946j),(2.3915494651017618e-06+3.7521299910037575e-06j),(1.0539942970951132e-05+1.588895656250817e-05j),(-1.676253352253628e-07+2.1428614845652183e-07j),(-0.0002745567162814851-0.0007824660607561662j),(4.939779813265183e-10-1.9713760549603352e-09j),(0.0001882905038741981+0.00014362554183615446j),(7.26585297809324e-13+6.076258695577243e-12j),(3.9654044759246173e-22+2.858484951395706e-21j),(-3.0471879657621657e-05+1.999807614492847e-05j),(5.297472107759104e-06+2.4980395888411127e-06j),(0.00046661877021296396+0.00967364696784357j),(-5.478857812531303e-09-5.641102864663566e-09j),(0.045088040812494325+0.8933092133427288j)
1.69,(0.7235583134702371+0.48631872374910695j),(-0.010788630053868898+0.002966274572995373j),(-4.833969464764364e-05-0.00014595397841608794j),(-2.0704294267467318e-12+1.0969348905327794e-11j),(5.545726526337704e-05+0.0017432506526302884j),(6.297663574781863e-05-7.593999175820539e-06j),(-5.774472351009809e-05-9.326248824695005e-05j),(-0.003667749657423132-0.019635656455693165j),(3.1378216571746166e-06+4.223380082169645e-06j),(1.402401952188836e-05+1.9460157897543503e-05j),(-8.952946712510843e-08+1.8161499168424462e-07j),(-0.0009004873897902523-0.00037977703018644436j),(-2.4839200329038575e-11-8.135291836847792e-10j),(0.00022212050083094575-4.2639099257765096e-05j),(1.1110188700744994e-11+1.3060903486316637e-11j),(1.9725596424543328e-21+1.9329740489514393e-21j),(-2.1752464305951208e-05+3.0427922304315408e-05j),(6.89280335862746e-06+1.1211444102534188e-07j),(0.008396292801240185+0.0057475004632089365j),(-8.938967270701522e-09-9.112322700576761e-09j),(0.7376869475242253+0.5065017381856947j)
1.7,(0.8219053534007887-0.2784967524009977j),(-0.005873859291096137+0.010979448652106812j),(-0.00010813210133546224-9.391635870017227e-05j),(1.699535412411595e-13+1.8571695896716367e-12j),(0.0012777773938623014+0.0011213058992552666j),(6.294303731398981e-05-4.729057249288527e-05j),(-8.45265475007467e-05-3.438541392423761e-05j),(-0.017427848541524852-0.01129662590181961j),(4.183890460666623e-06+4.697540218018763e-06j),(1.973621151103116e-05+2.335424983906665e-05j),(-4.0501894315755526e-08+1.4181301833509117e-07j),(-0.0010403878514333826+0.0004905269210286341j),(-7.565810411760334e-11-2.913405797206244e-10j),(0.00011139410244721226-0.0001855685470322105j),(4.073016224219271e-11+1.4305338010703729e-11j),(2.653475649776123e-21+2.8899004266177254e-22j),(-9.69251393765541e-06+3.704645384114265e-05j),(7.417162897087433e-06-3.1424926988423408e-06j),(0.010141447092348712-0.0033973511130498883j),(-1.4809929229352495e-08-1.3788252233951157e-08j),(0.8462779284255184-0.27781206405646j)
1.71,(0.2743374277677386-0.8144755786519305j),(0.004364282706629333+0.013098479860707151j),(-0.00012955509777005732-2.4246110125710266e-05j),(7.808103328525881e-14+2.4637486357622485e-13j),(0.001648769579797838-0.00017068136873226236j),(3.6948149349315344e-05-8.968626310711076e-05j),(-7.333411642142178e-05+1.740803183688396e-05j),(-0.020856270032382083+0.0049895764280990925j),(5.620328802381551e-06+5.094499200119307e-06j),(2.8700088012885655e-05+2.6900238517812865e-05j),(-1.340187919147074e-08+1.0422595574695547e-07j),(-0.0003805899975910406+0.0012970157413304498j),(-4.0972126266694676e-11-9.328580161096777e-11j),(-6.117482886152894e-05-0.0001982995206097521j),(9.895440653163736e-11-1.4574031092277957e-11j),(2.2073235736791845e-21-1.4003027221237096e-21j),(4.047133143416135e-06+3.891437848750341e-05j),(6.4403060398768625e-06-6.775367222986011e-06j),(0.0035695447885565963-0.010669221270843842j),(-2.4545161638846705e-08-1.943583143404895e-08j),(0.28922098869168816-0.8334227367921401j)
1.72,(-0.47508193260532183-0.7010887905972568j),(0.01382111846029248+0.0064398463580941515j),(-0.00011300680526945541+3.986047646764826e-05j),(1.626196836393144e-14+3.104801250922064e-14j),(0.0009653140704874383-0.0012983591741547648j),(-1.8432800045548544e-05-0.00011722248834788749j),(-4.11997947448151e-05+4.601844651436187e-05j),(-0.011059790729168656+0.019008131665710404j),(7.5355528296315785e-06+5.276261942317129e-06j),(4.204765236505115e-05+2.8644244815648018e-05j),(-8.102209693284998e-10+7.322259720192469e-08j),(0.0008476798711242058+0.0013404908040159907j),(-1.4872449979551454e-11-2.766708383597054e-11j),(-0.00018106009815356842-8.352220393426573e-05j),(1.79890152346788e-10-1.2309018923508986e-10j),(8.398887091775658e-22-2.460393767370044e-21j),(1.762217843686935e-05+3.579621290458802e-05j),(3.762424455392733e-06-1.0096683034403693e-05j),(-0.0067197937815068115-0.009755876879486933j),(-4.004826191745401e-08-2.5142758840818496e-08j),(-0.4813900925402948-0.7240237511520291j)
1.73,(-0.8293088621015237-0.044044791159551545j),(0.015594468604338265-0.0061593202910547925j),(-7.047426470071025e-05+8.134412909407461e-05j),(3.685237619690439e-15+4.639570674295139e-15j),(-0.0003053178174023299-0.0015522904888757424j),(-9.43824065676029e-05-0.00010898962759242254j),(-6.7978765932585075e-06+4.972640516510434e-05j),(0.00622239479895488+0.021520566166818522j),(9.993194614524143e-06+5.030629681837492e-06j),(6.061061883411972e-05+2.5956877614179635e-05j),(3.379523195784517e-09+4.979594940428559e-08j),(0.0018363161154381948+0.00028484269026857943j),(-4.037345622549329e-12-7.875311959059159e-12j),(-0.00017636369061022812+7.598208953535524e-05j),(2.3038292118998742e-10-3.9139327877274e-10j),(-8.884673711664761e-22-2.4718034737822323e-21j),(2.928400584875947e-05+2.8144692212464062e-05j),(-4.981988444295831e-07-1.2327845016900148e-05j),(-0.01247919678818404-0.0004998943499589341j),(-6.348416831905465e-08-2.889487534505559e-08j),(-0.8512204249585719-0.05246409155897048j)
1.74,(-0.5218816582309208+0.6202214016808357j),(0.006878423734637644-0.01701539700705544j),(-1.922065794338575e-05+9.353360149754993e-05j),(1.1155048556409073e-15+8.566251924667285e-16j),(-0.0013322498011574522-0.0007939310152941649j),(-0.000166839605331627-4.952267466722515e-05j),(1.7366535314185526e-05+3.6493609913343264e-05j),(0.02010150847927317+0.01049226623788273j),(1.2997470267995895e-05+4.059109163151608e-06j),(8.408710907610097e-05+1.4758513895504428e-05j),(3.4458254062788737e-09+3.3116716865000164e-08j),(0.0016602483360540336-0.0014046324820697286j),(-7.743524688893263e-13-2.196555605952131e-12j),(-5.923220037568003e-05+0.00017570409068657736j),(8.602710703037601e-11-9.087094817198325e-10j),(-2.2818220258686243e-21-1.4264838385349414e-21j),(3.76190886831931e-05+1.698448217900908e-05j),(-5.8719470348193305e-06-1.2748757843878415e-05j),(-0.008305829072280058+0.010242112061502955j),(-9.682341029823626e-08-2.7139578371780983e-08j),(-0.5413820723638706+0.6327215218306342j)
1.75,(0.17757761920833953+0.767367295651795j),(-0.00823174579554917-0.018222943222033022j),(2.488210657171014e-05+7.988697756890836e-05j),(4.2657382356351984e-16+1.5373115638860673e-16j),(-0.0014533578895234815+0.0004620061255952108j),(-0.00020002069008770746+5.9835022392624266e-05j),(2.7281798311597446e-05+1.717701201095544e-05j),(0.02160147119733892-0.0073408932114668105j),(1.643575214599411e-05+1.9755334073480184e-06j),(0.0001096991122095886-1.028253266005162e-05j),(1.983501797487859e-09+2.1680309399916364e-08j),(2.5718936282553536e-05-0.002542872727657102j),(-5.125106084096442e-14-6.004230619662707e-13j),(8.823941699084238e-05+0.00015635502433274042j),(-6.118839623767321e-10-1.6650137789082148e-09j),(-2.7731318203509894e-21+2.7331659570010784e-22j),(4.1709243740211326e-05+3.723441672974054e-06j),(-1.1572502448245851e-05-1.085392441081183e-05j),(0.0034538778280657403+0.013511677547739472j),(-1.4104647198011592e-07-1.4492572211483969e-08j),(0.17615130516378644+0.7901826330629163j)
1.76,(0.6979258307246704+0.3063121181069261j),(-0.02044304832999033-0.007229667376554564j),(5.192379369785625e-05+5.044358563869811e-05j),(1.8382120703721576e-16-3.4033695710522243e-18j),(-0.000601634935659346+0.0013796038352894167j),(-0.0001585845117288123+0.00019197570893043225j),(2.546506777899346e-05+3.404772902301422e-07j),(0.009590439357087418-0.02071862135915145j),(2.0000715211678325e-05-1.666739040127662e-06j),(0.00013053239575636474-5.451885322997381e-05j),(3.4174563576834913e-10+1.3983358079627882e-08j),(-0.002233783956883713-0.0019615725431206153j),(4.358345724140249e-14-1.6005019685211874e-13j),(0.00017026006434067744+3.7660283497446135e-05j),(-2.4181292880538663e-09-2.291046243082696e-09j),(-2.1381270815701234e-21+1.966444379159519e-21j),(4.120152613136322e-05-1.006445213508094e-05j),(-1.6599253889910463e-05-6.487087365789176e-06j),(0.013686729350114044+0.005567245052088557j),(-1.950181510026789e-07+1.6197228266922517e-08j),(0.7152819926583988+0.3207335267870256j)
