t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B01_z_0000_00,B01_z_0000_01
1.6600000000000001,(0.139863528338255-0.04941787559686465j),(0.00016832356197314365-0.061491824855890505j),(0.2117859941771438+0.4060817770797058j),(0.006041951856448215-0.6519780278988184j),(1.131539471772695+0.2647645661081376j),(0.4006148741039961+0.3413409174181777j),(2.026648394699225-0.5755230771781968j),(-1.2195780181535132+5.39949481487015j),(-0.06241169663027368+0.8807480623393403j),(-0.2943385529603838+0.17342515530077077j),(-1.025241555183916+0.8635111832255741j),(0.20520944575948022-1.1417616331468412j),(-0.2110592280802248-0.8667876667275002j),(0.08037182887895945+0.7893442547998023j),(0.03281327837078496+0.5337945871069208j),(0.16201856060298406-0.34209719577294245j),(-0.32315463467065303+1.1892694861197233j),(1.780308784033643-0.3523365981464825j),(0.29190334686849884+0.2632738778065584j),(1.8880203780692584-0.801312496082714j),(2.217479809908482+0.22654476018272343j),(0.620868411759431+1.414429941846542j),(-0.5137099273458596+0.4623631870179371j),(-0.6700022669053911-0.6514039005335183j),(-1.7986605437792607-2.72636665534725j),(-0.34805141332120126+3.6034149340157287j),(-0.5021080329721173+0.35222551432512533j),(-1.2295705536594486+0.20922829036588486j),(3.948373343192018-4.823842912141016j),(-3.257973748661254-7.792667532698546j),(-62.120480891629654+37.11175339919079j),(-15.031169560959029+8.514830847114364j),(0.46115428210612847-1.0592568046105848j),(1.0022358100991877+0.006308918365735123j),(0.7652196463484491-2.0245970788885113j),(-0.3883844241618733-0.9205398826604653j),(0.43368007869693975+0.37018173052465714j),(-0.5732439542768208-0.25466766141256897j),(0.5280423637916533+3.8698051237080207j),(1.766018063309914-2.566892665284315j),(0.139863528338255-0.04941787559686465j),(0.00016832356197314365-0.061491824855890505j)
1.67,(0.14488752982359582-0.034269173050880605j),(0.005642792390762575-0.0380195532136496j),(0.19237157206144975+0.4137321209496775j),(0.026980280694592927-0.618761298608181j),(1.1349049973404386+0.2722589243623091j),(0.3902117088142451+0.3921104919660992j),(2.2150822196865025-0.584275172262135j),(-1.1221310345092275+6.189424936564099j),(-0.09771048177134624+0.8765230159494511j),(-0.3186351908170808+0.17617639623611997j),(-0.9842449234742381+0.8469064207756519j),(0.18687923700737716-1.1093201088037j),(-0.2044870819271836-0.8856483239437769j),(0.07792131658948721+0.822548482652096j),(0.0045245617113301075+0.5337998550667084j),(0.1729061422231041-0.3083163359522619j),(-0.28454061532458175+1.2129589033033747j),(1.7234523015464434-0.4404586708935697j),(0.3004056308583957+0.28429734978433635j),(1.7811895465760332-0.9101609481227873j),(2.271447258576856+0.16104565560210857j),(0.6661228100347057+1.5005832908110435j),(-0.5210733604660146+0.41824671239450617j),(-0.6484067245533615-0.6485752976196019j),(-2.030974189025721-2.9334532576317747j),(-0.2240734000009152+3.896847047386448j),(-0.5286907320930663+0.3017038020085395j),(-1.243565236686255+0.2005595036953136j),(3.7347358987399604-4.067527048249856j),(-2.687038594048419-6.7454375157508295j),(-61.92386053706836+37.46988563250936j),(-16.00318888537066+6.773188563431599j),(0.4507800243833809-1.0490828554539193j),(1.018323815826876+0.022145940598331918j),(0.7198699076639862-2.0082140421686687j),(-0.3351498670766303-0.8781812117137843j),(0.40952851161994785+0.3881967921949816j),(-0.5619739867037394-0.2567056978222351j),(0.7700898559544501+3.6542845680050577j),(1.4897532602793047-2.4892096901241083j),(0.14488752982359582-0.034269173050880605j),(0.005642792390762575-0.0380195532136496j)
1.68,(0.14799911846277047-0.018651269714491908j),(0.00858140928300756-0.014113082030008696j),(0.17204812438618927+0.420767745514219j),(0.047774819272197774-0.5857078650791122j),(1.1387575275735953+0.27995593170951605j),(0.379222321479686+0.4430238966997837j),(2.4544916529177456-0.5990873609543227j),(-0.9659161727236035+7.201912791495094j),(-0.13344377619277828+0.8705858849320537j),(-0.34297097461337095+0.17719164686689662j),(-0.9470257906116561+0.8290233722503166j),(0.17136712018050113-1.0774475868370785j),(-0.19914971538389734-0.9050793814506378j),(0.07704296666558844+0.8567916332467423j),(-0.024272566383583907+0.5325737281645062j),(0.18225702279406253-0.2744904807364842j),(-0.2447903291802011+1.2322996026800277j),(1.6600543622491486-0.5180956754351551j),(0.3089193164197766+0.3034690224866884j),(1.6682481214144564-0.9991963147696967j),(2.3276610875514194+0.09085472573286332j),(0.7220407804584967+1.5897773962714372j),(-0.5265272458710741+0.374042845636366j),(-0.6259432725996394-0.6458879754007687j),(-2.31649268979241-3.1633278462167764j),(-0.06567497876257428+4.233181819293345j),(-0.5518591523940409+0.24894540505973872j),(-1.2563661377071191+0.19179254410527347j),(3.5194278229617493-3.491577842443704j),(-2.281704936055246-5.895461661399458j),(-61.69465038622092+37.80484322963448j),(-16.87617157298891+4.981435174472026j),(0.4409373661733621-1.0386744067087044j),(1.034802130864045+0.036372067487879155j),(0.6734862015326963-1.9928663161843212j),(-0.28376802373748217-0.8372255840977538j),(0.3841483069189876+0.40479709380906836j),(-0.5506954315781416-0.25888651034561927j),(0.9700756125478412+3.4426489068667028j),(1.2540571555144502-2.3940404932528416j),(0.14799911846277047-0.018651269714491908j),(0.00858140928300756-0.014113082030008696j)
1.69,(0.14915989948890065-0.0027949304220423747j),(0.008943229002160503+0.009972814482409017j),(0.1508425132601929+0.4271070653634651j),(0.06823949197847916-0.5526857645396562j),(1.1431106797984265+0.2878695989697564j),(0.3678144061535383+0.4941535312775912j),(2.7658901289637523-0.6237825291518062j),(-0.7109229288368815+8.531822076063614j),(-0.16952580631441203+0.8628440978949303j),(-0.3672060094893482+0.17648604484924835j),(-0.9133157177335833+0.8100875544441949j),(0.15847617341472264-1.046185306157766j),(-0.19515657558205668-0.9251515128881194j),(0.07796078911427971+0.8921733016691407j),(-0.053512771775570234+0.5300459734481947j),(0.18996782762907696-0.24067340866771225j),(-0.20460964330669648+1.247452456096251j),(1.592003735363256-0.5848420373419255j),(0.3171039367763935+0.3209007956929168j),(1.5529921763666839-1.0689445288841701j),(2.3862236277347266+0.015075747058888762j),(0.790413733551647+1.6817282013733081j),(-0.5299719183451029+0.3298629748091893j),(-0.6025868994479711-0.6432722500809557j),(-2.6712776686738144-3.4180073109266607j),(0.13950840103070528+4.621106693047117j),(-0.5714071097970268+0.19423523379445623j),(-1.267947783742563+0.18294183110195325j),(3.3193864423491433-3.049690987958874j),(-1.986172460694379-5.204350379550577j),(-61.43239200080087+38.117533762582234j),(-17.646753629610078+3.1485304623864745j),(0.4316062338634731-1.028004547400448j),(1.0516576360176277+0.0489040593054478j),(0.6261946118723255-1.978298023204273j),(-0.23413375180083743-0.7975459367314193j),(0.35761985638974+0.4198920857829308j),(-0.5393741615167321-0.2612099984158461j),(1.1356292373260484+3.2388224277064492j),(1.0540637595310558-2.288884718684178j),(0.14915989948890065-0.0027949304220423747j),(0.008943229002160503+0.009972814482409017j)
1.7,(0.14835737020519987+0.013066478521803272j),(0.006721328799905242+0.033980106771076615j),(0.12878643158015432+0.4326676495220762j),(0.08819183477667948-0.5195830073170637j),(1.1479811780193754+0.29601559731035515j),(0.35617785380856215+0.5455881634425614j),(3.175536244099217-0.6631372651362372j),(-0.28563247523413826+10.305844638367674j),(-0.20585939669411657+0.8532093268920492j),(-0.3912009665443569+0.174083021774818j),(-0.882858162425125+0.7902872475526773j),(0.1480219371095082-1.01555684234673j),(-0.1926288748096581-0.9459352473803581j),(0.08092114807104495+0.9287909369793469j),(-0.0831244779627152+0.5261496190205088j),(0.1959499034629721-0.20693463731093556j),(-0.16461825819150872+1.258685704147302j),(1.521086401362518-0.640671127604579j),(0.32467536979000416+0.3367555492848075j),(1.438649263491056-1.120625776942527j),(2.447149340306223-0.067377673722784j),(0.8733303870293668+1.7758981774325793j),(-0.5313190467101755+0.28583203745294633j),(-0.5783167804063675-0.6406530442184905j),(-3.117347091083413-3.6979883305295655j),(0.40943722697497575+5.070594732776093j),(-0.5871590530312621+0.13788161891445708j),(-1.2782889157706667+0.1740205762468876j),(3.139440227416116-2.7060273337563387j),(-1.7633541179079837-4.636840262597688j),(-61.13680185083972+38.408895479418405j),(-18.31286300780606+1.2838272471986205j),(0.42276970349949994-1.017043992706916j),(1.0688674075286921+0.05965793743534616j),(0.5781164552088772-1.9642778209592282j),(-0.1861579911959682-0.7590278496294104j),(0.33003114963901903+0.43339355520099904j),(-0.5279744245365049-0.26367335052999924j),(1.2732401986446371+3.044820353005497j),(0.8849407390788102-2.178936048911109j),(0.14835737020519987+0.013066478521803272j),(0.006721328799905242+0.033980106771076615j)
1.71,(0.145605016109278+0.028699777821975546j),(0.0019429588549761594+0.05765223938576267j),(0.10591681879396496+0.4373666334151558j),(0.10745295594465763-0.4863083413259486j),(1.1533893647509414+0.3044112722860063j),(0.34452510592859215+0.5974336031583737j),(3.7004952352980336-0.7177201025464717j),(0.42203446377994974+12.634671319243672j),(-0.24233580096519486+0.8415988407248306j),(-0.41481776556480265+0.17001410126628208j),(-0.8554091286337482+0.7697788454467125j),(0.13983175049167346-0.9855706615286416j),(-0.1917015142582923-0.9675002070562859j),(0.08619627574790693+0.9667376342228275j),(-0.1130299179384334+0.5208216520117287j),(0.2001307023838725-0.17335764162248601j),(-0.12533632057137714+1.266344680353418j),(1.4489160941713362-0.6858695216832026j),(0.3314090988146433+0.35122545295536856j),(1.3278044949640024-1.155914906324246j),(2.510313674712366-0.15781574898743678j),(0.9732128292268667+1.871387675814464j),(-0.5304932498249417+0.24208758471257028j),(-0.5531169871077063-0.6379496180177434j),(-3.685016642429184-4.000174335661145j),(0.7704946161902182+5.5921559749948555j),(-0.5989732855441556+0.08021235264069325j),(-1.287372687255453+0.16504095708051014j),(2.9794204789712717-2.4348818160281915j),(-1.589465745422539-4.164965252286594j),(-60.807786184674555+38.679864291507386j),(-18.873739675570313-0.603115716490753j),(0.41441423690368534-1.0057613335666435j),(1.086397240664388+0.0685502488961267j),(0.5293693116295867-1.9505976544437285j),(-0.13976491523050075-0.7215692648507337j),(0.3014780789309784+0.4452163460570419j),(-0.5164590684411924-0.2662707345863392j),(1.3882673678307522+2.8614300256042315j),(0.7422323236565325-2.0676981550802718j),(0.145605016109278+0.028699777821975546j),(0.0019429588549761594+0.05765223938576267j)
1.72,(0.14094214236115843+0.04387475710625328j),(-0.005331143912750346+0.08073880438351594j),(0.08227624283645715+0.44112118525077476j),(0.12584796136731896-0.45279190080694437j),(1.1593597986080815+0.31307563267871963j),(0.33309192445094965+0.6498130556262045j),(4.306815186126429-0.7669766629214986j),(1.518344940877705+15.449776716723745j),(-0.27883469607176903+0.8279369433527155j),(-0.4379202243951169+0.16431867538451647j),(-0.8307373878787612+0.7486915265556776j),(0.13374397785538117-0.9562223149565016j),(-0.1925252899133299-0.9899140918149081j),(0.09408824499202573+1.006099366079625j),(-0.1431452705044727+0.5140037368577687j),(0.20245498649082988-0.14003780049200504j),(-0.08718034228401123+1.2708227341929381j),(1.3768908969870215-0.7209640467574131j),(0.3371373531026503+0.3645136424185338j),(1.2224028159201605-1.1767286930985013j),(2.575379370601659-0.2578064735935026j),(1.0928424430363783+1.9667855520924284j),(-0.5274336473262241+0.19877861586149495j),(-0.5269772668574445-0.6350753489758164j),(-4.414175226663611-4.31323745453393j),(1.260561677832461+6.193231709858316j),(-0.6067445666873654+0.021570238173243876j),(-1.2951868212326414+0.15601430595066557j),(2.8373942230170366-2.2181454821805477j),(-1.4492305110775976-3.7675950945421883j),(-60.4454513253745+38.93134622883221j),(-19.329922547441214-2.502720979251652j),(0.4065298986233262-0.9941233466897702j),(1.1042002761947254+0.07549957851933749j),(0.4800676116874272-1.9370716150537408j),(-0.09488945135975387-0.6850801324632384j),(0.272064674229699+0.4552791684727576j),(-0.5047898052883627-0.26899298711019937j),(1.4850583673298723+2.6886810741302334j),(0.6219949335153983-1.9574681706114723j),(0.14094214236115843+0.04387475710625328j),(-0.005331143912750346+0.08073880438351594j)
1.73,(0.1344334415615076+0.0583669315978711j),(-0.015008245583634491+0.102999993691865j),(0.05791324134592111+0.44384902887477723j),(0.1432068046016685-0.41898568581530227j),(1.1659219508324041+0.3220293062600292j),(0.32213867422903913+0.7028671378955343j),(4.890360024737262-0.7589701532863681j),(2.9821354731327174+18.39560094228732j),(-0.31522436264304543+0.8121564778877767j),(-0.46037468126176784+0.15704376447570906j),(-0.8086243921294674+0.727131320980274j),(0.1296071660275942-0.9274963281793466j),(-0.1952694183109705-1.0132413369100675j),(0.1049334376500153+1.046951497253252j),(-0.17338088657693354+0.5056429432792374j),(0.2028857877918234-0.10708011245091836j),(-0.05046646472730669+1.2725356261549339j),(1.306173248423178-0.7466499009429429j),(0.3417424697379277+0.37682022042146435j),(1.123802465109131-1.1850553585890014j),(2.6416916569401274-0.36920421074727844j),(1.2353613581323672+2.059966434119639j),(-0.5220953074842154+0.15606418754898335j),(-0.4998938910597761-0.6319375760638705j),(-5.353209672280248-4.609774197917233j),(1.9313855716410477+6.870774536220334j),(-0.610406008439822-0.037691741963316j),(-1.301723721097378+0.14695130860773822j),(2.711001183661394-2.042992652658262j),(-1.33267381320303-3.42894681677372j),(-60.05011029935784+39.164197449468816j),(-19.683206137539447-4.40557765799758j),(0.39911054282197794-0.9820953689455088j),(1.1222157848706529+0.08042832507051985j),(0.43032286342063897-1.923534863380231j),(-0.051475117962998904-0.6494819973711724j),(0.24190325237732638+0.4635054914681105j),(-0.4929275187078204-0.27182730495086477j),(1.5671039199624393+2.5261582728327245j),(0.5208202853540196-1.849697280535195j),(0.1344334415615076+0.0583669315978711j),(-0.015008245583634491+0.102999993691865j)
1.74,(0.12616829845531552+0.07196025455958903j),(-0.02696583837244602+0.12421067934368124j),(0.03288261409401255+0.44546902374434283j),(0.15936551312872047-0.38486381662338653j),(1.1731110169264032+0.3312944519002441j),(0.31195222042680004+0.7567535382160101j),(5.354625356494808-0.6447011180127347j),(4.662106843433009+21.10233796131058j),(-0.35136207118097756+0.7942003731876807j),(-0.48205059561326585+0.14824376370072806j),(-0.7888639714012717+0.7051846452086338j),(0.12727916383989588-0.8993678328246862j),(-0.20012441972303668-1.0375413344639859j),(0.11910753769580526+1.0893543676891622j),(-0.20364160958474+0.49569247208389816j),(0.20140506836949043-0.07459673401320764j),(-0.015418852248261217+1.27190062741581j),(1.2376888502803716-0.7637256400678728j),(0.3451484850557141+0.3883325800243023j),(1.032856612413452-1.1828301104153185j),(2.7081319197441442-0.49416189336902483j),(1.404224651549314+2.147821161339204j),(-0.5144505572722053+0.11411180304842909j),(-0.47187056939184796-0.6284375268793355j),(-6.5479293924617075-4.834877333008566j),(2.8439079043000977+7.596039391213764j),(-0.6099302057735576-0.09721551072139321j),(-1.3069805312726286+0.13786220716715739j),(2.597969285316266-1.9002103789996239j),(-1.2331449681343944-3.1371908959648707j),(-59.62229095246057+39.379191256686916j),(-19.936562033684627-6.3026058029729555j),(0.3921539575855593-0.969641738733269j),(1.140368173512361+0.08326474815062453j),(0.3802435941033087-1.9098425775788195j),(-0.009472135394435567-0.6147075367948446j),(0.21111446424912939+0.4698245113006719j),(-0.480832616647371-0.27475694363000924j),(1.637190577169792+2.373204007766017j),(0.43580297888082264-1.7452515691624715j),(0.12616829845531552+0.07196025455958903j),(-0.02696583837244602+0.12421067934368124j)
1.75,(0.11625983198652876+0.08444976568954514j),(-0.04105449536788104+0.14416399341937242j),(0.007245657600226508+0.4459018010247932j),(0.17416773184054674-0.35042250844425477j),(1.1809688631490738+0.3408946136658815j),(0.30284855105919617+0.8116462860376111j),(5.66719444253292-0.4094347555014934j),(6.41760921549402+23.429631222147624j),(-0.3870946907404126+0.7740232037260065j),(-0.5028211322651064+0.13798017778031452j),(-0.7712618874668332+0.6829213700278023j),(0.12662622637889617-0.8718039834211131j),(-0.2073053942135123-1.0628660825937677j),(0.13703106361213982+1.1333476778468234j),(-0.23382719231806542+0.484112365869206j),(0.19801403917238616-0.042704404306552785j),(0.0178188738978279+1.269320684509755j),(1.172139321078803-0.7730383520960745j),(0.3473124261139177+0.399219481652409j),(0.9500052361904698-1.1718529902355685j),(2.772918781568896-0.6351070638825929j),(1.6030624516916483+2.2259099749819375j),(-0.5044901183428959+0.07309560183987267j),(-0.4429194284132527-0.6244703483804597j),(-8.01212606924104-4.8992500295330315j),(4.045670457130231+8.29515494921427j),(-0.6053295656974799-0.15664309613939018j),(-1.3109591453474776+0.12875700229366444j),(2.4962831613274585-1.783064120318814j),(-1.1461117963291845-2.883370079650617j),(-59.16273486404818+39.57699705663032j),(-20.09403628656139-8.185202035960144j),(0.38566195257880115-0.9567263049560787j),(1.1585662836506214+0.08394528000491033j),(0.3299350738556316-1.8958688957014376j),(0.03116422096745124-0.580700055865051j),(0.17982722401790607+0.4741721846393139j),(-0.468465431844945-0.27776092717089923j),(1.6975363967363652+2.2290461046180203j),(0.36448482786055914-1.6445971857394783j),(0.11625983198652876+0.08444976568954514j),(-0.04105449536788104+0.14416399341937242j)
1.76,(0.10484367524339806+0.09564415433465442j),(-0.05710123116258886+0.16267430930544305j),(-0.018929667783933117+0.4450704529525251j),(0.1874665138401362-0.31567971700684716j),(1.1895451318577996+0.3508544973049872j),(0.29517624506498397+0.8677345822433347j),(5.833250038905278-0.06261343069378761j),(8.17301425982455+25.39039344735242j),(-0.42225953352725887+0.7515927308380798j),(-0.522563733514048+0.12632134329807126j),(-0.7556352980183031+0.6603974807605594j),(0.12752212093396467-0.8447651964875027j),(-0.21705571848947247-1.0892570839735811j),(0.15917542700093573+1.1789433354380319j),(-0.26383281066130504+0.47087019097304017j),(0.19273311134058235-0.011521826490395655j),(0.049170894995304706+1.265173386015402j),(1.1100236787745563-0.7754402718127597j),(0.34821622991561574+0.40962807922581973j),(0.8753650729846059-1.1537415730140912j),(2.8333486559134884-0.794648442621896j),(1.8353882422528902+2.2880400948440105j),(-0.492224038514141+0.03319437440689757j),(-0.4130620531723619-0.6199252644394702j),(-9.686874234057843-4.697146600523222j),(5.527502270795718+8.847137051313988j),(-0.5966558283418728-0.21562180361135624j),(-1.3136661609921907+0.11964564924393424j),(2.404214228725225-1.6865409007301229j),(-1.0684209748745737-2.660613934173758j),(-58.6723926491138+39.75816543992723j),(-20.16062748824322-10.045364522499876j),(0.37964037473827883-0.943313001546711j),(1.1767030588648717+0.08241708029115813j),(0.2794988820187446-1.8815058273797935j),(0.07047505057572274-0.5474129476700502j),(0.14817850539660857+0.4764923129540639j),(-0.4557866719515113-0.28081377493404425j),(1.7499050057401018+2.0928764367179715j),(0.3047931421125516-1.5479302287620345j),(0.10484367524339806+0.09564415433465442j),(-0.05710123116258886+0.16267430930544305j)
1.77,(0.09207649439695309+0.10536821465443905j),(-0.07491322781388592+0.17957955981836646j),(-0.04556864839190982+0.44290127056146306j),(0.19912627817689707-0.2806744145721164j),(1.1988985346095151+0.3611996423136244j),(0.28932091957259676+0.9252211119407934j),(5.866199453695624+0.3783158285407614j),(9.895608925430324+27.03958124878573j),(-0.45668544231551617+0.726891388727717j),(-0.541160681406393+0.11334213747227045j),(-0.741812172234285+0.6376573823661189j),(0.12984724737928688-0.8182062443924054j),(-0.22965117540733065-1.1167412630965454j),(0.1860694574150917+1.226116332075964j),(-0.29354967249550545+0.45594167660418483j),(0.18560147078276354+0.018832920250072244j),(0.07861643986980023+1.2598040962423451j),(1.0516644943590998-0.7717565929693516j),(0.3478597729795879+0.4196830759560034j),(0.8088105493920661-1.129910043568029j),(2.885479603921612-0.9753608997272186j),(2.104061366755937+2.325799431596088j),(-0.4776823884647852-0.005410573599835825j),(-0.38233057794984754-0.6146858853476109j),(-11.43333681691278-4.1568819802768875j),(7.195232574025668+9.12706679981089j),(-0.5839988017649416-0.27380922066234653j),(-1.315112782533408+0.11053824267548838j),(2.320300194259963-1.6068431745913156j),(-0.997836717433609-2.4635805557171557j),(-58.152415714936865+39.923118092596795j),(-20.142150195672098-11.875793520935188j),(0.374099035950126-0.9293664821365075j),(1.1946556588875372+0.0786407925981277j),(0.22903237163562332-1.8666621174889304j),(0.10849905976091151-0.5148091237620681j),(0.11631299098260381+0.47673766154266217j),(-0.44275792074066145-0.28388525172526635j),(1.7956985650451252+1.963897669563801j),(0.25498146424860635-1.4552671507149961j),(0.09207649439695309+0.10536821465443905j),(-0.07491322781388592+0.17957955981836646j)
1.78,(0.07813424888705964+0.11346516781600896j),(-0.09428178025589981+0.1947428629671359j),(-0.0725898153600117+0.4393245226841483j),(0.20902484518020556-0.24546546890985463j),(1.209098367562128+0.37195595291033107j),(0.28571080695193746+0.9843197234149483j),(5.7777875712247955+0.8949757552142797j),(11.572496309625642+28.43101481326517j),(-0.4901941225522484+0.6999176758539819j),(-0.5584996517460649+0.09912367067698603j),(-0.729630688246312+0.6147358955666986j),(0.13348778283404855-0.7920772322436774j),(-0.24540449831757036-1.1453256049692495j),(0.21830625680919438+1.2747931063636804j),(-0.3228657178813333+0.43931129713289735j),(0.17667628368066918+0.048244865340614444j),(0.10617787601962564+1.2535224571045789j),(0.9972355253643057-0.7627633077265941j),(0.34625517781896253+0.42948729563571797j),(0.7500424371464828-1.1015667760885666j),(2.923791034839773-1.1793753096100112j),(2.410386712843507+2.3281400326834456j),(-0.4609157007623472-0.04253767077035458j),(-0.35076881681728433-0.6086306960828908j),(-13.089712019989163-3.279970899724775j),(8.903113770566748+9.06838624962572j),(-0.56748435918855-0.33087792232560936j),(-1.3153146735988381+0.10144518559007563j),(2.2433092454618313-1.5410461081711073j),(-0.9327469469199307-2.2880602384074806j),(-57.60414452596083+40.07214371158267j),(-20.0450896120314-13.6699674294051j),(0.3690515366859953-0.914852805457573j),(1.2122860959531183+0.07259343960850105j),(0.17862808204359376-1.8512620516040046j),(0.1452736111015243-0.4828604212774168j),(0.08438256270892988+0.47487109367732233j),(-0.4293421912759762-0.2869401482053485j),(1.8360321922268834+1.841349699843232j),(0.2135764506566951-1.3665073474108054j),(0.07813424888705964+0.11346516781600896j),(-0.09428178025589981+0.1947428629671359j)
1.79,(0.06321019698102408+0.11979882406702302j),(-0.11498631902267795+0.2080534598894757j),(-0.099905039907937+0.4342752668522626j),(0.2170554539525495-0.21013011387123778j),(1.2202262899620757+0.38314903776443077j),(0.2848236330496203+1.0452523031210257j),(5.57676590813253+1.4700030884200874j),(13.199159142774826+29.60812162796263j),(-0.5226017138691008+0.6706874113581184j),(-0.574474259261611+0.08375296018857552j),(-0.7189386348488539+0.5916599842020286j),(0.13833485853723468-0.7663244822670419j),(-0.26467026153056017-1.1749901350857443j),(0.25655012607622707+1.3248367152165106j),(-0.35166640439089303+0.4209727838714344j),(0.16603155671444983+0.07660445990876785j),(0.13191014122617659+1.2466014438649047j),(0.9467885993630825-0.7491734463708161j),(0.34342236581113844+0.4391231062648178j),(0.6986435299410843-1.0697238945575975j),(2.9409085652467457-1.4076867821311374j),(2.752737707335716+2.2812133311683773j),(-0.4419951330508614-0.07800740638151041j),(-0.3184334149880976-0.6016337512260056j),(-14.537135484536057-2.1267154378470563j),(10.519283601168144+8.679722726539406j),(-0.5472717716007467-0.3865197590288463j),(-1.3142917636266531+0.0923773384266213j),(2.1722029556344826-1.4868618801519229j),(-0.8719721034010969-2.130692313681403j),(-57.029093735194294+40.205398818345074j),(-19.87645230197665-15.42219587220645j),(0.36451497062295196-0.8997401575684332j),(1.2294424605336798+0.06427137027153883j),(0.1283731441920509-1.83524419992266j),(0.1808356023180119-0.45154699320345537j),(0.052545623741655174+0.4708666975454497j),(-0.4155045310641557-0.2899380994566865j),(1.8717929430753681+1.724523358643823j),(0.17933204472122-1.281476307231727j),(0.06321019698102408+0.11979882406702302j),(-0.11498631902267795+0.2080534598894757j)
1.8,(0.04751265352461682+0.1242555552955686j),(-0.13679837970444586+0.2194269994644715j),(-0.12741973435280632+0.4276941804276445j),(0.2231286641986506-0.17476201889784013j),(1.2323784131213036+0.3948032899188367j),(0.28719499228978873+1.1082446029115882j),(5.2696393144053815+2.087334262504089j),(14.774576492044062+30.604292572147745j),(-0.5537205873156555+0.6392348140210132j),(-0.5889845917063674+0.06732258237473383j),(-0.7095928334570226+0.5684502485726297j),(0.14428377571398907-0.7408913467095499j),(-0.2878499648259031-1.2056787596852117j),(0.30154311975159515+1.3760279784112996j),(-0.3798355692792606+0.4009295534419425j),(0.1537566901130631+0.10380965841588691j),(0.15589173024567685+1.239278235402865j),(0.9002783501574213-0.7316299734157398j),(0.3393857207289877+0.4486542847527381j),(0.6541221468240991-1.035213831114697j),(2.927575755467285-1.659117000218186j),(3.1246719959586913+2.168815590713518j),(-0.4210123431181305-0.11164469428881599j),(-0.2853949952217119-0.5935656041704142j),(-15.71707082793809-0.7757103434171163j),(11.959718914154756+8.014714967311138j),(-0.5235504688987206-0.44044962734544674j),(-1.3120680132231064+0.0833461451146931j),(2.1061029701951215-1.4424748962550018j),(-0.8146381440423849-1.988760845808105j),(-56.42893632783408+40.32290425868409j),(-19.643615835629305-17.127638720277073j),(0.36050949759774925-0.8839995922278838j),(1.2459607884613693+0.053693148698157216j),(0.07834871769816384-1.8185601026121618j),(0.21522218494015669-0.420856688747939j),(0.020966245238485063+0.4647108810937854j),(-0.4012126782981034-0.29283345035532954j),(1.9036863198382206+1.6127662767613693j),(0.15119083117249257-1.1999552368598054j),(0.04751265352461682+0.1242555552955686j),(-0.13679837970444586+0.2194269994644715j)
1.81,(0.03126251029435634+0.12674604665999878j),(-0.15948540616595652+0.22880522856008365j),(-0.1550331659445487+0.41952839823394333j),(0.22717404680321537-0.13946898472445238j),(1.2456677537441485+0.40694061322534986j),(0.29342844162751486+1.173520675084378j),(4.861606248785043+2.732098553811012j),(16.2991660119913+31.445027371800794j),(-0.5833613481260937+0.6056133644768343j),(-0.6019377294323721+0.049930301248382235j),(-0.7014585915543049+0.545122215141932j),(0.1512332664551935-0.7157189676398097j),(-0.31539702780755197-1.2372873670116757j),(0.3541105034116937+1.4280415887780302j),(-0.40725635814018357+0.37919504099964635j),(0.1399547732192691+0.12976772005516002j),(0.1782172568610713+1.2317562788548202j),(0.8575840637124265-0.7107036945379133j),(0.33417168461105395+0.45812804217482184j),(0.615945013687857-0.9987093169363175j),(2.8731679104982-1.9289708383347717j),(3.5127512873026427+1.973957937329692j),(-0.3980790707544838-0.14328123193744363j),(-0.2517392672962031-0.5842944968627591j),(-16.613277941811887+0.7018236113794096j),(13.183597074573889+7.138888953925487j),(-0.4965363380951488-0.49240864587320465j),(-1.3086711442992376+0.0743637337977832j),(2.044262822990007-1.406424692732011j),(-0.7600905338608509-1.86004555717527j),(-55.80548500451515+40.424551439805796j),(-19.35418669246227-18.782305040477322j),(0.35705777603554467-0.8676057660529523j),(1.2616675988042343+0.04090225272737219j),(0.028629492800852464-1.8011729050436978j),(0.24847133182854655-0.3907844310909424j),(-0.010186864948278144+0.45640340775811367j),(-0.3864377672350581-0.295575177171761j),(1.932272884171425+1.5054840490584758j),(0.12825190146304888-1.12170130331587j),(0.03126251029435634+0.12674604665999878j),(-0.15948540616595652+0.22880522856008365j)
