t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B00_z_0009_00,B00_z_0010_00,B00_z_0011_00,B00_z_0012_00,B00_z_0013_00,B00_z_0014_00,B00_z_0015_00,B00_z_0016_00,B00_z_0017_00,B00_z_0018_00,B00_z_0019_00
0.89,(0.7718017468352866+0.3575878362579698j),(0.3233863359904646+0.4246560821807519j),(1.3803378183911805-0.15277105974831973j),(0.4125441438090724+0.530682953599332j),(-0.08475871376554461+0.12125743549519515j),(0.17320734887510877+0.4317569547398326j),(0.26197452693686973-0.9970073672692386j),(0.8847533428794774+0.45172681605503484j),(1.3475059780848624-0.29003623938285084j),(0.16014792447609294-0.19986060779334963j),(0.3078682531971136+0.06919280325505085j),(0.8669318754987113+0.6159974045805743j),(0.634324289839107+0.5726324017861762j),(0.6070812094480352-0.6693570790384247j),(0.3793843621844056+0.4165942884954766j),(-0.023045272551265514+0.25704382702418654j),(-0.04878439709137649+0.21224547529625262j),(0.0661041176031211+0.31905590680689927j),(0.8903806187222428+0.3951676350857792j),(1.4700318883896075-0.11040924877076023j)
0.9,(0.7630785368587518+0.3525177682487212j),(0.31515320626622106+0.41311111906600173j),(1.3852420294305807-0.14873269998448038j),(0.4027165246850986+0.5182163130342416j),(-0.08655782127668475+0.10566666349234316j),(0.16591997591206556+0.4177972392225697j),(0.26861317212331853-1.0244465344318816j),(0.8736330304647656+0.4459652858857062j),(1.3566853078388574-0.28769059304497924j),(0.16448319679697163-0.21134560161895727j),(0.30629196254980523+0.0612858525986632j),(0.852890648241177+0.6062788312382837j),(0.6226012155290864+0.561675610475304j),(0.6198223275125357-0.6833824772445187j),(0.3709625457105886+0.40600250046099595j),(-0.027049264553740425+0.24181443298326347j),(-0.052052540058692066+0.19687010474944722j),(0.06071665712048274+0.30478711686635757j),(0.8804383378964163+0.39053606213191233j),(1.4736911848186338-0.10466496257496309j)
0.91,(0.7543908983093239+0.3473515371583948j),(0.3070527786951407+0.40145091442045366j),(1.3900976526342756-0.14442591437622765j),(0.39298956869565266+0.5056984071679081j),(-0.08811143001553792+0.08990092016084612j),(0.15877876872160365+0.403727151485717j),(0.2751967708879169-1.0531544085885438j),(0.8625441520026879+0.44013133002588806j),(1.365972759880275-0.28503086537007516j),(0.16905741355562917-0.223027975760869j),(0.30490128625616025+0.05320697165310163j),(0.8389341639430145+0.5965478244654218j),(0.610963689276739+0.550696752364938j),(0.6329690862344022-0.6978806937078322j),(0.3626647277214256+0.39529376073575284j),(-0.030836550886419352+0.22642436021669254j),(-0.05509144545871752+0.18132789437871627j),(0.055526259039361064+0.2903662327268133j),(0.8705124785193982+0.38582371433644097j),(1.4772118479207996-0.09861751502613388j)
0.92,(0.7457534526342278+0.34209548777471965j),(0.2990980112953227+0.38969040019782775j),(1.3948848015477397-0.13985992395246163j),(0.38337854261775867+0.49314284662063484j),(-0.08941537429173399+0.07397617622307065j),(0.15179584870941779+0.3895624009656308j),(0.28170790850561284-1.08318694383463j),(0.8515054665396371+0.4342287208678636j),(1.3753447791860294-0.2820535182368007j),(0.1738720900757227-0.2348958995679123j),(0.30370295151180515+0.04497177069936891j),(0.8250852289283375+0.5868107679116057j),(0.5994299917696982+0.5397065178157578j),(0.6465326508435492-0.7128516421455583j),(0.35450409857362586+0.3844824774588433j),(-0.0343994028919504+0.21089023736921697j),(-0.057894537150728696+0.16563539608536346j),(0.050542588618172506+0.27580989032652875j),(0.8606199679957122+0.3810335236568237j),(1.4805717089617187-0.09228459097691463j)
0.93,(0.737180301549073+0.3367568315445655j),(0.29130114772132315+0.37784481336334325j),(1.3995836831678885-0.13504589207910073j),(0.37389781808258266+0.4805634573309827j),(-0.09046602048731903+0.05790863754698916j),(0.14498273775374831+0.37531882158936913j),(0.2881268631291857-1.114602989369502j),(0.8405350379982416+0.4282623350079535j),(1.3847765642928673-0.27875703239452493j),(0.17892808441780403-0.24693712167159412j),(0.3027030567691821+0.036596389915196564j),(0.8113652852656567+0.577075065303589j),(0.588017266233816+0.5287161167748771j),(0.6605236367011436-0.7282946543725679j),(0.3464931154812374+0.3735834417485761j),(-0.03773058008724254+0.19522889868551302j),(-0.06045573792761731+0.14980938344662506j),(0.045774780990063546+0.26113493814184524j),(0.8507772364973465+0.3761694833454812j),(1.4837494114814544-0.08568618293564534j)
0.9400000000000001,(0.728684942346196+0.33134360166043625j),(0.2836736754972592+0.3659296351713093j),(1.404174826723877-0.12999694246355098j),(0.3645608337370821+0.46797422128181376j),(-0.09126028975505934+0.041714708952331814j),(0.13835032373127878+0.3610123256148928j),(0.29443135807110166-1.1474644422284732j),(0.8296501343206203+0.42223810522475275j),(1.3942422572253859-0.27514209591913413j),(0.18422556666715106-0.259139001520128j),(0.30190702839009687+0.028097439795983593j),(0.7977943349259164+0.5673490575508617j),(0.5767414676862851+0.517737208017459j),(0.6749520042667885-0.7442084769166988j),(0.3386434561846487+0.36261176327426997j),(-0.040823361101747606+0.1794573450291988j),(-0.06276949816234767+0.13386681335106265j),(0.041231407204863665+0.24635839291799158j),(0.8410001167055843+0.3712366134629403j),(1.4867247090878217-0.07884452280448168j)
0.9500000000000001,(0.7202801917342282+0.32586460104764714j),(0.2762262915661818+0.35396053385809084j),(1.4086393177773742-0.1247281499867312j),(0.35538006705694464+0.4553892206460347j),(-0.09179567819298817+0.025410962005120833j),(0.1319088310114761+0.3466588628401281j),(0.30059628518864107-1.1818363943333647j),(0.8188671380497679+0.4161629618288512j),(1.4037151610323502-0.27121177536388186j),(0.1897639900835318-0.2714885392109552j),(0.30131958180615953+0.01949194165311069j),(0.7843908818857163+0.5576419324700944j),(0.5656173258326975+0.5067818275498823j),(0.6898269434178435-0.760591268051319j),(0.3309659806599063+0.3515828081942035j),(-0.04367157220096848+0.16359270943947327j),(-0.06483082208531042+0.11782479190988904j),(0.03692044352640196+0.23149740015221273j),(0.8313037524557929+0.36624091561714717j),(1.4894787573434212-0.07178397556650028j)
0.96,(0.7119781186867962+0.32032934415095504j),(0.268968874756989+0.3419533108006719j),(1.4129590332942736-0.11925650259056186j),(0.3463670150625947+0.4428225854948959j),(-0.09207027425251885+0.009014106476456556j),(0.12566779559667118+0.3322743847725394j),(0.30659339594644963-1.2177872715555065j),(0.8082014688588584+0.4100447648061093j),(1.413167983069978-0.26697166441694514j),(0.19554206424373832-0.2839724037964898j),(0.3009446874202155+0.010797268308129332j),(0.7711718914995161+0.547963629106237j),(0.5546583207692913+0.49586231707998246j),(0.7051567466306786-0.7774405960395626j),(0.32347070050576965+0.34051213968419497j),(-0.04626961323439823+0.14765222674106232j),(-0.06663529148350171+0.10170054420684826j),(0.03284924397005473+0.2165691988849376j),(0.8217025170324643+0.36118931805725735j),(1.491994393162882-0.06453089475309827j)
0.97,(0.7037899866219481+0.31474799345400895j),(0.2619104647388653+0.3299238500817991j),(1.4171168729874648-0.11360083314294403j),(0.33753218315470623+0.4302884450974503j),(-0.09208277315570651-0.007459034913661185j),(0.11963604459664821+0.3178748132567605j),(0.31239095646540027-1.2553889620372307j),(0.7976675183190534+0.4038922282318877j),(1.4225731012408838-0.26243000498133856j),(0.2015577303160853-0.296576960312846j),(0.300785541446925+0.002031085047017574j),(0.7581527662392411+0.5383247385264526j),(0.5438766705439351+0.4849912533449035j),(0.72094867066632-0.7947534394971256j),(0.3161667555939863+0.3294154611744926j),(-0.04861248084078447+0.13165320666245411j),(-0.06817908661408115+0.08551138739287815j),(0.029024516078472846+0.20159109027673816j),(0.8122099416742183+0.35608961234286024j),(1.494256395069419-0.05711344068108534j)
0.98,(0.695726205082466+0.3091312916733132j),(0.2550592470197694+0.31788807130382546j),(1.4210969820100592-0.10778172098371991j),(0.3288850812762657+0.41780088273267013j),(-0.0918324881240137-0.023991548894056434j),(0.11382167974845535+0.3034760129827911j),(0.31795336261509505-1.2947169304915758j),(0.7872785969851386+0.39771483844440453j),(1.4319028494562838-0.25759777588653643j),(0.20780813862062214-0.3092882958514385j),(0.3008445418587093-0.006788709150803037j),(0.7453473367153284+0.5287364028174694j),(0.5332833295563983+0.47418137895951745j),(0.737208786577733-0.8125261908809485j),(0.3090623975356011+0.31830856231186166j),(-0.0506957887434513+0.1156130098730189j),(-0.06945900413410624+0.06927470658938598j),(0.025452299946578275+0.18658040938910042j),(0.8028386546590213+0.35095038286311786j),(1.4962517178300583-0.04956136364202381j)
0.99,(0.6877962909441679+0.30349049055309923j),(0.24842254354713184+0.305861885407256j),(1.4248849600118008-0.1018213636963885j),(0.3204342266210898+0.4053738938390352j),(-0.09131935825540624-0.0405664516491421j),(0.10823206472133357+0.28909376724167735j),(0.3232407109801051-1.3358503145865201j),(0.7770468936807587+0.39152276743622877j),(1.4411298176787763-0.2524887449345518j),(0.21428962865001297-0.3220922450567785j),(0.30112326957420293-0.015644040137173222j),(0.7327678667516297+0.5192102138384384j),(0.5228879967378672+0.46344553531473404j),(0.753941818076769-0.8307546641936752j),(0.30216497950049087+0.30720726757190847j),(-0.052515784975123776+0.09954902632049611j),(-0.07047247186527685+0.05300793303433067j),(0.02213795051821549+0.17155449954514004j),(0.7936003311543428+0.34578093049701497j),(1.4979696954067299-0.04190575540032181j)
1.0,(0.6800088390474699+0.2978372771518878j),(0.24200680848271183+0.2938611531783949j),(1.4284680516733952-0.09574342051846586j),(0.3121871521397852+0.393021347242742j),(-0.09054395292751338-0.05716670693784759j),(0.10287381597996212+0.27474375625932557j),(0.3282083213403617-1.3788719988110256j),(0.7669834466858174+0.3853267828594306j),(1.4502271610694364-0.24711948067663425j),(0.22099771175399932-0.334974415488684j),(0.30162247499978-0.024516716937675345j),(0.7204250711873953+0.5097581130807918j),(0.5126991324383152+0.4527965979213045j),(0.7711509685685736-0.8494341080520026j),(0.29548095192616836+0.29612738736623273j),(-0.05406936588552852+0.08347865523515807j),(-0.07121756023704895+0.03672852388698096j),(0.019086123184785305+0.15653068862159578j),(0.7845056538404154+0.3405911916893198j),(1.4994022068224309-0.034178773454835096j)
1.01,(0.6723715020289338+0.2921836984592764j),(0.2358176287464537+0.28190164607455026j),(1.4318353141115026-0.08957282966130267j),(0.3041504201392902+0.3807569491369224j),(-0.0895074726502956-0.07377524285907289j),(0.0977527970137553+0.26044153742145876j),(0.33280620617046186-1.423868660407791j),(0.7570981263711579+0.3791381559484168j),(1.4591689120536384-0.24150932119917048j),(0.2279270567248081-0.34792021333168777j),(0.30234207001019364-0.033388490002843836j),(0.7083281450209439+0.5003922937742121j),(0.5027239829643596+0.4422474144661259j),(0.7888377374818081-0.8685592252937144j),(0.28901586366239634+0.2850846714217555j),(-0.05535408680577575+0.06741928616415398j),(-0.07169299028275145+0.020453943098575712j),(0.016300762719707103+0.1415262666145953j),(0.7755642841513355+0.33539165417129035j),(1.5005438004301574-0.02641334348521773j)
1.02,(0.6648909790256303+0.28654208511649776j),(0.22985972895321377+0.26999900895554635j),(1.4349777569994033-0.08333560261917748j),(0.29632964032729286+0.3685942094316304j),(-0.0882117463402603-0.09037496782538942j),(0.09287411577321789+0.24620252670263357j),(0.33697848260111174-1.4709307810351797j),(0.7473996286920628+0.37296856855154725j),(1.4679302885807088-0.23568029824584313j),(0.2350714785610537-0.36091486996690997j),(0.30328112543125924-0.04224110947649478j),(0.6964848024883198+0.49112510616292104j),(0.49296861174537443+0.43181074572890676j),(0.807001726894572-0.8881242002860639j),(0.2827743681174485+0.274094764156768j),(-0.05636816927050141+0.051388280407433574j),(-0.07189813810021364+0.004201642755599127j),(0.013785095581057316+0.12655846382749078j),(0.7667848438316485+0.330193270485607j),(1.5013917731558377-0.018642846188239273j)
1.03,(0.6575730128365319+0.28092497494044966j),(0.224136980398647+0.2581687242868687j),(1.4378884518637254-0.07705859926921728j),(0.2887294917141365+0.3565464100583944j),(-0.08665922503767153-0.10694878633017982j),(0.08824212518433255+0.23204198062832126j),(0.340662722322928-1.520152616783565j),(0.7378954788433792+0.3668300203348733j),(1.4764879915242282-0.22965701618287138j),(0.24242393073239218-0.373943469940444j),(0.30443787406513145-0.05105638359696906j),(0.6849013246819127+0.48196896666707306j),(0.4834379361574645+0.4214992094007795j),(0.8256404398767069-0.9081227350395051j),(0.27676023399715793+0.26317316174054894j),(-0.057110504730928276+0.03540295224358962j),(-0.07183303572940408-0.012010955691430864j),(0.011541625608081849+0.11164442904803587j),(0.7581749063775046+0.3250073703866892j),(1.5019462025212258-0.010900795268234295j)
1.04,(0.6504223950518442+0.2753450368718916j),(0.2186524137838862+0.24642607737219785j),(1.4405626077756835-0.07076928816301313j),(0.2813537478488267+0.34462657479380976j),(-0.08485297213629284-0.12347961511248323j),(0.0838604266370862+0.2179749781297089j),(0.3437892350775383-1.5716321180175874j),(0.7285920442950727+0.3607347370849963j),(1.4848204840853745-0.22346648657978918j),(0.249976501314668-0.38699098086596695j),(0.3058097192763124-0.059816237344188575j),(0.6735826143537382+0.4729362714466944j),(0.47413576909905125+0.41132522675547906j),(0.8447490724351308-0.9285480951186035j),(0.27097636025663324+0.252335170500927j),(-0.057580654728042656+0.01948054935840939j),(-0.0714983684429616-0.02816648088894118j),(0.009572133125752287+0.09680120711277383j),(0.7497409978226567+0.3198455730857559j),(1.5022099305849845-0.0032205136492029322j)
1.05,(0.6434429786026632+0.2698149958877596j),(0.21340823540084836+0.23478612218057646j),(1.4429976115272705-0.06449549685786131j),(0.2742053049294245+0.332847440163404j),(-0.08279665023994609-0.1399504003374895j),(0.07973187636355435+0.20401640169439433j),(0.346280281707726-1.6254707892477696j),(0.719494556366676+0.3546950808988167j),(1.4929082462426098-0.21713792047569835j),(0.25772041341332086-0.4000422857866766j),(0.3073932491332841-0.06850277143222126j),(0.6625322566105023+0.4640393147054868j),(0.46506486448411505+0.40130097204959103j),(0.8643203014532774-0.9493931661697517j),(0.2654247949144113+0.2415958663365964j),(-0.05777884753340549+0.0036382319196109833j),(-0.0708954684893934-0.04424763228955245j),(0.007877677455755443+0.08204571529720724j),(0.74148860624088+0.314719700199777j),(1.5021885003100315+0.004365184992672421j)
1.06,(0.6366376971387074+0.26434755933800974j),(0.20840584652940736+0.22326364735485738j),(1.445193031333212-0.058265157408202546j),(0.26728621238893635+0.32122142699884254j),(-0.08049450479972158-0.1563441364175057j),(0.07585859463398621+0.1901809172707677j),(0.34804921326742483-1.6817734778607865j),(0.7106071394607419+0.3487234629108644j),(1.5007339977451855-0.21070248167088723j),(0.26564603033867107-0.4130822184919711j),(0.3091842560758002-0.07709832172382028j),(0.6517525842873133+0.45529021191253477j),(0.45622696589580436+0.3914383244718108j),(0.8843440715489403-0.9706505216482639j),(0.26010675740792233+0.23097005479757393j),(-0.05770597130402443-0.012106950222782416j),(-0.07002630537121483-0.06023720264653056j),(0.0064586028131523735+0.06739471801964488j),(0.7334221992674037+0.30964169014951015j),(1.5018900462102227+0.011824302519299529j)
1.07,(0.6300085906098786+0.2589553450916025j),(0.20364586582306776+0.211873142022041j),(1.4471505840880878-0.052106052222948854j),(0.26059770561382795+0.30976061224713175j),(-0.07795134471849713-0.1726438870966271j),(0.07224197770606709+0.17648295244784168j),(0.3489995334693112-1.7406480790730507j),(0.7019328470567011+0.34283225907808834j),(1.5082828838681455-0.20419300556483536j),(0.273742866037284-0.4260956022371888j),(0.3111777620506407-0.08558551911071245j),(0.6412447468788054+0.4467008279838299j),(0.4476228577208293+0.3817488224221125j),(0.9048073843241136-0.9923125020228035j),(0.25502266419593506+0.22047223151685308j),(-0.057363563835485715-0.027738082690223452j),(-0.06889347277959353-0.07611810280370036j),(0.005314547546470003+0.052864799403242j),(0.7255452488916343+0.30462351463826154j),(1.5013251423891+0.019125944087743756j)
1.08,(0.6235568364066575+0.2536508118061035j),(0.1991281544803712+0.20062876107106747j),(1.448874067192646-0.04604556538903823j),(0.2541402405020687+0.2984767006682065j),(-0.07517252013435687-0.1888328094104852j),(0.06888271246339185+0.16293667250391805j),(0.34902388282379143-1.8022051429431092j),(0.693473703564931+0.33703372942079457j),(1.5155426191100536-0.19764368909528462j),(0.2819996013154982-0.4390672922503568j),(0.3133680490283565-0.09394734986210808j),(0.6310087820057121+0.4382827103535987j),(0.43925241816104604+0.37224361987951465j),(0.9256940940298825-1.014371305362953j),(0.2501721573369809+0.21011654270772198j),(-0.056753799032543864-0.043238414517953724j),(-0.0675001723415171-0.09187338925855545j),(0.004444456656325606+0.03847233330349381j),(0.7178602627403462+0.2996770977333503j),(1.5005066122030521+0.026240581749079183j)
1.09,(0.6172827854033717+0.2484461915723838j),(0.19485184401468394+0.1895442896179249j),(1.4503692569022641-0.04011044427292003j),(0.24791352961024243+0.28738099610538276j),(-0.07216389761082895-0.20489418110851434j),(0.06578079367487495+0.14955595399513058j),(0.34800294425423445-1.8665573677229912j),(0.6852307511536008+0.33133994100923053j),(1.5225035851841706-0.19108975816696366j),(0.2904041064108176-0.4519822223290138j),(0.3157486947796447-0.10216721639512984j),(0.6210436884973815+0.4300470267776427j),(0.43111467359069056+0.36293344461057553j),(0.946984714200237-1.0368190887801345j),(0.24555413579190774+0.19991674548283428j),(-0.05587947024714358-0.05859138926983955j),(-0.06585019436380612-0.10748629493686727j),(0.0038465975049520222+0.024233450476349755j),(0.7103688210528164+0.2948142379693068j),(1.4994493047155086+0.03314028918439939j)
1.1,(0.6111860022457059+0.24335342513095576j),(0.19081536644521532+0.1786331064398141j),(1.4516437760053698-0.034326575756768264j),(0.2419165796743209+0.2764843720697229j),(-0.0689318329693546-0.22081143208854176j),(0.0629355437982908+0.13635435563705575j),(0.3458042718180082-1.9338189623019049j),(0.677204100685258+0.32576269488972603j),(1.5291588809794503-0.18456711955110947j),(0.2989434704705932-0.4648254557341489j),(0.3183126137520827-0.11022899836600908j),(0.6113475002727665+0.42200450764639846j),(0.42320785379422515+0.3538285579782621j),(0.9686562402994471-1.059648079701292j),(0.2411667892132898+0.18988616780128384j),(-0.05474397065922546-0.07378067965378572j),(-0.06394789577949728-0.122940263569543j),(0.0035185786072258365+0.010164002634442504j),(0.70307161854515+0.2900465337977198j),(1.498169843824392+0.039798943933568025j)
1.11,(0.605265309228115+0.23838409981004666j),(0.18701648673735868+0.16790814622781458j),(1.4527069343774508-0.028718780870244813j),(0.23614773031616756+0.26579724144245587j),(-0.06548314199832615-0.2365681803407851j),(0.06034563523943146+0.12334508631778408j),(0.34228104648062224-2.0041048590712522j),(0.6693929859336057+0.3203134570631294j),(1.5355043235902128-0.17811200455987097j),(0.30760403848182527-0.47758224047915576j),(0.3210521028458115-0.11811711392162819j),(0.6019173603012299+0.4141653925425683j),(0.41552944767962285+0.3449387161305491j),(0.9906819938548811-1.082850695422288j),(0.23700763399440086+0.18003766790686243j),(-0.05335127089481798-0.08879022590353076j),(-0.06179817551571002-0.1382189880056082j),(0.003457371373886369-0.0037204767848906233j),(0.6959685103682662+0.2853853126248j),(1.4966863564222175+0.046192394617274604j)
1.12,(0.5995188331168175+0.23354939029762112j),(0.18345233732123412+0.15738186057924258j),(1.4535695465515077-0.023310630873499105j),(0.2306046937680884+0.2553295251672805j),(-0.061825069264152294-0.25214827282953955j),(0.05800911496456819+0.11054097016775317j),(0.33727076573634096-2.077529757315057j),(0.6617958202911395+0.31500329356166473j),(1.5415384009680733-0.1717606118404428j),(0.316371456157905-0.4902380689921074j),(0.323958891840391-0.125816580889161j),(0.5927495940178787+0.4065393807548421j),(0.4080762591145841+0.33627313237797335j),(1.013031493886379-1.106419668833024j),(0.23307355135605767+0.17038359318257684j),(-0.051705894088407624-0.10360427812329064j),(-0.05940644750801809-0.15330645272799012j),(0.0036593346602539147-0.017404815236476766j),(0.6890585613807947+0.28084156360499957j),(1.4950181861812295+0.052298591826416704j)
1.1300000000000001,(0.5939440542887757+0.22886000232991324j),(0.18011945451429684+0.14706617772493644j),(1.4542437308813787-0.018124287068799393j),(0.225284595461401+0.2450906198747586j),(-0.0579652552343436-0.2675358316554372j),(0.05592343134904278+0.09795440869898261j),(0.3305938772894117-2.154206976327921j),(0.65441025522327+0.3098428096178542j),(1.547262178170817-0.16554875639620587j),(0.3252307232252048-0.5027787420028896j),(0.32702419817475586-0.13331307761922018j),(0.583839781654624+0.3991355854529707j),(0.40084446257851425+0.32784044060724493j),(1.035670361669832-1.1303481776535182j),(0.2293608272513297+0.1609357384115472j),(-0.04981288860239126-0.11820744271469366j),(-0.056778611584966616-0.16818698076059407j),(0.004120241959360097-0.03087424708299935j),(0.6823400979826814+0.27642587429766274j),(1.493185599552427+0.05809768250053063j)
1.1400000000000001,(0.5885378575756812+0.22432611935699304j),(0.17701381666783064+0.13697246106134j),(1.4547426951423534-0.013180365804717643j),(0.22018401533292348+0.2350893644522548j),(-0.05391170190218481-0.2827153057392101j),(0.05408546312981249+0.0855973401129344j),(0.32205237103379736-2.234247097036616j),(0.6472332397725611+0.3048420928799317j),(1.5526791605080352-0.15951153144583752j),(0.3341662554628837-0.515190436376552j),(0.3302387857285394-0.1405930031372132j),(0.5751828290268796+0.39196249123760396j),(0.39382965836136075+0.31964865962176814j),(1.0585602649629948-1.1546299740001804j),(0.22586519386651094+0.15170530350081415j),(-0.047677798615939564-0.13258473292043907j),(-0.05392102243851927-0.18284528506580983j),(0.0048353110671879845-0.04411446293794576j),(0.6758107617860589+0.2721483712435179j),(1.4912094903467095+0.06357206869028145j)
1.1500000000000001,(0.5832965842238661+0.2199573522306745j),(0.1741308838488982+0.12711146663083847j),(1.4550805135147744-0.008497829325500536j),(0.21529902970648385+0.22533400564328238j),(-0.04967273707909978-0.29767152815006154j),(0.05249155031540298+0.07348119596090548j),(0.3114283481975792-2.3177563711352542j),(0.6402610804664578+0.30001066060099596j),(1.5577951180572795-0.15368298901023103j),(0.3431619557323855-0.5274597764848477j),(0.3335930271968949-0.14764353620074236j),(0.5667730363864366+0.3850279147981309j),(0.38702692707216985+0.31170515834744694j),(1.0816589077549543-1.1792595106489245j),(0.22258187249259884+0.1427028507906136j),(-0.045306632789609884-0.14672162342626263j),(-0.05084045688307614-0.19726652443143794j),(0.005799236039630351-0.057111662176477646j),(0.6694675644355693+0.26801866447825984j),(1.4891110888575272+0.06870643255715628j)
1.16,(0.5782160844058195+0.2157626919506891j),(0.17146563885969365+0.11749329976475324j),(1.4552718998399523-0.004093902343747859j),(0.21062525360610648+0.21583216282805823j),(-0.0452569774964606-0.31238977906945997j),(0.05113752689358485+0.06161685542255571j),(0.2984825917106053-2.4048348778524296j),(0.6334895010323979+0.29535741071256005j),(1.5626178770026944-0.14809584421623423j),(0.35220129408930906-0.5395739085837316j),(0.3370769695935172-0.15445269281003615j),(0.5586041650137133+0.3783389684406016j),(0.3804308832462638+0.3040166218914665j),(1.104920071360102-1.2042320600155862j),(0.21950561753563744+0.1339382621356741j),(-0.04270583120163504-0.1606041088627872j),(-0.047544079588761175-0.21143636373608263j),(0.007006221255524271-0.06985260836556036j),(0.6633069429297619+0.2640457959706657j),(1.486911680922982+0.07348773027532214j)
1.17,(0.5732917697463865+0.2117504655004518j),(0.1690126293860482+0.10812737117024006j),(1.4553319818394372+1.5986493030836595e-05j),(0.2061578833545409+0.20659079220109758j),(-0.04067329083554061-0.32685585423653685j),(0.0500187551655967+0.05001459754580771j),(0.2829531675146078-2.4955744106927624j),(0.6269137013748286+0.29089057668557j),(1.567157083998758-0.14278120727871058j),(0.3612673969013479-0.5515205775500729j),(0.34068040235932917-0.16100938167564038j),(0.550669501277772+0.3719020262830951j),(0.3740357278612112+0.29658901849101893j),(1.128293712251268-1.2295438216740568j),(0.2166307614274834+0.1254206960054905j),(-0.039882230738325516-0.17421876594292354j),(-0.044039407455641756-0.22534103836394953j),(0.00845001739722516-0.08232468727478313j),(0.6573248148375828+0.2602381919515516j),(1.4846323416505958+0.07790515814553306j)
1.18,(0.5685186653566539+0.20792829480286457j),(0.1667660110568193+0.09902235280367012j),(1.4552760806695288+0.0038182396877699453j),(0.20189173930633442+0.19761615062046453j),(-0.03593075678470323-0.3410561385672131j),(0.049130161526140796+0.03868405186387591j),(0.26455409249211265-2.5900560800950783j),(0.6205284153190174+0.28661768608172905j),(1.5714239502670824-0.13776834602509772j),(0.3703431447049239-0.5632882052302886j),(0.3443929274990003-0.16730345711479688j),(0.5429619179409794+0.36572269295529103j),(0.36783529958929045+0.2894275674365386j),(1.1517261214096601-1.2551920142181499j),(0.21395126019166477+0.1171585449058932j),(-0.03684302910596422-0.1875528188604939j),(-0.040334272776223784-0.23896742241596908j),(0.010123959159007653-0.0945159670401291j),(0.6515166328487261+0.2566036190862347j),(1.48229368778022+0.0819500946986417j)
1.19,(0.5638914609009881+0.20430305882834887j),(0.16471959118672988+0.09018613392761501j),(1.4551194997671086+0.007301104484391757j),(0.1978213085596913+0.18891375945566255j),(-0.03103862720866307-0.3549776844793411j),(0.04846627350076196+0.02763414787149983j),(0.2429741106775108-2.6883476231871266j),(0.6143279666764894+0.282545522703461j),(1.575430982390302-0.13308448071634174j),(0.37941127832447846-0.5748659695710225j),(0.3482040311160498-0.1733257688267081j),(0.5354739325278733+0.3598057746803572j),(0.36182312462897925+0.28253670809847564j),(1.1751601491632966-1.2811749474799408j),(0.21146073941280094+0.10915939347325039j),(-0.03359574761651466-0.20059420746407855j),(-0.036436785315767786-0.2523031002370987j),(0.012021004493403-0.10641525996619959j),(0.6458774381432768+0.25314914443572806j),(1.4799156518783994+0.08561602285617838j)
1.2,(0.5594045602577604+0.20088085889070983j),(0.16286687296750577+0.08162577779518276j),(1.454877326456329+0.010454667304627286j),(0.19394078748680918+0.1804883688061354j),(-0.026006285507336108-0.36860829429480585j),(0.04802125784655604+0.016873063901534716j),(0.2178756250489107-2.7905004189353253j),(0.6083063232364538+0.2786800922605286j),(1.5791917067828078-0.12875461184795595j),(0.38845451255786895-0.5862438836406765j),(0.3521031556718292-0.17906820798845027j),(0.5281977626157494+0.35415525265876324j),(0.3559924649711737+0.27592007022677395j),(1.1985354985002332-1.307492071573902j),(0.20915254035324587+0.10142997763418812j),(-0.03014819288593951-0.213331657609542j),(-0.03235529342538752-0.2653364406528612j),(0.014133775205647426-0.11801218536998828j),(0.6404019121144036+0.24988109914945017j),(1.4775172807758574+0.08889843633539278j)
1.21,(0.5550521293720488+0.19766698717056694j),(0.1612010998663954+0.07334747944314035j),(1.4545642492540098+0.01327083163624412j),(0.1902441239189721+0.17234392249910346j),(-0.020843205242509127-0.3819366059315622j),(0.04778895951830443+0.0064081759937729965j),(0.1888938369670311-2.896546216175612j),(0.6024571483368211+0.2750265914837546j),(1.5827203946133477-0.12480138063146357j),(0.3974556565059298-0.5974128736131618j),(0.3560797722563185-0.1845237491185048j),(0.5211253779387008+0.3487742587136853j),(0.3503363649682682+0.26958044572702305j),(1.2217890886948934-1.3341439999607974j),(0.20701976595783675+0.09397614525680711j),(-0.026508417573324464-0.22575475298855305j),(-0.02809834429296576-0.2780566731854532j),(0.01645459870601801-0.12929723279349498j),(0.6350844260276551+0.24680504583353535j),(1.4751165599083378+0.0917947344506354j)
