t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019
0.29,(0.00011108857356436648-0.0007814012274567379j),(-0.001519932090347555-0.0002756341668826752j),(-0.0011137167113081927+0.0016795210766482834j),(-2.8967179475125685e-05+3.970558015016627e-05j),(0.21054842470480792-0.0009867613128851233j),(-0.0014451905128228955-0.0008055844781640759j),(-12.525174990741888-3.5404521807198193j),(1.5279373821354653e-05-9.223995586804896e-06j),(0.0016749298464355143+0.0012377751657969352j),(0.15144356697599434+0.6182421797302907j),(-0.09300368870943404-0.22422909801802626j),(-5.303290737610822e-08-1.8829641600919958e-07j),(4.95602081162454e-06+1.4138640268943798e-06j),(-0.07172298007600009+0.058557668047965736j),(-0.0020820295405859475-0.0013609368098705808j),(0.0013720413448697405-0.013919535384481888j),(-0.08021894688863968-0.0803560634071802j),(-0.020346735177952848+0.008075625537366588j),(-1.2657565347328452e-05+4.854540210373276e-06j),(-8.000006733421375e-05-0.0004026529661634324j)
0.3,(-7.936268043423199e-05-0.0009479372401522307j),(-0.001960788193065199-1.0602026491692511e-05j),(-0.0007373890598506071+0.0020389645602589043j),(-3.3479348208453366e-05+5.4250916682195047e-05j),(0.24965645351796595-0.03571110445813952j),(-0.0019097929261887485-0.0008082592856045031j),(-12.19752358568995-1.2924162763920943j),(1.652087640763618e-05-1.5253964938812535e-05j),(0.0020501626864066285+0.000847361634127374j),(0.2720259228063652+0.657742697690216j),(-0.1558044124389186-0.22783993051089835j),(-9.898239108563653e-08-2.5171765820688055e-07j),(6.993401183385619e-06+1.3061936862146234e-06j),(-0.06498737839224371+0.06944159481198253j),(-0.0028669377904087115-0.001176741265830367j),(-0.0004176038479513323-0.016583389938463408j),(-0.11024285310679803-0.08614046359966551j),(-0.024343615194196214+0.013643269131814533j),(-1.4347291818385406e-05+9.933563084444275e-06j),(-0.00018422244454703585-0.0004022715484393857j)
0.31,(-0.00034156690495050577-0.0010867074955539717j),(-0.0024315344660413136+0.00041135689916057644j),(-0.0002634171278405469+0.0023141176884232087j),(-3.753962492584973e-05+7.235845806441966e-05j),(0.2880369466438404-0.08315782189811588j),(-0.002458540679666544-0.0007371881807334375j),(-11.537549924700427+0.7535320296877648j),(1.6523829873562997e-05-2.2709968739366566e-05j),(0.0023338431060461375+0.0003563006116277307j),(0.4132786830135018+0.677525167969683j),(-0.22598694350794676-0.2166910225581972j),(-1.6577989969064414e-07-3.299167419636683e-07j),(9.66053731054075e-06+9.113437640009368e-07j),(-0.05603649322468229+0.07988766834269984j),(-0.0037511286531415364-0.0007692234545318727j),(-0.0029170884190322065-0.01922615011455165j),(-0.1467701776761458-0.08764556103996449j),(-0.02813998372842822+0.021171660842042934j),(-1.4947755694368868e-05+1.6592834345388483e-05j),(-0.0002905862449257156-0.0003767918491337585j)
0.32,(-0.0006754265054030362-0.0011751921852964327j),(-0.0028987392327482694+0.0010230206695317353j),(0.0002872193709348779+0.0024809882780103872j),(-4.075411091928508e-05+9.437813194461991e-05j),(0.3228298675774916-0.14470831680416724j),(-0.0030862030036558873-0.0005662942592735432j),(-10.599088406619803+2.557870823120565j),(1.4779620079710616e-05-3.148576244202179e-05j),(0.002501117454417578-0.00021217530719468017j),(0.5726416992702527+0.6710279089380868j),(-0.3005171276714914-0.18759219148995376j),(-2.5955524825369113e-07-4.249539709918338e-07j),(1.3077484858226953e-05+7.647168648907515e-08j),(-0.04486662766368239+0.08931397582147557j),(-0.0046926459362735115-8.153609241096918e-05j),(-0.006180591867359978-0.021669181308688314j),(-0.18986141472550902-0.08291027976129274j),(-0.03128203136288582+0.03094714383782925j),(-1.3827773807653775e-05+2.480500079359297e-05j),(-0.0003930025600496727-0.00032595245948077815j)
0.33,(-0.0010745527027243376-0.001189412411388246j),(-0.0033165973822078822+0.0018524848508785208j),(0.0008880808698029151+0.002521627057487479j),(-4.271273909012678e-05+0.00012057843793821082j),(0.3505764663342895-0.22119410221468622j),(-0.0037801769735199514-0.00026834780637200915j),(-9.438596821095407+4.092430573230709j),(1.0764449746931338e-05-4.134264479290344e-05j),(0.0025337276955105493-0.0008291400353426682j),(0.7457432657204535+0.6318705420279273j),(-0.3753082645343073-0.13790953831149516j),(-3.8761259321117754e-07-5.389647433573641e-07j),(1.7362680801234602e-05-1.3955291188435495e-06j),(-0.03163835900759468+0.09715036931300641j),(-0.0056302574407087+0.0009381051971243683j),(-0.01021638019246141-0.023703022062277992j),(-0.239133474662915-0.06973824533615428j),(-0.03319073235187902+0.04318489789641508j),(-1.0282640544796862e-05+3.436164746616906e-05j),(-0.00048558289210776757-0.0002510295490092986j)
0.34,(-0.0015256894387793746-0.001105675895638193j),(-0.0036272182242829973+0.0029195094830837j),(0.001509206886662047+0.002425191735141322j),(-4.302734575825823e-05+0.000151136371545259j),(0.3673178595657408-0.31271005117183526j),(-0.004519511683670059+0.00018313674966662498j),(-8.113139238730943+5.339924801956237j),(3.971854673164058e-06-5.1901736273492366e-05j),(0.0024211340101572515-0.001462027384869721j),(0.9263707529051176+0.5543297954151549j),(-0.4453146405087841-0.06587449312990284j),(-5.585679186955159e-07-6.741076492757056e-07j),(2.2624376354575284e-05-3.750346816270874e-06j),(-0.016662195262608002+0.10288272820859697j),(-0.00648352540529266+0.0023308857384728297j),(-0.014974498751628587-0.02509831848162256j),(-0.29366649679032464-0.045786967211859125j),(-0.03316838213703669+0.05799112992917489j),(-3.5805265134489433e-06+4.483753239636098e-05j),(-0.0005630290486553603-0.00015466202493970662j)
0.35000000000000003,(-0.00200864915887042-0.0009024541250209883j),(-0.003761917918892834+0.004231822492620531j),(0.0021191590404664004+0.002188364320956257j),(-4.137490424045514e-05+0.0001861375276317854j),(0.36874597828542116-0.41844635079820264j),(-0.00527436693630457+0.00081163065491142j),(-6.678632190494419+6.293207494830288j),(-6.053717023973967e-06-6.264468206294413e-05j),(0.00216097096030597-0.002076806423232141j),(1.1065651792375804+0.433830746860773j),(-0.5047110308912452+0.02912406093810682j),(-7.824755318295957e-07-8.324847283870951e-07j),(2.89504407168183e-05-7.284870875271999e-06j),(-0.0003737370914192184+0.10608917586905511j),(-0.007154394540839494+0.004121728279582759j),(-0.02033692667976511-0.02562071455351408j),(-0.35192894808820235-0.008685147520521602j),(-0.030415387685796814+0.0753249744432872j),(6.979405888004395e-06+5.556752105962676e-05j),(-0.0006209285878043887-4.0587413304640345e-05j)
0.36,(-0.00249676390528231-0.0005622308444438539j),(-0.003643501510135859+0.005781659073330497j),(0.0026869612602526977+0.0018151772880017996j),(-3.754158013787388e-05+0.00022559064127731837j),(0.35040224692954525-0.53655397457553j),(-0.006006053456543437+0.0016350570019242761j),(-5.188366552601402+6.95433130347424j),(-1.968481845209592e-05-7.292224745460485e-05j),(0.0017588873258300125-0.002640065697280384j),(1.2768414237434693+0.26742055677842047j),(-0.5471520977470807+0.14628743535772504j),(-1.0709546319610568e-06-1.0160242035090108e-06j),(3.639686606655626e-05-1.2348080557053865e-05j),(0.016698260438151744+0.10646641824501042j),(-0.007530296157766681+0.006313934372465973j),(-0.026111344125595445-0.025049338294254014j),(-0.4117291061359221+0.04382703098071096j),(-0.024057262053353623+0.0949630017911246j),(2.2001281401967424e-05+6.563906998929536e-05j),(-0.0006559429845535408+8.667063253620098e-05j)
0.37,(-0.002957803661014727-7.317750558002555e-05j),(-0.0031894436061034336+0.007542791398805502j),(0.003183782817446584+0.0013163603462768222j),(-3.1463180857411316e-05+0.0002694574861380096j),(0.3079150746475187-0.6640562227978578j),(-0.006667731689782234+0.002663141152645198j),(-3.691802931597454+7.333471856962774j),(-3.718238829477523e-05-8.196946194345224e-05j),(0.001227877109684744-0.003120848523186372j),(1.4265288274365728+0.05419374533052257j),(-0.5661015895619801+0.2832145479888609j),(-1.4373174771927518e-06-1.226316188706733e-06j),(4.497527866926029e-05-1.9340139645830626e-05j),(0.033967584906669054+0.10384550985107883j),(-0.007488638258802338+0.008884526038959051j),(-0.03202959108778087-0.023197955827294132j),(-0.47019873041809623+0.11374144679862379j),(-0.013181119818303756+0.11646892432661493j),(4.1923870454480764e-05+7.390169156826812e-05j),(-0.0006658905584071087+0.0002221246962048525j)
0.38,(-0.0033552748218495985+0.0005694543589525324j),(-0.0023158280452529453+0.009468259249371164j),(0.0035842665314959406+0.0007083490886987727j),(-2.3259042439775085e-05+0.00031769342079355047j),(0.23726415074983706-0.796815536046587j),(-0.007205750327131673+0.003894801075505165j),(-2.2336278204111233+7.4477733677928795j),(-5.8671687854623725e-05-8.892548203696268e-05j),(0.0005872381201301543-0.00349213585634575j),(1.544219558055482-0.20435957746547873j),(-0.5552169794721011+0.4357866256346075j),(-1.8966705509332405e-06-1.4643939688668735e-06j),(5.4639593911311064e-05-2.8709308600760495e-05j),(0.05082694618180803+0.09819727961497739j),(-0.0069024588103067525+0.011780605478185893j),(-0.03775151462822615-0.019937351064015677j),(-0.5238125679224938+0.20261689925823462j),(0.003119421828290128+0.13917072125983712j),(6.695366004462e-05+7.899325148926502e-05j),(-0.0006497375117324368+0.0003606240159312776j)
0.39,(-0.00364999070645645+0.0013622940598603942j),(-0.0009418267336499982+0.011488945351833299j),(0.0038674657972730063+1.2100565767625263e-05j),(-1.3254578975904768e-05+0.00037030305325157784j),(0.1350576333320866-0.9295626327146348j),(-0.00756169495992621+0.005315724975665062j),(-0.8530509518522977+7.320160215626443j),(-8.412340060880083e-05-9.285623872458908e-05j),(-0.00013869537980869013-0.0037319305913007506j),(1.6183043565964157-0.5041080456620696j),(-0.5087695608248427+0.5981413959613905j),(-2.4660318177128107e-06-1.7304432869882377e-06j),(6.527210092083756e-05-4.094737612197928e-05j),(0.06668239182273433+0.08962839835207709j),(-0.005646934471369713+0.014916970840705807j),(-0.042874659538860195-0.015218034323289964j),(-0.568445862535671+0.3114149576449341j),(0.025693207498245794+0.16214721965635462j),(9.70033267200298e-05+7.938139953232494e-05j),(-0.0006075175720575587+0.0004971120525696345j)
0.4,(-0.003801800121472364+0.0022931932558850937j),(0.00100548601736999+0.013513068672965811j),(0.004017400797812744-0.0007481518677198557j),(-1.99017865765101e-06+0.0004274054566596557j),(-0.0011933038672579527-1.0559898554081577j),(-0.0076750583407012825+0.006896286511525569j),(0.4166791834677166+6.978149120089845j),(-0.00011333946069716742-9.277799438727694e-05j),(-0.0009219142583255851-0.0038239480105859026j),(1.6375716600825152-0.8381549240246149j),(-0.4220800878585859+0.7627448882155894j),(-3.164446707405971e-06-2.023424518467628e-06j),(7.666883609509437e-05-5.6583451845945856e-05j),(0.08098369761650555+0.07836959082753088j),(-0.003606422758217262+0.018175103358760134j),(-0.04694994026127176-0.009091603560913077j),(-0.5994685650483913+0.4403452063145117j),(0.0552764409554352+0.18422516344565518j),(0.00013163843662477697+7.341778515852722e-05j),(-0.0005402033593549873+0.00062682862699814j)
0.41000000000000003,(-0.00377137240611014+0.0033409359868559856j),(0.003586176881059124+0.01542661022683694j),(0.00402327984827295-0.0015460978186904312j),(9.784393029546259e-06+0.0004893039387686824j),(-0.17281726189094926-1.1689068689048256j),(-0.007486439956569028+0.008589901805013365j),(1.5485656470463938+6.4526876301937595j),(-0.00014594246192854533-8.768038286113907e-05j),(-0.0017320808453035086-0.003757950701406977j),(1.59184232040861-1.1968489571801062j),(-0.2919484160186416+0.9205646386628344j),(-4.0130834564792765e-06-2.3405847155074814e-06j),(8.852396166658274e-05-7.617591308770684e-05j),(0.09324930623970024+0.06475779373939881j),(-0.0006817348727929506+0.02140354629808783j),(-0.04950294163965644-0.0017293535745789325j),(-0.6118735153274572+0.5887274914388013j),(0.09243568009651051+0.2039873832496273j),(0.0001700337353560428+5.9402582683098906e-05j),(-0.0004495518993059561+0.0007454531026293063j)
0.42,(-0.0035219562158011475+0.004475281090267879j),(0.006842562921052843+0.017094615801567823j),(0.003879454386743963-0.0023544300475019566j),(2.113320104203033e-05+0.0005565675842194617j),(-0.3797570802366671-1.2604543726615887j),(-0.006941302239878268+0.010331926279076703j),(2.521982219911303+5.777037301440205j),(-0.00018136751111105578-7.654811039002485e-05j),(-0.002537781171234269-0.003529791316755776j),(1.47260841960748-1.5679372535613143j),(-0.11705458212743353+1.0613414838400572j),(-5.035386204219831e-06-2.6768347313238633e-06j),(0.00010041311152472437-0.0001003034807217821j),(0.10308494186655887+0.04921417012409436j),(0.0032026514870874597+0.024419623655446157j),(-0.050060551864936575+0.006562657271680702j),(-0.6004339565086794+0.7548792680006213j),(0.13751175757755807+0.21979207738535939j),(0.00021093949640975683+3.565673282880753e-05j),(-0.00033794348861019544+0.0008491924098357766j)
0.43,(-0.0030210601169240008+0.005657278520373978j),(0.010794473035877338+0.01836330447474541j),(0.00358518400465338-0.003145760898702216j),(3.09738787055965e-05+0.0006301098437287972j),(-0.6203878809035795-1.322366414973483j),(-0.005994057859109512+0.012039158969116729j),(3.32264220249025+4.985714303195665j),(-0.00021885442255761893-5.838100924733973e-05j),(-0.003307636499903802-0.003141234988196548j),(1.2736469237551193-1.936860080923804j),(0.1016879619713354+1.1739560990301854j),(-6.257185184126726e-06-3.0239461210945703e-06j),(0.00011177456197805513-0.00012955386966441305j),(0.11019561304227327+0.03221991025495138j),(0.008091617783938248+0.027012371973383104j),(-0.048182025550606564+0.015333820557255542j),(-0.5598839017516867+0.9360317674228479j),(0.19056595961470957+0.22980243150706076j),(0.00025265729235105465+6.005481299661266e-07j),(-0.00020822945053139273+0.0009348212713930813j)
0.44,(-0.0022420316143085465+0.006839800533717282j),(0.0154347651602454+0.0190628841123546j),(0.003144286409687342-0.0038933611458372972j),(3.813464188319978e-05+0.0007112726254295841j),(-0.8913878641284392-1.3462714973753138j),(-0.0046125343645512995+0.013609980988101818j),(3.9424348028328473+4.113496257927471j),(-0.0002574387038348213-3.221312326963912e-05j),(-0.0040112541121666775-0.002599633196741613j),(0.9915769739935302-2.287181496244499j),(0.3608467249099271+1.2468800404316918j),(-7.706827218567463e-06-3.36953347725851e-06j),(0.00012188805950064514-0.00016451036977381244j),(0.11439115254923607+0.014291527961298494j),(0.01399280827868661+0.02894655771017617j),(-0.04349368688682897+0.023984772611579722j),(-0.4851151571344272+1.1282792946460554j),(0.25133052335909106+0.2320258432086484j),(0.00029302439282602737-4.716192357140991e-05j),(-6.35990075088888e-05+0.0009996853643437457j)
0.45,(-0.0011655388706572844+0.007968233118569035j),(0.020725123661585458+0.01901098005270955j),(0.0025647390431789508-0.004571730396473905j),(4.143049202188221e-05+0.0008019164749992439j),(-1.18766883823833-1.3240204169416177j),(-0.0027827711888551306+0.014925190901456848j),(4.379144132088174+3.194501804763848j),(-0.00029593979424930825+2.867960902236169e-06j),(-0.004620023350202025-0.0019175124295215083j),(0.6263329269319307-2.6011438734658356j),(0.65426863919505+1.2686993844570722j),(-9.415322268715823e-06-3.695779910144575e-06j),(0.00012985065012747246-0.0002057355465508506j),(0.11558583415898208-0.004042779215099771j),(0.020870464111789094+0.02996765076073938j),(-0.03572654891398265+0.03176963045830892j),(-0.37138349441779384+1.3265632688615088j),(0.31916466153591244+0.22436139319144127j),(0.0003294059749209586-0.00010875233166258501j),(9.252851790001937e-05+0.0010416790492456549j)
0.46,(0.00021901354221591333+0.008981287870882185j),(0.026592070964554734+0.01801664039592612j),(0.001858285459766245-0.0051570237237894695j),(3.9757878573604485e-05+0.0009045013953656421j),(-1.5023692152390222-1.2480273014276877j),(-0.0005139777343412615+0.015849548617043987j),(4.636063203327138+2.261348402878877j),(-0.0003329448011701442+4.7699715353613034e-05j),(-0.005107778275963997-0.0011121270701735433j),(0.18152888650847498-2.8603289092233015j),(0.9729772703373519+1.2286980577174988j),(-1.141633665001655e-05-3.977800380285938e-06j),(0.00013454784642022476-0.00025374897519147915j),(0.1137929039484995-0.022264454189991928j),(0.02863964794078054+0.02980766481273089j),(-0.02475546648782399+0.03780562915939438j),(-0.2145178593396927+1.52468941728817j),(0.3930161217606922+0.20465450769761323j),(0.00035869471045730725-0.0001849189049015786j),(0.00025658377260816083+0.0010592085877448338j)
0.47000000000000003,(0.0019120913974790012+0.009811920438158987j),(0.032923194973678196+0.01588488758052921j),(0.0010400831698825284-0.005627372109455962j),(3.221155540052964e-05+0.001022182240117938j),(-1.8269104199199202-1.1116127178232516j),(0.0021560999315174906+0.016234100507823337j),(4.721513395676866+1.3443939324936567j),(-0.00036678748152180917+0.00010301822557841702j),(-0.005451359782619591-0.00020500989519898474j),(-0.3353081119839604-3.0464031900343125j),(1.3051814672167423+1.1174824929715657j),(-1.3746161305380379e-05-4.1816407722817985e-06j),(0.00013462118743058803-0.00030899920654605577j),(0.10911504364546873-0.03988265392615575j),(0.03716082751509281+0.028191858650974656j),(-0.010639471901966867+0.04108976278215774j),(-0.011126843180861545+1.7153783735158963j),(0.471389481535979+0.170757818615066j),(0.00037731911725021473-0.00027592643652712794j),(0.0004249007803411488+0.0010511510991494406j)
0.48,(0.0039026053008720247+0.010388367050563122j),(0.03956347286483014+0.012421880227931335j),(0.00012841508938289908-0.005963139757599203j),(1.8228362433391474e-05+0.0011588995340353226j),(-2.1511147335069167-0.9093360303801012j),(0.005155580952491306+0.01591939997370921j),(4.648278765926933+0.4710684356260366j),(-0.00039552186206952815+0.00016942382672771616j),(-0.005631116410714577+0.000778464078235533j),(-0.9126521017107391-3.1419230818814237j),(1.636405688701585+0.9276313882318629j),(-1.6443407371885795e-05-4.261769942313987e-06j),(0.00012843047786470694-0.00037182531615597965j),(0.10173196151313829-0.056448405442225j),(0.04623471874668665+0.024846355514970837j),(0.006337881885048548+0.04052367325476586j),(0.2412026070502259+1.8903454570916636j),(0.5523203659619613+0.12059730572260038j),(0.00038126282170460843-0.0003814315271954414j),(0.0005937466760956221+0.001016817973591262j)
0.49,(0.006166397325801468+0.010635345087544996j),(0.04631162761912221+0.007440827235689764j),(-0.0008555298484867416-0.00614716202459864j),(-2.239076362052007e-06+0.0013194673619040418j),(-2.4633796388829867-0.6373073546292312j),(0.008372535968667794+0.014739729687293729j),(4.432964465769582-0.33469659494455295j),(-0.000416891086378349+0.0002473347319729696j),(-0.0056313809066418745+0.0018095006811636846j),(-1.5350517530329202-3.131170777986357j),(1.949751007404731+0.6543509910113416j),(-1.9548284894286137e-05-4.157972593308946e-06j),(0.00011401116671836968-0.00044240436947962883j),(0.09188631435426205-0.07156456287601436j),(0.05559731868767924+0.01950686278928442j),(0.025629104624592537+0.03494678019427579j),(0.5437163991436574+2.04040656649853j),(0.6333553936808826+0.05224382310426007j),(0.00036609977584900103-0.0005003388171734122j),(0.0007593326110084181+0.000955929387092562j)
0.5,(0.00866459865793023+0.010475496009984736j),(0.05291652732665089+0.000768827030646459j),(-0.0018878162842996386-0.0061650065389117995j),(-2.8508302673505622e-05+0.0015096775859832633j),(-2.7509041960790555-0.2934708895149442j),(0.011648545276915645+0.012528624015029433j),(4.095289406865923-1.0529329465448707j),(-0.00042829369925683814+0.0003369239430513296j),(-0.0054409559416374025+0.002856313445972154j),(-2.1833714026490942-3.0009909721464734j),(2.2262927054265713+0.2961135911529499j),(-2.3101434290634238e-05-3.7916676724267438e-06j),(8.902962348086719e-05-0.0005206821726068164j),(0.07986918477868837-0.08489156108640389j),(0.06491514031038637+0.011928770221718291j),(0.0463844095246704+0.02317801565693936j),(0.8963175958098539+2.1556078169995807j),(0.7115382461829735-0.036010271785539075j),(0.00032705310818467053-0.0006306354446082345j),(0.0009178119513649387+0.0008686051547774353j)
0.51,(0.011341834605705228+0.009831183274975935j),(0.05907356805622373-0.007745041205031533j),(-0.0029418832817041506-0.006005295980048278j),(-5.8902029037526614e-05+0.0017363773669610743j),(-2.999959631338007+0.1221481238850729j),(0.014772075921927898+0.009125953547354449j),(3.6573250708729192-1.6679853190741731j),(-0.0004267495671355947+0.00043803524552460155j),(-0.005053634493244346+0.003884583577573996j),(-2.8352001718827067-2.741597704643484j),(2.4456205636613606-0.14474159408217913j),(-2.7141710413182257e-05-3.0613316248522805e-06j),(5.073474674846637e-05-0.0006062779654465745j),(0.06600626301636933-0.09614927206721913j),(0.07378069155206464+0.0018989961075516933j),(0.067416333652794+0.0040676570019020745j),(1.2974030161967223+2.2253735988777112j),(0.7834004984253105-0.14556825317902528j),(0.0002590873461248451-0.0007692000543051451j),(0.00106527257491826+0.0007553755234977477j)
0.52,(0.014124286272718231+0.008626791686633589j),(0.06442123755352727-0.018220036999032276j),(-0.003988661094486236-0.005660120640744009j),(-9.042315075566919e-05+0.002007555173934094j),(-3.196197815898445+0.6072361898338411j),(0.017471329780877672+0.004387026927783334j),(3.1426948013614235-2.1687368088879633j),(-0.00040887107452889694+0.0005500718976796448j),(-0.004468765308117599+0.004857993058497776j),(-3.465426892026669-2.3473189695116026j),(2.586523414814368-0.6614722885610163j),(-3.1702834839799175e-05-1.8372256456075705e-06j),(-4.086075986123143e-06-0.0006983596435084943j),(0.05064569777461917-0.10511558131691993j),(0.08170844763597476-0.010749916829295287j),(0.08716740384147686-0.023440896667041824j),(1.743711966181515+2.2386728612332942j),(0.8449587224177959-0.27743883758513105j),(0.00015704905510357308-0.0009115868392982452j),(0.0011977305880315767+0.0006172133030483112j)
0.53,(0.016917667056827023+0.006791701615529087j),(0.06853805188457582-0.030732057588544595j),(-0.0049967280730426325-0.005125562559539124j),(-0.00011834884954327286+0.0023324011883997867j),(-3.324991030397074+1.157028599554625j),(0.01940695186623058-0.0018057003452346095j),(2.5757508490475014-2.548702128316382j),(-0.0003708462762048786+0.0006718532129276517j),(-0.0036918614756510666+0.005738879646248267j),(-4.0469718958682455-1.817248489836957j),(2.6278187712253227-1.242488636066784j),(-3.6808228304669946e-05+4.47274029029268e-08j),(-7.91429467441639e-05-0.0007954795403980901j),(0.034148429228048054-0.11162252300833495j),(0.08813170902920953-0.026122923828618562j),(0.10368269500862132-0.06023726229037542j),(2.2301860185426947+2.1842006134134824j),(0.8917178907669177-0.4321372649381641j),(1.5872710867594986e-05-0.001051787431656558j),(0.0013111335026723492+0.0004555878561094971j)
0.54,(0.01960523092230721+0.004264137403693033j),(0.07094025496216148-0.04529940286117656j),(-0.005932561189016877-0.004402338147747164j),(-0.0001357304398958458+0.002721315935865802j),(-3.3717956315682818+1.7641917706275116j),(0.02016493068704265-0.009527729405187108j),(1.9807494760060858-2.8059824740862296j),(-0.00030844378521969036+0.0008014338123672536j),(-0.002735229886788742+0.0064890649541695265j),(-4.551661800824622-1.155774623511088j),(2.549325037491736-1.8710313394914988j),(-4.246324798171842e-05+2.7899403820104586e-06j),(-0.0001786629458597304-0.0008953605741686618j),(0.016881485872205275-0.11555100568121357j),(0.09240098379793922-0.04424221678355715j),(0.1145895371835852-0.10695726067850429j),(2.749835911757419+2.0505749041278425j),(0.9186825836002148-0.609574924366193j),(-0.00016912666659934353-0.0011819782631522203j),(0.001401380977849154+0.00027253910448132455j)
0.55,(0.02204600717480813+0.0009960988744228067j),(0.07108096661820976-0.06186555321654903j),(-0.00676094101649364-0.003496549409823106j),(-0.0001327797918423832+0.0031858865543489523j),(-3.3225356948083444+2.4187519237592143j),(0.019249861667003883-0.018793478711345898j),(1.381047224393116-2.943079174282812j),(-0.00021705379420860333+0.000935880193798149j),(-0.0016185773265994083+0.007070906052111946j),(-4.9512292527090045-0.37295713541570363j),(2.3329668006779016-2.5250076830481607j),(-4.8644233444437965e-05+6.6523844321999645e-06j),(-0.0003073738264995493-0.0009946262441013177j),(-0.0007855905367141341-0.11682532211132046j),(0.09378487210795522-0.0650229795501862j),(0.1170857097648805-0.163881676568536j),(3.293615659555801+1.826551513785965j),(0.9203793854376225-0.8089363234614726j),(-0.00040184876705714106-0.001292270570933613j),(0.0014643713802264563+7.076769507254044e-05j)
0.56,(0.024073561470094294-0.003040420616747575j),(0.06835153447680642-0.08027842303559249j),(-0.007445576242113558-0.002420518949936078j),(-9.611514072932798e-05+0.0037387298264757005j),(-3.164000346287969+3.1080709273129763j),(0.016079928769197296-0.0295323344262399j),(0.7983437151169422-2.966567531167267j),(-9.178210927931612e-05+0.0010710042598890141j),(-0.00036952916445678126+0.007448614876773584j),(-5.218413464002381+0.5152732836970243j),(1.9640019205469814-3.1770226972363087j),(-5.528283264564844e-05+1.1942178065836483e-05j),(-0.00047044032077440815-0.0010884597353800073j),(-0.01848136735227101-0.11540861542322856j),(0.09147472621408796-0.08824469599533974j),(0.10794132612431244-0.2308185085623461j),(3.8502990290440877+1.501257758948853j),(0.8908927336818816-1.0285401950216064j),(-0.0006848660922432216-0.001370487149767656j),(0.0014960827735267452-0.00014626420593610482j)
0.5700000000000001,(0.025495687888799752-0.007845752127579379j),(0.0620863941861913-0.10026571754904919j),(-0.007950012083804638-0.0011936550324577223j),(-7.859633899396333e-06+0.0043932266461315355j),(-2.88425260987822+3.8168685303556797j),(0.009984188187556501-0.041558667058771426j),(0.25199750795659825-2.8866375747737005j),(7.237856024456835e-05+0.0012010529124937023j),(0.0009760311127774495+0.007589871937971968j),(-5.328133817238226+1.4871173756716642j),(1.4323463497186857-3.79464748817602j),(-6.22446344956324e-05+1.903190118950242e-05j),(-0.0006733151704365792-0.0011701882270974565j),(-0.03583086318990524-0.11130045353910475j),(0.08459485764386097-0.11351763430407495j),(0.08351709049207459-0.30696821670591384j),(4.406358992342526+1.0644523807741557j),(0.8239208175076913-1.2656836142016377j),(-0.0010187159246141336-0.001402006760278902j),(0.0014926956277890708-0.00037423080566014615j)
0.58,(0.02609558735977097-0.013383303331883352j),(0.051572877158225436-0.12140614610927963j),(-0.008238882501776328+0.00015672713845863665j),(0.00015543807876240712+0.005163029226659563j),(-2.4730461510795414+4.527292822846836j),(0.00020437648995757715-0.05453485215517236j),(-0.24155848292864482-2.716514453739405j),(0.00028027218864106585+0.0013183630770445892j),(0.002373911993062815+0.007467740631584658j),(-5.258703364336008+2.5151307508189067j),(0.7339663028998205-4.340968107635633j),(-6.930025399048417e-05+2.8360727985788523e-05j),(-0.0009214746488469733-0.00123078430764645j),(-0.052452578476211945-0.1045374200868213j),(0.07222047088706623-0.1402445688752838j),(0.039806267004796364-0.3907701657930478j),(4.945848786394156+0.5068160150733299j),(0.7128566775841438-1.5164675628308775j),(-0.0014010051581395384-0.0013697311431216564j),(0.0014507642719812624-0.0006078505416905691j)
0.59,(0.02563522490013442-0.019568754234824327j),(0.03606796542515244-0.143096520502409j),(-0.00827955038873609+0.0015947347848880508j),(0.0004240557046973534+0.0060612859029015856j),(-1.9222477255507033+5.21903866776984j),(-0.014096694456093978-0.06792642248878197j),(-0.6692772461612921-2.4717775321667825j),(0.0005361632621858484+0.0014129974787411813j),(0.00377198458622556+0.00706285079154881j),(-4.993044424106702+3.5666845768893785j),(-0.1277077173866218-4.775459410809111j),(-7.608721362405359e-05+4.0433724865825116e-05j),(-0.001219983688473255-0.0012582878318188023j),(-0.06795560745204314-0.0951972801018902j),(0.053406043554251666-0.16757821741642107j),(-0.027493093221612502-0.4797313159719822j),(5.450285689322046-0.1797177398594041j),(0.5509035229768606-1.7756034712615543j),(-0.0018253126943878542-0.0012542510022799653j),(0.001367441153230562-0.0008408194522078925j)
