t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B01_z_0000_00,B01_z_0001_00,B01_z_0002_00,B01_z_0003_00,B01_z_0004_00,B02_z_0000_00
1.43,(0.3754768034943668-1.3722086580446513j),(-2.5491553450736206-1.102065735219536j),(-2.408805393832492-1.0281569993068154j),(0.37197726294788364-1.3700374902448502j),(-1.3786990166196804-0.5551306674119774j),(0.8633575883337925+0.6054782309593402j),(-0.34044676571169585-0.49256735619519404j),(-1.7396111011206745-0.7136017573251066j),(-3.9357222267280907-6.098034715483669j),(1.527328968937258-1.4249687604463075j),(-8.754614527913334-4.278370585118519j),(0.8832290839658553+2.785167100886943j),(0.9145331682894056+0.28671297088557246j),(2.173887816379344-6.480032894232996j)
1.44,(0.3849750006692566-1.3736996933135985j),(-2.57658295216668-1.0811638268757215j),(-2.436904705554363-1.0082356525710936j),(0.38185589441111617-1.3713256764594965j),(-1.409307223297966-0.5484184926503003j),(0.8666268937219904+0.6248966627522029j),(-0.35370029944380266-0.5006763763885633j),(-1.7700230185152381-0.7008955549180518j),(-4.102364653918737-6.161008244642312j),(1.5285447964754413-1.4387677199549915j),(-8.852603136937702-4.2295595125686445j),(0.7170421689131612+2.8527356892592732j),(0.8707386183400426+0.25135448015837897j),(2.276012316195695-6.71343996156554j)
1.45,(0.3945235497811757-1.3748358419202353j),(-2.6031773520904102-1.0601505650194814j),(-2.4642238791397024-0.988133697715635j),(0.39178057820291473-1.3723021899117174j),(-1.439742191810007-0.5409729658164406j),(0.8695093397031441+0.6444699882309491j),(-0.36723552388215713-0.5084156263573489j),(-1.8000107472207247-0.6876568269011732j),(-4.260027861621111-6.216744824089291j),(1.5292801761512014-1.4518559630867272j),(-8.944421363923945-4.182105716791266j),(0.5541516953370775+2.9019008505191275j),(0.8314098993297901+0.2169674916958542j),(2.3857711525862624-6.957664362881687j)
1.46,(0.4041413234342795-1.3756639428256268j),(-2.6289979903568965-1.0390164940960245j),(-2.4908247647363644-0.9678409001774909j),(0.4017676761951493-1.3730112269958445j),(-1.4700275982901476-0.5327951351521479j),(0.8719835603916031+0.6642181005429081j),(-0.3810891630626566-0.5157861058441888j),(-1.8296109085490038-0.6738826724682068j),(-4.41078063605469-6.266137011177046j),(1.5297109370012352-1.4641627259890921j),(-9.031251901130167-4.135623076224731j),(0.3979183659852544+2.9356116411178097j),(0.7962530347702335+0.1839259697907059j),(2.504241534513802-7.213978131467227j)
1.47,(0.413847024047765-1.376224483017962j),(-2.654101247402142-1.0177494799069633j),(-2.5167607015223106-0.9473458934999425j),(0.4118336229809538-1.3734907303769808j),(-1.5001856206715691-0.5238816127400328j),(0.8740247923196052+0.6841548634227501j),(-0.39530804048945495-0.5227888320703875j),(-1.8588546934923822-0.6595669870741211j),(-4.555357441763804-6.310016932633963j),(1.5299262210824403-1.4757187179156361j),(-9.113664680055921-4.089914970898339j),(0.2502317227427485+2.9558945006878465j),(0.7648700479072804+0.152194959467534j),(2.6331296841310556-7.484044576435494j)
1.48,(0.42365918385587054-1.3765515975125544j),(-2.6785404385860674-0.9963347096103146j),(-2.5420765177056106-0.9266361793325008j),(0.4219949258747262-1.3737723889910007j),(-1.5302369386862886-0.5142245745035661j),(0.8756048744372762+0.7042881111924862j),(-0.40994907913496237-0.5294248397359166j),(-1.8877678627236028-0.6447004624351178j),(-4.695241886418074-6.348941116135194j),(1.5300279150316314-1.4865728203555661j),(-9.192562248690834-4.044691411271171j),(0.11186492757058847+2.9653386559892096j),(0.736946737320467+0.12169748640805392j),(2.774770836780749-7.769918282727349j)
1.49,(0.4335961649078757-1.3766730693518419j),(-2.7023658141925115-0.9747546917204983j),(-2.5668085305244417-0.9056981274309068j),(0.43226816491212866-1.3738816380445502j),(-1.5602007338651604-0.5038117602070796j),(0.8766922481126307+0.7246196487614687j),(-0.4250793014398457-0.5356951810194144j),(-1.9163707465958462-0.6292705865286312j),(-4.830963584630148-6.383427448360164j),(1.5300670959657974-1.4967987715898572j),(-9.268407935612503-3.9997703848613213j),(-0.016923081479492202+2.9665824232080085j),(0.7121476397670607+0.09225588702875451j),(2.9321292409955935-8.074045111111191j)
1.5,(0.4436733821941191-1.3766135482708455j),(-2.725621981107609-0.9529891301607967j),(-2.5909890386301138-0.8845152848363192j),(0.44266717143606304-1.3738408880821509j),(-1.5900942596924224-0.4926262594783513j),(0.8772613302505534+0.7451448056253058j),(-0.44077274355413565-0.5416004350359445j),(-1.9446802309465219-0.6132604984643819j),(-4.962971580694598-6.413844942859267j),(1.5300777702611728-1.5064900266848287j),(-9.341554196520585-3.9550525625260318j),(-0.13634251936661929+2.961793702112472j),(0.6902094365962741+0.06365630713390741j),(3.108798158498283-8.399262198182956j)
1.51,(0.45391099867212353-1.3764196654785334j),(-2.748349532418309-0.9310000046387216j),(-2.614674120246898-0.863046826622552j),(0.453210323110802-1.3736946169549642j),(-1.6199477296548548-0.480636523643698j),(0.8773001162170816+0.7658893662788006j),(-0.4570861869191393-0.547127837124712j),(-1.9727357255936562-0.596633559340215j),(-5.091696963064646-6.440330523943304j),(1.530070001778874-1.5157525696383545j),(-9.412289599372988-3.910533344549056j),(-0.24688262765236957+2.9522240711186147j),(0.6709351834556897+0.03564526762274485j),(3.308999864201499-8.748797956366111j)
1.52,(0.4643588488092241-1.3761393670297108j),(-2.7706047395941087-0.9087308866307915j),(-2.637911911080062-0.8412376178626388j),(0.46394568896795624-1.3734885019504997j),(-1.6498087158145167-0.4677951716705294j),(0.8767328847547459+0.786922222089127j),(-0.47407642832683544-0.5522491022741297j),(-2.0005870482359995-0.5793395287344933j),(-5.216943536290501-6.463178038198429j),(1.5300431143201842-1.5246755360123705j),(-9.48065950951024-3.8661894866622077j),(-0.34925796408960336+2.9398344981379485j),(0.6541332533356434+0.008027266179009188j),(3.537706698808361-9.126284128163062j)
1.53,(0.4750606825978318-1.3758127290162168j),(-2.7924328228527893-0.8861295673875927j),(-2.660739656437474-0.8190364722554746j),(0.4749154361253908-1.3732602703756844j),(-1.6797139695680559-0.4540515179594107j),(0.8754898917167132+0.8082965498225295j),(-0.4918073227406139-0.5569327029907836j),(-2.0282716235729223-0.5613278145429687j),(-5.338501425798263-6.482594846600395j),(1.5299840567271774-1.5333582063821194j),(-9.546621326360901-3.8220980510992897j),(-0.4441704709171306+2.9259872720369713j),(0.639679501980243-0.01938949079898529j),(3.80222043142367-9.536172751424692j)
1.54,(0.48605069719897404-1.3754728444158089j),(-2.8138651712265634-0.8631493659241802j),(-2.6831855812197736-0.7963964944697964j),(0.4861523523417035-1.3730405953668008j),(-1.7096875357243368-0.43935226146603484j),(0.8735159453202024+0.8300459692166032j),(-0.5103488712033104-0.5611444667656207j),(-2.0558140059280525-0.5425477677956145j),(-5.456150528012894-6.498598114378427j),(1.5298489148364078-1.541907762177459j),(-9.610036587334351-3.7784956520542203j),(-0.531955409417219+2.9111575909441583j),(0.627505430611589-0.046824176079693546j),(4.110900277578807-9.983839015637944j)
1.55,(0.4973535369422946-1.3751458230921636j),(-2.8349193425620736-0.8397491290200781j),(-2.705268889920368-0.7732750801441846j),(0.49767984601622484-1.3728530958894842j),(-1.7397407525044413-0.4236414857012233j),(0.8707704061464833+0.8521845429802937j),(-0.5297772208372067-0.5648475760739493j),(-2.0832258792492753-0.522948682656626j),(-5.569427883683985-6.511281918753037j),(1.5295793657003123-1.5504130682992052j),(-9.670712137185033-3.7355870430982607j),(-0.6129440443193535+2.8960660503555036j),(0.6175460499780929-0.07445851649942795j),(4.475997341235706-10.475241792447825j)
1.56,(0.5089842933260538-1.3748507917948762j),(-2.855599063520392-0.8158932312192794j),(-2.7269997666254318-0.7496339158870612j),(0.5095119461890179-1.3727143367387247j),(-1.7698722515416674-0.40686065873092525j),(0.8672271871408777+0.8747067767938972j),(-0.55017466484403-0.5680025683754387j),(-2.1105060571087333-0.5024797964244195j),(-5.677652533766787-6.520895844422897j),(1.5291329490590369-1.55897009197912j),(-9.728386653704176-3.693563265870919j),(-0.6876127782583281+2.8816937474417577j),(0.6097728782812055-0.10240836004410471j),(4.914483474909124-11.016922869926427j)
1.57,(0.520948505017128-1.3745998941594606j),(-2.8758942295770202-0.7915515748302455j),(-2.74837937501391-0.7254389792766911j),(0.5216533025408784-1.3726338285388653j),(-1.8000679578815306-0.3889486331762182j),(0.8628747536127584+0.8975876193090608j),(-0.5716296425049535-0.5705673361141197j),(-2.137640482702827-0.48109028953163346j),(-5.780270195866535-6.527655080409773j),(1.5284372193077107-1.5676784110557516j),(-9.782799500974946-3.6526812933766353j),(-0.7561687851491422+2.8685576496058616j),(0.6041853145002472-0.13078833938870574j),(5.448110822355946-11.615955974503326j)
1.58,(0.5332463253086798-1.3744108314403602j),(-2.895797635962794-0.7666913393051438j),(-2.76940358974853-0.700648240006084j),(0.5341033173500455-1.3726265915579927j),(-1.8303098327676648-0.369838002890743j),(0.8577163079768306+0.9208071055094222j),(-0.5942209175868388-0.5724897724180941j),(-2.1646124880553024-0.45872197464597436j),(-5.876866407844829-6.531750482635057j),(1.5273812017573918-1.5766323267664328j),(-9.833713225414808-3.613237762280695j),(-0.818530823965204+2.856804986759231j),(0.6007947432181475-0.15971389216370654j),(6.107529455284333-12.277914247871756j)
1.59,(0.5459296737032002-1.3743149228502627j),(-2.91533742438109-0.7412481850370752j),(-2.7900751140736824-0.6751965276619292j),(0.5469133875497845-1.372721014884477j),(-1.8606068201394974-0.3494450604692317j),(0.851640843937909+0.9444390540443186j),(-0.6180063099624794-0.5736838220145567j),(-2.191431404160429-0.43529892374964085j),(-5.967110555665416-6.533387293302858j),(1.5258185464555045-1.5859195600935776j),(-9.880938597466022-3.5755101934508406j),(-0.8744386345675709+2.8464407428396967j),(0.5996165520616259-0.18929200913905334j),(6.931591348313884-13.011818715301128j)
1.6,(0.5590709442842042-1.3743152553705227j),(-2.9345147285885784-0.7151635290526952j),(-2.810387758649645-0.6490409627709459j),(0.5601558125429138-1.3729170623416833j),(-1.8909542299011313-0.3276871360441374j),(0.8444602941638835+0.968546542979016j),(-0.6430679829226678-0.5740556039503361j),(-2.2180896362087994-0.4107566156091796j),(-6.050579897463471-6.532887837299291j),(1.523615927561699-1.5956379809768346j),(-9.92435498099248-3.539683689314087j),(-0.9237103130111348+2.8377665749738528j),(0.6006757916629635-0.21958631873274456j),(7.981037595307245-13.816248308863873j)
1.61,(0.5727151573379516-1.3744134278533953j),(-2.9533169893458586-0.6883926985672446j),(-2.8303241806746424-0.6221434425822504j),(0.5738758188797828-1.3732133273766474j),(-1.9213240891921883-0.3044844003978218j),(0.8360423979396248+0.9931591294232961j),(-0.6694753657342891-0.5735051528133568j),(-2.244560663899215-0.38503392974197953j),(-6.127030996950118-6.530571676578727j),(1.5206101812083015-1.6059027361375062j),(-9.963889214219678-3.505953854595176j),(-0.9660596652797923+2.830756590504662j),(0.6040304133196434-0.2506543897493561j),(9.343943931254895-14.673936599447885j)
1.62,(0.5868792399820857-1.374610801282345j),(-2.971719173584094-0.6609046151719088j),(-2.8498560521158405-0.5944695815328628j),(0.5880908358900627-1.3736082906162177j),(-1.9516654604793995-0.27975968315655414j),(0.8263133820238228+1.018273795943649j),(-0.6972835385981656-0.5719260509017142j),(-2.2707995927594906-0.35807255840897834j),(-6.196472428304556-6.526755018392011j),(1.516561276940366-1.6168329534460584j),(-9.999578871030788-3.474425141534517j),(-1.0012005704892717+2.8252174701271513j),(0.6097507655051928-0.28256009530361126j),(11.138324512364555-15.546206452763073j)
1.6300000000000001,(0.6015520261656329-1.3749084987720475j),(-2.989683774405011-0.6326817948338179j),(-2.868944059709343-0.565988711247707j),(0.6027904956827467-1.374100319867056j),(-1.9819044415566045-0.25343847279051085j),(0.8152579606489865+1.0438549505632717j),(-0.7265332326490567-0.5692054282236751j),(-2.296743154146457-0.3298170066146626j),(-6.2591638010192865-6.521751948916703j),(1.5111517958549183-1.628551486331079j),(-10.031573867025466-3.4451076390318947j),(-1.028851625623848+2.820797989875552j),(0.6179190268755794-0.31537347979543373j),(13.532064989240254-16.331146537724884j)
1.6400000000000001,(0.6166942566690028-1.3753074055683874j),(-3.007160811080901-0.6037203478960464j),(-2.887537904960196-0.5366738805396108j),(0.6179366331461497-1.374687670115637j),(-2.011944165544752-0.22544891661377592j),(0.8029193355214437+1.0698344267620699j),(-0.757250829955659-0.565223962497677j),(-2.3223097052459605-0.3002145921070677j),(-6.315531708464243-6.515863093846376j),(1.503953946926191-1.6411938464478064j),(-10.060113834490922-3.4179414484302546j),(-1.0487588974776214+2.8170302893737382j),(0.6286521113769241-0.34914873089352005j),(16.73126860312703-16.793308557064936j)
1.6500000000000001,(0.6322724496113443-1.3758009006837242j),(-3.024080133786139-0.5740100091565346j),(-2.9055894340894186-0.5065147769112213j),(0.6334972300663596-1.375361258020952j),(-2.041684905419751-0.19571543529529564j),(0.7893186606813152+1.0961523465528356j),(-0.7894494900996252-0.5598482793423458j),(-2.3474180066782058-0.2692158697126255j),(-6.36594803009346-6.509335687880962j),(1.494501240829701-1.6549249111711701j),(-10.085455510487606-3.392859105145497j),(-1.0607715635455723+2.8133809714335194j),(0.6421405082016403-0.38397325710950136j),(20.935014637355433-16.455952556385192j)
1.6600000000000001,(0.648346367623224-1.3763585784806962j),(-3.0403744468355605-0.543547604035964j),(-2.923085444588737-0.47548699272708056j),(0.6495339076048153-1.3760882439125273j),(-2.0710444179895404-0.164174372923986j),(0.7742162819992826+1.1228553840333202j),(-0.8231464144640198-0.5529154540508886j),(-2.3720042893686624-0.23678304309223197j),(-6.410945517665053-6.5023907294239285j),(1.4822672903431877-1.6699753858262385j),(-10.107912956208596-3.369725996652377j),(-1.064861971532078+2.809193493511484j),(0.6586480672810207-0.4199839775901066j),(26.05607520086134-14.465857759056663j)
1.67,(0.664936611449783-1.376952321261082j),(-3.056009886971338-0.5123777283460559j),(-2.9399842035787747-0.4435445278700993j),(0.6660692253467448-1.3768382471468166j),(-2.0998921908924975-0.1307926699776984j),(0.7574366953516961+1.1499374433208054j),(-0.8583412814181482-0.5442607322215706j),(-2.3959611974854336-0.20289375669319948j),(-6.451131855257889-6.495219175394067j),(1.4664295656935413-1.6866915115132357j),(-10.127835580012654-3.3483686587789165j),(-1.0611805459716326+2.803809726244864j),(0.6785885959324135-0.45722615306955244j),(31.19797980294937-9.71534473673249j)
1.68,(0.6820287184012175-1.3775519559396274j),(-3.0709486557093437-0.48051339987808134j),(-2.956211066626877-0.41070068655949554j),(0.6830909258537756-1.377579398652879j),(-2.1280862041065514-0.09553600237990578j),(0.7388909159779518+1.177351057377956j),(-0.8949943358486276-0.5337119461876056j),(-2.4191739820158142-0.1675379843403262j),(-6.487182949084369-6.487981223288597j),(1.4458626477897512-1.705536417017882j),(-10.145606444077979-3.328576784517256j),(-1.0500579468742697+2.796574827154168j),(0.7025286182643306-0.4956491116524425j),(34.17714531269312-1.9174092853143954j)
1.69,(0.699575143272418-1.3781247659175626j),(-3.0851477949177886-0.4479334257366925j),(-2.9716591729814383-0.37703032374183887j),(0.7005539228262747-1.3782778622171854j),(-2.155474776382887-0.05836777707975363j),(0.7185724040669804+1.2050099128134717j),(-0.9330260638539107-0.5210889805116589j),(-2.44152226313811-0.13071796288037135j),(-6.5198429274904335-6.480806311183168j),(1.4191382282229084-1.7270901188113899j),(-10.16164226440219-3.310103224023654j),(-1.0320050697255618+2.786837240643184j),(0.7311873751764444-0.5351062488137622j),(32.82493618973209+6.864305786695125j)
1.7,(0.7175024560815048-1.3786404773319498j),(-3.0985462797741588-0.4146020574851039j),(-2.986207045682713-0.3426465960159084j),(0.7183874396591089-1.3789026475204649j),(-2.181900947687981-0.019247113615364343j),(0.6965341865720309+1.2328017273081386j),(-0.9723207413802636-0.5062044388861425j),(-2.4628816504228133-0.09245133435565117j),(-6.549914074761626-6.473791093729585j),(1.3844315367054774-1.7521870655996232j),(-10.176396565197082-3.292664945404283j),(-1.0076964988856443+2.7739669435818195j),(0.7654329948923478-0.5752790688193595j),(27.68924841854144+13.37450053168536j)
1.71,(0.7357808030740018-1.3790788989178018j),(-3.1111190086980822-0.3805711531699951j),(-2.999784345644783-0.3075679320766438j),(0.7365640986088631-1.3794324996094822j),(-2.2071878447706395+0.02181160972662928j),(0.6726541117077607+1.2606894658233319j),(-1.012759288884162-0.48887211528581226j),(-2.4831179523062814-0.052777652921327446j),(-6.578177845146187-6.467004039658889j),(1.3395876635285824-1.7824326758223372j),(-10.190330669012852-3.27597540215108j),(-0.9779045413531576+2.757462665116285j),(0.8066487818669703-0.6153002092883068j),(21.452592427821017+16.372130515594467j)
1.72,(0.7543806378061853-1.37939646931969j),(-3.122926550262767-0.3458898956959134j),(-3.0122937044354594-0.2718428114632436j),(0.755056914030324-1.3798236292169874j),(-2.2311128285326487+0.06471165313778196j),(0.6467730476331465+1.2886269206339604j),(-1.0541907742706775-0.4689100627109979j),(-2.5020808565010237-0.011739863122028335j),(-6.605499141163236-6.460494546684936j),(1.2824730208179724-1.8204265701413478j),(-10.203955097742329-3.25969828176684j),(-0.9435147526897136+2.736972016189497j),(0.8560401797044515-0.6533317727529449j),(16.048180833746997+16.809651494152497j)
1.73,(0.7732326346851758-1.3795642184404389j),(-3.1338616100429433-0.31066652544417617j),(-3.0237117922547174-0.23551217710964456j),(0.773799120891547-1.3800471943962629j),(-2.2534799495118745+0.10938427516690946j),(0.618846504291919+1.3165203009994857j),(-1.096409119050704-0.44613924646116193j),(-2.51963402207174+0.030592543037830683j),(-6.6329005987402905-6.454287853731377j),(1.2108165639754187-1.869958420355262j),(-10.217879974292767-3.2434051865066293j),(-0.9055262476907207+2.71228582449797j),(0.9140193802546592-0.6863714705720382j),(11.97647775158464+15.972041039440725j)
1.74,(0.7922284692731825-1.3795722765211635j),(-3.1436297185034445-0.27507937946651184j),(-3.0341020855925906-0.19859741836408187j),(0.7926849247782723-1.3800937029120657j),(-2.274126073306166+0.1557963310562082j),(0.5889433194191064+1.344231791341796j),(-1.1391535651787372-0.42038366824596274j),(-2.535657423727923+0.07412079820565895j),(-6.661339171832044-6.448385731350976j),(1.123690970619916-1.9360557008507826j),(-10.232680976059788-3.2266635070972414j),(-0.8649446773947573+2.6833619366101007j),(0.9795382991161703-0.710368708886115j),(9.060135339951511+14.669654349793548j)
1.75,(0.8112411646688471-1.379418157431576j),(-3.1524228173271953-0.23892944615888065j),(-3.043251534605808-0.16127489922364208j),(0.8115895685765233-1.379961743909587j),(-2.292826353396782+0.20383231033306307j),(0.5570790483905363+1.3716303513355101j),(-1.1821782145492274-0.39149438562274996j),(-2.549983323264787+0.11873413819895737j),(-6.691369314624328-6.442777897775536j),(1.0228330372812156-2.0233630924987347j),(-10.248689282701221-3.2091769201447753j),(-0.8226509837288651+2.6503186672169936j),(1.0488070178656677-0.7219294120694244j),(6.990163597180927+13.292216080357806j)
1.76,(0.8302370961530483-1.3791239884286295j),(-3.1600951334980043-0.20263878052203083j),(-3.0512064275655533-0.12361032697488886j),(0.8304818174437312-1.379673735349673j),(-2.309371598981256+0.25328757592899653j),(0.5232052187875027+1.398684182771975j),(-1.225066825801104-0.3593539151552771j),(-2.5625057182700006+0.16426481319124958j),(-6.723257213670966-6.437447372002069j),(0.9105086399173432-2.134649108155105j),(-10.26605275059064-3.1907551553199056j),(-0.7794438760796193+2.613374621774301j),(1.1167141994722742-0.720551027471945j),(5.507362275444086+11.997603126273086j)
1.77,(0.8491372448801108-1.3787082628507656j),(-3.1662990642264988-0.16667743508068017j),(-3.058136144410868-0.08562613931808002j),(0.8492847218390445-1.3792490422459183j),(-2.3236148327418444+0.30398066039685223j),(0.48734202421648587+1.4253053772116875j),(-1.2673898040541034-0.32387637309611345j),(-2.5731586603534446+0.21053090732521704j),(-6.757811527034733-6.432218413389103j),(0.7868938462049575-2.2708380225157097j),(-10.285167942973551-3.1708636529637895j),(-0.7360725091823517+2.5728639216825053j),(1.1791152942068748-0.7084382718320458j),(4.427610694188794+10.83695411635471j)
1.78,(0.8677593889582017-1.3781635465040833j),(-3.1712707452812303-0.13076933372844057j),(-3.0638647943298865-0.04752937747189534j),(0.8678173125235761-1.3786828529449382j),(-2.3353916066477747+0.3556991687990481j),(0.4494944268422554+1.4513157825654397j),(-1.3088565580986038-0.28502459004304304j),(-2.5818302095213945+0.25737505783521397j),(-6.793520253987761-6.427613522098875j),(0.6490675607298837-2.4264648172015315j),(-10.30534373266153-3.150445470559758j),(-0.6930913978501405+2.528986190406799j),(1.235080730467538-0.689048813068677j),(3.626602059164385+9.816604840478679j)
1.79,(0.8858983105929731-1.37752030883008j),(-3.1753093640171612-0.09457674296108909j),(-3.068171601524731-0.00954880762793342j),(0.8858755429470174-1.3780085150780959j),(-2.3446006493456517+0.40825116286428775j),(0.40969022361597085+1.4764955602012266j),(-1.3491568040808237-0.2427865645713173j),(-2.588417971678613+0.3046151951046488j),(-6.8327823960458645-6.423160131157772j),(0.49142309971902587-2.603517606922966j),(-10.327808404139228-3.1280319378479384j),(-0.6511732618388846+2.482315374861375j),(1.2835031698176078-0.6646867008461146j),(3.0212590128016084+8.925915947213609j)
1.8,(0.9034986681956487-1.3768837346953102j),(-3.1778759959320806-0.05904651278592944j),(-3.0714544877325847+0.02843217519646675j),(0.9034051130992603-1.3773316663635142j),(-2.3511588138163773+0.4613342270981902j),(0.3680633391003507+1.500866043894328j),(-1.3876857389206598-0.1972090733568191j),(-2.592953137104153+0.35200440196771415j),(-6.880450384007623-6.4179430793778405j),(0.3037280030533406-2.807089722782976j),(-10.355095326023097-3.1007161542118795j),(-0.6110136990497882+2.4336120059363866j),(1.3228280327648418-0.6369189505398515j),(2.555685036048595+8.149161515132612j)
1.81,(0.9204134987615056-1.376401181115502j),(-3.179250417884086-0.024119331458080817j),(-3.0736407042300353+0.06613545931547128j),(0.9202594367024162-1.3768017825422971j),(-2.354901446408246+0.5145043103336261j),(0.3246960493411597+1.5243698954287057j),(-1.423988508391675-0.14845721659763053j),(-2.59540679645005+0.39929500232266957j),(-6.9368734357793995-6.411589074519833j),(0.08439966926764866-3.0340171969371124j),(-10.387234305669889-3.0678963384890054j),(-0.5728580379063609+2.3832686981333797j),(1.3536529463685936-0.6076121986683599j),(2.1917482194667377+7.470352244349288j)
1.82,(0.9364271064440624-1.3763354807694927j),(-3.1799959855046827+0.010886462235039664j),(-3.074380269221187+0.10315548795030942j),(0.9362239042891104-1.3766845342666691j),(-2.3558158563410134+0.5674806079124645j),(0.2796022195377425+1.546753130675546j),(-1.4576940744322333-0.0966814161388573j),(-2.5957516972505132+0.44622691226080513j),(-7.005265788692001-6.404633642624157j),(-0.19375310598311457-3.2757231478925606j),(-10.426467880022585-3.028029656974942j),(-0.5370188751069784+2.331921812785301j),(1.375890422473191-0.5779876492562109j),(1.9030011008409304+6.875003799848918j)
1.83,(0.9516739129329138-1.3768100333517879j),(-3.1798000353830993+0.04466514492753965j),(-3.074116763648771+0.1392622741329619j),(0.9514329641728658-1.3771043075992304j),(-2.3540861560798643+0.6197470733659337j),(0.23314525282415788+1.5678784750488846j),(-1.488136517792266-0.042428272017404386j),(-2.5940522873400096+0.4922838055856904j),(-7.090414549917894-6.393058954105537j),(-0.5094901853591065-3.5376510387905107j),(-10.473739981244405-2.9760375047240246j),(-0.5034697259037578+2.280221851735691j),(1.3888873645100293-0.5489555746322654j),(1.6707835642544118+6.3506172913493515j)
1.84,(0.9657495085587356-1.3780020311075674j),(-3.1789649040132226+0.077645132071521j),(-3.0727401340798544+0.17424409443097366j),(0.9654809480677645-1.3782405129825461j),(-2.3498230448850386+0.6710597646027916j),(0.18524593210705245+1.5875605644091677j),(-1.5150844618564732+0.013959088921535773j),(-2.5904124941442395+0.5373639552652467j),(-7.196338964176415-6.3774716314615585j),(-0.9018184729493486-3.797881771225174j),(-10.531854014341008-2.9096266518063723j),(-0.4722750880978916+2.2287186779953707j),(1.3927982777589032-0.5214764283771276j),(1.4817064107399252+5.886643550289788j)
1.85,(0.9784378528568431-1.3801220846165543j),(-3.177423809237208+0.11048005071410233j),(-3.0704019659974424+0.20865410798613335j),(0.9781507527492013-1.3803053833566643j),(-2.343076066139191+0.7212292681392658j),(0.13578431347189096+1.6057692707581552j),(-1.5384551616896904+0.07235565243223843j),(-2.585127631283816+0.5815349485123866j),(-7.327549760688201-6.3537677828639305j),(-1.3592908745951757-4.048433634685995j),(-10.601579945340498-2.8233256289949376j),(-0.4431764742143092+2.1778311294381276j),(1.3877663644498288-0.49623460741694436j),(1.3260077828238837+5.474264219227363j)
1.86,(0.9900834453879479-1.3835056287607823j),(-3.1753404915694214+0.14216563721458614j),(-3.0673127811595373+0.24168577689848378j),(0.9897872492537443-1.3836356562799994j),(-2.334276718180223+0.769644673752018j),(0.08525597462578291+1.6224011965954206j),(-1.5577169549422085+0.1318986855506037j),(-2.5783693811435797+0.6241503981773292j),(-7.489930364919403-6.316391601101272j),(-1.8744701804385946-4.275460645912727j),(-10.683703230700365-2.709893588181263j),(-0.41592103147810106+2.127926960125236j),(1.373901438113559-0.4740022294294033j),(1.1964629898093155+5.106130330946743j)
1.87,(1.0007406452768925-1.388591399111236j),(-3.172762766037652+0.17255961699116196j),(-3.063722062544888+0.27343853551290764j),(1.0004445501132357-1.3886712443845366j),(-2.32364478670054+0.816025530951714j),(0.03375645184015676+1.6373247594856406j),(-1.572671724339657+0.19191248259886362j),(-2.5703608842982937+0.6650312587744424j),(-7.684527221404224-6.263713403901113j),(-2.4674879031954067-4.451612778896903j),(-10.778217501913682-2.5662815187112393j),(-0.39037754474079134+2.079007760460071j),(1.3526296370581408-0.45527417600614034j),(1.0876500691379518+4.776114141723579j)
1.8800000000000001,(1.0104040711809168-1.3954782871544544j),(-3.169751466173749+0.20132376824428688j),(-3.060009501763737+0.30380393415758433j),(1.0101156518133703-1.395512198607629j),(-2.3115998661052095+0.8599364713510268j),(-0.01843046140644186+1.6503844013461264j),(-1.5833009332812726+0.25157187803296815j),(-2.561489250807991+0.703828734772612j),(-7.916423191067827-6.187281293028056j),(-3.1209648731199824-4.562290164783317j),(-10.883839966295788-2.383204225737898j),(-0.36631103250973407+2.031193686345235j),(1.3245696322956426-0.44067337411796653j),(0.9954471374558447+4.4790930506650435j)
1.8900000000000001,(1.0190786677646035-1.4044817736873014j),(-3.166800856748546+0.22869529111172696j),(-3.05600138508087+0.33253618715870614j),(1.0188040517714345-1.4044749831768792j),(-2.298575806289376+0.9011164308607464j),(-0.07120910339063116+1.6614094129593988j),(-1.5896600600687403+0.31014026327132843j),(-2.5519921385649917+0.7404148113972941j),(-8.186785682673442-6.0813432781947645j),(-3.8272462042532975-4.579397523061332j),(-10.998124999808088-2.1546504608041497j),(-0.34366439581414365+1.9843645032019712j),(1.2913076733247089-0.43080187540260667j),(0.9166829518466253+4.2107687696053775j)
1.9000000000000001,(1.0269707210194898-1.4160135294285894j),(-3.1638218456884313+0.25404629987977245j),(-3.0522105939644444+0.35945579148645584j),(1.0267149988683768-1.415971915332884j),(-2.285329537563607+0.9394621614090161j),(-0.12408476016470685+1.670015144620113j),(-1.5921099741486266+0.36666461406226564j),(-2.5424080298454954+0.774497794588482j),(-8.495096477563052-5.9373500211479175j),(-4.579020866496811-4.481438323915817j),(-11.116002229798186-1.873029754289429j),(-0.3223686620700384+1.9384141767302214j),(1.2542458986166032-0.4259346801830003j),(0.8488906537637453+3.9675191315856377j)
