t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
1.24,(-0.24822659681417586+0.04750926038570892j),(0.0012397350846430559+0.00019084632475599247j),(-0.0024043335616532064-0.0007158417202193588j),(0.24223418630240803-0.0398751230656709j),(0.008087102850881229-0.008155435869079393j),(-4.997354667770933e-05+7.315868931388588e-05j),(-0.003352196369538388-0.006620096849710869j),(0.002048649063837569+0.008316066560175476j),(-4.744311394769753e-07+3.612433973382344e-06j),(-0.0002512688405002658+0.00035832084973805685j),(9.844306270689039e-11-4.5942228250279586e-10j),(-3.4122926174816786e-07+9.78230509578981e-06j),(5.373878824560732e-05+6.612826193414869e-05j),(2.755208126361585e-06-8.043223148297808e-07j)
1.25,(-0.24763272441814402+0.047474741216022694j),(0.0011382493172888803+0.0002997619596108629j),(-0.0021763793691729713-0.0008932278245942572j),(0.24281848466654363-0.039955727062294916j),(0.007713695677027565-0.00782845167267087j),(-3.9671930960850815e-05+7.234783084927972e-05j),(-0.0036468852763796287-0.006398458117353284j),(0.0015407840602458401+0.007908478714799192j),(-9.354825024509087e-07+1.800678027639538e-06j),(-0.0001566115227384934+0.00034931107264348817j),(1.5783072569363867e-10-3.9855028574896206e-10j),(9.309844209995412e-07+8.823257384229252e-06j),(6.215857694550661e-05+5.222704080368997e-05j),(1.9508046183833888e-06-6.178573232895538e-07j)
1.26,(-0.24709589715531755+0.04739188125604191j),(0.0010401157402508648+0.00039023127740501074j),(-0.0019602778589867783-0.0010369168320603077j),(0.24334931245762315-0.040071539893762005j),(0.007364336126983538-0.00748568733823835j),(-3.0287976273939542e-05+7.068729336531184e-05j),(-0.003914637928325456-0.00615348534080357j),(0.0010819137147639719+0.007515768234001406j),(-8.13538642550433e-07+8.069771158906808e-07j),(-8.366447350745272e-05+0.000328085789030957j),(2.0111723102929466e-10-3.400262703263795e-10j),(2.144868684941636e-06+7.856250396055384e-06j),(7.03135359723082e-05+3.5650811949651535e-05j),(1.4134380973089116e-06-3.667261331613901e-07j)
1.27,(-0.24661266478635438+0.047271526351474316j),(0.0009461075652606926+0.00046528682340664384j),(-0.0017567411654391201-0.0011525782490105414j),(0.2438271656303839-0.04021664340510274j),(0.007037631903130655-0.007135642773599685j),(-2.1805108881693655e-05+6.835379584789034e-05j),(-0.004155826368450101-0.005887874734667078j),(0.0006702760263816172+0.007139219430929432j),(-5.779025008691485e-07+3.1729535933760384e-07j),(-2.8081087170384888e-05+0.0003002427692846726j),(2.3356281643751293e-10-2.860981160616071e-10j),(3.202630963643243e-06+6.808270027390425e-06j),(7.598753214873e-05+1.664503151696059e-05j),(9.973637486016828e-07-2.816189462548038e-07j)
1.28,(-0.2461811931015451+0.04712100573183913j),(0.0008567602921952069+0.000527176327007917j),(-0.001566137693755923-0.001244532922601083j),(0.2442543673246006-0.040384330195777716j),(0.0067327041170141995-0.006784460413975688j),(-1.4203894600257531e-05+6.550256568281141e-05j),(-0.004369986681944085-0.005604701501790417j),(0.0003027481741993722+0.0067794462430278j),(-3.7766514766484176e-07+9.292760179922509e-08j),(1.3246520215974995e-05+0.00026933492038248635j),(2.5716996010876513e-10-2.3510121931691947e-10j),(4.065948337369278e-06+5.656776827088819e-06j),(7.802484456045195e-05-4.141726424928736e-06j),(6.508881147451036e-07-3.0683673994436687e-07j)
1.29,(-0.24579891198425444+0.04694736907418407j),(0.0007725346631257573+0.00057779807338719j),(-0.0013887519745982972-0.0013164298801580379j),(0.24463243855270594-0.04056967485482324j),(0.006448999325989942-0.006435906044916907j),(-7.461491103773217e-06+6.227123196023248e-05j),(-0.004555959930985797-0.005307565951312786j),(-2.457988934958838e-05+0.006436268127357757j),(-2.363883747115318e-07-1.5333095542335598e-09j),(4.276437183900259e-05+0.00023817009832725682j),(2.728081967712339e-10-1.8520449686713825e-10j),(4.677602175250962e-06+4.376318092910456e-06j),(7.541881114556958e-05-2.6096237049702715e-05j),(3.981048972314193e-07-3.211603568532712e-07j)
1.3,(-0.24546258449554315+0.046757199593315216j),(0.0006936549329407763+0.000618963327579603j),(-0.0012244954572101395-0.0013716983988779604j),(0.24496353826018258-0.04076831611426825j),(0.00618530902960553-0.006093991113446078j),(-1.5313784075241427e-06+5.877645605707167e-05j),(-0.004713750510241678-0.004999625483132681j),(-0.00031498769520053307+0.006109914409147984j),(-1.4261231681769936e-07-3.598586932399378e-08j),(6.352908559300414e-05+0.00020840707522532117j),(2.819034353276678e-10-1.3808992676583292e-10j),(4.989362012322883e-06+3.0390663036789525e-06j),(6.757585020361071e-05-4.75895908572148e-05j),(2.444273289887916e-07-2.823701805841949e-07j)
1.31,(-0.24516899453546073+0.04655566885249056j),(0.0006201126436026136+0.0006522832229206132j),(-0.0010729139389610597-0.0014133859113369834j),(0.2452509885668635-0.04097576128947443j),(0.005939949927203453-0.005762899233762485j),(3.65181428240424e-06+5.511141296905592e-05j),(-0.004844427442444115-0.0046835254354162005j),(-0.0005712817019582689+0.005801028575940521j),(-8.352612775283056e-08-4.3515358964677384e-08j),(7.729249295862579e-05+0.00018103805778682644j),(2.845040743213194e-10-9.268307618164142e-11j),(4.972721318457442e-06+1.6843505944765514e-06j),(5.4432178041566675e-05-6.762894330107825e-05j),(1.7774346434049572e-07-1.836499914244544e-07j)
1.32,(-0.24491480556724135+0.04634722291058661j),(0.0005517566862149274+0.0006791251763323789j),(-0.0009333425131542359-0.0014440726372790583j),(0.24549854076018585-0.0411882587477297j),(0.005711088037597627-0.005446328728167176j),(8.162632990636002e-06+5.134817074700121e-05j),(-0.004949584902001191-0.0043616015535768455j),(-0.0007960913410610226+0.005510314803767627j),(-4.709573676381184e-08-4.0293859253663e-08j),(8.58538990129568e-05+0.00015653235327361102j),(2.807233339396232e-10-4.945264870955426e-11j),(4.613573620733844e-06+3.970812565808297e-07j),(3.618975848124965e-05-8.496933364094448e-05j),(1.6841617900492092e-07-5.3586966346004566e-08j)
1.33,(-0.24469686566492857+0.04613588663214612j),(0.0004885151087692229+0.0007006059328743154j),(-0.0008052972397053563-0.0014658158716840445j),(0.24570869909355-0.04140336888569658j),(0.005497700464793238-0.0051452077467823406j),(1.2054647840158104e-05+4.754872005793839e-05j),(-0.005029554426889875-0.004036738507415294j),(-0.0009927762575509752+0.005237234369747648j),(-2.490501410201039e-08-3.34709229464868e-08j),(9.076803492792666e-05+0.00013476958571013645j),(2.7218085063195766e-10-9.830364624166095e-12j),(3.961010090562529e-06-7.053834544786907e-07j),(1.3766882416882389e-05-9.85294145573473e-05j),(1.6928317009556792e-07+4.382832099456135e-08j)
1.34,(-0.24451264312081572+0.04592378342528082j),(0.0004301866754347868+0.0007177737703390881j),(-0.000688107213843198-0.0014805231485160197j),(0.24588475792381365-0.041617575660943214j),(0.0052986381342656425-0.004860195688516717j),(1.538543944771839e-05+4.3761896035813286e-05j),(-0.005085095411333313-0.0037115993016297827j),(-0.001164370436679352+0.004981261509732287j),(-1.1873126754017732e-08-2.6336223215702313e-08j),(9.283417985386336e-05+0.00011586541673337657j),(2.5787037496532627e-10+2.6729872439402346e-11j),(3.0525836232075254e-06-1.5559471882217709e-06j),(-1.2480616703562779e-05-0.00010789871243593753j),(1.3146783141256203e-07+2.8454161129545655e-08j)
1.35,(-0.244359543313115+0.04571325711237723j),(0.0003765522151621452+0.0007315136335946438j),(-0.0005810919778604839-0.001489812602683059j),(0.24602997389171655-0.04182853243193351j),(0.005112775872768624-0.004592016197522193j),(1.8211656434862013e-05+4.002319751976504e-05j),(-0.0051173838920627-0.0033883871557270125j),(-0.0013135791544199305+0.004742076953794401j),(-4.290036867892957e-09-1.995868122060705e-08j),(9.302692580263796e-05+9.931146916885016e-05j),(2.4057024927509376e-10+5.855475785040834e-11j),(2.0183996318029517e-06-2.0559795440181953e-06j),(-4.128618459438945e-05-0.00011290166412159204j),(9.761528503916868e-08-4.325575890428001e-08j)
1.36,(-0.24423488569528412+0.04550695427676788j),(0.0003273817997264328+0.0007425423751844434j),(-0.00048357360099633934-0.0014950045930008913j),(0.24614750760408835-0.04203515902737315j),(0.004939033571296683-0.004341425530706211j),(2.058838741235601e-05+3.63548963144945e-05j),(-0.005127981991155024-0.0030688522486980617j),(-0.0014427961406911936+0.004519551655412058j),(-1.2486547913628606e-10-1.4804132613210368e-08j),(9.179727107514088e-05+8.5091188843054e-05j),(2.1936345294540176e-10+8.605434841505951e-11j),(9.656255424072482e-07-2.200443018257245e-06j),(-7.271224187091994e-05-0.00011354106003761845j),(7.3304655036062e-08-1.1492482628307556e-07j)
1.37,(-0.24413577896300487+0.04530714340463186j),(0.000282440379611526+0.0007514294819299004j),(-0.000394891181292508-0.001497149152483408j),(0.2462401317026746-0.04223690527571485j),(0.004776409189811137-0.004109005011579447j),(2.256708537276913e-05+3.276810091055595e-05j),(-0.005118660528077262-0.0027543991547838128j),(-0.001554159560370614+0.004313612564657911j),(2.037464718000464e-09-1.0781896291131226e-08j),(8.958016294054873e-05+7.279182200927157e-05j),(1.9688405435623864e-10+1.084267405928829e-10j),(3.823551248788058e-08-1.9864015862688904e-06j),(-0.00010622339069266931-0.00011077420453108939j),(5.364577830617499e-08-1.5544886482259341e-07j)
1.3800000000000001,(-0.2440592598147443+0.04511411775903925j),(0.0002414616380828449+0.0007587309512128474j),(-0.00031437353611730057-0.0014972055923816617j),(0.2463094923958607-0.04243169706539853j),(0.004624133837440539-0.003893896817643197j),(2.4185997926933586e-05+2.9275929218016605e-05j),(-0.005090431758707894-0.002446782860999805j),(-0.0016499142571578308+0.004123368780096715j),(3.0213924922856173e-09-7.75669565799071e-09j),(8.67322787140304e-05+6.227560399123158e-05j),(1.7313490319006557e-10+1.2598307861769246e-10j),(-6.577085988728842e-07-1.5175101243557741e-06j),(-0.000142442763753869-0.00010458501074158781j),(3.561186345066373e-08-1.4830908180600049e-07j)
1.3900000000000001,(-0.24400334022249184+0.044930014846237425j),(0.00020413053449799668+0.0007649262463868792j),(-0.00024127763787822932-0.0014959875964534906j),(0.2463580004980067-0.042619723136162094j),(0.004481493444949828-0.0036950541339218984j),(2.548126689438397e-05+2.5887191920249154e-05j),(-0.0050444230172091995-0.0021476116240412473j),(-0.0017321424816366048+0.0039478436609084655j),(3.3443299928455174e-09-5.532127251780355e-09j),(8.34617877802997e-05+5.330956000003733e-05j),(1.4974220851252563e-10+1.3879126466455988e-10j),(-1.0512178239117623e-06-8.990470588227523e-07j),(-0.00018199904278251767-9.606215166332085e-05j),(1.8039490768907152e-08-9.15720679838776e-08j)
1.4000000000000001,(-0.24396615173183572+0.04475612459614353j),(0.00017017326132497506+0.0007704171154728496j),(-0.0001749496597108243-0.0014941799508208409j),(0.246387946525974-0.04280073504637459j),(0.004347852028065568-0.003511610467343483j),(2.6485113522412287e-05+2.2606472487574768e-05j),(-0.0049818811276809705-0.0018582090230477842j),(-0.001802684894373674+0.0037862372849261634j),(3.3173436006453555e-09-3.914722272212882e-09j),(8.003047218948471e-05+4.5684937844995015e-05j),(1.2725668965245438e-10+1.4740430740931827e-10j),(-1.1478339144839563e-06-2.747654090200302e-07j),(-0.0002256877598498339-8.507770774296616e-05j),(1.6286122585074307e-09+2.110202425780072e-09j)
1.41,(-0.24394586364581577+0.04459256459587803j),(0.00013936307231679157+0.000775532707514702j),(-0.00011483672936492642-0.0014923458485609426j),(0.24640137139364054-0.042973710730371j),(0.004222662077416968-0.0033428379628335555j),(2.722516929640307e-05+1.9434646819765792e-05j),(-0.004904124015023487-0.0015796362106439566j),(-0.0018631519429686202+0.0036379016378815547j),(3.1205710252882423e-09-2.7505563318985256e-09j),(7.65918909833234e-05+3.91976294505981e-05j),(1.0647450134622586e-10+1.5242712989535798e-10j),(-9.999815652844895e-07+2.5106525274359124e-07j),(-0.00027419490046226667-7.19887309205421e-05j),(-1.1057448384710375e-08+1.0550037173755937e-07j)
1.42,(-0.24394068302492353+0.044438280089764685j),(0.00011152028251147246+0.0007805295725794694j),(-6.04869292046819e-05-0.001490926889706309j),(0.2464000664119009-0.043136854498452185j),(0.004105464558535878-0.0031881474033153842j),(2.7724475939833443e-05+1.636888324604547e-05j),(-0.004812540704937513-0.001312691912939176j),(-0.0019149238620538753+0.0035023406134051184j),(2.8546790119635314e-09-1.912654334979058e-09j),(7.328094937769892e-05+3.36399199164746e-05j),(8.774202308246325e-11+1.5458411785420645e-10j),(-6.943015824133571e-07+6.133294843067667e-07j),(-0.00032777259553574023-5.671293086186418e-05j),(-1.5591995766698787e-08+1.7677569879864223e-07j)
1.43,(-0.24394918326153736+0.04429146406122578j),(8.64793614857918e-05+0.0007855902765640134j),(-1.1502134737488764e-05-0.001490245949865089j),(0.2463858842925421-0.043287956629068154j),(0.003995871712798482-0.003046983586565139j),(2.8001337447948672e-05+1.3404001527958951e-05j),(-0.004708528357956583-0.001057980402495736j),(-0.0019591828994846494+0.0033791285421504074j),(2.5725852949939855e-09-1.3095351863312127e-09j),(7.016783635652908e-05+2.882943628078017e-05j),(7.118216203573985e-11+1.545465379785675e-10j),(-3.196013601831325e-07+7.965787484923469e-07j),(-0.0003863291870830346-3.9282881172249053e-05j),(-3.815467382112746e-09+1.6177919897218655e-07j)
1.44,(-0.2439710066275954+0.04415301016459442j),(6.39632417401738e-05+0.0007908932297955296j),(3.2687404963719195e-05-0.0014905953928167613j),(0.24636137636430333-0.04342739838681664j),(0.0038934707258674937-0.0029181299443501924j),(2.80712780713791e-05+1.054056473793297e-05j),(-0.004593155930205322-0.0008163562766899161j),(-0.0019971513090219282+0.003267345057472287j),(2.2999075089108116e-09-8.712504503427981e-10j),(6.728859147661387e-05+2.4596862429063504e-05j),(5.6743192736634195e-11+1.5292224136509529e-10j),(5.241105766176487e-08+8.162152550370027e-07j),(-0.0004492040687298811-1.965729678429647e-05j),(9.440147628721746e-08+1.1785556212751895e-07j)
1.45,(-0.24400436956875626+0.0440244577452243j),(4.380133399359873e-05+0.000796666335647441j),(7.252706737400619e-05-0.0014922868706237634j),(0.24632749906174836-0.04355630633023185j),(0.003797920412498628-0.002800381027971204j),(2.7949724999240848e-05+7.778137985099959e-06j),(-0.0044675624031585-0.0005885699634176448j),(-0.0020299575409185324+0.0031660749372339693j),(2.0480275431779636e-09-5.520920588689925e-10j),(6.46374415796861e-05+2.0816828756090042e-05j),(4.425766719285203e-11+1.5016676872683841e-10j),(3.730251044217809e-07+7.071386385000987e-07j),(-0.000515633268382925+1.929683379497577e-06j),(2.275927833225985e-07+8.779455304919209e-08j)
1.46,(-0.24404747743013377+0.043906665036902416j),(2.585000537570439e-05+0.0008031002454319737j),(0.00010839336010636159-0.0014955907553400784j),(0.24628505051812477-0.043675270138196644j),(0.0037089443598599604-0.0026927403157799568j),(2.7649014793298503e-05+5.115783493016628e-06j),(-0.004332940946624468-0.00037521553303978704j),(-0.00205859580185054+0.003074580589819517j),(1.819968388477061e-09-3.166103905124903e-10j),(6.219374008902937e-05+1.738058182162248e-05j),(3.350331308382087e-11+1.4665671925040656e-10j),(6.154361829407419e-07+5.089156992232613e-07j),(-0.0005844224447890914+2.5317861844822114e-05j),(3.1000762671115417e-07+6.175179664072908e-08j)
1.47,(-0.24409872984777978+0.04379988304730828j),(9.975890704898738e-06+0.0008103424223038991j),(0.00014061439071600318-0.001500732865750523j),(0.2462348692966462-0.04378439913769236j),(0.0036263243643191298-0.0025943921388451117j),(2.7178148475066128e-05+2.5525631672481957e-06j),(-0.004190514734173549-0.00017675188138056332j),(-0.002083934724486804+0.002992281560166548j),(1.6161926018045805e-09-1.4319323138448105e-10j),(5.992371132041418e-05+1.4216806754518293e-05j),(2.4263946589912405e-11+1.4263082855781278e-10j),(7.684970459793277e-07+2.580132961699922e-07j),(-0.0006545074656382912+5.005210830299862e-05j),(2.9380249367137514e-07+3.4377202320400015e-08j)
1.48,(-0.24415672074868397+0.043703755558013924j),(-3.9441075116398376e-06+0.0008184971412605328j),(0.00016946986670037748-0.0015078944673707461j),(0.24617783439049246-0.0438833223037988j),(0.003549900431443338-0.0025047016809522102j),(2.6542791525807267e-05+8.753859536839574e-08j),(-0.004041536943138047+6.497270272448792e-06j),(-0.002106717367488951+0.002918754529766235j),(1.4347735462185896e-09-1.4387748677899011e-11j),(5.778948286813582e-05+1.126990207849373e-05j),(1.6344368198052267e-11+1.3830284690351047e-10j),(8.341413532255044e-07-1.376447754956514e-08j),(-0.0007245959196172261+7.567564018804256e-05j),(1.690411856531209e-07+4.8149640212218105e-09j)
1.49,(-0.24422023835077408+0.043617319124483855j),(-1.6022819077962807e-05+0.0008276254891417359j),(0.0001951910954991595-0.0015172122724472314j),(0.24611486522280943-0.04397118825969424j),(0.003479570775999353-0.0024232149786036694j),(2.5745273886534937e-05-2.2802289530405357e-06j),(-0.003887290754612232+0.00017434337516831523j),(-0.0021275612155113826+0.0028537333166633056j),(1.2739658095920238e-09+8.058927059746148e-11j),(5.575719984833658e-05+8.503360923000269e-06j),(9.564807480391931e-12+1.337862516942752e-10j),(8.18883578483036e-07-2.8199525979696675e-07j),(-0.0007935255836942836+0.00010163399417080325j),(-3.63051816623822e-08-2.3296439809041485e-08j)
1.5,(-0.24428811122414767+0.04353985273733402j),(-2.6340884234764018e-05+0.0008377900108047972j),(0.00021794932781925253-0.0015288224674887638j),(0.24604678114907563-0.04404749509525165j),(0.0034152743406684664-0.002349591323861358j),(2.4785440059788513e-05-4.550642958771823e-06j),(-0.003729070460887847+0.00032670715408145124j),(-0.002146978681038112+0.0027970486826360834j),(1.1317748821834362e-09+1.4988835666430394e-10j),(5.379516030091018e-05+5.893233356515413e-06j),(3.788182826965007e-12+1.2917769546082706e-10j),(7.336302073703578e-07-5.283521734692905e-07j),(-0.0008600913669639154+0.0001273073341186711j),(-2.563581783625403e-07-4.18242462078791e-08j)
1.51,(-0.24435883870379493+0.04347348180926497j),(-3.490943827096841e-05+0.0008491998998814312j),(0.00023789917029619232-0.0015429910293789362j),(0.24597410646923537-0.04411452179977221j),(0.00335689180807934-0.002283098021748758j),(2.3667333042330322e-05-6.7182328920362486e-06j),(-0.0035680969794282522+0.0004634486120121124j),(-0.0021655668256529677+0.0027481928560229773j),(1.006140382003849e-09+2.0007602662054432e-10j),(5.1875198920971845e-05+3.4273751562475484e-06j),(-1.0805387064798084e-12+1.2459686659706484e-10j),(5.941362182296054e-07-7.401000519212002e-07j),(-0.0009230629056505953+0.00015200762334491067j),(-3.8733206030339134e-07-3.814140769803344e-08j)
1.52,(-0.24443172451517053+0.04341680753995202j),(-4.1830648018852145e-05+0.0008618905306951365j),(0.00025527375470708543-0.0015598056954992932j),(0.24589818295275975-0.044171081929442635j),(0.0033043574832451877-0.0022230461322191564j),(2.2394911711238775e-05-8.778946674004168e-06j),(-0.0034056455155179323+0.000584548298965305j),(-0.00218391220313151+0.002706718993889594j),(8.956346953864183e-10+2.351036297547852e-10j),(4.997772344640479e-05+1.096692093120227e-06j),(-5.145289398739331e-12+1.200650603742164e-10j),(4.1223804091263393e-07-9.083891187132915e-07j),(-0.0009812710063058705+0.00017519219081571058j),(-3.1251820063047614e-07+9.537273348158691e-09j)
1.53,(-0.24450603335543986+0.04336851826351782j),(-4.715104986201325e-05+0.000875910828997992j),(0.00027020816688209937-0.0015793889736079123j),(0.24582022397847902-0.04421621891051526j),(0.003257645813107155-0.002168947332829665j),(2.0970503037814363e-05-1.0726916299688017e-05j),(-0.0032429986088179305+0.0006901392437934272j),(-0.0022025121091503778+0.002672365934227451j),(7.987929083599151e-10+2.582790396683135e-10j),(4.808639569205333e-05-1.1019902035974995e-06j),(-8.476299380768728e-12+1.1561969440091494e-10j),(2.007050653814273e-07-1.0284283558119734e-06j),(-0.001033499248174367+0.0001963749034578396j),(-2.467006893419907e-07+1.2234059813160964e-07j)
1.54,(-0.24458087014892702+0.04332799601823158j),(-5.084279858219439e-05+0.0008913547648370306j),(0.00028272347840291594-0.0016019307357095125j),(0.24574119261282687-0.04424980881095937j),(0.0032167628261826537-0.0021204931326397987j),(1.9395068654920483e-05-1.2553803842397409e-05j),(-0.003081434852886894+0.0007804970819104374j),(-0.00222177842319289+0.0026450386121685465j),(7.141541538977994e-10+2.72554803429532e-10j),(4.618945975728144e-05-3.164450376769317e-06j),(-1.1110394945800069e-11+1.1135467712128516e-10j),(-2.5421368664239443e-08-1.1010001528516809e-06j),(-0.001078539503880852+0.00021505306708136226j),(-1.8144917341248545e-07+1.6606699276451322e-07j)
1.55,(-0.244655180047115+0.043295316546509095j),(-5.280366735928292e-05+0.0009083613525542391j),(0.0002927267466027313-0.0016276882180554532j),(0.24566180160984033-0.044272560340461155j),(0.0031817461325653633-0.0020775548722114768j),(1.766820485698343e-05-1.4248801453739157e-05j),(-0.0029222288951810758+0.0008560400552918543j),(-0.0022420376085490433+0.002624808059985364j),(6.405804173805151e-10+2.8001741412517693e-10j),(4.4282246137907264e-05-5.086024100855291e-06j),(-1.3095188565106782e-11+1.0732155473478755e-10j),(-2.5423792023829494e-07-1.1291652342354858e-06j),(-0.0011152872405210265+0.0002309342191151026j),(-6.439377716432132e-08+7.89075544729254e-08j)
1.56,(-0.24472774842864556+0.043271249294912724j),(-5.28570477713109e-05+0.0009271146507865583j),(0.00030001101456625595-0.0016569860211437348j),(0.2455825134111598-0.04428601485042375j),(0.0031526649239252305-0.0020401837236090244j),(1.5788142599992414e-05-1.5798631363617264e-05j),(-0.002766651437054334+0.000917329012474757j),(-0.0022635307123155144+0.0026119114070908707j),(5.771236240101955e-10+2.820007508883808e-10j),(4.23627826782371e-05-6.862801091165526e-06j),(-1.4475482409279245e-11+1.0350580740043924e-10j),(-4.76676055818689e-07-1.1161444514533483e-06j),(-0.001142679044337943+0.00024406288856958434j),(6.395347383991712e-08-7.79222425782363e-08j)
1.57,(-0.24479720089931922+0.04325725741415139j),(-5.0751949794455e-05+0.000947843762465883j),(0.00030425531112971473-0.0016902161097189993j),(0.24550354014602913-0.044292546333967196j),(0.0031296199735084693-0.002008610690399169j),(1.3751747501499534e-05-1.71875458802329e-05j),(-0.0026159692337581306+0.0009650674085577848j),(-0.002286413365395659+0.0026067518800385174j),(5.227850349642448e-10+2.7975219010942413e-10j),(4.04333941996816e-05-8.488306445302254e-06j),(-1.5284595003715916e-11+9.992309224112918e-11j),(-6.854035958516535e-07-1.0683568416990817e-06j),(-0.0011598385755988406+0.0002546121405181497j),(7.52148869741291e-08-1.2783380154241933e-07j)
1.58,(-0.24486634644909303+0.04325398834363473j),(-4.619797953182254e-05+0.0009706614291635256j),(0.00030508888204184935-0.0017276320127055812j),(0.245429120261845-0.04429389509029186j),(0.0031127003762022654-0.001982998828955922j),(1.1559639635090595e-05-1.8398186569835447e-05j),(-0.002471369804769699+0.0010000551276987742j),(-0.002310817689517781+0.0026096589151836506j),(4.765509587008866e-10+2.7443780777004504e-10j),(3.8502008582368816e-05-9.954157061640993e-06j),(-1.5553260300216413e-11+9.661959564795887e-11j),(-8.757488460018708e-07-9.955545811403442e-07j),(-0.0011661294502357234+0.0002628765379071025j),(1.224742771686504e-07-3.0198353602398434e-07j)
1.59,(-0.24493866165169093+0.04325849737320377j),(-3.905648704371862e-05+0.0009954277134774897j),(0.00030229590796293087-0.0017692124939643558j),(0.24536407753219133-0.04428827091426191j),(0.003101899877141339-0.001963216537220015j),(9.221932165548144e-06-1.9410668540544595e-05j),(-0.0023337441920780215+0.0010231806167021696j),(-0.002336919738556488+0.0026207598066001246j),(4.3746860070057044e-10+2.6701937473654177e-10j),(3.658210699812424e-05-1.125180619982368e-05j),(-1.5315574238962804e-11+9.36401799436502e-11j),(-1.0457060085238977e-06-9.088616072510279e-07j),(-0.0011612120597738172+0.0002692806478238336j),(9.065682985609618e-08-3.238281621610365e-07j)
1.6,(-0.24500551321269107+0.0432696410539654j),(-2.9146124518127327e-05+0.0010222614633005078j),(0.000295499583565977-0.0018153021813697102j),(0.2453012037790506-0.0442756161265637j),(0.0030972360010172906-0.0019496769425703486j),(6.743541686430456e-06-2.0200117219247302e-05j),(-0.002203915790094594+0.0010355008185103929j),(-0.0023646796119329554+0.0026407705587347236j),(4.048019884821896e-10+2.579373006728827e-10j),(3.4689563535267705e-05-1.237650710865969e-05j),(-1.46114998501515e-11+9.094790933812453e-11j),(-1.195943992334829e-06-8.160432025366309e-07j),(-0.0011451377149684747+0.00027439913773093266j),(-1.191655771710894e-07+3.8393388702832705e-08j)
1.61,(-0.24506182032082785+0.043286614072207595j),(-1.6128149333674514e-05+0.0010512086190197657j),(0.00028410070514950906-0.0018661498590197673j),(0.24523664304105766-0.044256369224623365j),(0.0030986914373977784-0.0019428746151786335j),(4.134367864111575e-06-2.0739992777160582e-05j),(-0.0020826121526401004+0.0010380816676126858j),(-0.00239391932789872+0.002670456581722091j),(3.777988167217771e-10+2.475750792281251e-10j),(3.28432044973833e-05-1.3322631441546991e-05j),(-1.3475440288521823e-11+8.851822063911366e-11j),(-1.3292415151847295e-06-7.254530454133577e-07j),(-0.001118228405035112+0.00027876804795526306j),(-2.3882246785205873e-07+4.0941512344573834e-07j)
1.62,(-0.24510661675857331+0.04330883470077225j),(4.937867859901358e-07+0.0010822265111907873j),(0.00026728028851023594-0.0019218876685889261j),(0.24517044441496746-0.044231357452425644j),(0.0031062105598760664-0.0019433622013439711j),(1.4097773468696667e-06-2.100220587148945e-05j),(-0.0019704604164637336+0.0010319925139333202j),(-0.002424328076612526+0.0027106082263279397j),(3.557236214316811e-10+2.3629826487955715e-10j),(3.1067262514553524e-05-1.4084510186499051e-05j),(-1.1949624562199324e-11+8.633412264307413e-11j),(-1.4502036876596125e-06-6.446003785317178e-07j),(-0.0010811469527637451+0.00028280132821797434j),(-1.0292998261839065e-07+2.5449211124204647e-07j)
1.6300000000000001,(-0.2451430509021372+0.04333594479905518j),(2.137363777219315e-05+0.0011151838605374376j),(0.00024399956894305435-0.001982531109327861j),(0.24510656205565493-0.0442017968005139j),(0.0031196994260710245-0.0019517504234928536j),(-1.4093962351129675e-06-2.0957117645426898e-05j),(-0.0018679873012431955+0.0010183061228315985j),(-0.0024554622201403272+0.0027620407839490536j),(3.3786071956033346e-10+2.244508714630366e-10j),(2.9391411452598843e-05-1.4656500419141441e-05j),(-1.0084483115173777e-11+8.438511332671314e-11j),(-1.5652594846654702e-06-5.80071441078822e-07j),(-0.0010348997488088415+0.00028679031781705217j),(1.21226791263606e-07+8.329383547906848e-08j)
1.6400000000000001,(-0.24517838572146683+0.04336780981300607j),(4.732296321123721e-05+0.0011498607779519198j),(0.0002130000012410488-0.0020479790380635225j),(0.24505285517611505-0.04416929200599012j),(0.0031390257776271286-0.001968708080179164j),(-4.296852269749905e-06-2.0573539728153915e-05j),(-0.0017756191095846955+0.0009980986751018527j),(-0.002486745292455285+0.0028255944866132864j),(3.235520620096742e-10+2.1230203440593064e-10j),(2.784986912590959e-05-1.5029684222653009e-05j),(-7.933959811829168e-12+8.265847386966199e-11j),(-1.681999807721463e-06-5.378609059770253e-07j),(-0.000980739764215597+0.0002908753098700947j),(-8.875685872562607e-08+9.956414455180398e-08j)
