t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B00_A_0009,B00_A_0010,B00_A_0011,B00_A_0012,B00_A_0013,B00_A_0014,B00_A_0015,B00_A_0016,B00_A_0017,B00_A_0018,B00_A_0019,B01_A_0000,B01_A_0001,B01_A_0002,B01_A_0003,B01_A_0004,B02_A_0000
1.62,(-0.0030971701733305363-0.0015225987226680337j),(-0.00010248142670241434+0.0002693567192824424j),(0.032035705320421624-0.04310116523284083j),(-2.1071303151411564e-08-7.717983753553437e-07j),(-9.237437335834959e-07-2.9052514870423477e-06j),(-1.9820196497397586e-07+4.47331197579594e-06j),(0.0019423677440372528+0.0006651572368057625j),(-0.0088817737486236-0.03804751979664646j),(-0.0009448632887924753+0.001984170280102873j),(0.0001647435816127879-4.462503580422115e-05j),(-6.841694177942955e-08-8.429037700600615e-07j),(-4.993723244800307e-05-0.00021017417326054899j),(-7.156598305322235e-05-8.686831175100485e-06j),(0.00038973534696120564+0.0015079140202638001j),(0.00046478158604472034-0.00011901963844356304j),(-9.025678609445003e-07-1.8467596224478751e-06j),(0.000913493097449119+0.002030258488945705j),(-1.2380882610755205e-05+2.0043267919924667e-06j),(-9.916167574719097e-09-5.7698503269786495e-11j),(0.0018889273422149982-0.0012250930256115222j),(1.480549327286051e-10+1.1317898872913721e-10j),(-0.03357850115833119+0.02222228105451675j),(-4.029239323514911e-10+2.2043832419063264e-09j),(-0.0012154732595197285-0.021121830382415354j),(0.0002900948432932189+0.0004693427869941166j),(1.3096689635015326e-08+1.905566472151207e-09j)
1.6300000000000001,(-0.003905569204678977-0.0007521384497472182j),(6.364612445345066e-05+0.000277693603279281j),(0.0017936822066941666-0.05609557516236849j),(-3.9933583068031245e-07-6.855316712563423e-07j),(-2.06400069308754e-06-2.5215567829463893e-06j),(1.3570914217014797e-06+4.72639545070605e-06j),(0.0016454499762327975+1.9257882834210205e-06j),(-0.03477689316711195-0.024234457156377016j),(0.0001969234679699357+0.0021352543728069516j),(0.00010746283511182489-0.00014753809380476448j),(-4.4473578490889044e-07-7.981342703797713e-07j),(-0.0001400383731411937-0.00016155696203373553j),(-8.516748960841072e-05+5.044702064526371e-05j),(0.00129305680813182+0.0008560981725166998j),(0.00033069492500420006-0.0003383070659054865j),(-1.4776538219864793e-06-1.3995889919963717e-06j),(0.002466831763636471+0.0007792716094132894j),(-1.1239220495246683e-05+8.411782243854704e-06j),(-8.33003808686019e-09+5.320577780755695e-09j),(0.000995113474717461-0.001959380943749743j),(1.775533065812417e-10+3.7884838336098376e-11j),(-0.017024569936038774+0.03816308043101574j),(1.0057793743787162e-09+2.0021210667944953e-09j),(-0.009606646904272863-0.019085219833568607j),(0.00038613275192183287+0.0002907205659285361j),(1.62573736776183e-08-2.8836599616345595e-10j)
1.6400000000000001,(-0.00472395447436191+0.0004824767360140207j),(0.00020696099861800435+0.00018958647654340537j),(-0.032363709420069914-0.0485699639164185j),(-7.048979214978826e-07-4.023642865122383e-07j),(-3.031522716878593e-06-1.6562769329880812e-06j),(3.087736607981758e-06+4.371349346501165e-06j),(0.0013147866592569792-0.0003977497426635307j),(-0.045032930922649254+0.005355057720596874j),(0.0012417021108527453+0.001664219223865844j),(-1.3607826970048721e-05-0.00019633434644113836j),(-7.69920120113619e-07-6.016789313703487e-07j),(-0.00019566160507095-7.487934624054127e-05j),(-4.952719900096206e-05+0.0001236473645195365j),(0.001475293110066244-0.00024186884937513501j),(0.00011108497533368611-0.0004509909655997269j),(-1.8463270042101537e-06-8.249485013636359e-07j),(0.002492993875526431-0.0015554478369973227j),(-6.1543092336736805e-06+1.4182513614122879e-05j),(-3.991906668053688e-09+8.951708022222916e-09j),(-0.00014398746222556906-0.0021225883960657387j),(1.7195039338673558e-10-4.0811400145665413e-11j),(0.006454302548430192+0.04250250309081041j),(2.009831835596574e-09+9.78517801191085e-10j),(-0.01653877932149493-0.013864600502479032j),(0.00040551940033052184+0.00011523438166169707j),(1.9979152222801484e-08-3.331410298081522e-09j)
1.6500000000000001,(-0.005194022022639835+0.0027187822337542806j),(0.00027367366097302414+3.4038046794083855e-05j),(-0.05611687893345681-0.02326532296856794j),(-8.17180039087531e-07+3.509121061996949e-08j),(-3.6013694069391204e-06-3.984987163636849e-07j),(4.709547662596346e-06+3.3079558309814135e-06j),(0.0010049428193686855-0.0006478542403413849j),(-0.031919736063752445+0.03560822849506723j),(0.0018627849164982858+0.0007193295168960882j),(-0.00015267359126423558-0.00015136365326093288j),(-9.945133884723456e-07-3.1409210084688855e-07j),(-0.00020143209902359133+2.7531462912629457e-05j),(4.751045556863012e-05+0.00016998408331938324j),(0.0008711565148965422-0.0011025085213316424j),(-0.00012446244809177467-0.0004346691948471444j),(-1.997649862696211e-06-1.8095045902382038e-07j),(0.000501840019861763-0.003126222020215597j),(2.4706070054479445e-06+1.6195664849241128e-05j),(1.648913112501145e-09+9.495212285541316e-09j),(-0.0011831191766330364-0.0016669039215635537j),(1.3402645572429274e-10-1.077179825670403e-10j),(0.029188372302175386+0.03282147458553207j),(2.1914893159304494e-09-4.650229764745269e-10j),(-0.020868890161382443-0.006276720740132259j),(0.00036469710209524744-3.184454001235434e-05j),(2.4312137426034465e-08-7.74410831219939e-09j)
1.6600000000000001,(-0.004484378561183977+0.005567036080595969j),(0.00023538932497058795-0.00012977980378118772j),(-0.061401378171453004+0.016265716072357116j),(-6.398167552970596e-07+4.827330535480709e-07j),(-3.607392679043524e-06+1.0299172229658785e-06j),(5.896990140286988e-06+1.6206646745885593e-06j),(0.0007106301730266993-0.0008002045790573754j),(-0.0009387067525977958+0.04978297370642486j),(0.0018611775927409658-0.00037783300679462595j),(-0.00023706551247015673-1.031841491661763e-05j),(-1.1296027862925392e-06+1.893601857063182e-08j),(-0.0001559128492517472+0.00011665743497346021j),(0.0001847089332425414+0.00013975910691128767j),(-7.076589036623959e-05-0.0013189740396445714j),(-0.0003082164037246464-0.0003016578282671536j),(-1.9119223350401672e-06+4.6027030548485725e-07j),(-0.00196745865859089-0.002580724847548888j),(1.1187972624655659e-05+1.2185407109995471e-05j),(6.5276497828968e-09+6.716952802949465e-09j),(-0.0017904354593416957-0.0007504042376109139j),(7.26833056662742e-11-1.506348334297444e-10j),(0.0429328961869731+0.011693935039571841j),(1.4460697229393592e-09-1.7323638027892848e-09j),(-0.021854732457453285+0.002460809317832019j),(0.00028581001186004545-0.00013652920583619426j),(2.9285194986463493e-08-1.4333174083723188e-08j)
1.67,(-0.0019514686103782655+0.008181808106366371j),(0.00010899589727572969-0.00023520584442024553j),(-0.039073377625305585+0.04627402372105676j),(-1.9747760872482555e-07+7.284629015865662e-07j),(-3.019652209499575e-06+2.35071959428119e-06j),(6.4353261647373655e-06-4.788009587126551e-07j),(0.0004310624127129942-0.000888168095905754j),(0.03232313282320691+0.03975090494927596j),(0.001276902040528681-0.001244561572368982j),(-0.00020303333845210074+0.00016895127218595143j),(-1.1610209095398202e-06+3.275434324983401e-07j),(-7.505915369558736e-05+0.0001678100997844996j),(0.0003017166628483729+1.1375146458916574e-06j),(-0.000874227565669836-0.0009251321871229245j),(-0.0003868640063190861-0.00010051383421899872j),(-1.614420963262072e-06+1.0041938810708278e-06j),(-0.003124739585334464-0.000547075553512319j),(1.5821127509357995e-05+4.071329033518648e-06j),(8.814431566953435e-09+1.759532585401208e-09j),(-0.0017953294442193937+0.00029503211786029865j),(7.048058537203435e-13-1.625967177023824e-10j),(0.04240232789389686-0.013973900265811964j),(3.848289483189759e-11-2.290536357059655e-09j),(-0.01929043530137685+0.010927251215954947j),(0.0001908953083140786-0.0001955583885398513j),(3.490594414691141e-08-2.419149382446854e-08j)
1.68,(0.0022683011572369937+0.00947510351630612j),(-4.894746895748372e-05-0.00024153514912393583j),(-0.008089560648925147+0.05959637295419162j),(3.0172267839645145e-07+6.076136971616721e-07j),(-1.9499390409049e-06+3.316263377161723e-06j),(6.228187410568303e-06-2.7225565055404613e-06j),(0.00015308808716603804-0.0009212354716353056j),(0.05106685300888553+0.010170711774979335j),(0.00037032334154376266-0.0016093390184045288j),(-4.4482380316958914e-05+0.0002869827988269822j),(-1.1200448750110914e-06+5.982699058883275e-07j),(1.471220580987548e-05+0.00017053454506260374j),(0.00031484213319748247-0.00023134613417763846j),(-0.0012767730941980549-0.00016203883815627017j),(-0.0003414496257331358+9.923613614865883e-05j),(-1.1661265752846004e-06+1.389145783979186e-06j),(-0.0025737895315226795+0.0014602473034883478j),(1.5333197294852355e-05-4.778509532484825e-06j),(7.829179628964973e-09-3.3562291519965032e-09j),(-0.0012620778608119186+0.001111865060712308j),(-6.745585295894449e-11-1.4298011984916542e-10j),(0.02749721128094079-0.03490155961908019j),(-1.4465777881457436e-09-1.8575477074766895e-09j),(-0.013554423133760318+0.017729999836840253j),(9.796936744299431e-05-0.0002138181923183416j),(4.116075769387809e-08-3.8698125912861446e-08j)
1.69,(0.006997826319975808+0.008523711462147312j),(-0.00016962368310535292-0.00015327824413179536j),(0.026240623408199423+0.04790731686005j),(5.556768871317587e-07+1.759159363995217e-07j),(-6.128094223345858e-07+3.752754025141889e-06j),(5.2676403108146095e-06-4.863941837106272e-06j),(-0.00011480988668955796-0.0008819882931557922j),(0.046392192431881224-0.024272209153181026j),(-0.0005061482970351958-0.0014122037652110177j),(0.00016478194196770766+0.0002569504874164462j),(-1.0716378078212366e-06+8.406082325490466e-07j),(8.713752559284492e-05+0.00013023654072113127j),(0.00015179593932613286-0.00048005212575094396j),(-0.00117826216615163+0.0007094303228059699j),(-0.00019454628212968512+0.0002354886596333436j),(-6.277963219360168e-07+1.570197990963975e-06j),(-0.00111643006042344+0.0024480573421527727j),(1.074896048675511e-05-1.1886091013685554e-05j),(4.285761399231591e-09-6.740368440550948e-09j),(-0.00043842012209487226+0.0014618145279203293j),(-1.1909264878764952e-10-9.707181396780614e-11j),(0.003361231846981139-0.0435566825500569j),(-2.385003039099086e-09-5.382622542753528e-10j),(-0.005565498693047841+0.021724632272952096j),(1.921884557974822e-05-0.00020128363195331055j),(4.622404418498475e-08-6.170148929346074e-08j)
1.7,(0.011772370891030181+0.00460201363357024j),(-0.0002051301585347554-1.895463986739861e-05j),(0.04756840025538894+0.022887533714355583j),(4.0346543709815213e-07-2.644050902375546e-07j),(7.53670083842224e-07+3.625739494231415e-06j),(3.6346625432637668e-06-6.704369487989166e-06j),(-0.0003509736604029609-0.0007755621347362133j),(0.021359265075145774-0.04744242093723111j),(-0.0010560177639566133-0.0008145349849381051j),(0.0002931271412764287+6.962270285659005e-05j),(-9.999892635782593e-07+1.0355001425371127e-06j),(0.00012504855561673757+6.513111556612371e-05j),(-0.0002016965579996872-0.0006088320027189207j),(-0.0005737769786835365+0.0014536153761812009j),(1.2866807490597644e-06+0.0002668671332846602j),(-9.099393730075727e-08+1.554690229232172e-06j),(0.0003103784694571999+0.0023624334680442693j),(3.32724775572619e-06-1.5555888027858922e-05j),(-1.856957354678935e-10-7.468214430348059e-09j),(0.00035447568302234385+0.0013093871825088j),(-1.451619582193775e-10-3.5231412453504154e-11j),(-0.02092602385377965-0.03710530799927992j),(-2.3100626998277895e-09+1.1372302708977476e-09j),(0.0033810740545753455+0.02223231841226721j),(-3.920421497616774e-05-0.00016918152295441444j),(5.015353751072287e-08-9.597878533426583e-08j)
1.71,(0.013824602603280606-0.0017758335142027165j),(-0.00015337487111413448+9.696246865550276e-05j),(0.04811102457228483-0.009131513409518885j),(-2.6382495753515533e-09-3.90533000279363e-07j),(1.956125560233132e-06+2.9950542836987757e-06j),(1.4464722243270982e-06-8.049637547876814e-06j),(-0.0005344220622946952-0.0006151189806429826j),(-0.011539341696737072-0.04988170362677535j),(-0.0011607159414953805-9.784140717280626e-05j),(0.0002364742582574973-0.0001633546050687818j),(-9.036507837067573e-07+1.149385280145523e-06j),(0.0001251060505012321-2.643140710514807e-06j),(-0.0006523271924400323-0.0004668070274787782j),(0.0004836694577473906+0.0017937777697972486j),(0.00017760078014648732+0.00017798028393838227j),(3.669786612773993e-07+1.3851268079145686e-06j),(0.0012174566070027172+0.0016902099410568828j),(-3.935967374624035e-06-1.4791165011119914e-05j),(-3.98937130633371e-09-5.763788781761586e-09j),(0.0008687797092414982+0.000806789644438224j),(-1.4203845740253914e-10+3.004075773123769e-11j),(-0.03663283902176676-0.018344081439508948j),(-1.143462889114089e-09+2.480568872469194e-09j),(0.011802328096406007+0.019159618123328087j),(-7.653195381501813e-05-0.00012809778772317312j),(5.385100575953259e-08-1.4173478968932287e-07j)
1.72,(0.012167356937572328-0.009346735979906245j),(-5.2196902342281705e-05+0.0001489194613972212j),(0.02944355739807365-0.033371720489280804j),(-2.989267847169753e-07-1.2412045637852062e-07j),(2.8148032137870256e-06+1.97887903884453e-06j),(-1.130568694787735e-06-8.706071405889603e-06j),(-0.0006468081302165405-0.0004324006118751861j),(-0.03797243756515665-0.03264210255020384j),(-0.0008855897905997549+0.0004765517326515337j),(1.709696550557294e-05-0.0002737015743373678j),(-8.208988165636224e-07+1.2398990945051434e-06j),(9.523817906629896e-05-5.505961000818617e-05j),(-0.0009850136104102678+2.742717461451948e-05j),(0.0017626003899914758+0.001442639802184864j),(0.00025860529759071983-6.880917355519491e-06j),(6.888040986828142e-07+1.115009446618894e-06j),(0.0016048378832573301+0.000892012719950281j),(-9.127181220073247e-06-1.0718042199354896e-05j),(-6.0758460947389186e-09-2.5583934092889696e-09j),(0.0010068725647811138+0.0001900407847629542j),(-1.1201685693568502e-10+8.593567011997971e-11j),(-0.03874110345852963+0.004969275831003064j),(6.814136757277553e-10+2.83999547072054e-09j),(0.01831432340461308+0.013009332749774328j),(-9.501494493795752e-05-8.616797869387581e-05j),(5.193490976842652e-08-2.0343776416834284e-07j)
1.73,(0.006609588296888328-0.015557502581068703j),(4.659358436121473e-05+0.00012862095131500827j),(0.004223246079123213-0.039826315865253j),(-2.0048403954409727e-07+2.8054438423234597e-07j),(3.2252067576658334e-06+7.321494680740456e-07j),(-3.90340500080406e-06-8.523055079403567e-06j),(-0.0006693566914721556-0.00023206671770105002j),(-0.04857051716354575-0.004694817765990009j),(-0.00040787772965091094+0.0007604546421664873j),(-0.00020681028869122921-0.00017659047786764705j),(-7.524680540987532e-07+1.2957606888618391e-06j),(4.9344771856141604e-05-8.250415386096895e-05j),(-0.000910368487244845+0.0007716131455914614j),(0.0028571256438836143+0.0001900089279595481j),(0.00019057048681087326-0.000206512612493136j),(8.873154121271848e-07+8.261493618821227e-07j),(0.0015945361076380345+0.00021151420796702814j),(-1.2210371139369112e-05-6.414485152981933e-06j),(-6.148192592020943e-09+9.464191112271014e-10j),(0.0008168096307810124-0.00032767537296709507j),(-6.215612007187758e-11+1.2239208735009166e-10j),(-0.027651767595457726+0.024146025656800588j),(2.445890726678728e-09+1.9348244426765712e-09j),(0.021857311530171272+0.004815480986949771j),(-9.912642330967106e-05-4.8539196309023105e-05j),(3.266712616071065e-08-2.8989763127207313e-07j)
1.74,(-0.0017191078745063901-0.01852652260826134j),(0.00010221262163445005+5.9706009798965486e-05j),(-0.01695569501676348-0.03138859329089855j),(2.6812088590472757e-07+4.4383242687530446e-07j),(3.1145651065986804e-06-5.356331027997486e-07j),(-6.619462667375939e-06-7.433408880690543e-06j),(-0.000616960436353408-6.624055093963924e-05j),(-0.04175696369513708+0.022639479314099677j),(7.17276790995136e-05+0.0007332399800555176j),(-0.00027449049363390975+6.14275399273187e-05j),(-7.413805554628674e-07+1.3579984338712167e-06j),(2.3054258322273382e-06-8.347897118580441e-05j),(-0.00023760993057492512+0.0014127540181245412j),(0.0031117528492193595-0.0018754146772988294j),(-8.548086526878504e-07-0.00031106255285210163j),(9.71677984171437e-07+5.547221126562965e-07j),(0.0013986669085606172-0.0002736725960958402j),(-1.3699201861994565e-05-1.618002651212718e-06j),(-4.523908093022061e-09+3.7423713053338754e-09j),(0.00043489741959303296-0.0006134617563914325j),(-3.2344223480005752e-12+1.3351977499729972e-10j),(-0.009024645356914676+0.03299271783078988j),(3.3240657403389134e-09+6.116245149191927e-11j),(0.02187713966321437-0.004063831544697423j),(-9.334807437407487e-05-1.8107251748524667e-05j),(-2.204705265401537e-08-4.1426597419229704e-07j)
1.75,(-0.011580478208094516-0.01671591622143201j),(0.00010052896296379128-1.7422496670351646e-05j),(-0.025626718663154895-0.016257669252320247j),(8.04107084143403e-07+1.5136795232829196e-07j),(2.5313906435506448e-06-1.6113955104696988e-06j),(-9.030654447904382e-06-5.482219469748558e-06j),(-0.0005225465974259954+5.130175449039395e-05j),(-0.022156780737043552+0.04053667582993165j),(0.0003980082085775234+0.00048277656986638235j),(-0.0001286287966044514+0.0002753568816731569j),(-8.148264119053341e-07+1.4354932421460235e-06j),(-3.3674561484818285e-05-6.379655460536011e-05j),(0.0008992282162641331+0.0014533739169348497j),(0.001883355357760318-0.004119608833312699j),(-0.00021070324883374784-0.00026379535775527467j),(9.749028018522048e-07+3.3119960991263243e-07j),(0.0011392978922296236-0.0006317296963070383j),(-1.3758604598181445e-05+3.3652256392516975e-06j),(-1.893678129415565e-09+5.190539946368152e-09j),(2.6983893650589288e-05-0.00063855356170126j),(5.3187941730026356e-11+1.185558902393153e-10j),(0.009663763465789503+0.02995024572705611j),(2.827150594750549e-09-2.0741564627234907e-09j),(0.01842464931948124-0.012177134031563511j),(-8.18387036394772e-05+4.693660972479343e-06j),(-1.3931064571555597e-07-5.866916223608912e-07j)
1.76,(-0.019878318989334606-0.009325745541453326j),(5.601752360459519e-05-6.695558105943422e-05j),(-0.025760073755399366-0.0004133699061187202j),(1.0835742200359413e-06-5.031773722258806e-07j),(1.613659530625244e-06-2.328213853140709e-06j),(-1.0920565371296216e-05-2.807439297143154e-06j),(-0.0004159431065463201+0.00012412175578424895j),(0.002487739048977585+0.04484032814545463j),(0.0005059041013617941+0.00015102094904095729j),(0.0001519088511737092+0.0003063013217974863j),(-1.0032270172833423e-06+1.5320871414526391e-06j),(-5.208205186370668e-05-3.3541870411088084e-05j),(0.0019396727243727158+0.0005612382438961985j),(-0.000955966362935403-0.005354832488703906j),(-0.0003273733149761258-0.00010083572114798908j),(9.306741218182807e-07+1.6685201744271035e-07j),(0.0008519386029516211-0.0009404850463592839j),(-1.2199291021515447e-05+8.212107214922879e-06j),(9.080860212730839e-10+5.084491999260283e-09j),(-0.0002735702203497364-0.00046539871984688843j),(9.642092924571735e-11+8.19130105466742e-11j),(0.022216333882289524+0.01825160383416058j),(1.0763105059028913e-09-3.502112097936662e-09j),(0.012124095832790815-0.018223385214519206j),(-6.782134111024357e-05+2.0193381841963696e-05j),(-3.813369370491095e-07-7.708225546535416e-07j)
1.77,(-0.023041774673279246+0.0018271255165947817j),(-3.522315742682572e-07-7.386441418115762e-05j),(-0.01903269818082242+0.01157256133387755j),(9.762258079639618e-07-1.2610928256993542e-06j),(5.520302225933706e-07-2.6036671226290983e-06j),(-1.2179476971127711e-05+4.2871000446266225e-07j),(-0.0003154933318123862+0.0001646755068879023j),(0.02447384847629216+0.03611235404404489j),(0.00042250311365508905-0.0001296597101088439j),(0.0003892679533559955+8.959163900981662e-05j),(-1.3487687230172867e-06+1.6384151750723937e-06j),(-5.275247577696064e-05-3.2694390538756124e-06j),(0.0021081757331217026-0.001071726116134376j),(-0.0044883076997841295-0.004367733170023117j),(-0.00030744372547529276+8.525605021650483e-05j),(8.694439576204417e-07+5.6876843461121295e-08j),(0.0004929765672529527-0.0012515383120003062j),(-8.997760645635791e-06+1.2411587708131925e-05j),(3.0992398598900246e-09+3.644330993137254e-09j),(-0.0004036498612575371-0.00020462810177567466j),(1.1906112017412333e-10+3.159795560173122e-11j),(0.025821371351984798+0.003336302327645334j),(-1.2805270797997286e-09-3.538297828046176e-09j),(0.004044225610167604-0.021282077004868314j),(-5.334779503666379e-05+2.97166755993078e-05j),(-7.952016179579207e-07-1.052797615341737e-06j)
1.78,(-0.020064670322269426+0.013594397104685406j),(-3.9851955024558325e-05-4.709040766070272e-05j),(-0.008637089579186946+0.017186506531272946j),(5.298622342708701e-07-1.902095079164629e-06j),(-4.581207493774463e-07-2.4477780724740472e-06j),(-1.2775207228738439e-05+4.0880204377359446e-06j),(-0.00022870967574194017+0.00018453838174378848j),(0.038183423007143946+0.018315191849455292j),(0.00023359282968251938-0.0002826893247986607j),(0.00038380330566192703-0.0002937183214279478j),(-1.936850245823368e-06+1.7251627763168234e-06j),(-4.044123501005215e-05+1.9230431717037784e-05j),(0.0009143148889256071-0.002619028948465065j),(-0.006835279722569986-0.0008683845888625844j),(-0.00018605511042785113+0.00021175548810206988j),(8.085123429154569e-07-1.0637850983857825e-08j),(-9.055944707471775e-05-0.001570097969192832j),(-4.35010876526092e-06+1.5240747930227573e-05j),(4.137156607317177e-09+1.4393721890397519e-09j),(-0.0003745356805604007+3.5923195509637046e-05j),(1.1799699824072532e-10-2.196421552173781e-11j),(0.021443820163891927-0.009565316595821001j),(-3.1823892527492683e-09-2.1015360473279334e-09j),(-0.004472379101439605-0.02094937579742647j),(-3.987395267537765e-05+3.4506400377124004e-05j),(-1.465826067744365e-06-1.432794359231282e-06j)
1.79,(-0.010979137488549676+0.022973378526752464j),(-5.0190396148405535e-05-9.00388926897981e-06j),(0.0007143406246556817+0.016472203289748476j),(-1.6750284723953762e-07-2.3146277551825693e-06j),(-1.2599133483881528e-06-1.9483558663846623e-06j),(-1.2693518521952585e-05+8.09770887434293e-06j),(-0.00015431108450950402+0.00019329201296867655j),(0.041024057232923246-0.0029424712673256966j),(3.453860936447522e-05-0.0003001192643384126j),(2.457246771335342e-05-0.000602878407162133j),(-2.88845327791961e-06+1.7003531287927623e-06j),(-2.210474685548086e-05+3.0549817650097174e-05j),(-0.0013538793473164483-0.0029576125093031124j),(-0.006193466686151032+0.003719160014096122j),(-3.0029623208264203e-05+0.000244757960427601j),(7.55420347523835e-07-5.336420290406613e-08j),(-0.0011299893234794972-0.0015913888035640309j),(1.2861841268273948e-06+1.613157191175413e-05j),(3.891998154805595e-09-7.838450135252753e-10j),(-0.0002465445022628365+0.00018904465585361526j),(9.467613516013807e-11-6.862226624761533e-11j),(0.012213431127717635-0.017195837333022098j),(-3.779857774926636e-09+2.588968232260076e-10j),(-0.012072430656095081-0.017374800991116754j),(-2.7989678203070468e-05+3.5804577430197e-05j),(-2.532975337310264e-06-1.7695568042794603e-06j)
1.8,(0.002272778508202425+0.026699352908823953j),(-3.68389304342638e-05+2.0382898549932e-05j),(0.007283139814475469+0.011943019571744557j),(-1.0445887259775493e-06-2.4239647578421692e-06j),(-1.7576017546934616e-06-1.2378902678373065e-06j),(-1.1863122561216902e-05+1.2380015201586077e-05j),(-9.052107635422966e-05+0.00019577130639923375j),(0.03338703732674423-0.022096567688427965j),(-0.00010926281054710209-0.0002228712576572765j),(-0.0005705259324959744-0.0005215351910753706j),(-4.38053369265238e-06+1.3402682828510308e-06j),(-4.098350942033991e-06+3.1361626804212314e-05j),(-0.0034830258868671594-0.0013992880911773058j),(-0.002486701165068601+0.006746669366368186j),(0.00010286212133240687+0.0001944022668512773j),(7.100666181450412e-07-8.884560577395268e-08j),(-0.002303408075913822-0.0005859038529339297j),(7.251116674541416e-06+1.4699267005539968e-05j),(2.657624232228194e-09-2.3914653425821673e-09j),(-9.092452763767774e-05+0.00023909370538800003j),(5.483798602604972e-11-9.991140588195129e-11j),(0.0018213821586672476-0.018839777151563198j),(-2.7825346892038597e-09+2.456166097542323e-09j),(-0.017599235123299653-0.011242172889780626j),(-1.807377048918464e-05+3.4690537588688424e-05j),(-4.1912581491568855e-06-1.7803954315950322e-06j)
1.81,(0.016178242638670078+0.022739696759381183j),(-1.3280851582504764e-05+3.2655165771166195e-05j),(0.010249610526592831+0.006196631188793383j),(-1.9756748977698296e-06-2.1589397743849145e-06j),(-1.922134147906088e-06-4.6117275142195314e-07j),(-1.0151576717988061e-05+1.669064727074887e-05j),(-3.3240152482489756e-05+0.00019317440708711166j),(0.017943017797871927-0.03475004098422513j),(-0.00017499687023948043-0.00010618297377437339j),(-0.0009968938305861452+0.00011152032802295124j),(-6.671426683465217e-06+1.5257603539284162e-07j),(9.49015551571934e-06+2.473763625356717e-05j),(-0.003912239549071486+0.0015455416463706303j),(0.002086189691163659+0.006535752353944332j),(0.0001794533536728322+9.314949111627116e-05j),(6.658336157739127e-07-1.3258071040507542e-07j),(-0.002284203939879873+0.0013929761578091717j),(1.2891861126097835e-05+1.0666724079629886e-05j),(9.638747516909058e-10-3.0606264504511308e-09j),(3.973495724982079e-05+0.00020737375040619758j),(6.752925060931679e-12-1.1084597910091332e-10j),(-0.006785551930948253-0.015586941573244728j),(-6.229898094201475e-10+3.512777231165206e-09j),(-0.020276061933327833-0.003595759950899174j),(-1.0154919933597612e-05+3.195144035577335e-05j),(-6.665928892921517e-06-1.0560112126946572e-06j)
1.82,(0.02641170497988575+0.011496906053594746j),(9.003902966449376e-06+2.894189744139987e-05j),(0.010212454285365949+0.0010105235264670207j),(-2.7879183139161837e-06-1.5328133436929187e-06j),(-1.7820340659772876e-06+2.496062700983804e-07j),(-7.622379199221515e-06+2.0549852478004365e-05j),(1.9377032336778848e-05+0.00018680711533517578j),(-0.001109949053040491-0.03830169014975826j),(-0.00016997381930532727+5.3732490734918975e-06j),(-0.000774226914013228+0.0010262199866099507j),(-1.0153211126184954e-05-2.9386009062823498e-06j),(1.6929443405530232e-05+1.43386870547486e-05j),(-0.0018991818380819812+0.004166900249321242j),(0.00528574897121429+0.0038832601401303573j),(0.000188375652153415-2.185052766930498e-05j),(6.147183616802339e-07-1.9260553106658676e-07j),(-0.0005710632745086805+0.002667552907499797j),(1.6901264954671907e-05+4.001650204844418e-06j),(-6.380336339615825e-10-2.801998683644577e-09j),(0.00011934024778025658+0.00012832014207068962j),(-4.004188261356817e-11-1.0052544258149928e-10j),(-0.012029350491167492-0.009439654098256601j),(1.658400379569938e-09+2.9520855633922114e-09j),(-0.019824802339684332+0.004328888754349712j),(-4.137111531463923e-06+2.830710502412842e-05j),(-9.866499750465825e-06+1.0418291864036668e-06j)
1.83,(0.02937943609440402-0.003978967281723894j),(2.2637058063200458e-05+1.4201159579496312e-05j),(0.008421010836198489-0.0027575472013999184j),(-3.3792175933952306e-06-6.642453345462772e-07j),(-1.4136220887855832e-06+7.926070298039724e-07j),(-4.7804607129451744e-06+2.3578683226874846e-05j),(7.193908274775884e-05+0.00017667694015803979j),(-0.018956425960504057-0.03241979171835693j),(-0.000115456298659045+8.260468747101836e-05j),(0.00016381942937371144+0.0016006736433697136j),(-1.533475594510468e-05-1.0135772785542152e-05j),(1.818741443065712e-05+3.55211284323519e-06j),(0.0016939270916555343+0.004575618647981307j),(0.00656815593817456+4.000789438031926e-05j),(0.00013542535393617073-0.0001120140126880711j),(5.507451268251239e-07-2.6944730832991086e-07j),(0.0013821302933775164+0.00217604834966169j),(1.7988371226781802e-05-4.655451667255787e-06j),(-1.7482214855410182e-09-1.8858768644374333e-09j),(0.00014130563099698108+3.61273722536464e-05j),(-7.69238734769122e-11-7.205272505394081e-11j),(-0.013586898426465769-0.0024982446977027412j),(2.9777990277602453e-09+1.0959760354506232e-09j),(-0.01646645669612479+0.011323382380368398j),(1.4564521168750925e-07+2.4250049507509464e-05j),(-1.371039737611728e-05+6.005887796692435e-06j)
