t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B00_z_0010_00,B00_z_0010_01,B00_z_0011_00,B00_z_0011_01,B00_z_0012_00,B00_z_0012_01,B00_z_0013_00,B00_z_0013_01,B00_z_0014_00,B00_z_0014_01,B00_z_0015_00,B00_z_0015_01,B00_z_0016_00,B00_z_0016_01,B00_z_0017_00,B00_z_0017_01,B00_z_0018_00,B00_z_0018_01,B00_z_0019_00,B00_z_0019_01,B01_z_0000_00,B01_z_0000_01,B01_z_0001_00,B01_z_0001_01,B01_z_0002_00,B01_z_0002_01,B01_z_0003_00,B01_z_0003_01,B01_z_0004_00,B01_z_0004_01,B02_z_0000_00,B02_z_0000_01
1.46,(-0.7624219368400407-0.6378259076472272j),(0.6259543159494523+0.10445826245027498j),(-1.5741584941622007+1.2512123594954938j),(-2.3038698220856055+2.1856641201907103j),(0.18774136753875245-0.7037945357615965j),(0.9397772503928243-0.13197382785431128j),(3.449082132135269+0.23418944586047696j),(-1.0757966935815855-0.057981996965081425j),(2.3778654190504835+2.641988514295959j),(3.390673272174168+1.5597556273785085j),(3.0446370877848543+0.9771040468329488j),(3.098061812692044-1.6011101249962254j),(-0.6259360830776998-0.5204915031388401j),(0.36742335080064215-0.21271458408883376j),(-0.3862943030227104-0.6381965973499576j),(-0.6803510189233509-0.5963840467615674j),(-1.028209042576233+1.861882666731652j),(-1.2831283206183908+2.8609567596243553j),(-1.4388695749199176+0.5476978732876058j),(-2.8326698826064365+0.4047938820764857j),(1.0996933687898143-0.9895968153647576j),(4.0623540263662115+0.5907051705315642j),(-0.48330728328001615+2.3783594869682103j),(-0.36665617293177916+3.2610893369330696j),(1.3515480088779805-1.9129057992251386j),(-3.8475638519149404-1.9020440157369967j),(0.24572913365461435+1.3491678228048394j),(-0.4809565933406664-0.5942176765552679j),(-0.5495618196994141+1.259722770619777j),(-1.6893314486879223-0.8681874353892957j),(0.5933687135524487-0.5614093835113848j),(2.6643021108298+1.7100925284106752j),(-0.2636022708950875+0.277758723014666j),(0.8101922472459876-0.593600764702758j),(-1.476043031712603-2.6138833118995195j),(-0.5368818164506894+0.6783808189056457j),(-1.8118924005850554-0.3295183014428497j),(-0.4043887433958478+5.929133702237927j),(-0.9010963804365268+1.9557557882664984j),(-1.08122102923322+2.9317158464023767j),(4.828785489864666+4.676765437092428j),(3.158455980546464+3.528762308382577j),(-0.9087335526252625-0.13524367882079322j),(0.4515370053804043-0.5207357214250308j),(-3.8593124144884032+0.86979694491428j),(3.357896667126538+1.995867588527787j),(-0.005364921761457945-0.6443240862563518j),(0.759890947205131-0.14591190420654737j),(1.427201545681808-0.495909312910931j),(0.04415509321389031+0.06112394436024216j),(2.9174412104998195-3.9973414416336106j),(4.875294483222725-1.3906873160346622j)
1.47,(-0.7872010898449973-0.6189707829753538j),(0.6174092983754728+0.10442613970627299j),(-1.5878010304415033+1.241216097520395j),(-2.3277313059347495+2.1855728246801784j),(0.1865248602033803-0.6940492647739039j),(0.9246635821393845-0.14666749606604196j),(3.443595911339968+0.20662737636720582j),(-1.1010591458953451-0.06738028120130224j),(2.3666528686485924+2.644269363146134j),(3.416963356939308+1.5552412414153214j),(3.0231612055772477+0.9132213096781763j),(3.1413889211278385-1.5984490533030584j),(-0.637500675350001-0.5286424975729861j),(0.3766188479640631-0.18924921475898093j),(-0.34148672744600556-0.6689983692821198j),(-0.645281421368512-0.6132912155271472j),(-1.0514182300434538+1.8676037793216433j),(-1.2996539320187424+2.873987811484023j),(-1.4428385004543447+0.504732997785219j),(-2.869539340292171+0.3800965347140891j),(1.0853128922275288-0.8634487386335362j),(4.099347127048555+0.5387072018913919j),(-0.5054209881489916+2.393114466655586j),(-0.36722516250775866+3.276871866643238j),(1.4240618149164805-1.9016985634968446j),(-3.755788911052603-2.058771600568585j),(0.2335805272999159+1.35951119684294j),(-0.49334262399678136-0.5839215851437569j),(-0.5441494932525806+1.1965462605200323j),(-1.70607314315119-0.8741732702786723j),(0.5703789810077222-0.4925416129271903j),(2.718223320466089+1.689439498413904j),(-0.23074029454970943+0.2837617873691261j),(0.7668750203037012-0.6038918756696116j),(-1.4697996471247867-2.578241427143771j),(-0.5699668425360999+0.6311093218432148j),(-1.8893044475056189-0.37860115444029413j),(-0.4138745705703831+5.957721557674431j),(-0.9248916333932482+1.9644735502776711j),(-1.0950160696887636+2.946443242431915j),(4.9016724763588195+4.619597472150991j),(3.104236596071469+3.595324069854407j),(-0.89214584538237-0.1208453152993369j),(0.4539975012851004-0.5031990689337769j),(-3.864187657121345+0.8771836693125411j),(3.353324765303904+1.9959829735712542j),(-0.001457617211779459-0.6362878471977779j),(0.768258652183566-0.12833019845359114j),(1.4073998180811353-0.5479209387858818j),(0.05063092423888772+0.10382865653482762j),(2.7702830043996576-4.013841580079877j),(4.84337181003509-1.5190154169126115j)
1.48,(-0.8156212099262948-0.5996680828914231j),(0.6202742577780985+0.10892051454286641j),(-1.5923235785411627+1.2252365320366776j),(-2.351562220004919+2.186566485716166j),(0.18411445901314744-0.6884265071702873j),(0.8991702021972615-0.1633006986916596j),(3.434362706584743+0.17386922210665923j),(-1.1218653398134146-0.08450100809883176j),(2.3419422861607644+2.639699540760587j),(3.4518182417730325+1.5510959215433326j),(2.9983830337477566+0.8588083187330391j),(3.183367190633829-1.6024417677120255j),(-0.6486686736502301-0.5345243059673012j),(0.3812396347798255-0.17210166306951927j),(-0.2973157519910096-0.698028181970583j),(-0.6093318872534299-0.6333925764241121j),(-1.0707033617088542+1.864514144300637j),(-1.3157257359311425+2.8883415625743187j),(-1.4442259067957628+0.45294674490704967j),(-2.8952206804899827+0.3573649884255689j),(1.080798262477686-0.7379934286998577j),(4.130283223072645+0.4814573675954596j),(-0.5282352465508406+2.3970470684789382j),(-0.36583255668512266+3.2954379940471523j),(1.4985224532994705-1.877686058385166j),(-3.6383160727150896-2.1949889277852432j),(0.22473453598013746+1.3643357810361878j),(-0.5041099671628267-0.572221174110993j),(-0.5403634804295894+1.1292305242505198j),(-1.7206385475401487-0.8815519645851311j),(0.5551456854497786-0.42338934939326994j),(2.773991103403965+1.6632280134742352j),(-0.200886290837819+0.2904294421585837j),(0.7210179890043831-0.6095006023610036j),(-1.4658801430721429-2.54046802779909j),(-0.5995381677041685+0.5681083354044248j),(-1.9641487337690657-0.42570630979935586j),(-0.4207710511803848+5.9795037929967j),(-0.94586339349254+1.9639594909709017j),(-1.1080825865577202+2.9625942485264343j),(4.972073624405138+4.5596932971186j),(3.0493888458273455+3.664234399638284j),(-0.8753620393901734-0.1079080000510376j),(0.45685647256252565-0.48498233139691505j),(-3.867593658757063+0.8826544489028424j),(3.349578603658334+1.9967314632289783j),(0.0028919512453228456-0.6287953440622446j),(0.7771742218994732-0.111260365233852j),(1.3863733773512648-0.5998984513153109j),(0.05686099318904162+0.14663369247471147j),(2.621473730656765-4.0251249824515085j),(4.801138520797793-1.6553621708917579j)
1.49,(-0.8499986841127319-0.5778396816535452j),(0.6360156105340117+0.11714527326070935j),(-1.5946059264470416+1.2020990093611557j),(-2.3740356995358307+2.189587100847506j),(0.18114546964498063-0.6875037979563815j),(0.8676740205281506-0.17732472395972737j),(3.4230928513971053+0.13429237486360482j),(-1.1365053829760834-0.10715913059584359j),(2.3091495922051677+2.63303929475523j),(3.4913373481978054+1.545848543355596j),(2.9736933699834784+0.8158337769622626j),(3.219649112044658-1.6144985714979385j),(-0.6580022206034264-0.5412574934722412j),(0.3810483678423723-0.1611269754456883j),(-0.25070255953804244-0.7265759934375213j),(-0.5719860410982338-0.6529048008503769j),(-1.0898302552880539+1.8541258548265331j),(-1.3298644927466303+2.9039986076575266j),(-1.4291173419255814+0.4052847525901831j),(-2.912869212862323+0.3447104053272808j),(1.0867936533556133-0.6129207727945354j),(4.158893088173865+0.42247183517441256j),(-0.5524971614936582+2.3930376200685206j),(-0.36273981574343706+3.316001558759643j),(1.5687339343924678-1.8276018291911202j),(-3.4862321318831206-2.2875472020217518j),(0.2202109685172443+1.3646657039346173j),(-0.5124606388785418-0.5591917054203879j),(-0.5395670586513123+1.0585994326295955j),(-1.73540997105293-0.886058298745624j),(0.5481094089228755-0.3490157660197918j),(2.8340037117460453+1.6360441663309586j),(-0.17512652994246247+0.30234002535942023j),(0.6732108564398618-0.6139829831427227j),(-1.4610827077080255-2.5025831720281437j),(-0.6175566333043173+0.49200685469218974j),(-2.051358094415044-0.460694072233519j),(-0.42254252552208227+5.991967706678479j),(-0.9670073531970482+1.9559572640680307j),(-1.1192623306097942+2.9800468803049367j),(5.040043250036642+4.497413866726343j),(2.9959456559213002+3.734748250275197j),(-0.8595548225619268-0.09592449599414656j),(0.4597294897854888-0.4664704109692445j),(-3.8723841570354574+0.8889157159355868j),(3.344964690449194+1.9961507132038532j),(0.006354377454512783-0.6206350008101162j),(0.7857677876320229-0.09450553346067556j),(1.364033852041268-0.6516805455575635j),(0.06284587905988558+0.18944771488498527j),(2.474028452560865-4.027521935842823j),(4.747877658770256-1.7945968014107267j)
1.5,(-0.8884009072048855-0.5487513950873419j),(0.665100130902184+0.12275810110080745j),(-1.5935201043067886+1.1733850797456142j),(-2.396960920012585+2.1934003100346096j),(0.1761140817780017-0.6892024417163221j),(0.8319959389653011-0.18506221219663485j),(3.413524853588456+0.0888756121497736j),(-1.1437319473478433-0.13382797878961972j),(2.2729676729580683+2.622713406533359j),(3.5339256206354426+1.5414403554035365j),(2.948976745061962+0.7801860122642381j),(3.2501699381360636-1.6319197891840467j),(-0.6641715188991739-0.5522989276949721j),(0.3747696880357378-0.15385004677898423j),(-0.20402357659215287-0.7525013467494944j),(-0.5324523958364134-0.6730748161899699j),(-1.1085112718975099+1.8371986625299928j),(-1.3441026359682706+2.9214842014732243j),(-1.4097290698240796+0.35330840598256436j),(-2.926328850126836+0.33243627535904174j),(1.1024256924798572-0.49429327945452606j),(4.18826421594027+0.3604419137761857j),(-0.5781601724396557+2.382405182742211j),(-0.3588621331260412+3.339398938375784j),(1.6254453036542607-1.7672797540055964j),(-3.3161620796550224-2.3587095966551646j),(0.2187345484423724+1.359672330292668j),(-0.52018820100826-0.5472701632653457j),(-0.5395258422362593+0.984393595199441j),(-1.7462701196523378-0.8926299849158031j),(0.5495009040329671-0.2730188538550678j),(2.9008785220309217+1.6083370495972598j),(-0.15034275159495836+0.3217898981431376j),(0.6206378311033709-0.6170014571490804j),(-1.4596880877010243-2.4640113899541958j),(-0.6261710495560434+0.40125392436735996j),(-2.138659869806095-0.48945059824924053j),(-0.42225426052690035+5.9947252823659385j),(-0.9882303734611575+1.941336782505362j),(-1.1303894594993396+2.9995114340172546j),(5.1051103272919285+4.432731633913768j),(2.942882145218218+3.807185148600655j),(-0.8439688299067618-0.08514851388363803j),(0.46288421598067697-0.4473926636062082j),(-3.876427801929867+0.893829955268189j),(3.3409525438743626+1.9954940797986884j),(0.00969092985490072-0.6125225183149453j),(0.7945012302819193-0.07837501449337872j),(1.3404036075549026-0.7032827309154899j),(0.06868963838535723+0.23238856288581106j),(2.331873358608354-4.018783725464182j),(4.684434652234486-1.9316906172080515j)
1.51,(-0.9273878872817807-0.5114635181618264j),(0.7039383855572339+0.12303845992563356j),(-1.5932852055909639+1.1403499810332718j),(-2.4206131380536493+2.198142088359128j),(0.16889370613389018-0.6929272032910415j),(0.7958896904416327-0.185175656181877j),(3.407557869700572+0.03879686363863888j),(-1.1422626130338172-0.16075423910712902j),(2.239284247558631+2.611283950177884j),(3.575871429188376+1.5371206699818565j),(2.928413691403671+0.7502186022417928j),(3.271829743575721-1.6523496639564574j),(-0.6672774520441176-0.5703206343789083j),(0.3640591149692564-0.1498951564291323j),(-0.15755529503766746-0.77538690522802j),(-0.49098068824098196-0.6923904201697829j),(-1.1285602571995887+1.8166373401297127j),(-1.3585552296502368+2.94107626635034j),(-1.3828272596946474+0.29714205170174296j),(-2.938840105068706+0.32097716499286877j),(1.1281115025831987-0.3826896941789457j),(4.221117841261585+0.29537537860589674j),(-0.6049986214933926+2.368830936531696j),(-0.3545718907798004+3.3653311460348143j),(1.6681830290580784-1.6980918448678286j),(-3.130635003071231-2.39549885534143j),(0.22090816687356815+1.351132064561015j),(-0.5267655795062441-0.5366189638371694j),(-0.5405892374038237+0.9084062853788158j),(-1.7532160974945534-0.8963695685923656j),(0.5591826942015716-0.19388559072700468j),(2.977542216301983+1.581761845480925j),(-0.12332730923407816+0.34871548815503667j),(0.5641335853461159-0.6201148336930683j),(-1.4616338038558498-2.425854779850762j),(-0.6198462683123368+0.2986973842985041j),(-2.228012472127161-0.5069082386071844j),(-0.4198293706365769+5.991293424455636j),(-1.0108472719233985+1.9231757166690955j),(-1.141609651193228+3.021264774650346j),(5.167245509002565+4.365920720157882j),(2.89081627201093+3.8812118593806275j),(-0.8288363207959071-0.07547150181647509j),(0.46622755008271816-0.42779594621573047j),(-3.8802729642141016+0.8981438470602927j),(3.337142887546741+1.9944056062340734j),(0.012873045730443419-0.6042243141586462j),(0.8032735333911994-0.0628152854001529j),(1.3154485340600992-0.7546405144705222j),(0.07445003330973238+0.27547763200721326j),(2.197468209710756-3.9985734215941626j),(4.61184617634264-2.063779128823326j)
1.52,(-0.9647628200105648-0.4657166761671385j),(0.7499228671332699+0.11682904672072075j),(-1.5980765382358322+1.1079345835109964j),(-2.4465765634481933+2.202139590711819j),(0.1599299083933969-0.6987976359865289j),(0.7645230798780772-0.1784407056168572j),(3.4051764517616636-0.01681376958746067j),(-1.1362118784381152-0.1866063947440013j),(2.2184749646486557+2.601119589792588j),(3.6133732208590565+1.5327524577223457j),(2.917368994019856+0.7200898933546478j),(3.2820159116016323-1.675058028922986j),(-0.6666152188381468-0.5966976529407496j),(0.3525224910413313-0.14973841583759404j),(-0.10819683053879296-0.796609030427519j),(-0.4479014549700634-0.7065947522368998j),(-1.1506255495943825+1.798783479444186j),(-1.3755114485018627+2.9618608426159785j),(-1.3496214025125937+0.24377866989895514j),(-2.954355790836144+0.30593663772100926j),(1.1686895973822045-0.2766654621213501j),(4.263127469566161+0.23238901331380535j),(-0.6300257279189909+2.359299123122644j),(-0.3532256042056543+3.393548781772525j),(1.6920604115271376-1.6202942632358774j),(-2.939226753150762-2.3885221019251506j),(0.22632981808871835+1.3403806932624025j),(-0.5308562361644761-0.5286042728654171j),(-0.5394005765820733+0.8317006696287552j),(-1.7616743491305047-0.8946625041684206j),(0.5772933445468146-0.10666050069976908j),(3.067421083442024+1.5659066016144716j),(-0.09380430439298092+0.38228653161359605j),(0.5055911801749647-0.6292414030146859j),(-1.4626856159326806-2.387083999264626j),(-0.5951632784817478+0.19550790959707087j),(-2.3379374053235518-0.5045369988997208j),(-0.41330174049288726+5.975334198117064j),(-1.034702722373048+1.9079269574900748j),(-1.1554398326025244+3.0446159736572675j),(5.226406089791051+4.297277976584195j),(2.840516622894912+3.9564914145785175j),(-0.8146412665862025-0.0665029505214244j),(0.46952014030587125-0.4077878191424586j),(-3.884552809262218+0.902655028437966j),(3.3331669265400796+1.9924591097767925j),(0.015609620144948615-0.5951500498965255j),(0.8117911552944449-0.04759748258312957j),(1.289097855198816-0.805677544483995j),(0.08019094250917491+0.3186796727687722j),(2.0718063391947235-3.968465879579554j),(4.531340153117017-2.190162048597206j)
1.53,(-0.9967211756635612-0.41274274776188313j),(0.7975390016016248+0.1024180851688615j),(-1.6067598537286838+1.0781229115230408j),(-2.477686433932373+2.2045759640830394j),(0.14750014267392492-0.7044264878899346j),(0.7364018745793653-0.16480583565940662j),(3.407601632520965-0.07530747944193356j),(-1.1249966637230655-0.2102382166639555j),(2.2117568313547147+2.589541874636563j),(3.6464312976171804+1.5299319298137442j),(2.915039885178253+0.6848212223434746j),(3.282659021966701-1.695923952264729j),(-0.662030276719327-0.631121937680326j),(0.34192217356846105-0.1531660059466163j),(-0.05917059959474312-0.8129870291512715j),(-0.40399786810225496-0.7168904366402746j),(-1.1739471795940997+1.7855345232608928j),(-1.3970761608999906+2.9843953580265206j),(-1.3173423142996394+0.1889870409946172j),(-2.9746106531998042+0.2824419385855474j),(1.2188179600729911-0.17785215125859122j),(4.311710564453094+0.16923712809630187j),(-0.6529571898731665+2.3555812622577355j),(-0.3552781637898234+3.4246005855444044j),(1.7005777015946726-1.5455087714887326j),(-2.752087983215879-2.3536491640385044j),(0.2337871048329416+1.3279836877393147j),(-0.5338837924585987-0.5231227423718707j),(-0.535111851174282+0.7545379919568139j),(-1.7702745402702056-0.8902358176581252j),(0.5996650463940131-0.016184582987011975j),(3.1674000847894375+1.5565720885258227j),(-0.059850037321752786+0.41767024703642935j),(0.44693525132410666-0.6449922000588868j),(-1.466284436226572-2.3476826772757877j),(-0.559213092176368+0.09259517479254656j),(-2.4543800237499696-0.48939778796122924j),(-0.40563300015223264+5.951697261472036j),(-1.0591889370724368+1.897557004803537j),(-1.173642757977578+3.0701959500599005j),(5.28214707176884+4.22683874217044j),(2.7910542944746304+4.033204577281611j),(-0.8004677385403663-0.0588788776352279j),(0.4732031903746105-0.3871486260345933j),(-3.8875687469149156+0.905611167559614j),(3.33023110197319+1.990759150808943j),(0.018310232946831238-0.586141258490735j),(0.8203937961809067-0.033386401032684594j),(1.2614381111844524-0.8563619184102711j),(0.08602582532977016+0.3621014144139193j),(1.954414652802034-3.93194773983536j),(4.444335751450069-2.3123032906714105j)
1.54,(-1.0207732871570194-0.3548510856703075j),(0.8422195982924645+0.08060333594572305j),(-1.6220862086749286+1.052920668369009j),(-2.5141207990176606+2.203113083616975j),(0.13073110903592922-0.7081983786975592j),(0.7117846074967898-0.14457288520006592j),(3.4136538300747827-0.1353327728313988j),(-1.109152925414229-0.23228826352425147j),(2.2218321777325145+2.5785249228961873j),(3.6732727133850993+1.5294405392488677j),(2.924142681381751+0.6411700785901422j),(3.2752274890807853-1.7122828597031634j),(-0.6516742621424847-0.6720722118105358j),(0.33437350684867717-0.16118331873766767j),(-0.01083816600303586-0.8238645909900717j),(-0.3605590877476915-0.7234040833842899j),(-1.2004506860741542+1.7801970981477229j),(-1.4240240469914185+3.006160461058442j),(-1.2910931790463416+0.13258779141574445j),(-2.9984634193482393+0.24660285140510724j),(1.2722379525172451-0.08204822481213304j),(4.36095060386902+0.10733007123026773j),(-0.6749786136011058+2.361883562818973j),(-0.362095786743211+3.4558354328756598j),(1.6957819264022218-1.474303133405066j),(-2.572171116983039-2.2900816069978744j),(0.24281213577404806+1.3145430681629746j),(-0.5358057229608844-0.519344267143625j),(-0.527575125387724+0.6775255983343301j),(-1.7818280024016193-0.8848247248186814j),(0.6196972797119723+0.07613480565738771j),(3.268854917753058+1.5515426733834596j),(-0.023650464669973843+0.4522494446238245j),(0.3925530602331803-0.6706198988067461j),(-1.4725169533973077-2.3089214581373847j),(-0.5183140172535708-0.009066010761226474j),(-2.5735417649231462-0.4664242464708985j),(-0.3965367024225814+5.924193583515005j),(-1.0860568089924265+1.895598021992329j),(-1.1971435468410767+3.0954302225645365j),(5.33492334707516+4.155152390875526j),(2.744150222477149+4.110708745329286j),(-0.7875368469135513-0.05157999050551233j),(0.47660426097827474-0.36606573522231517j),(-3.891301150052316+0.909743825688808j),(3.3267571567655785+1.9882311472461096j),(0.020728151161287112-0.5760915743699677j),(0.8286986035339483-0.01936437679695048j),(1.232279108552712-0.9066406765077797j),(0.09203643308302406+0.40563285748785377j),(1.8428335469400607-3.8936702498908287j),(4.351461710145206-2.4337759429228374j)
1.55,(-1.0370752853234209-0.2930757181277416j),(0.8825414816937368+0.051564885390156606j),(-1.6466930387961107+1.0370515491711247j),(-2.5558198804716605+2.195057236038997j),(0.10844289095135018-0.709015647013321j),(0.6907950532397721-0.12075045435157433j),(3.4218959861111875-0.19785153793717603j),(-1.0908076769425856-0.25308759469199993j),(2.2548731351692024+2.5664313358017297j),(3.691999847945747+1.5319805728169131j),(2.946386502069444+0.5821336148450118j),(3.2579852550795567-1.7214813597381895j),(-0.6373253972140102-0.7189496197727149j),(0.3310545619078337-0.173259894959479j),(0.03773914150084562-0.8309941427224381j),(-0.3172824169340698-0.7229079853096138j),(-1.2302606733460562+1.7874037337157556j),(-1.457389539845055+3.0253758311962073j),(-1.2707231143673832+0.07987232123105004j),(-3.0234673647984622+0.19843362406378656j),(1.3349350604185046+0.00773171510578935j),(4.4131666441077035+0.052336132491342995j),(-0.693909538483749+2.381898141318438j),(-0.3754190275000974+3.4869310447122923j),(1.6829165693897579-1.405524373011388j),(-2.402358565329223-2.2055223210376687j),(0.2530224137236436+1.2998004760908033j),(-0.5361536455516498-0.5173009036841393j),(-0.5134664663843652+0.600614060810299j),(-1.8008883475426072-0.8825909108341504j),(0.6393554572412646+0.171250501618244j),(3.371722252382826+1.5566782718814611j),(0.009899498365394395+0.484888686367564j),(0.34542745255919777-0.7105570058466337j),(-1.4779448771571055-2.270944429085805j),(-0.48045761740557924-0.10758413377799064j),(-2.7019615174406924-0.42947640999979025j),(-0.38605801312050797+5.8866830668891845j),(-1.1149471148655354+1.9064616331767625j),(-1.2271192440083956+3.1188572134379635j),(5.384117922599517+4.082264146454711j),(2.6986542464414263+4.18915706487881j),(-0.7747861866145965-0.04557318880160877j),(0.4803285892509654-0.3444127076347372j),(-3.893942308787286+0.91277286117931j),(3.324180316631506+1.9860669496233985j),(0.022978187818629762-0.5657828594883846j),(0.8369005496869685-0.006393059101556641j),(1.2017593708193874-0.9564530155272162j),(0.09834100898328503+0.44936798446138654j),(1.7319369275409633-3.851220842067517j),(4.246191830919284-2.5558642216043737j)
1.56,(-1.0451383735592277-0.23005024237604016j),(0.9155611996862214+0.016725714398608472j),(-1.6808926709438536+1.029136706111848j),(-2.5996419421301296+2.1803989275539633j),(0.08081836932978972-0.7035419269493965j),(0.6715606529554445-0.09324972463979055j),(3.43112021045437-0.2625136621344938j),(-1.066887000936143-0.2721956506036427j),(2.306172632399309+2.5527197062688693j),(3.7033507574452114+1.5381251162259189j),(2.979187655726754+0.5076817655744168j),(3.234580412118746-1.7212159427497133j),(-0.6214511300260127-0.7714228936799825j),(0.331051966602926-0.19006711146714578j),(0.0851673973079109-0.833007512031598j),(-0.2749768342979679-0.7167614394535601j),(-1.264393996667613+1.8056929238419697j),(-1.4942744357423405+3.040533531399178j),(-1.2597768256334425+0.026795388960717724j),(-3.0453797606634136+0.1401494697798145j),(1.4012808956276523+0.09161754174336312j),(4.460631051302845+0.0055401202409449575j),(-0.7119322719253286+2.4139358342045005j),(-0.39293274603899847+3.5154346130201306j),(1.6653959330297832-1.3397519524845474j),(-2.2430073563233974-2.1072159826185395j),(0.26428248252010855+1.284025836939914j),(-0.5354746485922471-0.5158158462689545j),(-0.49306746841314947+0.5237223764638785j),(-1.825063113221672-0.8881212845481622j),(0.6534434404086815+0.2652597320736935j),(3.466500990594171+1.5664574465891907j),(0.037586410008229515+0.5154931317748205j),(0.31014703511528335-0.7614081821016487j),(-1.4828205362970321-2.2341700481220537j),(-0.4512450585789062-0.20948690440173856j),(-2.827487978428292-0.3835860396610464j),(-0.37745143862786207+5.844364745718652j),(-1.147080538981061+1.928679149092773j),(-1.2607532480104786+3.1386611527196484j),(5.430137833727173+4.008657642847994j),(2.6557112717656004+4.268153939826793j),(-0.7629482194909784-0.04004741992919693j),(0.483890906186832-0.32218651200173026j),(-3.896738652314408+0.9167510189788052j),(3.321325790531728+1.9837980805789088j),(0.02509822984792181-0.5547071599684544j),(0.8448920290401795+0.006052013203099607j),(1.16969890129078-1.0057879555344482j),(0.10508808499333328+0.4932257904837204j),(1.624286132690703-3.8030314775096783j),(4.1295086009753685-2.674550778712179j)
1.57,(-1.0450250966383852-0.16997020351926173j),(0.9396737607849021-0.021723601144875683j),(-1.7247970596891575+1.0262817147235017j),(-2.6423249819301806+2.1591654275224648j),(0.05086672842139122-0.6889653505357607j),(0.6534470390627793-0.06128065495100771j),(3.438795714995936-0.33034584912143705j),(-1.033899255443124-0.28799485088522125j),(2.3711872791000363+2.5385517251415246j),(3.707358194714486+1.5483510564213527j),(3.021359354087397+0.4196939343587866j),(3.2084649341092413-1.7097695376258075j),(-0.6050159819762515-0.8270687088788113j),(0.3334608217169863-0.2133206440386322j),(0.13122311583010848-0.829857840044301j),(-0.2337379575925348-0.7060601242334743j),(-1.303951607469486+1.8328355897636381j),(-1.5323204529665762+3.049940206661529j),(-1.260038951813431-0.029335276837486022j),(-3.0597070563205637+0.07450451091786198j),(1.4684366379142122+0.174619991088594j),(4.491211184813473-0.03080749284775676j),(-0.7312310013384189+2.4564031543897107j),(-0.4132330752251747+3.5386546504902916j),(1.6440055607354294-1.2733411091470384j),(-2.091812394051703-1.9960187011569794j),(0.2761473600569042+1.267854370268854j),(-0.5340303500403585-0.5137962907633312j),(-0.4668224150992277+0.44790694432538475j),(-1.8501911243940055-0.9067297798924648j),(0.6574894329734244+0.35758450043767304j),(3.539299753165733+1.5750021380307857j),(0.0591125493531322+0.5453696835707292j),(0.2906199622660805-0.8149161787360507j),(-1.485193434267143-2.1973029880198918j),(-0.4344420481620491-0.32107818098450025j),(-2.940587202476293-0.3374273167351884j),(-0.37010767486406515+5.803824416862867j),(-1.1837312421664272+1.9601846232195785j),(-1.2959020695831405+3.1528402875959194j),(5.472754272746322+3.9346235897781066j),(2.615178710376064+4.347537773258155j),(-0.7518338216710586-0.03526896236387532j),(0.48742786849697023-0.2994132206191562j),(-3.899383615601158+0.9211133709048367j),(3.3184400200454878+1.9817882112665073j),(0.027057931482829534-0.5429214015458365j),(0.8526559207069546+0.017798539782868952j),(1.1360897187473595-1.05461251380631j),(0.11242691847151447+0.537209444361716j),(1.522651328979766-3.74910474564047j),(4.0038256011157145-2.7866169621349584j)
