t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00,z_0011_00,z_0012_00,z_0013_00,z_0014_00
0.795,(0.021489787404676663-0.4638746082939247j),(0.7849493676377322+0.2159174312012338j),(0.5383357118653064-0.3609252144489471j),(-0.8086477131664715+1.7160108654281845j),(-0.062282932272420266-1.0994120143147625j),(-0.04885183418661069-0.165817950068797j),(0.44991034083567777-1.187182753475892j),(0.03424108434294729-0.6603188891763327j),(-0.041016319362661945-0.7736661687739522j),(-0.14895848392393934-1.272173246220761j),(0.15081810374741753-1.5284659261169982j),(-1.1104122781284782-0.6287873076926193j),(-0.3135397775594406-0.503475730797581j),(-1.300428043444642-0.9492010604937196j),(-0.5416852293858354-1.109001343444135j)
0.8,(0.016855886243074242-0.46570742940757187j),(0.7880151192107119+0.20293580696179164j),(0.5322305687886717-0.37110614715998047j),(-0.8083271646766413+1.7158019167214604j),(-0.06457718499501247-1.099929712270294j),(-0.05298097261353035-0.1686138605750004j),(0.44364333322158267-1.1900293047885127j),(0.030515800229175688-0.6616165498639991j),(-0.043497975600889784-0.7744482084261596j),(-0.15094564063875604-1.2725331750934283j),(0.14609718789508333-1.5294527505035689j),(-1.1075243178372507-0.634259775356332j),(-0.31259960128101316-0.5052351815301263j),(-1.2978080489751642-0.9532562748308421j),(-0.540464762469424-1.11019924409177j)
0.805,(0.012312366218415444-0.467509052140786j),(0.7909406288553367+0.18974862183760244j),(0.5259143596623364-0.3811880218077348j),(-0.8080600319633543+1.7155470482726227j),(-0.06684674192670853-1.1004516335411958j),(-0.05702325753773342-0.1713609868464227j),(0.4373630575550859-1.1928507514021967j),(0.02683967486291078-0.662902198257767j),(-0.04594060900822699-0.7752355154862474j),(-0.15290296921876756-1.2729010544125239j),(0.14139185209373684-1.5304299298604174j),(-1.1045673375349987-0.6398039997889811j),(-0.31161906533141565-0.5070307879635179j),(-1.2951243533820622-0.9573796391351567j),(-0.539204389962579-1.1114216079428578j)
0.81,(0.007857295250043946-0.46928069515484605j),(0.7937186630087667+0.17636077825920282j),(0.5193917641031015-0.39116045600152716j),(-0.8078470442587318+1.7152453325921126j),(-0.06909157871108335-1.1009778523465938j),(-0.06097715999982269-0.17406571083934325j),(0.43107087713510284-1.1956468143400014j),(0.023213231986970728-0.6641763138999461j),(-0.048344092163924685-0.7760282941908333j),(-0.15483056089695763-1.2732769071038883j),(0.13670266054409277-1.5313975043482229j),(-1.1015417986171632-0.6454177827651201j),(-0.31059916295890677-0.5088616252442354j),(-1.2923775914374789-0.9615693234758966j),(-0.5379050791725568-1.1126677470474853j)
0.8150000000000001,(0.0034908681810828755-0.4710243173413321j),(0.7963418370599938+0.16277757878237464j),(0.512700018252992-0.40101247950601004j),(-0.8076889252444184+1.7148958394899605j),(-0.07131167925187801-1.101508436329898j),(-0.06484132822255097-0.17673407314151257j),(0.42476819913018643-1.1984172133848796j),(0.01963694816775413-0.6654393687035234j),(-0.050708333872427055-0.7768267304386725j),(-0.15672853073659693-1.2736607448016133j),(0.13203017679341011-1.532355514310311j),(-1.0984482404206997-0.651098830429492j),(-0.3095409323449295-0.5107267254259158j),(-1.2895684662320908-0.9658234339253535j),(-0.5365678302735356-1.1139369579256517j)
0.8200000000000001,(-0.0007868026432903998-0.472741812512025j),(0.7988026153498413+0.14900472608814513j),(0.5058536884211186-0.4107372139943085j),(-0.8075863930515809+1.7144976360757844j),(-0.07350703571299977-1.1020434465588018j),(-0.06861461750115253-0.1793717681680491j),(0.4184564745785279-1.2011616670796783j),(0.016111252795239867-0.6666918269521623j),(-0.05303327916337142-0.7776309917906575j),(-0.15859701763124245-1.2740525678480417j),(0.1273749637354924-1.5333040002726535j),(-1.0952872802240783-0.6568447532970298j),(-0.3084454566041115-0.512625077469353j),(-1.2866977491751077-0.9701400125588772j),(-0.5351936763066156-1.1152285215672668j)
0.8250000000000001,(-0.004975687375844296-0.474435009398907j),(0.8010933111709639+0.13504832298278618j),(0.4988632306385744-0.42032853280029925j),(-0.8075401602609095+1.7140497867587912j),(-0.07567764851852227-1.1025829375252836j),(-0.07229609020334313-0.18198414416143915j),(0.41213719838795637-1.20387989272714j),(0.012636528082987514-0.6679341453002039j),(-0.05531890929158828-0.7784412274698186j),(-0.16043618430473788-1.2744523652937678j),(0.12273758361068737-1.5342430029438678j),(-1.092059613247285-0.6626530662528558j),(-0.30731386378426473-0.5145556272424988j),(-1.2837662799942735-0.9745170374548752j),(-0.5337836831798195-1.116541703432152j)
0.8300000000000001,(-0.009075838667292974-0.4761056716541609j),(0.8032060867678481+0.12091487239781501j),(0.491738907910123-0.42978066909105594j),(-0.807550933902617+1.7135513532477755j),(-0.07782352635268502-1.103126957145605j),(-0.07588501576932002-0.18457620319153695j),(0.4058119093359392-1.2065716063899026j),(0.009213109068137021-0.6691667727726658j),(-0.057565241737101175-0.7792575683613234j),(-0.16224621731121336-1.2748601148976373j),(0.11811859800588748-1.5351725632152187j),(-1.08876601265182-0.668521188552282j),(-0.3061473268663856-0.516517277520462j),(-1.280774966735865-0.9789524226948139j),(-0.5323389496680917-1.11787575345004j)
0.835,(-0.013087391666296307-0.4777554978501708j),(0.8051329533368118+0.10661127738999443j),(0.48449079021419794-0.4390882158668497j),(-0.8076191623544591+1.7130021768874955j),(-0.07994468615989414-1.1036755467603119j),(-0.07938087071176182-0.1871526011555646j),(0.3994821900695816-1.2092365228904987j),(0.005841283611408815-0.6703901507652427j),(-0.05977233020512677-0.7800801270124774j),(-0.16402732703508568-1.275275783126747j),(0.11351856785452968-1.536092722160616j),(-1.0854073295406987-0.6744464438208102j),(-0.30494706376465525-0.5185088879855085j),(-1.2777247857646925-0.9834440183632173j),(-0.5308606074132988-1.1192299060205748j)
0.84,(-0.017010564019460175-0.4793861214795219j),(0.8068657710260045+0.09214484114133081j),(0.4771287545029026-0.4482461259611493j),(-0.807740117261842+1.712417339729931j),(-0.08204115314472174-1.104228741134234j),(-0.08278333861582891-0.18971764777811212j),(0.3931496671056265-1.211874355811356j),(0.0025212923971034695-0.6716047130443064j),(-0.061940264626074985-0.7809089976327231j),(-0.16577974769105813-1.275699325156445j),(0.1089380534365949-1.5370035210366166j),(-1.0819844929584514-0.6804260600541316j),(-0.3037143373264389-0.5205292752270622j),(-1.2746167817640999-0.987989610547668j),(-0.5293498209242293-1.1206033800133115j)
0.845,(-0.020845655871335973-0.48099911095500025j),(0.8083962489354073+0.07752326695907735j),(0.4696624847020108-0.45724971204062054j),(-0.8079112904760956+1.7118032178237481j),(-0.08411296077190608-1.1047865684564853j),(-0.08609231013916288-0.1922753066111374j),(0.3868160108304553-1.2144848174947978j),(-0.0007466710668975474-0.6728108857469054j),(-0.06406917115554875-0.7817442560936412j),(-0.1675037373241207-1.2761306848703309j),(0.10437761437860904-1.537905001282423j),(-1.0784985098911235-0.6864571696181272j),(-0.3024504553322865-0.5225772127417038j),(-1.2714520677359644-0.9925869213388067j),(-0.5278077875765942-1.121995378767717j)
0.85,(-0.024593049864420957-0.4825959696095929j),(0.8097159451168325+0.06275465827573118j),(0.4621014717109662-0.46609464660512645j),(-0.8081320041450994+1.7111601888492578j),(-0.08616015076635189-1.1053490503404637j),(-0.08930788301188691-0.19482919503396617j),(0.3804829355000874-1.2170676190430418j),(-0.003962460449132621-0.6740090873807656j),(-0.0661592121743441-0.7825859599289491j),(-0.16919957780954964-1.2765697948602552j),(0.09983780965364197-1.5387972045198843j),(-1.0749504652662751-0.6925368092488675j),(-0.3011567704959324-0.5246514309331712j),(-1.268231825000697-0.9972336088303322j),(-0.5262357376130261-1.123405090093169j)
0.855,(-0.028253211139158137-0.484178135696488j),(0.8108162665739246+0.04784751864903514j),(0.45445501340288275-0.4747769619877274j),(-0.8084015436964664+1.710488651857156j),(-0.08818277311312983-1.1059162018238509j),(-0.0924303620366056-0.19738258425329214j),(0.3741521992401799-1.219622470318201j),(-0.00712597659455963-0.6751997288242896j),(-0.06821058628845028-0.7834341483345025j),(-0.17086757485290816-1.27701657642632j),(0.09531919758130841-1.5396801725534954j),(-1.0713415219529816-0.6986619200526125j),(-0.2998346804642955-0.5267506171123603j),(-1.2649573031972419-1.0019272671190014j),(-0.52463493414308-1.124831686268957j)
0.86,(-0.03182668733393632-0.4857469823890747j),(0.8116884692621589+0.03281075176197712j),(0.4467322146245444-0.4832930503546813j),(-0.8087191578375429+1.709789027268524j),(-0.09018088605747687-1.1064880313686127j),(-0.09546025908840507-0.19993839930317683j),(0.3678256040460282-1.2221490799422843j),(-0.010237167524555946-0.6763832133265572j),(-0.07022352832904957-0.7842888421682942j),(-0.17250805799004565-1.2774709395768782j),(0.09082233582776744-1.540553947370398j),(-1.067672920761833-0.7048293475058123j),(-0.298485627817479-0.5288734154973236j),(-1.2616298202830767-1.0066654263046295j),(-0.5230066731432328-1.126274324044281j)
0.865,(-0.03531410858509006-0.48730381778094317j),(0.8123236580888427+0.017653661422789457j),(0.43894198719640504-0.4916396637054431j),(-0.8090840585554077+1.7090617568748292j),(-0.09215455610479628-1.1070645408609991j),(-0.09839829311485296-0.20249921904504972j),(0.36150499578256556-1.2246471552971945j),(-0.013296028436918461-0.6775599365073248j),(-0.07219830935251746-0.7851500439504547j),(-0.17412138058709833-1.2779327830285347j),(0.08634778140572219-1.5414185711403794j),(-1.0639459804449345-0.711035841455106j),(-0.29711110006877073-0.5310184272132715j),(-1.258250762534213-1.0114455524900903j),(-0.5213522834568834-1.1277321446382533j)
0.87,(-0.03871618752689968-0.4888498848858846j),(0.8127127869131148+0.0023859515649505836j),(0.4310930499125888-0.49981391387266527j),(-0.8094954211168733+1.7083073038379233j),(-0.09410385802065749-1.1076457256115437j),(-0.10124539013599831-0.2050672761677081j),(0.35519226418436356-1.22711640252473j),(-0.016302601705863812-0.6787302863570263j),(-0.0741352366404225-0.7860177378632521j),(-0.17570791984048886-1.2784019942061455j),(0.08189609067442083-1.5422740862158737j),(-1.060162097695906-0.7172780561173229j),(-0.29571262966464285-0.5331842102925713j),(-1.254821584545195-1.0162650477813149j),(-0.5196731267943531-1.129204273739897j)
0.875,(-0.04203371929159127-0.4903863616378911j),(0.8128466585459452-0.012982273752816798j),(0.42319392854089-0.5078132725221975j),(-0.8099523840684855+1.707526152690044j),(-0.096028874830796-1.1082315743550646j),(-0.10400268324437173-0.20764445718731722j),(0.34888934285563133-1.2295565265265846j),(-0.019256976882027987-0.6798946432367722j),(-0.07603465369952635-0.7868918897510917j),(-0.1772680767769265-1.2788784492428174j),(0.07746781933965541-1.5431205351319606j),(-1.0563227471498826-0.7235525500794814j),(-0.29429179398475214-0.535369279674748j),(-1.2513438092291012-1.0211212502872933j),(-0.5179705977328849-1.1306898215081467j)
0.88,(-0.04526758150933671-0.49191436089115603j),(0.8127159247501361-0.0284405103465446j),(0.41525295582277266-0.5156355711530869j),(-0.8104540492365225+1.7067188093338144j),(-0.09792969782111374-1.1088220692506636j),(-0.1066715126049852-0.21023230244741017j),(0.3425982092702164-1.2319672309643468j),(-0.022159290692466693-0.6810533798783502j),(-0.07789694026178388-0.7877724471205168j),(-0.17880227625340706-1.2793620129799088j),(0.0730635224537628-1.5439579606063663j),(-1.0524294813835142-0.7298557862987899j),(-0.29285021534193967-0.5375721072064835j),(-1.247819027817543-1.0260114341200732j),(-0.516246123716644-1.132187882571848j)
0.885,(-0.04841873430825362-0.4934349304200735j),(0.8123110862403208-0.04397785390701936j),(0.40727827147337137-0.5232790010975777j),(-0.8109994817269964+1.7058858010422426j),(-0.0998064265376788-1.1094171858817263j),(-0.10925342545533226-0.21283200611888797j),(0.33632088477160405-1.2343482182595005j),(-0.02500972704065499-0.682206861384225j),(-0.079722512284343-0.7886593391402077j),(-0.18031096695721285-1.2798525389670294j),(0.06868375441562402-1.5447864055394633j),(-1.048483930914966-0.7361841321026463j),(-0.2913895609822311-0.5397911216416175j),(-1.2442488998606656-1.0309328093947612j),(-0.5145011650567178-1.1336975360297583j)
0.89,(-0.05148822031440543-0.4949490529192389j),(0.811622492682964-0.059582999999783115j),(0.3992778221814904-0.5307421135211117j),(-0.811587709925652+1.7050276764587227j),(-0.10165916878672523-1.1100168932559227j),(-0.11175017610538793-0.21544441620001953j),(0.33005943457291786-1.2366991895934243j),(-0.02780851700648765-0.6833554452275381j),(-0.08151182194954482-0.7895524766409827j),(-0.1817946214059129-1.2803498694620405j),(0.06432906897066482-1.54560591301427j),(-1.0444878042039176-0.7425338591886381j),(-0.2899115430848367-0.5420247086411466j),(-1.2406351532271473-1.0358825222295214j),(-0.5127372149311157-1.1352178454505457j)
0.895,(-0.0544771646518013-0.4964576460034484j),(0.8106403426963623-0.0752442440651323j),(0.3912593616096043-0.5380238194223277j),(-0.8122177254979676+1.704145005597033j),(-0.10348804063465375-1.1106211538052064j),(-0.11416372593760865-0.21807003451644158j),(0.3238159677569192-1.2390198449073921j),(-0.03055593884627905-0.6844994812521082j),(-0.08326535766492345-0.7904517521157974j),(-0.18325373594736263-1.280853835431054j),(0.06000001921085524-1.5464165262964518j),(-1.0404428876515641-0.7489011436245425j),(-0.2884179187621507-0.544271210773225j),(-1.2369795841042004-1.0408576547455763j),(-0.510955799384769-1.1367478588727904j)
0.9,(-0.05738677494239616-0.4979615622076992j),(0.8093546838506437-0.09094948141811876j),(0.3832304503938577-0.5451233896330622j),(-0.8128884833891543+1.7032383798413389j),(-0.1052931664080308-1.1112299233858156j),(-0.11649624340693243-0.22070901672115883j),(0.3175926372760073-1.2413098829025733j),(-0.03325231799276296-0.6856393116724309j),(-0.0849836440632063-0.7913570397197451j),(-0.18468883075970413-1.2813642565484333j),(0.05569715757470978-1.5472182888343193j),(-1.0363510456006149-0.755282065848326j),(-0.2869104900597525-0.5465289275131644j),(-1.2332840569975703-1.0458552250672066j),(-0.5091584773295313-1.138286608804983j)
0.905,(-0.06021834130609073-0.4994615889871898j),(0.8077554126677676-0.10668620724854894j),(0.3751984561440652-0.5520404548183486j),(-0.8135989018241566+1.7023084119461895j),(-0.10707467869358936-1.111843151278272j),(-0.11875010404077865-0.22336117229454383j),(0.31139163995222013-1.2435690010400318j),(-0.03589802705509276-0.6867752710736785j),(-0.08666724200231372-0.7922681952700564j),(-0.18610044985136598-1.2818809411967935j),(0.0514210358472873-1.5480112442588296j),(-1.032214220335295-0.7616726106681454j),(-0.2853911039564054-0.5487961152434332j),(-1.229550504731536-1.0508721873217515j),(-0.5073468405441782-1.139833112225526j)
0.91,(-0.06297323636073149-0.5009584487173194j),(0.8058322746215253-0.12244151662098357j),(0.36717055344371174-0.558775005476418j),(-0.814347862307652+1.7013557360365203j),(-0.10883271833822858-1.1124607801873814j),(-0.12092789043904828-0.22602596454433702j),(0.30521521647723293-1.245796895540727j),(-0.03849348581884138-0.687907686411701j),(-0.08831674856535933-0.7931850562460996j),(-0.1874891610610634-1.2824036864670005j),(0.047172205160191216-1.5487954363835865j),(-1.028034432081344-0.7680686672623466j),(-0.28386165236405736-0.5510709872536578j),(-1.2257809284489096-1.0559054316396077j),(-0.5055225136744074-1.1413863705827334j)
0.915,(-0.06565291522211072-0.5024527986936884j),(0.8035748641375393-0.13820210447473968j),(0.359153723849952-0.5653273919386985j),(-0.8151342096240513+1.700381007607652j),(-0.11056743444901365-1.1130827462422332j),(-0.12303239227412369-0.22870251060564672j),(0.29906565141235936-1.247993261385513j),(-0.04103916124600143-0.6890368770130247j),(-0.08993279706064979-0.7941074417893805j),(-0.18885555605779805-1.282932278158172j),(0.042951215991569314-1.5495709092048395j),(-1.0238137790060167-0.7744660291794649j),(-0.28232407212784094-0.5533517137406215j),(-1.2219773976110375-1.0609517841542306j),(-0.5036871542328385-1.14294536979483j)
0.92,(-0.06825891550396639-0.5039452311320981j),(0.8009726245932637-0.15395426562388836j),(0.35115475589361095-0.5716983243698158j),(-0.8159567518374983+1.6993849035252901j),(-0.11227898439317616-1.1137089789962018j),(-0.1250662771598372-0.2313898163891712j),(0.29294527318855074-1.2501577923151395j),(-0.04353556747498488-0.6901631545748532j),(-0.09151605702168493-0.7950351527035424j),(-0.19020025034085836-1.2834664907776763j),(0.038758618166113756-1.5503377069014843j),(-1.0195544372180825-0.7808603943382261j),(-0.280780345026073-0.5556364218082651j),(-1.2181420499977988-1.066008007002134j),(-0.5018424525990134-1.144509080249952j)
0.925,(-0.07079285731798231-0.5054362731685509j),(0.7980214648841203-0.16968314751492627j),(0.34318024507918365-0.5778888727675928j),(-0.81681426029187+1.6983681220255262j),(-0.11396753379811381-1.1143394014269448j),(-0.12703052242357957-0.23408784578536215j),(0.2868564541063968-1.252290180830251j),(-0.04598326582062334-0.6912868231650671j),(-0.09306723420715764-0.7959679714543662j),(-0.1915238832398191-1.2840060875411337j),(0.03459496085506136-1.5510958738350633j),(-1.015258660767826-0.7872473650275447j),(-0.27923249777025494-0.5579231954676869j),(-1.2142770917076062-1.0710707983228893j),(-0.49999013201939596-1.1460764568061474j)
0.93,(-0.07325644327378801-0.5069263868592503j),(0.7947695327302227-0.18536779068770504j),(0.3352365938848351-0.5839004669630495j),(-0.8177054696107767+1.697331382714837j),(-0.11563325655139062-1.1149739299364039j),(-0.12892710371295038-0.23679566135154878j),(0.28080161033612505-1.2543901181913868j),(-0.04838286477416803-0.692408179222224j),(-0.09458707060095402-0.7969056621697701j),(-0.1928271179145417-1.284550820372415j),(0.030460792576193108-1.5518454545497646j),(-1.010928781647047-0.7936224479065253j),(-0.27768260200507255-0.5602100756371421j),(-1.210384797157406-1.0761367922591263j),(-0.4981319486073721-1.147646438791375j)
0.935,(-0.07565145847895889-0.5084159691806005j),(0.7912316339458125-0.2009914477459222j),(0.3273300117624006-0.5897348966204036j),(-0.8186290776975617+1.6962754265700846j),(-0.11727633480073651-1.115612474350805j),(-0.13075823261559147-0.2395121102239136j),(0.2747832019176012-1.2564572944189822j),(-0.05073502000328961-0.6935275115555581j),(-0.09607634441215322-0.7978479706398103j),(-0.19411064135517414-1.2851004299036428j),(0.026356661193834674-1.5525864937724227j),(-1.0065672097890594-0.799981054004462j),(-0.2761327743083962-0.5624950601420435j),(-1.2064675090826782-1.0812025589565328j),(-0.4962696913432498-1.149217950003505j)
0.9400000000000001,(-0.07797977053901595-0.5099053520292072j),(0.78741196061864-0.2165391555151245j),(0.31946651513738544-0.5953943112370699j),(-0.8195837457353012+1.6952010159385162j),(-0.11889695895404812-1.1162549379206579j),(-0.1325261202419911-0.24223600083658936j),(0.2688037327603288-1.2584913982933668j),(-0.05304043435207839-0.6946451013449814j),(-0.09753587007502756-0.79879462431668j),(-0.1953751643821509-1.2856546454751911j),(0.022283113918855846-1.5533190364125182j),(-1.0021764330686929-0.8063184987208387j),(-0.27458517619128064-0.5647761037149612j),(-1.202527638537436-1.0862646045638558j),(-0.4944051820742592-1.1507898987103187j)
0.9450000000000001,(-0.08024332955742611-0.5113948022218765j),(0.7833152912781226-0.23199646353242226j),(0.31165192740896486-0.6008812201436604j),(-0.8205680981868052+1.694108934537765j),(-0.12049532767938786-1.1169012173207564j),(-0.13423297722548394-0.24496610292165877j),(0.2628657506434495-1.2604921173547652j),(-0.05529985784104424-0.695761222141082j),(-0.0989664982490425-0.7997453323147105j),(-0.19662142164619323-1.286213185135685j),(0.018240697308671283-1.5540431275621782j),(-0.9977590173022921-0.8126300018253285j),(-0.27304201409796525-0.5670511179956228j),(-1.1985676648942256-1.0913193712328992j),(-0.4925402755145525-1.1523611776495097j)
0.9500000000000001,(-0.08244416813560204-0.5128845214956161j),(0.7789469908953447-0.24734943404648918j),(0.30389187894998426-0.6061984925039847j),(-0.8215807227946164+1.6929999874558486j),(-0.12207164790498448-1.1175512026501782j),(-0.1358810137222512-0.24770114750915478j),(0.25697184721574307-1.2624591379032981j),(-0.057514087667116354-0.6968761398651256j),(-0.10036911581885655-0.8006997854103699j),(-0.19785017162830876-1.2867757556420008j),(0.014229957267239801-1.5547588124961758j),(-0.993317606247716-0.8189106874577947j),(-0.2715055394058736-0.5693179715309129j),(-1.1945901358441278-1.0963632371185257j),(-0.49067685924520377-1.1539306640286817j)
0.9550000000000001,(-0.08458440137290203-0.5143746465076346j),(0.774313010883058-0.26258464201756265j),(0.2961918071069593-0.6113493573150497j),(-0.8226201705810104+1.691875001151171j),(-0.12362613481923307-1.1182047774322854j),(-0.1374724394113205-0.25043982692706046j),(0.2511246579956272-1.2643921449989803j),(-0.05968396820364402-0.6979901128090547j),(-0.10174464589432135-0.8016576560422646j),(-0.19906219663979163-1.287342052459266j),(0.010251439045064703-1.55546613667193j),(-0.9888549216043391-0.8251555841282898j),(-0.2699780484256139-0.5715744897748737j),(-1.190597667396756-1.101392516378656j),(-0.4888168537142095-1.1554972195253506j)
0.96,(-0.08666622686663034-0.5158652488353412j),(0.7694198890956815-0.27768917511744307j),(0.2885569562000757-0.616337403407059j),(-0.8236849558479967+1.690734823452521j),(-0.12515901187069473-1.1188618186147232j),(-0.139009463494566-0.2531807948013088j),(0.24532686237115753-1.2662908224617222j),(-0.061810391000395315-0.6991033916354886j),(-0.10309404781048172-0.802618598311138j),(-0.2002583028222227-1.2879117597608596j),(0.006305687239193669-1.5561651457295067j),(-0.9843737630130506-0.8313596247170559j),(-0.26846188240097896-0.5738184550887044j),(-1.1865929438802572-1.1064034591742693j),(-0.486962212236488-1.1570596902869428j)
0.965,(-0.08869192471203687-0.5173563349763467j),(0.7642747498293004-0.2926506337294954j),(0.2809923775231888-0.6211665794434146j),(-0.8247735561773174+1.6895803235590727j),(-0.12667051076809693-1.1195221965694222j),(-0.14049429469670827-0.2559226660557833j),(0.23958118360002778-1.2681548528713287j),(-0.06389429478355863-0.7002162193777239j),(-0.10441831712757567-0.8035822479798713j),(-0.20143932014746932-1.288484550428412j),(0.0023932457932188678-1.5568558854916175j),(-0.9798770080562546-0.8375176464745252j),(-0.2669594275089457-0.5760476067407619j),(-1.1825787179413119-1.1113922516694026j),(-0.4851149209938797-1.158616906930797j)
0.97,(-0.09066385750231735-0.5188478463484624j),(0.7588853038216683-0.3074571309486473j),(0.2735029293438245-0.6258411939207149j),(-0.8258844124304479+1.6884123920403862j),(-0.12816087148033323-1.1201857750925954j),(-0.1419291412653144-0.25866401691231716j),(0.23389038880956947-1.269983917567501j),(-0.0659366654557414-0.7013288314397341j),(-0.10571848563103418-0.8045482224734831j),(-0.2026061024176854-1.2890600860518042j),(-0.001485342002722989-1.5575384019636203j),(-0.97536761225787-0.843624391021319j),(-0.26547311485967584-0.5782596409065603j),(-1.1785578105451342-1.1163550160311515j),(-0.4832769990351471-1.1601676845441622j)
0.975,(-0.09258447032861328-0.520339659289701j),(0.7532598482522048-0.32209729258138986j),(0.26609327690317874-0.6303659151687562j),(-0.8270159287485965+1.687231940836406j),(-0.12963034223646352-1.1208524114047411j),(-0.14331621097079783-0.26140338489069403j),(0.2282572889967529-1.2717776966498342j),(-0.06793853609597078-0.7024414555961696j),(-0.10699562133148141-0.8055161208791296j),(-0.20375952726531135-1.2896380169291695j),(-0.005329533511950868-1.5582127413335194j),(-0.9708486090833315-0.8496745043482483j),(-0.26400542049651543-0.5804522106687711j),(-1.1745331109754718-1.1212878104296693j),(-0.48145049827597475-1.1617108226841997j)
0.98,(-0.09445629078001189-0.5218315850582761j),(0.7474072667419975-0.3365602571457782j),(0.25876789241611736-0.6347457713505316j),(-0.8281664725527053+1.686039903257463j),(-0.13107917952571396-1.121521956150641j),(-0.14465771110641856-0.2641392688086474j),(0.22268473902818553-1.273535868977819j),(-0.0699009869596936-0.7035543119923577j),(-0.10825082846473467-0.8064855239461046j),(-0.2049004961530743-1.2902179820668915j),(-0.009138786751239414-1.5588789499719649j),(-0.9663231099395875-0.855662536816314j),(-0.262558865395995-0.5826229260172228j),(-1.1705075768346056-1.126186629038168j),(-0.4796375034989694-1.163245105377981j)
0.985,(-0.09628192894354617-0.5233233698326022j),(0.7413370293538004-0.3508356758714305j),(0.25153105507117646-0.6389861504622317j),(-0.8293343745434487+1.6848372339842728j),(-0.13250764809747656-1.1221942533993607j),(-0.1459558484882831-0.26687012878186117j),(0.21717563764011316-1.275258112170841j),(-0.07182514547877589-0.704667613144303j),(-0.1094852474918044-0.8074559940858392j),(-0.20602993437398773-1.2907996091796061j),(-0.012912560390818562-1.5595370744322536j),(-0.9617943041751025-0.8615829431567066j),(-0.26113601546782955-0.5847693538489015j),(-1.1664842340433497-1.1310474020329173j),(-0.47784013235365974-1.16476930112249j)
0.99,(-0.0980640774041949-0.5248146947112949j),(0.7350591925920352-0.36491371269952866j),(0.244386851030562-0.6430928003332448j),(-0.830517928701235+1.6836249090679363j),(-0.13391602096130983-1.1228691406442501j),(-0.1472128294553443-0.26959438622396903j),(0.21173292743841965-1.2769441026081816j),(-0.07371218626150378-0.7057815639386869j),(-0.11070005509889409-0.8084270753719024j),(-0.2071487910513519-1.2913825146901994j),(-0.016650313754373813-1.5601871614503282j),(-0.9572654590798552-0.8674300824708058j),(-0.2597394815549185-0.5868890179679507j),(-1.1624661768410525-1.1358659955932455j),(-0.47606053535649656-1.1662821628846214j)
0.995,(-0.09980551124488267-0.5263051757131709j),(0.7285843994027903-0.37878504428281806j),(0.23733917343015037-0.6470718286261561j),(-0.8317153922862053+1.6824039259299404j),(-0.13530457938693863-1.123546448802943j),(-0.1484308598694016-0.2723104238465551j),(0.20635959489862687-1.2785935154290162j),(-0.0755633310925824-0.7068963616328677j),(-0.11189646419740046-0.8093982935400003j),(-0.20825803913875351-1.2919663037298095j),(-0.020351506819046516-1.5608292579447776j),(-0.9527399198853395-0.8731982182301814j),(-0.2583719194333459-0.5889793990856711j),(-1.158456567785595-1.1406382119015386j),(-0.4743008958908528-1.167782428101181j)
1.0,(-0.10150908804647982-0.5277943637772478j),(0.7219238791738214-0.39244085998560774j),(0.2303917223794878-0.6509297028367482j),(-0.8329249858382337+1.6811753033621568j),(-0.13667361290425362-1.1242260022173571j),(-0.1496121451151008-0.27501658565915343j),(0.20105867036589486-1.2802060245324163j),(-0.07737984893313671-0.7080121958548808j),(-0.11307572392391325-0.8103691559879769j),(-0.20935867542006587-1.2925505701378257j),(-0.024015600215433475-1.5614634110168373j),(-0.9482211097645643-0.8788815182765924j),(-0.2570360298123801-0.5910379348205208j),(-1.154458637753392-1.1453597891432417j),(-0.47256343020702324-1.1692688186788867j)
