t,B00_z_0000_00,B00_z_0000_01,B00_z_0001_00,B00_z_0001_01,B00_z_0002_00,B00_z_0002_01,B00_z_0003_00,B00_z_0003_01,B00_z_0004_00,B00_z_0004_01,B00_z_0005_00,B00_z_0005_01,B00_z_0006_00,B00_z_0006_01,B00_z_0007_00,B00_z_0007_01,B00_z_0008_00,B00_z_0008_01,B00_z_0009_00,B00_z_0009_01,B01_z_0000_00,B01_z_0000_01
1.52,(1.7976271682744391-2.0765473784660826j),(0.9949014490144217+1.0558958322711696j),(-2.014939456504827+1.4007582974814061j),(-0.7831367683646537+0.48636901307651353j),(0.7212685077123596+2.903336049561077j),(2.9227689843559004+3.6137153369188195j),(0.08559486236186219+0.03683309979206679j),(0.16729984396308883-0.1422237548152815j),(1.437148660164984+0.2617400118513078j),(0.13082949706780786-0.8155217359169183j),(-0.16623198305607473-3.865134162704226j),(-2.076928084452112+1.334687624565247j),(0.2848556966728704+0.1609349056958575j),(-0.6244642467784736+1.4445816026986746j),(0.9326547992664436+0.663326820703557j),(0.3379320682405967+0.5182872265071577j),(-0.02859886207352926+0.29238298545777774j),(0.03985317308466384+0.7652778819797075j),(0.9229879851373901-1.1411878834767162j),(1.1186060785532257-0.12223828784181642j),(1.7976271682744391-2.0765473784660826j),(0.9949014490144217+1.0558958322711696j)
1.53,(1.7794955304472388-2.0825167994730513j),(0.975931759974162+1.039256961367436j),(-1.9847620887784128+1.43327957272479j),(-0.7722942160217218+0.4929830774452679j),(0.6980877282586916+2.8438757506908376j),(2.8768642750500883+3.547096768931417j),(0.08423568896772353+0.037590191989745544j),(0.17018381186879594-0.1447947700745296j),(1.44025908523287+0.2550035618702097j),(0.13448677594021027-0.8310084131734131j),(-0.24424348997619097-3.823969428314768j),(-2.062399025387715+1.3522827593777615j),(0.2897811822779084+0.16333601159118355j),(-0.6035585664445041+1.4342355116720567j),(0.9331389400912895+0.6594611474542805j),(0.3372632407620165+0.5092288606792149j),(-0.02773051881891486+0.2907645938024546j),(0.03739789337130504+0.7576148977554027j),(0.9236975566804606-1.146949018578039j),(1.1140828633759345-0.12699963693498306j),(1.7794955304472388-2.0825167994730513j),(0.975931759974162+1.039256961367436j)
1.54,(1.7612472915570399-2.0885038650666172j),(0.9569111023516714+1.022668649854865j),(-1.9539876048823739+1.4650932861568502j),(-0.761178738857005+0.4993847873940377j),(0.6758607844894142+2.7856495849303524j),(2.8323185739415293+3.481854650409459j),(0.08284192950382888+0.038298284030767994j),(0.17312118394188736-0.1473808003351099j),(1.4433942589032005+0.24829663481224357j),(0.13809180055107925-0.8468360291711247j),(-0.3204235818416621-3.7806841306866112j),(-2.047241325908537+1.3698532113581126j),(0.2946689348638345+0.16568842841343756j),(-0.5832416482182572+1.4234471838697482j),(0.9335959422011821+0.6556321514338778j),(0.3366216589600748+0.5001186578228904j),(-0.02686647181539029+0.289168250085976j),(0.0348767721567969+0.749909297744561j),(0.9243931237748616-1.1528051874295158j),(1.1095274154327652-0.13181421356148693j),(1.7612472915570399-2.0885038650666172j),(0.9569111023516714+1.022668649854865j)
1.55,(1.742900292163236-2.09445622896019j),(0.9377673747303595+1.006074023556781j),(-1.9225890244563806+1.4962091822108436j),(-0.7497525904095511+0.5055883182088542j),(0.6544232423808979+2.7284363335137876j),(2.7887696681043117+3.4178557756064385j),(0.08141129614696736+0.0389531065324018j),(0.1761138971650355-0.15000176286016428j),(1.4465640653263634+0.24162486604078948j),(0.14164859799530682-0.8630762528947323j),(-0.3947954271939889-3.735201991653907j),(-2.031411872546809+1.3873995799191865j),(0.29953683626366345+0.16799787397549093j),(-0.5634825464756371+1.4121823539252363j),(0.934022320710541+0.6518340830459255j),(0.33601602567095934+0.4909175800589956j),(-0.025993437263590654+0.2875902125252096j),(0.03229635433726707+0.742131639287132j),(0.9250972838050895-1.1587630967331348j),(1.104923631177186-0.1366982114516807j),(1.742900292163236-2.09445622896019j),(0.9377673747303595+1.006074023556781j)
1.56,(1.7244709738923691-2.1003272599586786j),(0.9184342683170512+0.9894182678715986j),(-1.890540367782487+1.5266309924579442j),(-0.7379774997273831+0.5116037999098207j),(0.6336398782500188+2.672040284135052j),(2.7459061266731357+3.3549799501348003j),(0.07994135999883384+0.03955020163511757j),(0.17916430561240673-0.15267717991039076j),(1.4497791775190725+0.23499398323243773j),(0.1451607434038076-0.8798027480240563j),(-0.4673616650199854-3.687445573431326j),(-2.0148644492581504+1.4049182548234609j),(0.3044011752497946+0.1702690794433372j),(-0.5442556405822793+1.400407518215412j),(0.9344146106912528+0.6480619603093194j),(0.3354552636811087+0.4815880545174584j),(-0.02509909228253861+0.28602733040004086j),(0.02966297892082981+0.7342537070024874j),(0.9258319394209065-1.1648300067459187j),(1.1002559903010953-0.14166851521274976j),(1.7244709738923691-2.1003272599586786j),(0.9184342683170512+0.9894182678715986j)
1.57,(1.7059741677249238-2.106076064815569j),(0.8988513477429219+0.9726487914711694j),(-1.8578174063085355+1.556356456280217j),(-0.7258151463016208+0.5174372442792922j),(0.6134017352699765+2.616290191487206j),(2.7034634306265355+3.2931194967272863j),(0.07842955864654642+0.040084924666395114j),(0.18227515744940262-0.15542609542365077j),(1.453051097225117+0.22840978243281862j),(0.14863127597451622-0.8970911996229076j),(-0.5381040358132981-3.6373392234603656j),(-1.9975503185381827+1.4224006746536735j),(0.309276573035652+0.17250591625045839j),(-0.5255403253764243+1.388090550875915j),(0.9347693780151721+0.644311576502096j),(0.3349485283913391+0.4720941012923368j),(-0.024172129001153186+0.2844770507462756j),(0.026982805570046266+0.7262486030371909j),(0.9266182006988479-1.171013733405311j),(1.0955096198103096-0.14674268092103107j),(1.7059741677249238-2.106076064815569j),(0.8988513477429219+0.9726487914711694j)
1.58,(1.687422870888808-2.111667506658188j),(0.8789641359529369+0.9557153820251225j),(-1.8243984065641183+1.5853773987319164j),(-0.7132276407822439+0.5230905035211044j),(0.5936235614429022+2.5610382677069476j),(2.6612205632878947+3.232178596908409j),(0.07687320194264641+0.040552446187833324j),(0.18544957028618114-0.15826699521955176j),(1.456392201752046+0.2218781069972644j),(0.15206261409971678-0.9150193774610796j),(-0.6069833066894971-3.5848120797591934j),(-1.979418896164249+1.4398326269587443j),(0.31417591694241+0.17471151883101785j),(-0.5073206771572802+1.3752012721268763j),(0.9350832284692387+0.6405795075002151j),(0.33450522099849567+0.46240145939345223j),(-0.023202309477406025+0.2829374214818704j),(0.024261839396998976+0.7180908343006212j),(0.9274762888011322-1.1773226490138664j),(1.0906703590369493-0.15193892273356677j),(1.687422870888808-2.111667506658188j),(0.8789641359529369+0.9557153820251225j)
1.59,(1.6688280203261403-2.1170722127130532j),(0.8587241909928566+0.9385703561726493j),(-1.790264864112324+1.6136798713071652j),(-0.7001780103392705+0.5285612653738201j),(0.574241516433199+2.506159192122094j),(2.618996921457683+3.1720725423370677j),(0.07526947627100225+0.04094775429374524j),(0.1886910049478946-0.16121773110397894j),(1.4598157985781+0.21540482923433918j),(0.15545646863599266-0.9336672403875437j),(-0.6739395202207633-3.5298011133861382j),(-1.9604185237989438+1.4571936036398994j),(0.31911030401590645+0.1768884039191059j),(-0.4895850946038594+1.3617119658949544j),(0.9353528150577416+0.6368631180408185j),(0.3341350021406937+0.45247770861755043j),(-0.02218052004302939+0.2814070906294136j),(0.02150595439501594+0.7097563954862949j),(0.9284254420054818-1.183765682432341j),(1.0857248251233493-0.15727610450414475j),(1.6688280203261403-2.1170722127130532j),(0.8587241909928566+0.9385703561726493j)
1.6,(1.6501982704064828-2.1222665654287143j),(0.8380891631705754+0.9211687055372391j),(-1.7554022225078407+1.6412443615365921j),(-0.686630686553974+0.533843089801132j),(0.5552110580934445+2.4515491268613534j),(2.5766494343956743+3.1127269531165465j),(0.07361544761784591+0.04126565704668189j),(0.1920032377170166-0.16429544922444972j),(1.4633361885809604+0.2089958345339668j),(0.1588137531082007-0.9531170864016113j),(-0.7388925974606665-3.472254176931598j),(-1.9404973420333658+1.4744562281311229j),(0.32408899642271655+0.179038586780243j),(-0.47232591492125253+1.3475978431327251j),(0.9355748434189909+0.6331605661475319j),(0.3338478058686782+0.4422923852933445j),(-0.0210988236443264+0.27988530132598344j),(0.018720915857604194+0.7012228467067223j),(0.9294838249927238-1.1903523197416765j),(1.0806604784323386-0.16277373524954233j),(1.6501982704064828-2.1222665654287143j),(0.8380891631705754+0.9211687055372391j)
1.61,(1.6315397821125894-2.1272326715478314j),(0.8170228219607526+0.9034682400996313j),(-1.7198005704632262+1.668046077091989j),(-0.6725519926485019+0.5389254924289125j),(0.5365049403710778+2.3971247238004065j),(2.5340698026317496+3.0540770064862337j),(0.07190806381136455+0.041500784955605864j),(0.1953903310970731-0.16751652300204806j),(1.4669687388228834+0.20265700773606968j),(0.1621344893752024-0.9734537533856508j),(-0.8017433244514038-3.4121330192713897j),(-1.9196042638339048+1.4915857737108889j),(0.3291193903924442+0.18116369437750313j),(-0.45553900650289214+1.332837446971729j),(0.9357460752986537+0.6294708049802575j),(0.3336538537289343+0.431817089924838j),(-0.019950508749728972+0.2783718823505329j),(0.015912402096906468+0.6924693846236624j),(0.9306684422830277-1.1970926063265963j),(1.0754656872626664-0.16845196720295674j),(1.6315397821125894-2.1272326715478314j),(0.8170228219607526+0.9034682400996313j)
1.62,(1.612856030305179-2.1319583042177674j),(0.7954950431472156+0.8854297297060774j),(-1.6834553086404365+1.6940553093511865j),(-0.6579106257252522+0.5437940796612525j),(0.5181112729849717+2.342822108507287j),(2.4911817909966296+2.9960667072052254j),(0.07014415632805282+0.041647593425480585j),(0.1988566031427857-0.17089649093923945j),(1.4707299659406923+0.19639422147884716j),(0.16541770700722147-0.9947648758853256j),(-0.8623747479576569-3.3494162175341984j),(-1.8976900447643148+1.5085397946195345j),(0.3342070003104425+0.18326507513949417j),(-0.4392233404507693+1.3174129959047642j),(0.9358633300393483+0.6257935814141995j),(0.3335636686748823+0.4210255848680055j),(-0.018730133424405535+0.27686723394813584j),(0.01308602573055668+0.6834769060339512j),(0.9319950567056109-1.203997151304346j),(1.0701297911750833-0.17433159511765597j),(1.612856030305179-2.1319583042177674j),(0.7954950431472156+0.8854297297060774j)
1.6300000000000001,(1.5941476348764878-2.1364368138422445j),(0.7734817480535895+0.8670170439015779j),(-1.6463677757787256+1.7192378801459627j),(-0.642678128536124+0.54843073986373j),(0.5000316100254076+2.2885958280036656j),(2.447938530433728+2.938648220169417j),(0.06832044208879683+0.04170036513258365j),(0.20240659539929148-0.174449999574764j),(1.4746376313396943+0.1902133262559507j),(0.1686613343250743-1.0171412038712981j),(-0.9206539999290809-3.2841019678732466j),(-1.8747084418178548+1.525267893283297j),(0.3393554593095724+0.1853439047026579j),(-0.42338054435064765+1.3013106615686774j),(0.9359234840658164+0.622129430712443j),(0.3335880884616582+0.40989388032786206j),(-0.017433563232597937+0.2753723087888252j),(0.010247354756959703+0.6742280629731303j),(0.933478113770049-1.2110771351698117j),(1.0646431621636594-0.18043405544782637j),(1.5941476348764878-2.1364368138422445j),(0.7734817480535895+0.8670170439015779j)
1.6400000000000001,(1.5754122206369767-2.140667004056371j),(0.7509647882838687+0.8481972896602147j),(-1.6085458223472753+1.74355567368353j),(-0.6268293441919427+0.5528138941362534j),(0.48227904951036665+2.2344177510885626j),(2.404319801099941+2.881781276221742j),(0.06643352568201383+0.041653212307598206j),(0.20604503949290737-0.17819075182677557j),(1.4787108495842054+0.18412014190641568j),(0.17186207872024595-1.0406769901134836j),(-0.9764345610334417-3.216210667835967j),(-1.8506174473197101+1.5417116475792043j),(0.34456653737297765+0.1874012867570301j),(-0.4080144426962592+1.2845207783705397j),(0.9359234683670715+0.6184796667324901j),(0.33373827812834667+0.39840030715520725j),(-0.01605800171955038+0.2738885879651108j),(0.007401933584801403+0.6647073085235038j),(0.9351306727790045-1.2183443214517629j),(1.0589972628383637-0.18678142403774195j),(1.5754122206369767-2.140667004056371j),(0.7509647882838687+0.8481972896602147j)
1.6500000000000001,(1.5566443096681726-2.1446529699431056j),(0.7279317711535633+0.8289409459659217j),(-1.570004318685296+1.7669672534217928j),(-0.6103428462186145+0.5569188090077885j),(0.4648763388780039+2.1802759125479576j),(2.3603292849647777+2.825432653739214j),(0.0644799024549273+0.04150007893815794j),(0.20977682241801074-0.1821314609332224j),(1.4829702116213794+0.17812045025726464j),(0.17501529349901845-1.0654704536736836j),(-1.0295589614528529-3.1457872156593574j),(-1.8253805783387353+1.5578047214344164j),(0.34984017755743885+0.18943834794236378j),(-0.3931305892382449+1.267037983134101j),(0.9358602640011802+0.6148463671981361j),(0.3340257411296751+0.3865255751522412j),(-0.01460201234584176+0.27241805200506813j),(0.004555304123325433+0.6549009326577863j),(0.9369643454811183-1.2258110730739131j),(1.0531847007193864-0.1933964109958988j),(1.5566443096681726-2.1446529699431056j),(0.7279317711535633+0.8289409459659217j)
1.6600000000000001,(1.5378352486517093-2.148403896388952j),(0.7043758228990944+0.8092219936125965j),(-1.530765583778883+1.7894285610432397j),(-0.5932013355394007+0.5607179718842535j),(0.4478539922954674+2.1261732956949997j),(2.3159917895207593+2.7695757315378304j),(0.06245596290723806+0.041234742933654304j),(0.21360695056913356-0.18628381016401982j),(1.4874379247780687+0.1722199886328913j),(0.178114828057295-1.091624328109415j),(-1.079861902126521-3.072902946537165j),(-1.798968195666617+1.5734731798879213j),(0.35517455049702024+0.19145632562776083j),(-0.3787357972492369+1.2488612840936781j),(0.9357308956745581+0.6112323536717963j),(0.33446232864753067+0.37425281585952125j),(-0.013065530895457542+0.2709631469553988j),(0.0017130269762245633+0.6447970876111061j),(0.9389892430077923-1.2334903739895104j),(1.0471992776825867-0.20030235151772088j),(1.5378352486517093-2.148403896388952j),(0.7043758228990944+0.8092219936125965j)
1.67,(1.5189731723955056-2.1519338152871117j),(0.680295288758137+0.789018038081849j),(-1.4908597205334724+1.8108936916961922j),(-0.5753919953854538+0.5641815283002444j),(0.4312484343967813+2.072126551242092j),(2.2713504552780965+2.7141901030771844j),(0.06035799880428904+0.04085081832735207j),(0.2175405125743888-0.19065841844281725j),(1.4921379718428034+0.1664244439338434j),(0.18115285767470282-1.1192465043237356j),(-1.1271737621303433-2.9976571236963725j),(-1.7713588200617645+1.5886360258569083j),(0.36056612687014383+0.19345664736713816j),(-0.3648376742041078+1.2299940598720844j),(0.9355324234754493+0.6076411659759527j),(0.33506024659145817+0.36156760908745067j),(-0.011449867551755373+0.26952674566916385j),(-0.0011192972851857951+0.6343858024490086j),(0.9412139317673749-1.2413958565108698j),(1.0410360335410183-0.20752319154769816j),(1.5189731723955056-2.1519338152871117j),(0.680295288758137+0.789018038081849j)
1.68,(1.5000430034750252-2.1552613211225324j),(0.6556933710577335+0.7683104229595331j),(-1.4503248437307155+1.831315736471551j),(-0.5569067948807188+0.5672777780166962j),(0.41510019152590655+2.0181646543663505j),(2.2264639684006644+2.6592612379978893j),(0.058182211399740016+0.04034175762374471j),(0.22158264099590663-0.1952648119772037j),(1.4970962919994593+0.16073944696608827j),(0.18411968859073885-1.1484507796460022j),(-1.17132443856453-2.920177903839775j),(-1.7425404075799462+1.603205970144705j),(0.36600976703202354+0.19544100085591148j),(-0.3514441676436856+1.2104439904825817j),(0.9352619328701738+0.6040770309325236j),(0.3358320597865978+0.34845799276640277j),(-0.009757698028308332+0.2681121045139677j),(-0.003936006863276967+0.6236589866828299j),(0.9436453988835433-1.2495418345881102j),(1.0346912827025199-0.2150834673367992j),(1.5000430034750252-2.1552613211225324j),(0.6556933710577335+0.7683104229595331j)
1.69,(1.4810264866476197-2.158409245298865j),(0.6305777084654559+0.7470843311045j),(-1.4092071878833192+1.8506476798034435j),(-0.5377427321758401+0.5699737248421258j),(0.39945215571416814+1.9643275058305023j),(2.181403806155051+2.6047801747445885j),(0.055924722121384676+0.03970085443210895j),(0.22573847297502767-0.20011140195523205j),(1.5023409869314497+0.15517056666536388j),(0.18700353325883584-1.1793577267530173j),(-1.2121474451223806-2.8406227028886044j),(-1.7125115409515879+1.6170904387265226j),(0.371498826550852+0.19741139331844726j),(-0.3385631290046308+1.1902229238220512j),(0.9349165231002432+0.6005448254119328j),(0.3367906928472143+0.3349144560122838j),(-0.007993043349328623+0.2667228157961631j),(-0.0067313576538368565+0.6126104229714848j),(0.9462890276604359-1.257943343108101j),(1.028162642811451-0.22300827814994295j),(1.4810264866476197-2.158409245298865j),(0.6305777084654559+0.7470843311045j)
1.7,(1.4619022555383017-2.1614042903742847j),(0.6049599014840802+0.7253288707133633j),(-1.3675610839633279+1.8688433362946029j),(-0.5179020085684243+0.5722356728264726j),(0.3843479485014392+1.9106644869680511j),(2.1362515468413354+2.5507432273812025j),(0.05358158602882858+0.038921246559828655j),(0.23001310991451507-0.20520546832352216j),(1.5079025560852564+0.1497233038038538j),(0.18979024972371855-1.212095698522081j),(-1.249484175659223-2.7591778994959215j),(-1.681282490668618+1.6301928122345237j),(0.37702527596149904+0.19937019942456993j),(-0.32620190195566773+1.1693466825026793j),(0.9344932941479154+0.5970500338056262j),(0.337949427243721+0.3209299156296378j),(-0.006161238091219797+0.2653627562731427j),(-0.0094995025773262+0.6012357491351022j),(0.949148583434494-1.2666161830897145j),(1.0214490542676762-0.23132325160598383j),(1.4619022555383017-2.1614042903742847j),(0.6049599014840802+0.7253288707133633j)
1.71,(1.4426459280898805-2.1642766261419215j),(0.5788549910356104+0.7030371435515487j),(-1.3254487964797883+1.885858308558622j),(-0.497392126073095+0.5740298592913479j),(0.36983041144693457+1.8572329820217532j),(2.091096277661314+2.497151690560993j),(0.05114880829923735+0.03799591977064377j),(0.23441157630684972-0.21055314961836752j),(1.5138141658948048+0.14440308368121035j),(0.19246303787881527-1.246801987951431j),(-1.283188221008254-2.676057830672884j),(-1.6488760982426243+1.6424138821881482j),(0.3825798326836734+0.20132019705679427j),(-0.31436694129377507+1.1478348171349166j),(0.9339893324666505+0.5935987001529004j),(0.33932189409046887+0.3064996765927869j),(-0.00426888711662049+0.2640360321970796j),(-0.012234471620988535+0.5895324298857852j),(0.9522262100316753-1.2755769724502484j),(1.0145507895219776-0.24005450138263087j),(1.4426459280898805-2.1642766261419215j),(0.5788549910356104+0.7030371435515487j)
1.72,(1.4232302264664705-2.16705945020097j),(0.5522808985242865+0.6802062929486148j),(-1.282940215575249+1.9016509452345174j),(-0.4762259023977633+0.5753231131374341j),(0.3559402479910359+1.8040968845201755j),(2.046032133722675+2.444011528745296j),(0.04862236393830034+0.03691771244288119j),(0.23893877783655895-0.21615943877679886j),(1.5201119587556942+0.13921524718009257j),(0.19500208386356915-1.2836241660214012j),(-1.3131296125615426-2.5915030558292815j),(-1.6153284354375432+1.653653497407991j),(0.3881521027580888+0.20326459051523044j),(-0.30306346774954057+1.12571031326499j),(0.9334016957005526+0.5901973752614352j),(0.3409220622098872+0.2916213773474457j),(-0.002323811048786808+0.26274692139784617j),(-0.014930152952364136+0.577499718848837j),(0.9555224368889207-1.284843201816409j),(1.007469451078229-0.24922857728336442j),(1.4232302264664705-2.16705945020097j),(0.5522808985242865+0.6802062929486148j)
1.73,(1.4036251165340887-2.1697885162958053j),(0.5252578370373162+0.6568375296756208j),(-1.2401124026009962+1.9161832765492264j),(-0.4544213992160153+0.5760835251312734j),(0.34271483753181886+1.7513251068879345j),(2.0011559993021635+2.3913330388724146j),(0.04599822084908226+0.03567932139024344j),(0.24359945890519008-0.2220281848100973j),(1.5268354087415335+0.13416503939678692j),(0.19738414196421225-1.3227216249683285j),(-1.33919885629932-2.5057778918539877j),(-1.5806891974698238+1.6638123628956656j),(0.39373072984546686+0.2052070210395731j),(-0.2922951631665501+1.1029992600364342j),(0.932727396642733+0.5868530592576034j),(0.34276422106507687+0.27629492105176384j),(-0.00033498094116126364+0.2614998129687999j),(-0.017580275518883158+0.5651386115992645j),(0.9590361967215468-1.2944332946577415j),(1.0002079571924367-0.25887240793408645j),(1.4036251165340887-2.1697885162958053j),(0.5252578370373162+0.6568375296756208j)
1.74,(1.3837979617408331-2.172501634232904j),(0.4978077042954043+0.6329361345108673j),(-1.1970489918729006+1.9294219038431426j),(-0.43200176194111994+0.5762811155374221j),(0.3301872375419927+1.6989901141455757j),(1.9565653988731484+2.3391304794162733j),(0.04327236632275923+0.03427330913213184j),(0.24839815974960686-0.22816210017853308j),(1.534027732526466+0.12925759482566515j),(0.1995820409671958-1.3642673601155229j),(-1.361310617389848-2.4191672513316016j),(-1.5450217953100267+1.672793943056329j),(0.399303548815749+0.20715156483149136j),(-0.2820639095018075+1.0797304892509663j),(0.9319633867060979+0.583573140084631j),(0.34486295819677304+0.2605223941187202j),(0.0016875572112640604+0.26029914516547664j),(-0.020178393593166175+0.5524517905688868j),(0.9627648534252969-1.3043666708374346j),(0.9927705143499802-0.2690132366446032j),(1.3837979617408331-2.172501634232904j),(0.4978077042954043+0.6329361345108673j)
1.75,(1.3637136861934613-2.175238145601526j),(0.4699534685763701+0.6085114371211203j),(-1.1538394558133256+1.9413388194571555j),(-0.4089949718150687+0.5758884836313262j),(0.31838538368994945+1.6471665032539888j),(1.912356600564866+2.2874216627831876j),(0.04044083694359985+0.032692112921007495j),(0.25333917334728956-0.23456277366390332j),(1.5417363657865366+0.12449791776300288j),(0.20156409882602505-1.4084500304233514j),(-1.3794069192347644-2.331972846939736j),(-1.5084031221722316+1.6805064123318063j),(0.40485774123025814+0.20910271906039962j),(-0.27236957399440315+1.0559351938286676j),(0.9311065392009529+0.5803653285318724j),(0.3472331308507167+0.24430797362431428j),(0.003732767300764813+0.2591493421630909j),(-0.022717873757493186+0.5394435627853247j),(0.9667042396959835-1.314663812511148j),(0.9851625757267115-0.2796785512242132j),(1.3637136861934613-2.175238145601526j),(0.4699534685763701+0.6085114371211203j)
1.76,(1.3433349419750362-2.1780383798100686j),(0.44171855909445074+0.5835767717913747j),(-1.1105782452265103+1.951912134381308j),(-0.38543351390883573+0.5748814233833861j),(0.3073314916720316+1.5959296493484216j),(1.86862294901098+2.236227511929875j),(0.03749975182720335+0.030928055850174115j),(0.2584265023257247-0.2412306884965511j),(1.5500135175864942+0.11989085617515088j),(0.2032934255334651-1.4554763466333422j),(-1.3934597324442064-2.2445088554812562j),(-1.470922981634595+1.686864589917687j),(0.4103799900845328+0.2110653766163432j),(-0.2632098417210758+1.0316465347055654j),(0.9301536327317688+0.5772375904254787j),(0.3498898315368518+0.2276578253027657j),(0.005788716311029676+0.2580547503435758j),(-0.025191884841851763+0.5261197914827462j),(0.9708487036346922-1.3253463311646632j),(0.9773907849974363-0.29089600877173644j),(1.3433349419750362-2.1780383798100686j),(0.44171855909445074+0.5835767717913747j)
1.77,(1.322622276254381-2.1809430950969353j),(0.4131262722326215+0.558149411472838j),(-1.0673638207914486+1.9611266930983675j),(-0.3613539674486833+0.5732394899939822j),(0.2970416582246521+1.5453544388126979j),(1.8254534383234249+2.1855715856494973j),(0.0344453490371746+0.02897336037583498j),(0.26366381611616263-0.2481652454567423j),(1.5589168180333033+0.11544106671299677j),(0.20472708896713399-1.5055738467410753j),(-1.4034728486124262-2.1570971626792455j),(-1.4326831789331915+1.6917917919506047j),(0.4158566313266181+0.21304479062281617j),(-0.254580095651047+1.006899244967897j),(0.929101335040313+0.5741980766389946j),(0.3528483473212562+0.21057999395729288j),(0.0078426748127688+0.2570195747964892j),(-0.02759339133655598+0.5124878226736721j),(0.9751911633869713-1.3364370344703564j),(0.9694629050452948-0.3026933566585824j),(1.322622276254381-2.1809430950969353j),(0.4131262722326215+0.558149411472838j)
1.78,(1.3015342944757087-2.1839929091800143j),(0.38419920461929985+0.5322504825281479j),(-1.0242975957425204+1.968974558067636j),(-0.3367965275868932+0.5709465029935917j),(0.2875256529378687+1.4955141069545628j),(1.7829315295494594+2.135479579927029j),(0.03127402495228385+0.026820164591580424j),(0.26905440861433616-0.2553647906373085j),(1.5685100779444476+0.11115296780047883j),(0.20581511182839093-1.5589941321272949j),(-1.409482960173129-2.0700623326279968j),(-1.3937962919322073+1.6952215348625495j),(0.4212737998836818+0.21504652992956919j),(-0.24647334327446907+0.9817292395295881j),(0.9279461876340871+0.5712550515921762j),(0.3561241127141726+0.19308428817121187j),(0.009881223577819963+0.2560478167205902j),(-0.029915150791483873+0.49855640779059524j),(0.9797231686458694-1.3479599915644849j),(0.9613877313448783-0.3150983510799931j),(1.3015342944757087-2.1839929091800143j),(0.38419920461929985+0.5322504825281479j)
1.79,(1.280027816849522-2.1872277240776365j),(0.35495872335292794+0.5059048633774118j),(-0.9814828129148897+1.9754553501663406j),(-0.31180447017129714+0.5679909732717554j),(0.2787868873413685+1.446479195108473j),(1.7411342107606447+2.085978814958503j),(0.02798237628484827+0.024460541590885915j),(0.2746011566314676-0.26282664752599566j),(1.5788641836373694+0.10703067671219435j),(0.20649925912282582-1.6160166547753334j),(-1.4115598996156193-1.983726461731384j),(-1.3543841530739542+1.697099027712918j),(0.4266175682052049+0.2170764269637436j),(-0.23888018794731397+0.9561732379465818j),(0.9266845915477178+0.5684168208986337j),(0.35973265608173216+0.17518216120908148j),(0.011890365080524172+0.25514321240467625j),(-0.032149715688748026+0.4843356234958833j),(0.9844349676371095-1.3599405953039552j),(0.9531749900357516-0.3281386746565693j),(1.280027816849522-2.1872277240776365j),(0.35495872335292794+0.5059048633774118j)
1.8,(1.2580580264514214-2.190686149378578j),(0.3254244827586493+0.4791410709355279j),(-0.9390233816659116+1.9805764359587448j),(-0.2864235730945302+0.5643664435933321j),(0.2708225435111269+1.3983166385023031j),(1.7001312921707425+2.0370977187789463j),(0.024567244382629277+0.02188652224307706j),(0.2803064794373176-0.2705471530425753j),(1.5900581554603839+0.10307792518946265j),(0.20671156425422443-1.676953167618657j),(-1.4098060269512551-1.8984040846269186j),(-1.3145760871825616+1.697382399119451j),(0.4318740756484095+0.21914051942305077j),(-0.23178884229937946+0.930268407070431j),(0.9253127945907895+0.5656916587995375j),(0.3636895395737824+0.15688658995314964j),(0.013855638627470987+0.25430917444803525j),(-0.034289440233767385+0.46983678971965154j),(0.9893155780066972-1.3724056200530497j),(0.944835220965147-0.3418418546193148j),(1.2580580264514214-2.190686149378578j),(0.3254244827586493+0.4791410709355279j)
1.81,(1.2355786084274192-2.194404927880332j),(0.2956139959694993+0.4519911392350613j),(-0.897022701503638+1.9843529576697996j),(-0.26070150930087277+0.5600717347939818j),(0.2636238412909633+1.351088992397556j),(1.6599849236145634+1.9888653189547505j),(0.021025761381926855+0.0190901216899483j),(0.28617229971245317-0.2785216971479282j),(1.6021804057077076+0.09929794629229699j),(0.20637252678484902-1.7421529775387357j),(-1.4043547911465213-1.8143972981910006j),(-1.2745069613277866+1.696043615475607j),(0.4370296473751609+0.22124498734647444j),(-0.22518518041002386+0.9040520292206031j),(0.9238268804388147+0.5630877359839879j),(0.368010292624476+0.1382119536296827j),(0.01576223785830269+0.2535487358535176j),(-0.036326492451377305+0.45507238692022334j),(0.9943528598534063-1.385383273576203j),(0.9363796462512843-0.35623518310236735j),(1.2355786084274192-2.194404927880332j),(0.2956139959694993+0.4519911392350613j)
