t,B00_z_0000_00,B00_z_0001_00,B00_z_0002_00,B00_z_0003_00,B00_z_0004_00,B00_z_0005_00,B00_z_0006_00,B00_z_0007_00,B00_z_0008_00,B00_z_0009_00,B00_z_0010_00,B01_z_0000_00
1.6,(0.07268567359208569+0.15372589111414853j),(0.8836439998096534+0.48042643010317504j),(-0.602232279781589+0.8521841020353207j),(0.12118989594445628-0.09575284520641039j),(-0.45128316642322414-1.5290386174203305j),(-0.7253225936487964+0.15360905875145786j),(-0.7416084170035354+0.11342698724546615j),(0.6959241244145555-0.3080377390101275j),(1.2926801589057197+0.1414363020516153j),(-1.354588253438177+0.5370064103716693j),(-0.6599814927938616+0.7157521624950723j),(0.07268567359208569+0.15372589111414853j)
1.61,(0.057458048137576684+0.1750676209596521j),(0.8921368409546582+0.4948957809965404j),(-0.6222840221411703+0.8694465593905285j),(0.1287995059431518-0.06903625635733822j),(-0.47275870995897223-1.4709218446377041j),(-0.733639501970232+0.13471907004979372j),(-0.7475499139395648+0.09418932974329416j),(0.699964029679921-0.27514167002230344j),(1.2992769015873114+0.11443023606966736j),(-1.364293334302037+0.5599404088437941j),(-0.6825993569828406+0.7240148735906445j),(0.057458048137576684+0.1750676209596521j)
1.62,(0.04039838682930137+0.19497571239376546j),(0.9016527401147728+0.5082537733688028j),(-0.641352597031015+0.8880889037585692j),(0.13392446479216819-0.04174119502132838j),(-0.48925171163308084-1.41612277515935j),(-0.7408321939139271+0.11564806710623915j),(-0.7523732038936732+0.074831520290212j),(0.7037571384874478-0.24180520667450262j),(1.3045035137991807+0.08673325807530848j),(-1.3740400148051286+0.584395727264136j),(-0.7045507255870284+0.7331133561119757j),(0.04039838682930137+0.19497571239376546j)
1.6300000000000001,(0.021671352209106147+0.2133117226290464j),(0.9122352047914887+0.5204276318461292j),(-0.6593924685129782+0.9082462151578582j),(0.13651053118365966-0.014094732607637748j),(-0.5012948590886095-1.36455787325099j),(-0.7469036032673493+0.09642574420031157j),(-0.7560806444441687+0.055380004005647805j),(0.7072204545496078-0.20807173710836385j),(1.3082991898838998+0.05850765316347355j),(-1.3838084667950716+0.6104660680235207j),(-0.7258372356351023+0.7431478772962996j),(0.021671352209106147+0.2133117226290464j)
1.6400000000000001,(0.0014527830177304404+0.2299571005704957j),(0.9239207174229097+0.5313396167443184j),(-0.6763497953034092+0.9300562168123987j),(0.13653017939821543+0.013670667315420122j),(-0.5093550191357941-1.3161204062442124j),(-0.7518564635890168+0.07708010490011412j),(-0.7586741467855092+0.0358601323903727j),(0.7102804441712325-0.17398885573824088j),(1.3106192672755326+0.029923026114673203j),(-1.3935744631373495+0.6382526952419865j),(-0.7464585200313442+0.7542192258424664j),(0.0014527830177304404+0.2299571005704957j)
1.6500000000000001,(-0.020073182077289944+0.24481371469751492j),(0.9367375393003893+0.540906898710309j),(-0.6921608876237688+0.9536598002171414j),(0.13398319990509797+0.041320706104622365j),(-0.5138409840399989-1.2706868072109434j),(-0.7556931773940612+0.05763774309711128j),(-0.7601550987205498+0.01629644789774241j),(0.7128736713645804-0.13960806591543526j),(1.3114362376375557+0.0011540222805449564j),(-1.4033087634086947+0.6678651037672454j),(-0.766411509424628+0.7664292246495719j),(-0.020073182077289944+0.24481371469751492j)
1.6600000000000001,(-0.04271691779752655+0.25780394073133206j),(0.9507044510656985+0.5490415743500705j),(-0.7067505147458478+0.9792015427957038j),(0.12889670394452332+0.06862286510126218j),(-0.5151104072245464-1.2281215322714767j),(-0.7584157114706549+0.038124126127829026j),(-0.7605243114093724-0.0032870307252408863j),(0.7149473700367058-0.10498435046340195j),(1.3107403767704695-0.027622102606385705j),(-1.4129764083079959+0.6994217589680308j),(-0.785689712229403+0.779881270244808j),(-0.04271691779752655+0.25780394073133206j)
1.67,(-0.06628599155678717+0.2688703477626065j),(0.9658294380227919+0.5556508514283457j),(-0.7200300320316652+1.0068302042525532j),(0.12132453191458484+0.09534996441886824j),(-0.5134759881679246-1.1882807412234833j),(-0.7600255170540281+0.018563879239307184j),(-0.7597819891911854-0.022866522675179888j),(0.716459937797625-0.07017562594514576j),(1.3085399685767063-0.056227991698538204j),(-1.4225359078611868+0.7330509166007609j),(-0.8042824601091241+0.7946808955323258j),(-0.06628599155678717+0.2688703477626065j)
1.68,(-0.09058765027429157+0.2779750321703191j),(0.9821083336955778+0.5606374333051791j),(-0.7318952910438186+1.0366991865127484j),(0.11134609029331437+0.12128355435184267j),(-0.5092109765484117-1.1510150585513177j),(-0.7605234738576553-0.0010189291256622428j),(-0.7579277220867533-0.04241819915768242j),(0.7173813365982635-0.035242099794050956j),(1.3048611142256599-0.08448869937356052j),(-1.4319383056024497+0.7688915335247432j),(-0.8221741051896365+0.8109363537958002j),(-0.09058765027429157+0.2779750321703191j)
1.69,(-0.1154310698813863+0.28509865574724474j),(0.9995234412841593+0.5639001325484007j),(-0.7422242906937649+1.068966937669969j),(0.09906466507113625+0.14621703719126927j),(-0.5025540684394952-1.1161716161628221j),(-0.7599098572447269-0.020600501586858604j),(-0.7549605008832475-0.06191789748642738j),(0.7176933884294957-0.0002455517790284738j),(1.2997471340681395-0.1122341304916401j),(-1.4411260973490285+0.8070942818185369j),(-0.8393431561607709+0.8287592235623403j),(-0.1154310698813863+0.28509865574724474j)
1.7,(-0.14062933661133617+0.29023924804988016j),(1.018042159878031+0.565334742822359j),(-0.7508745206676168+1.103797276421516j),(0.0846052798111837+0.16995843140979466j),(-0.4937137656855148-1.0835955359934666j),(-0.7581843281134232-0.04015702588721647j),(-0.750878754998672-0.08134083543035844j),(0.7173899568284616+0.03475143616302298j),(1.293257585785998-0.13930133411269657j),(-1.4500319787700908+0.8478226809616823j),(-0.855761337338726+0.8482650340012641j),(-0.14062933661133617+0.29023924804988016j)
1.71,(-0.16600114247024775+0.2934108335168634j),(1.0376156503562393+0.5648351958502156j),(-0.757679939582344+1.1413596029231796j),(0.0681121821981191+0.19233270849974937j),(-0.48287226546383805-1.0531309771778337j),(-0.7553459453636848-0.059664388963844614j),(-0.7456804136165944-0.10066132608573537j),(0.7164770086108017+0.06968627645836459j),(1.2854669367501752-0.16553658649388006j),(-1.4585773904454018+0.8912543652537646j),(-0.8713925519684511+0.8695739086062263j),(-0.16600114247024775+0.2934108335168634j)
1.72,(-0.19137218948481186+0.2946419416803563j),(1.058177584617456+0.5622950261002493j),(-0.7624475221037117+1.1818289582360777j),(0.049746053493363064+0.2131836537301127j),(-0.47018894161451397-1.0246218465801866j),(-0.7513932011084895-0.07909789124043577j),(-0.7393629908710767-0.11985249366654847j),(0.7149725538332553+0.10449717268900449j),(1.276462940749433-0.1907972085018436j),(-1.4666708222085405+0.9375825066172947j),(-0.8861917296399564+0.8928112265635968j),(-0.19137218948481186+0.2946419416803563j)
1.73,(-0.21657630780558476+0.2939740544684041j),(1.0796430307846743+0.5576091594714365j),(-0.764953296370601+1.2253858776258533j),(0.029681040373974732+0.23237522419100345j),(-0.4558034740391593-0.9979122521266502j),(-0.7463240790865577-0.09843196140809518j),(-0.7319236961432354-0.1388859907800182j),(0.7129064659620441+0.1391238902132517j),(1.2663447784936102-0.21495307517834733j),(-1.4742058298662584+0.987017416450179j),(-0.9001035343210558+0.9181083003536141j),(-0.21657630780558476+0.2939740544684041j)
1.74,(-0.2414563013376868+0.2914600387260004j),(1.1019075358174857+0.550676033296664j),(-0.7649377802908419+1.2722159683386276j),(0.008101708352411594+0.24979239934878922j),(-0.4398386755508682-0.9728467615240435j),(-0.7401361370232495-0.1176398720720063j),(-0.7233595708007621-0.15773171798638028j),(0.7103201876850203+0.17350847571919212j),(1.255221027188443-0.23788778921472314j),(-1.4810587063441643+1.039788354340243j),(-0.9130609059092276+0.9456030673078261j),(-0.2414563013376868+0.2914600387260004j)
1.75,(-0.2658645411991067+0.28716260531556054j),(1.1248464748740854+0.5414000431690945j),(-0.7621007092699794+1.3225091199703876j),(-0.014799989347609599+0.2653415395874814j),(-0.4224030604338302-0.9492705186498175j),(-0.7328266139690327-0.136693456807928j),(-0.7136676529648439-0.17635754673742363j),(0.707266331701092+0.20759590115862617j),(1.243207526890473-0.25949950459665627j),(-1.4870857352174647+1.0961455763101087j),(-0.9249834038689309+0.9754407922982191j),(-0.2658645411991067+0.28716260531556054j)
1.76,(-0.28966333204660555+0.28115282884417747j),(1.1483147429660283+0.5296942972941308j),(-0.7560949295607093+1.376458225870456j),(-0.03882764291238036+0.27895028567749425j),(-0.4035931949291954-0.9270292617143744j),(-0.724392563916387-0.1555628293979896j),(-0.7028451721186819-0.19472904715035438j),(0.7038081881092197+0.24133461115821112j),(1.2304252104054978-0.27970140078715217j),(-1.4921199364942266+1.156362660895033j),(-0.9357753153714223+1.007774775091226j),(-0.28966333204660555+0.28115282884417747j)
1.77,(-0.31272507916316167+0.2735087547888618j),(1.1721468679671576+0.5154836413515664j),(-0.7465193105035921+1.434257254210611j),(-0.06378314492286277+0.2905670461189655j),(-0.3834958624260828-0.9059692777185463j),(-0.7148310172513788-0.17421610630310333j),(-0.6908897755697568-0.21280922250686593j),(0.700019153201934+0.27467695401841374j),(1.2169979595423674-0.29842182074096474j),(-1.4959671911534846+1.2207391578062121j),(-0.9453234851385638+1.0427670568821468j),(-0.31272507916316167+0.2735087547888618j)
1.78,(-0.33493228555677684+0.2643141138867692j),(1.1961576238005556+0.4987078965796398j),(-0.7329105057660683+1.4960984538470745j),(-0.0894692193847177+0.300160129523013j),(-0.36219007244443274-0.8859373241531149j),(-0.7041391718289739-0.19261913378348777j),(-0.6777997889336067-0.23055825287616752j),(0.6959820951524701+0.307579481269933j),(1.2030505440981936-0.31560409716724563j),(-1.4984016005838563+1.2896036111689884j),(-0.9534948146905677+1.0805891145052704j),(-0.33493228555677684+0.2643141138867692j)
1.79,(-0.35617740841849266+0.25365715725270255j),(1.2201432175377738+0.479325231677995j),(-0.7147333691610758+1.5621684080684448j),(-0.11569167831125426+0.30771658542811037j),(-0.3397489401873786-0.8667805470065887j),(-0.6923146156632725-0.2107352215037086j),(-0.6635745129069532-0.24793325084904594j),(0.6917886738350115+0.3400031022002156j),(1.1887066916635998-0.3312061003500727j),(-1.4991598973919635+1.363317017196374j),(-0.9601333693946023+1.1214225275636729j),(-0.35617740841849266+0.25365715725270255j)
1.8,(-0.3763626032749185+0.24162962003917976j),(1.2438831131963857+0.45731556628830217j),(-0.6913698066517774+1.6326425522212986j),(-0.14226137842180248+0.3132408194332938j),(-0.3162414554256804-0.848346417815326j),(-0.6793555833849335-0.2285248849586058j),(-0.6482145586265355-0.26488803304075537j),(0.6875386310311289+0.3719130850361535j),(1.1740873268750738-0.3451995472720855j),(-1.4979346718807731+1.4422767842907043j),(-0.9650570193106203+1.1654595973174315j),(-0.3763626032749185+0.24162962003917976j)
1.81,(-0.3953993824389566+0.22832581669645724j),(1.2671425374417429+0.4326838817910178j),(-0.6621058263899001+1.7076776402491836j),(-0.16899586466191302+0.31675304775922636j),(-0.29173415499437444-0.8304827111696018j),(-0.6652612487252607-0.24594559963549847j),(-0.6317222238476333-0.2813729117747995j),(0.6833390673870328+0.403278897734398j),(1.1593090087688434-0.35756911572912153j),(-1.4943661094885061+1.5269212712066826j),(-0.9680535247318725+1.2129038876327762j),(-0.3953993824389566+0.22832581669645724j)
1.82,(-0.41320821218123666+0.2138418668712951j),(1.289675687814851+0.40546329588693886j),(-0.6261165396799282+1.787401468670019j),(-0.19572069986086785+0.3182876528825075j),(-0.2662927162621088-0.8130375462384296j),(-0.6500320553240275-0.2629515704891835j),(-0.6141019120001908-0.29733451219610846j),(0.6793037197089131+0.4340738863640214j),(1.1444825850067557-0.36831140870291423j),(-1.4880318426393855+1.617734984658853j),(-0.9688759587206377+1.2639706465065426j),(-0.41320821218123666+0.2138418668712951j)
1.83,(-0.4297180704427943+0.19827504781890545j),(1.3112296327236244+0.37571774313806316j),(-0.5824488790001042+1.8718989291019923j),(-0.2222704905136215+0.31789149628867286j),(-0.23998347341747311-0.7958595087499082j),(-0.6336700881074719-0.2794935210508785j),(-0.5953605958647148-0.31271562097561983j),(0.6755522511249623+0.46427478994316596j),(1.1297120724506164-0.3774338137324761j),(-1.4784343974947354+1.7152545191320308j),(-0.967237336036977+1.318887050374233j),(-0.4297180704427943+0.19827504781890545j)
1.84,(-0.44486598427632523+0.181723266843322j),(1.3315488551818253+0.34354409666839225j),(-0.5300018538249146+1.9611931424528064j),(-0.24848962707193903+0.3156222373896381j),(-0.2128748644239911-0.7787978734821636j),(-0.6161794873215081-0.2955185073201092j),(-0.5755083271248703-0.32745507375038746j),(0.672209561963504+0.4938610941370405j),(1.1150937652399397-0.3849532997378692j),(-1.4649855504654579+1.8200753143541275j),(-0.9628042896862395+1.3778921908029131j),(-0.44486598427632523+0.181723266843322j)
1.85,(-0.4585965635803925+0.16428464544767035j),(1.3503803509215617+0.30907356878799547j),(-0.4675042926485975+2.055220005017191j),(-0.27423276340135777+0.3115466999558469j),(-0.18503880430896413-0.7617029428486374j),(-0.597566907003556-0.31096976249243313j),(-0.554558792361328-0.34148768947012154j),(0.6694051274242673+0.5228142279046557j),(1.1007155644367463-0.3908951900944038j),(-1.4469866849266209+1.9328592825825386j),(-0.9551896017497685+1.4412366917440351j),(-0.4585965635803925+0.16428464544767035j)
1.86,(-0.4708615450895388+0.14605720575101597j),(1.3674791486475093+0.2724722421846337j),(-0.39349027172535045+2.1537939208765797j),(-0.29936506431086096+0.3057393193163745j),(-0.15655198187293448-0.74442651804729j),(-0.5778420192225215-0.32578657954838824j),(-0.5325299151399766-0.3547442608811483j),(0.6672723624378678+0.5511166075242212j),(1.0866565175779423-0.39529194613261914j),(-1.4236039327495396+2.0543433061210727j),(-0.9439433529647873+1.5091818017118201j),(-0.4708615450895388+0.14605720575101597j)
1.87,(-0.4816193583161578+0.1271386489753527j),(1.3826140791877668+0.23394060954234222j),(-0.30627288981170586+2.2565617775944986j),(-0.32376225229428157+0.29828069573387095j),(-0.1274970672505488-0.726822515090245j),(-0.5570180647396501-0.3399042397600855j),(-0.5094445026183565-0.3671516114285881j),(0.6659480105760063+0.5787505353487545j),(1.072986552153479-0.39818199003179866j),(-1.3938364662779692+2.1853485043719316j),(-0.92854240439303+1.5819977440057515j),(-0.4816193583161578+0.1271386489753527j)
1.8800000000000001,(-0.4908347229622683+0.10762621542184642j),(1.395573584965504+0.1937120379375486j),(-0.20391784276804695+2.3629413229407876j),(-0.34731048536700937+0.2892562721052112j),(-0.09796381666397712-0.7087477371012556j),(-0.5351124498496865-0.3532539962232355j),(-0.4853309335930652-0.37863272984199936j),(0.6655715493822348+0.6056969602103609j),(1.0597663840531624-0.3996085906230553j),(-1.356475729653118+2.326789983872682j),(-0.9083778633213415+1.6599610222319676j),(-0.4908347229622683+0.10762621542184642j)
1.8900000000000001,(-0.49847828548063644+0.08761661531972403j),(1.4061713355237002+0.1520501237748948j),(-0.08421958094783626+2.4720390265655463j),(-0.36990609736937125+0.2787551474703291j),(-0.06805005442919844-0.6900628101382851j),(-0.5121473879923921-0.36576312257319943j),(-0.4602238830552995-0.3891069945526552j),(0.6662845986887878+0.6319341066773385j),(1.0470475802785104-0.39961883020811606j),(-1.3100526016782619+2.4796864543343853j),(-0.8827401136635639+1.743350257694706j),(-0.49847828548063644+0.08761661531972403j)
1.9000000000000001,(-0.5045263008569254+0.06720601995132068j),(1.4142514023798127+0.10924496162351544j),(0.05531500706282945+2.582541336575269j),(-0.39145523045561115+0.26686903213836816j),(-0.03786250814762771-0.6706332856042196j),(-0.48815058324950955-0.3773550380490917j),(-0.4341650760991295-0.3984905007536203j),(0.6682303141545526+0.6574359824850051j),(1.0348727545372944-0.3982626653567328j),(-1.2527683797015188+2.6451685170158163j),(-0.8508009092386849+1.8324399652276557j),(-0.5045263008569254+0.06720601995132068j)
1.9100000000000001,(-0.5089603642817894+0.04649010275516302j),(1.419692749988439+0.06560841209936416j),(0.21746702298864004+2.6925721839832946j),(-0.4118733873224213+0.25369134551805606j),(-0.007517469454762331-0.6503309071505043j),(-0.4631559510309777-0.3879495209466471j),(-0.40720406139414145-0.40669650332028356j),(0.6715527430790165+0.6821707733648551j),(1.0232758745430495-0.3955920899327213j),(-1.182403949099359+2.824483435206702j),(-0.811591939643914+1.9274914341572322j),(-0.5089603642817894+0.04649010275516302j)
1.92,(-0.5117671962675494+0.02556412030433198j),(1.4224128204146167+0.021468514962647837j),(0.4052764945149212+2.799509145003105j),(-0.4310849280217097+0.23931645379763192j),(0.02285875051863121-0.6290350335766075j),(-0.4372043690603709-0.397463023224051j),(-0.37939899139832506-0.4136359887834224j),(0.6763961141127154+0.7060991360088497j),(1.0122826607387787-0.3916604044227253j),(-1.0961994056161652+3.018992481991101j),(-0.7639791912732472+2.0287395423043186j),(-0.5117671962675494+0.02556412030433198j)
1.93,(-0.5129384837574157+0.004523023400648904j),(1.4223700271370778-0.02283675152320431j),(0.6219624759567869+2.8997518517122876j),(-0.4490225332445526+0.2238390417630235j),(0.053129603830042775-0.6066342018049325j),(-0.4103444491628559-0.405809099434907j),(-0.35081739320433264-0.4192183890371715j),(0.6829040273043829+0.7291724017662129j),(1.0019110575684755-0.3865215920599067j),(-0.9906935506718797+3.2301540132847113j),(-0.7066323577992146+2.1363738525618787j),(-0.5129384837574157+0.004523023400648904j)
1.94,(-0.5124707789948795-0.01653841127211388j),(1.4195650260480857-0.06696612037589147j),(0.8707601808914959+2.9884409280558253j),(-0.46562665310079876+0.2073536107737522j),(0.08314835997300758-0.5830278056347288j),(-0.3826333174588473-0.4128989632287731j),(-0.32153691021122266-0.42335244823552237j),(0.6912185059867305+0.7513307070460075j),(0.9921717601625155-0.3802297992631764j),(-0.8615089171067097+3.4594803434608106j),(-0.6379885390834346+2.2505116673895706j),(-0.5124707789948795-0.01653841127211388j)
1.95,(-0.5103654571975265-0.037525438274782656j),(1.414040695330906-0.11058182231571878j),(1.1546292765309543+3.0591371477515525j),(-0.48084495742613276+0.18995409347341383j),(0.11275846387600613-0.558127856863698j),(-0.35413738724257937-0.4186421841701345j),(-0.29164599085522747-0.4259472523028458j),(0.7014788672998405+0.7725010708383759j),(0.9830687812353142-0.37283891553601833j),(-0.7030632728259343+3.7084477637387914j),(-0.5562095679799274+2.371159770472263j),(-0.5103654571975265-0.037525438274782656j)
1.96,(-0.5066287334664821-0.05834319856103043j),(1.4058808253021169-0.1533562268881325j),(1.4757728213854053+3.103493635402901j),(-0.49463180107407506+0.17173357487940924j),(0.14179422646149265-0.5318607858442304j),(-0.3249331050931083-0.4229475364964864j),(-0.26124449685805384-0.426913427599093j),(0.7138203635020629+0.7925954451734374j),(0.9746000449921186-0.36440224614969374j),(-0.5081833216492622+3.978323981351882j),(-0.4591326340375621+2.498160267696594j),(-0.5066287334664821-0.05834319856103043j)
1.97,(-0.5012717387608684-0.0788965818708773j),(1.395207588619372-0.1949780663770704j),(1.8348971092917634+3.1109951878413447j),(-0.5069477150997664+0.15278410901691725j),(0.17008187075110046-0.504169229083043j),(-0.29510764702080133-0.42572400957960205j),(-0.2304441994948731-0.42616451106930164j),(0.7283725426367117+0.8115087723939399j),(0.96675799680762-0.3549722696211757j),(-0.26759228686268954+4.269851349259507j),(-0.34421463038565725+2.6311141308801305j),(-0.5012717387608684-0.0788965818708773j)
1.98,(-0.494310654159244-0.0990901056517989j),(1.3821779246028398-0.23515799904458962j),(2.230153168206049+3.0689036048659037j),(-0.5177589326566021+0.13319662020659434j),(0.1974409480394099-0.47501374270462804j),(-0.2647595374942809-0.4268819869437424j),(-0.19936912900615872-0.42361848909663447j),(0.7452572746884132+0.8291170935333162j),(0.9595302192974935-0.34460047112629705j),(0.03075473258761724+4.582679991607538j),(-0.20847217655644362+2.7692736198683066j),(-0.494310654159244-0.0990901056517989j)
1.99,(-0.48576690196597444-0.11882781996787471j),(1.366979023657381-0.2736333122016503j),(2.6557566182078642+2.962633470401032j),(-0.5270369564930296+0.11306087822154409j),(0.223686127536655-0.44437437320411594j),(-0.2339991602432405-0.426334596739961j),(-0.1681557395899093-0.4191994956811013j),(0.764586388399801+0.8452757643804361j),(0.9529000471023161-0.33333724250037106j),(0.40247962669409443+4.914360669001958j),(-0.048422139357510705+2.9113916236959057j),(-0.48576690196597444-0.11882781996787471j)
2.0,(-0.4756673914653464-0.13801324805819173j),(1.3498231350287337-0.3101716207647479j),(3.1004197013200363+2.7768631752490998j),(-0.5347581733982196+0.09246553692829078j),(0.24862934923750346-0.4122520116713699j),(-0.20294912642400675-0.4239992315927743j),(-0.13695285062340667-0.4128396528436618j),(0.7864588655915142+0.8598178513591389j),(0.9468471742128531-0.3212318393153729j),(0.8676896135258149+5.258627731792328j),(0.13996736415558372+3.0555121649177277j),(-0.4756673914653464-0.13801324805819173j)
