t,B00_A_0000,B00_A_0001,B00_A_0002,B00_A_0003,B00_A_0004,B00_A_0005,B00_A_0006,B00_A_0007,B00_A_0008,B01_A_0000
1.74,(-0.0019176475161349793-0.03264972023816134j),(0.001745524884329478-0.0004000794711623957j),(2.9358955647115417e-06-9.099651890476293e-07j),(0.000854849831081665+0.00013416172389447257j),(-2.9813519209273213e-07+2.521004263885567e-07j),(-0.00012109947691051852-9.223960416653006e-05j),(0.0008885708839627832-0.00221322784156805j),(0.004614382770145304-0.007870769980831733j),(-0.007406272773693101+0.02058216562992002j),(-0.003100449334453966-0.03103613017226926j)
1.75,(-0.005933679835718063-0.032146296787730906j),(0.0018105642728863233-0.0005138465043352534j),(2.2344592029544198e-06-8.858140650573232e-07j),(0.0007649140560876392+3.1304896365878777e-05j),(-3.002117432818453e-07+1.5534086357340099e-07j),(-0.0001422387912099332-8.82583014620634e-05j),(0.0010185550513606926-0.0022496551865024707j),(0.005035422322419125-0.008277508333842424j),(-0.007796779487917768+0.021501129270120267j),(-0.00682199162692356-0.03043499599312404j)
1.76,(-0.00995011668519864-0.031116627011743756j),(0.0018797741140626836-0.0006358641543773506j),(1.6646662443187714e-06-8.19739638166757e-07j),(0.0006716335195485145-5.178960309924576e-05j),(-2.840747055353731e-07+6.923460832238078e-08j),(-0.00016539480691263312-8.168621896952733e-05j),(0.001159986290264199-0.002277739255917491j),(0.005495683533202853-0.008696713645804174j),(-0.008222946961813148+0.022434268590077775j),(-0.01053605607575656-0.02935632817269104j)
1.77,(-0.013891071198960051-0.029541310278191842j),(0.0019546300002887007-0.0007677135218779366j),(1.2112201687496687e-06-7.281484130781467e-07j),(0.0005778948188039949-0.00011592465714343301j),(-2.5285759446099637e-07-3.501662274977049e-09j),(-0.0001905453917769008-7.20046351239667e-05j),(0.0013128403927541298-0.002295762293628865j),(0.0059978187007315685-0.009126836394818736j),(-0.008687106271333378+0.02337741829492452j),(-0.014175197135887198-0.02778200507971513j)
1.78,(-0.017673615122099872-0.02741244215102198j),(0.0020367570865441496-0.0009116238671415126j),(8.583052362907934e-07-6.242702358006273e-07j),(0.00048633298550951223-0.00016234454512169022j),(-2.1023556082072225e-07-6.082100253916305e-08j),(-0.00021761268276280864-5.8638146865550215e-05j),(0.0014768661475830333-0.002301861044514636j),(0.006544405398756798-0.009565898889009165j),(-0.00919137317186794+0.024325649234879912j),(-0.017665345582844116-0.02570378972195097j)
1.79,(-0.02120952803720272-0.024735608405009324j),(0.0021278283874316397-0.0010706294189086057j),(5.902213259894596e-07-5.182546852054019e-07j),(0.0003992523602937815-0.0001926758814603785j),(-1.6026814310639446e-07-1.0149815351231591e-07j),(-0.000246452604839414-4.095482874793028e-05j),(0.0016515427701934806-0.0022940494319548593j),(0.007137885117360209-0.010011457674584608j),(-0.009737566336791554+0.025273246915513387j),(-0.020927221228799052-0.023125173199916062j)
1.8,(-0.02440762681280647-0.021531612405468383j),(0.0022293674261827565-0.0012486726903231677j),(3.919433837183838e-07-4.173976935888313e-07j),(0.00031855582170636993-0.0002088565653600345j),(-1.0720284823721307e-07-1.2524335404637822e-07j),(-0.0002768426983169414-1.8266005822383907e-05j),(0.0018360074176527257-0.0022703252679223828j),(0.007780405902466443-0.010460743543007928j),(-0.010326970541737516+0.026214115591174404j),(-0.023878217106747028-0.02006304575963221j)
1.81,(-0.027176489425053563-0.017837876757262432j),(0.002342522946434945-0.001450817843870697j),(2.495940296221932e-07-3.2645596419586017e-07j),(0.00024570882135325703-0.00021304001781353887j),(-5.521706926113876e-08-1.327648474775256e-07j),(-0.0003084706922757989+1.017345727375891e-05j),(0.0020291443507835308-0.002228600796019699j),(0.008474106754620259-0.010910504684433862j),(-0.0109608218910307+0.02714137419347993j),(-0.026434747350444078-0.016549077531502678j)
1.82,(-0.029427657525870628-0.013709237199419987j),(0.002467815135016969-0.0016833237039410017j),(1.5078355603695431e-07-2.4804269153031257e-07j),(0.0001817097284341249-0.00020749301523280232j),(-8.162317082799313e-09-1.2574821785901014e-07j),(-0.00034092129510253946+4.516231185125517e-05j),(0.002229484765885707-0.002166763092686956j),(0.009220885732959273-0.011356959663707922j),(-0.011639935240093385+0.02804739686730072j),(-0.028515021472047902-0.012630685065242746j)
1.83,(-0.031079181969248207-0.009218107862285276j),(0.0026047987125225754-0.0019536615791888846j),(8.482090180265943e-08-1.8306828283248322e-07j),(0.00012708795307138232-0.00019449495630961074j),(3.069146978119203e-08-1.0677060472497499e-07j),(-0.0003736617191695591+8.755051430579794e-05j),(0.0024351471344824806-0.002082775852616948j),(0.010022217506791217-0.011795863014992558j),(-0.012364442712141323+0.028924053205686223j),(-0.030042174655412646-0.008371461254471744j)
1.84,(-0.03205934534003952-0.004453912976617521j),(0.00275167724369697-0.002270493113544105j),(4.2798116186793106e-08-1.3118344456225373e-07j),(8.192981646345786e-05-0.00017624060302363608j),(5.889604153726014e-08-7.91389497726506e-08j),(-0.0004060261271931343+0.00013823655445405192j),(0.002643828377672552-0.0019747536189167456j),(0.010879073868004971-0.012222531505361078j),(-0.013133713766787508+0.029762813823581806j),(-0.030947648945212448-0.0038509566936631863j)
1.85,(-0.03231041594190794+0.000478314127859822j),(0.0029048741243136358-0.002643556126079185j),(1.755849577054582e-08-9.119528923314744e-08j),(4.592549507592044e-05-0.00015475381980105694j),(7.501925528300001e-08-4.665480900071929e-08j),(-0.00043719789991363196+0.0001981643601586164j),(0.002852808941284318-0.001841042291641975j),(0.011791846689249916-0.01263188765487674j),(-0.013946286668862811+0.030554883605958948j),(-0.031174686304721304+0.0008362790592878736j)
1.86,(-0.03179223698439085+0.005460206237515176j),(0.00305857867404191-0.003083436827466717j),(3.5702686507189907e-09-6.143154086854813e-08j),(1.8433283560855004e-05-0.0001318172303116575j),(7.87702595626899e-08-1.3319307510178314e-08j),(-0.000466188875374262+0.00026831940331667145j),(0.003058973973357473-0.0016803031888570346j),(0.012760276801565409-0.013018521756169167j),(-0.014799816047034358+0.031291361486441835j),(-0.030681764377686816+0.005582457119611993j)
1.87,(-0.030485436345414663+0.01036320438625631j),(0.0032042936560225327-0.00360120958516759j),(-3.267278155581099e-09-4.003626658885028e-08j),(-1.4438026870813937e-06-0.00010892145154601858j),(7.103614223617922e-08+1.700047350417383e-08j),(-0.0004918145994206241+0.00034972323100600125j),(0.003258852271234826-0.0014915972480573283j),(0.01378339262544714-0.01337677298605823j),(-0.015691041238972626+0.03196342418518591j),(-0.029445782610846672+0.010269130185757263j)
1.8800000000000001,(-0.02839403674195521+0.015052503940911623j),(0.0033304183735096585-0.004207930797711553j),(-5.856411756170028e-09-2.5189699057549545e-08j),(-1.4774858129135067e-05-8.723598634667086e-05j),(5.381774622127136e-08+4.0916331768743436e-08j),(-0.0005126646410929307+0.00044342512829495626j),(0.003448673920690479-0.0012744653744677717j),(0.014859462594229511-0.013700829397473043j),(-0.016615779833451007+0.03256252982101207j),(-0.027464793329534335+0.014770566560101266j)
1.8900000000000001,(-0.02554725587440616+0.019391682711406743j),(0.0034219084323735055-0.0049139816403674106j),(-6.145615902198471e-09-1.5253284409535628e-08j),(-2.2717401946091302e-05-6.760211006223895e-05j),(3.0060701522724295e-08+5.584391519987968e-08j),(-0.0005270672265065677+0.0005504890149090518j),(0.0036244466136410467-0.0010290005314960466j),(0.015985965413214197-0.013984845647592807j),(-0.01756895020675426+0.033080635801779064j),(-0.024760072196512852+0.018957835125064968j)
1.9000000000000001,(-0.022000312525925506+0.023247831328728718j),(0.0034600583394243005-0.00572826540712261j),(-5.363703837986602e-09-8.848035256582294e-09j),(-2.6438961230382278e-05-5.0546348831564654e-05j),(3.387340512364375e-09+6.027537859159274e-08j),(-0.0005330478882841232+0.000671973042453867j),(0.003782049544473638-0.0007559069895673569j),(0.017159581964118834-0.014223076299197857j),(-0.01854462589935102+0.03351042399395979j),(-0.02137733728018585+0.022703463291838675j)
1.9100000000000001,(-0.017834097735086357+0.02649695443273471j),(0.0034224553123203046-0.00665727851401281j),(-4.226727875901934e-09-4.879271062928228e-09j),(-2.7048925266476914e-05-3.631159246889778e-05j),(-2.225478907813259e-08+5.396899353934697e-08j),(-0.0005282825578112051+0.0008088987764092071j),(0.003917342608924284-0.00045654225491316056j),(0.018376212165932836-0.014410021482993854j),(-0.019536123403811535+0.03384552499188517j),(-0.017386956695064393+0.025886476651143946j)
1.92,(-0.013153628481254563+0.02902937072724069j),(0.003283151052059454-0.007704089193640408j),(-3.1080845784562535e-09-2.5231211192344066e-09j),(-2.554446793516197e-05-2.4901670097263022e-05j),(-4.3002714491715457e-08+3.8029708174773036e-08j),(-0.0005100465606863228+0.000962206427269529j),(0.004026287442936912-0.00013293762487560207j),(0.01963101933057025-0.014540580698049881j),(-0.02053612338137307+0.03408073246371684j),(-0.012883031084796721+0.02839758310011201j)
1.93,(-0.008085271346382594+0.03075481483086994j),(0.00301309366986135-0.008867275463740283j),(-2.1687812036245487e-09-1.1899956683800685e-09j),(-2.2772832031192877e-05-1.6134455620471762e-05j),(-5.551302383143271e-08+1.4862206247511609e-08j),(-0.0004751623835422753+0.0011326925167189708j),(0.004105074866230876+0.00021220452301304424j),(0.02091849599290843-0.014610209122247819j),(-0.021536814536028476+0.034212196499516755j),(-0.007981297208300613+0.030144230364672245j)
1.94,(-0.002772781043658131+0.031606890555538926j),(0.0025809928436383526-0.010140092946591796j),(-1.4501817338931645e-09-4.779422977789518e-10j),(-1.9409858130550004e-05-9.698348225372497e-06j),(-5.7382903546333376e-08-1.2006568378644487e-08j),(-0.0004199598170727802+0.001320932863021691j),(0.0041502035135835055+0.000575393521007854j),(0.02223185978359198-0.014615127170439626j),(-0.022529244414219527+0.03423758105876325j),(-0.002815869144096891+0.03105524832047627j)
1.95,(0.002627610839476341+0.03154669893144444j),(0.0019542310385089546-0.011509586529249015j),(-9.349883153525429e-10-1.2557735030860524e-10j),(-1.5956628445277427e-05-5.207826259054061e-06j),(-4.75302735794895e-08-3.824499729142206e-08j),(-0.00034023351498713893+0.0015271835811471828j),(0.004158704419163834+0.0009524143762163759j),(0.023563315030548936-0.014552681152748836j),(-0.023503762800693103+0.03415646635134155j),(0.0024650906375306906+0.03108478952999804j)
1.96,(0.007952913395834331+0.03056536449959078j),(0.0010999691850622911-0.01295582295505945j),(-5.836843115795015e-10+2.931969059866915e-11j),(-1.2749826347477026e-05-2.2523772435774405e-06j),(-2.6465733208546117e-08-5.9166846815887434e-08j),(-0.00023120754912552563+0.0017512560306807232j),(0.004128258582904574+0.001338528136825663j),(0.024904487919103463-0.014421237906763557j),(-0.024450630325553543+0.03397006190649651j),(0.007704602675204271+0.03021530464917064j)
1.97,(0.013039648765588054+0.028685222012467555j),(-1.338149245405651e-05-0.014451509893930027j),(-3.539029288352377e-10+8.269108236503619e-11j),(-9.981892577938403e-06-4.363089822354346e-07j),(3.5755331289403697e-09-7.026459848088931e-08j),(-8.752886281058548e-05+0.0019923710804256732j),(0.004057275628453904+0.0017285339369875496j),(0.026246271357535687-0.01422025399048516j),(-0.025359915008786954+0.0336811245977524j),(0.012742767966684814+0.028459333666913767j)
1.98,(0.017730318675359666+0.025959602716423853j),(-0.001414573329586724-0.015961857572157054j),(-2.0905512890339763e-10+8.85028960032616e-11j),(-7.728479470324763e-06+5.919730810472522e-07j),(3.8667101827008196e-08-6.779561976516573e-08j),(9.671315148807985e-05+0.0022489904028886254j),(0.003944998548437897+0.0021168900745281477j),(0.027578931121442142-0.013950410452109038j),(-0.026221693096575283+0.03329398550021219j),(0.017423039148373044+0.02585995718689022j)
1.99,(0.021879730930487794+0.022471174826551643j),(-0.003127843135765398-0.017444799584895906j),(-1.2089055454033485e-10+7.540022936409783e-11j),(-5.979041626452234e-06+1.1217881002665903e-06j),(7.341352665320153e-08-4.9369505776033576e-08j),(0.00032792973436007527+0.002518630871714967j),(0.003791585684917324+0.002497858890360708j),(0.028892235642293644-0.013613727462256878j),(-0.027026258140096536+0.032814533519241545j),(0.021598535514911876+0.02248983007641929j)
2.0,(0.02536083968954203+0.018328900033040715j),(-0.005171228156588238-0.018851605766195528j),(-6.910541209733741e-11+5.749670728030692e-11j),(-4.6671559448539255e-06+1.3724221828469959e-06j),(1.0136666980581838e-07-1.4474642777346035e-08j),(0.0006129304733545003+0.0027976695327825226j),(0.0035981642827402098+0.002865670560160234j),(0.03017560681968133-0.013213652856782276j),(-0.027764330977120742+0.03225015447963704j),(0.025138056827271472+0.018448807090138575j)
